Names,Elo
Adair County,1416.07178308885
Allen Central,1477.47618468476
Allen County-Scottsville,1557.5775136327
Anderson County,1655.86471169684
Apollo,1435.58337694636
Ashland Blazer,1624.17830620392
Atherton,1323.31061806757
Ballard,1581.11999303493
Ballard Memorial,1432.01228097351
Bardstown,1576.37926993692
Barren County,1480.81231801758
Bath County,1407.18675780814
Beechwood,1664.10157781467
Belfry,1682.51719849119
Bell County,1687.33811725816
Bellevue,1508.6256358016
Berea,1412.42213189794
Bethlehem,1394.52000147318
Betsy Layne,1476.21370137077
Bishop Brossart,1406.41860804629
Boone County,1616.43025846309
Bourbon County,1521.74190456657
Bowling Green,1769.35074418341
Boyd County,1479.35205471647
Boyle County,1679.01411120849
Bracken County,1395.57312196015
Breathitt County,1659.97571175818
Breckinridge County,1360.50447316054
Bryan Station,1540.27481475283
Bullitt Central,1448.56405802613
Bullitt East,1439.80451193765
Butler,1639.30733952935
Butler County,1527.85856469383
Caldwell County,1523.78613419542
Calloway County,1430.32036296724
Campbell County,1527.87856897631
Campbellsville,1504.89234910285
Carroll County,1532.29303274026
Casey County,1476.51215135799
Caverna,1345.56290660542
Central,1691.94640899848
Central Hardin,1547.3917084671
Christian Academy-Louisville,1591.95922063992
Christian County,1656.85865833348
Clay County,1456.89961706064
Clinton County,1305.35344819935
Collins,1619.90528720295
Conner,1561.55862519884
Cooper,1535.13624890792
Corbin,1596.04473995409
Covington Catholic,1670.00288690378
Crittenden County,1467.79370649543
Danville,1607.1930113305
Daviess County,1427.56870733944
Dayton,1338.80355188082
DeSales,1546.12544977242
Dixie Heights,1511.01344921571
Doss,1433.37355976979
DuPont Manual,1646.19224772007
East Carter,1334.46912646366
East Jessamine,1499.5862963167
East Ridge,1396.01165542732
Eastern,1615.81893877244
Edmonson County,1609.55162088166
Elizabethtown,1395.454547494
Eminence,1497.19414121273
Estill County,1437.28171701645
Fairdale,1440.05333431371
Fairview,1628.02105605725
Fern Creek,1494.14402257378
Fleming County,1436.923855195
Fort Campbell,1626.18309561905
Fort Knox,1416.22304082903
Frankfort,1539.90760302048
Franklin County,1624.4340002229
Franklin-Simpson,1678.21001236659
Fulton City,1367.41861301911
Fulton County,1408.42469968552
Gallatin County,1441.14558014647
Garrard County,1611.9279289662
George Rogers Clark,1480.17826985061
Glasgow,1672.47039684385
Grant County,1421.99205826918
Graves County,1521.38600880369
Grayson County,1511.55615340255
Green County,1581.62521873852
Greenup County,1394.20467911483
Greenwood,1567.0771771233
Hancock County,1547.40368775425
Harlan,1508.59760636073
Harlan County,1640.26907623848
Harrison County,1436.26047142062
Hart County,1450.29503294763
Hazard,1701.76244713143
Heath,1429.1203574095
Henderson County,1628.41751512381
Henry Clay,1513.15205123264
Henry County,1430.81019581697
Highlands,1792.38581627053
Holmes,1522.06017321477
Holy Cross (Covington),1677.50766401398
Holy Cross (Louisville),1614.01715073369
Hopkins County Central,1406.1302836043
Hopkinsville,1398.09706647368
Iroquois,1319.90607826371
Jackson County,1321.12658288189
Jeffersontown,1607.55644228245
Jenkins,1335.48359682167
John Hardin,1726.91809066362
Johnson Central,1641.17731239316
Kentucky Country Day,1529.68007672885
Knott County Central,1288.92286517585
Knox Central,1582.85078578688
LaRue County,1526.34884975867
Lafayette,1599.4754968541
Lawrence County,1529.33161038545
Leslie County,1563.4028937684
Letcher County Central,1490.60115979937
Lewis County,1528.98587106217
Lexington Catholic,1678.19827616708
Lexington Christian,1591.53686572724
Lincoln County,1501.05174219588
Lloyd Memorial,1480.89174306163
Logan County,1455.03613943942
Lone Oak,1637.0722469333
Ludlow,1421.55044457977
Lynn Camp,1342.45682523406
Madison Central,1498.96214259155
Madison Southern,1389.13857512186
Madisonville-North Hopkins,1597.46843365903
Magoffin County,1402.25721524627
Male,1585.20403044436
Marion County,1469.63550512452
Marshall County,1497.62320712003
Mason County,1466.50622677343
Mayfield,1717.06134589947
McCreary Central,1400.57068745925
McLean County,1323.27768341528
Meade County,1519.27417540181
Mercer County,1489.98743353065
Metcalfe County,1381.48557342781
Middlesboro,1460.49843659447
Monroe County,1537.12074430515
Montgomery County,1549.10500404872
Moore,1443.55035093467
Morgan County,1506.55626062713
Muhlenberg County,1364.29627525181
Murray,1668.84976152959
Nelson County,1425.68444396288
Newport,1454.37899716493
Newport Central Catholic,1651.86592386732
Nicholas County,1494.57402690474
North Bullitt,1601.06094385255
North Hardin,1540.00578855131
North Laurel,1412.56687750369
North Oldham,1556.73908673171
Ohio County,1545.45829681694
Oldham County,1455.16080046393
Owen County,1571.80954034685
Owensboro,1535.21302280437
Owensboro Catholic,1657.86148243285
Paducah Tilghman,1643.10693065691
Paintsville,1376.93650622768
Paris,1326.00358700331
Paul Laurence Dunbar,1395.38233703093
Pendleton County,1416.45816214215
