Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
91,3,Sep 6 2003,Sat,Kentucky,37,,Murray State,6,
92,3,Sep 6 2003,Sat,(13) Louisiana State,59,@,Arizona,13,
93,3,Sep 6 2003,Sat,Louisiana Tech,34,@,Louisiana,3,
94,3,Sep 6 2003,Sat,Memphis,44,,Mississippi,34,
95,3,Sep 6 2003,Sat,(3) Miami (FL),38,,(21) Florida,33,
96,3,Sep 6 2003,Sat,(5) Michigan,50,,Houston,3,
97,3,Sep 6 2003,Sat,Michigan State,44,,Rutgers,28,
98,3,Sep 6 2003,Sat,Minnesota,48,,Troy,7,
99,3,Sep 6 2003,Sat,Missouri,35,@,Ball State,7,
100,3,Sep 6 2003,Sat,(23) Nebraska,31,,Utah State,7,
101,3,Sep 6 2003,Sat,New Mexico State,48,,Western New Mexico,3,
102,3,Sep 6 2003,Sat,North Texas,52,,Baylor,14,
103,3,Sep 6 2003,Sat,Northern Illinois,42,,Tennessee Tech,17,
104,3,Sep 6 2003,Sat,(19) Notre Dame,29,,Washington State,26,
105,3,Sep 6 2003,Sat,(2) Ohio State,16,,San Diego State,13,
106,3,Sep 6 2003,Sat,(1) Oklahoma,20,@,Alabama,13,
107,3,Sep 6 2003,Sat,Oklahoma State,48,,Wyoming,24,
108,3,Sep 6 2003,Sat,Oregon,31,,Nevada,23,
109,3,Sep 6 2003,Sat,(10) Pittsburgh,43,,Kent State,3,
110,3,Sep 6 2003,Sat,South Carolina,31,,(15) Virginia,7,
111,3,Sep 6 2003,Sat,South Florida,27,,Nicholls State,17,
112,3,Sep 6 2003,Sat,(4) Southern California,35,,Brigham Young,18,
113,3,Sep 6 2003,Sat,Stanford,31,,San Jose State,10,
114,3,Sep 6 2003,Sat,Stephen F. Austin,23,@,Louisiana-Monroe,21,
115,3,Sep 6 2003,Sat,Syracuse,49,@,North Carolina,47,
116,3,Sep 6 2003,Sat,(12) Tennessee,34,,Marshall,24,
117,3,Sep 6 2003,Sat,Texas A&M,28,,Utah,26,
118,3,Sep 6 2003,Sat,(25) Texas Christian,17,,Navy,3,
119,3,Sep 6 2003,Sat,Texas Tech,42,,New Mexico,28,
120,3,Sep 6 2003,Sat,Toledo,49,,Liberty,3,
121,3,Sep 6 2003,Sat,Tulane,27,,Northwestern State,24,
122,3,Sep 6 2003,Sat,Vanderbilt,51,,Chattanooga,6,
123,3,Sep 6 2003,Sat,Villanova,23,@,Temple,20,
124,3,Sep 6 2003,Sat,(9) Virginia Tech,43,,James Madison,0,
125,3,Sep 6 2003,Sat,Wake Forest,38,,(14) North Carolina State,24,
126,3,Sep 6 2003,Sat,(22) Washington,38,,Indiana,13,
127,3,Sep 6 2003,Sat,West Virginia,48,@,East Carolina,7,
128,3,Sep 6 2003,Sat,Western Michigan,56,,William & Mary,24,
129,3,Sep 6 2003,Sat,(18) Wisconsin,48,,Akron,31,
130,4,Sep 11 2003,Thu,Utah,31,,California,24,
131,4,Sep 12 2003,Fri,Toledo,24,@,Marshall,17,
132,4,Sep 13 2003,Sat,Air Force,34,,North Texas,21,
133,4,Sep 13 2003,Sat,Akron,24,,Eastern Michigan,17,
134,4,Sep 13 2003,Sat,Alabama,27,,Kentucky,17,
135,4,Sep 13 2003,Sat,(16) Arizona State,26,,Utah State,16,
136,4,Sep 13 2003,Sat,Arkansas,38,@,(6) Texas,28,
137,4,Sep 13 2003,Sat,Arkansas State,21,,Southeast Missouri State,3,
138,4,Sep 13 2003,Sat,Auburn,45,@,Vanderbilt,7,
139,4,Sep 13 2003,Sat,Baylor,10,,Southern Methodist,7,
140,4,Sep 13 2003,Sat,Boise State,24,@,Idaho,10,
141,4,Sep 13 2003,Sat,Boston College,24,@,Connecticut,14,
142,4,Sep 13 2003,Sat,Bowling Green State,62,,Liberty,3,
143,4,Sep 13 2003,Sat,Brigham Young,10,@,New Mexico,7,
144,4,Sep 13 2003,Sat,Central Florida,33,,Florida Atlantic,29,
145,4,Sep 13 2003,Sat,Central Michigan,42,,Eastern Kentucky,41,
146,4,Sep 13 2003,Sat,Cincinnati,15,@,West Virginia,13,
147,4,Sep 13 2003,Sat,Clemson,37,,Middle Tennessee State,14,
148,4,Sep 13 2003,Sat,Colgate,38,@,Buffalo,15,
149,4,Sep 13 2003,Sat,Colorado State,31,,Weber State,7,
150,4,Sep 13 2003,Sat,Duke,27,,Rice,24,
151,4,Sep 13 2003,Sat,(19) Florida,63,,Florida A&M,3,
152,4,Sep 13 2003,Sat,(10) Florida State,14,,Georgia Tech,13,
153,4,Sep 13 2003,Sat,(8) Georgia,31,,(25) South Carolina,7,
154,4,Sep 13 2003,Sat,Houston,21,@,Louisiana,14,
155,4,Sep 13 2003,Sat,Indiana,33,,Indiana State,3,
156,4,Sep 13 2003,Sat,(23) Iowa,40,@,Iowa State,21,
157,4,Sep 13 2003,Sat,Kansas,42,@,Wyoming,35,
158,4,Sep 13 2003,Sat,(7) Kansas State,38,,Massachusetts,7,
159,4,Sep 13 2003,Sat,Kent State,16,,Youngstown State,13,
160,4,Sep 13 2003,Sat,(12) Louisiana State,35,,Western Illinois,7,
161,4,Sep 13 2003,Sat,Louisiana Tech,20,@,Michigan State,19,
162,4,Sep 13 2003,Sat,Louisville,30,@,Syracuse,20,
163,4,Sep 13 2003,Sat,Maryland,61,,Citadel,0,
164,4,Sep 13 2003,Sat,(2) Miami (FL),38,,East Carolina,3,
165,4,Sep 13 2003,Sat,Miami (OH),44,@,Northwestern,14,
166,4,Sep 13 2003,Sat,(5) Michigan,38,,(15) Notre Dame,0,
167,4,Sep 13 2003,Sat,Minnesota,42,@,Ohio,20,
168,4,Sep 13 2003,Sat,Mississippi,59,,Louisiana-Monroe,14,
169,4,Sep 13 2003,Sat,Missouri,37,,Eastern Illinois,0,
170,4,Sep 13 2003,Sat,(18) Nebraska,18,,Penn State,10,
171,4,Sep 13 2003,Sat,Nevada-Las Vegas,23,@,(14) Wisconsin,5,
172,4,Sep 13 2003,Sat,(3) Ohio State,44,,(24) North Carolina State,38,
173,4,Sep 13 2003,Sat,(1) Oklahoma,52,,Fresno State,28,
174,4,Sep 13 2003,Sat,Oklahoma State,42,,Missouri State,3,
175,4,Sep 13 2003,Sat,Oregon,48,@,Arizona,10,
176,4,Sep 13 2003,Sat,Oregon State,28,,New Mexico State,16,
177,4,Sep 13 2003,Sat,(11) Pittsburgh,42,,Ball State,21,
178,4,Sep 13 2003,Sat,Purdue,16,@,(20) Wake Forest,10,
179,4,Sep 13 2003,Sat,Rutgers,36,@,Army,21,
180,4,Sep 13 2003,Sat,San Diego State,34,@,Texas-El Paso,0,
181,4,Sep 13 2003,Sat,(4) Southern California,61,,Hawaii,32,
182,4,Sep 13 2003,Sat,Southern Mississippi,23,,Memphis,6,
183,4,Sep 13 2003,Sat,Troy,20,@,Alabama-Birmingham,9,
184,4,Sep 13 2003,Sat,Tulane,31,,Mississippi State,28,
185,4,Sep 13 2003,Sat,Tulsa,41,,Texas State,15,
186,4,Sep 13 2003,Sat,UCLA,6,,Illinois,3,
187,4,Sep 13 2003,Sat,Virginia,59,@,Western Michigan,16,
188,4,Sep 13 2003,Sat,Washington State,47,@,(17) Colorado,26,
189,5,Sep 18 2003,Thu,Nevada,42,@,San Jose State,30,
190,5,Sep 18 2003,Thu,(8) Virginia Tech,35,,Texas A&M,19,
191,5,Sep 19 2003,Fri,Nevada-Las Vegas,33,,Hawaii,22,
192,5,Sep 20 2003,Sat,Air Force,35,,Wyoming,29,
193,5,Sep 20 2003,Sat,Akron,65,,Howard,7,
194,5,Sep 20 2003,Sat,(14) Arkansas,31,,North Texas,7,
195,5,Sep 20 2003,Sat,Ball State,27,,Central Michigan,14,
196,5,Sep 20 2003,Sat,Baylor,27,,Sam Houston State,6,
197,5,Sep 20 2003,Sat,California,31,@,Illinois,24,
198,5,Sep 20 2003,Sat,Cincinnati,30,,Temple,24,
199,5,Sep 20 2003,Sat,Clemson,39,@,Georgia Tech,3,
200,5,Sep 20 2003,Sat,Connecticut,38,@,Buffalo,7,
201,5,Sep 20 2003,Sat,(10) Florida State,47,,Colorado,7,
202,5,Sep 20 2003,Sat,Fresno State,16,,Louisiana Tech,6,
203,5,Sep 20 2003,Sat,Houston,42,,Mississippi State,35,
204,5,Sep 20 2003,Sat,(18) Iowa,21,,(16) Arizona State,2,
205,5,Sep 20 2003,Sat,Kansas,41,,Jacksonville State,6,
206,5,Sep 20 2003,Sat,Kentucky,34,@,Indiana,17,
207,5,Sep 20 2003,Sat,(11) Louisiana State,17,,(7) Georgia,10,
208,5,Sep 20 2003,Sat,Louisville,42,,Texas-El Paso,14,
209,5,Sep 20 2003,Sat,Marshall,27,@,(6) Kansas State,20,
210,5,Sep 20 2003,Sat,Maryland,34,,West Virginia,7,
211,5,Sep 20 2003,Sat,(2) Miami (FL),33,@,Boston College,14,
212,5,Sep 20 2003,Sat,Miami (OH),41,@,Colorado State,21,
213,5,Sep 20 2003,Sat,Michigan State,22,@,Notre Dame,16,
214,5,Sep 20 2003,Sat,Minnesota,48,,Louisiana,14,
215,5,Sep 20 2003,Sat,(23) Missouri,41,,Middle Tennessee State,40,
216,5,Sep 20 2003,Sat,Navy,39,,Eastern Michigan,7,
217,5,Sep 20 2003,Sat,North Carolina State,49,,Texas Tech,21,
218,5,Sep 20 2003,Sat,Northern Illinois,19,@,(21) Alabama,16,
219,5,Sep 20 2003,Sat,Northwestern,28,@,Duke,10,
220,5,Sep 20 2003,Sat,Northwestern State,14,@,Louisiana-Monroe,10,
221,5,Sep 20 2003,Sat,(5) Ohio State,24,,Bowling Green State,17,
222,5,Sep 20 2003,Sat,(1) Oklahoma,59,,UCLA,24,
223,5,Sep 20 2003,Sat,Oklahoma State,52,@,Southern Methodist,6,
224,5,Sep 20 2003,Sat,(22) Oregon,31,,(3) Michigan,27,
225,5,Sep 20 2003,Sat,Oregon State,26,,Boise State,24,
226,5,Sep 20 2003,Sat,Penn State,32,,Kent State,10,
227,5,Sep 20 2003,Sat,(25) Purdue,59,,Arizona,7,
228,5,Sep 20 2003,Sat,San Diego State,37,,Samford,17,
229,5,Sep 20 2003,Sat,South Carolina,42,,Alabama-Birmingham,10,
230,5,Sep 20 2003,Sat,Stanford,18,@,Brigham Young,14,
231,5,Sep 20 2003,Sat,Syracuse,38,,Central Florida,14,
232,5,Sep 20 2003,Sat,(12) Tennessee,24,@,(17) Florida,10,
233,5,Sep 20 2003,Sat,(13) Texas,48,@,Rice,7,
234,5,Sep 20 2003,Sat,(20) Texas Christian,30,,Vanderbilt,14,
235,5,Sep 20 2003,Sat,Toledo,35,,(9) Pittsburgh,31,
236,5,Sep 20 2003,Sat,Troy,28,,Southeastern Louisiana,0,
237,5,Sep 20 2003,Sat,Tulane,50,@,Army,33,
238,5,Sep 20 2003,Sat,Tulsa,54,,Arkansas State,7,
239,5,Sep 20 2003,Sat,Wake Forest,34,,East Carolina,16,
240,5,Sep 20 2003,Sat,(19) Washington,45,,Idaho,14,
241,5,Sep 20 2003,Sat,(24) Washington State,23,,New Mexico,13,
242,5,Sep 20 2003,Sat,Wisconsin,38,,North Carolina,27,
243,6,Sep 25 2003,Thu,(15) Nebraska,38,@,Southern Mississippi,14,
244,6,Sep 27 2003,Sat,Air Force,24,@,Brigham Young,10,
245,6,Sep 27 2003,Sat,Akron,38,@,Buffalo,21,
246,6,Sep 27 2003,Sat,(9) Arkansas,34,@,Alabama,31,
247,6,Sep 27 2003,Sat,Auburn,48,,Western Kentucky,3,
248,6,Sep 27 2003,Sat,Boise State,33,,Wyoming,17,
249,6,Sep 27 2003,Sat,Boston College,53,,Ball State,29,
250,6,Sep 27 2003,Sat,California,34,,(3) Southern California,31,
251,6,Sep 27 2003,Sat,(25) Florida,24,@,Kentucky,21,
252,6,Sep 27 2003,Sat,(6) Florida State,56,@,Duke,7,
253,6,Sep 27 2003,Sat,Fresno State,42,,Portland State,16,
254,6,Sep 27 2003,Sat,Georgia Tech,24,@,Vanderbilt,17,
255,6,Sep 27 2003,Sat,Hawaii,41,,Rice,21,
256,6,Sep 27 2003,Sat,Kansas,35,,(23) Missouri,14,
257,6,Sep 27 2003,Sat,Kent State,36,,Central Florida,16,
258,6,Sep 27 2003,Sat,(7) Louisiana State,41,@,Mississippi State,6,
259,6,Sep 27 2003,Sat,Louisville,21,,Temple,12,
260,6,Sep 27 2003,Sat,Maryland,37,@,Eastern Michigan,13,
261,6,Sep 27 2003,Sat,Memphis,38,,Arkansas State,16,
262,6,Sep 27 2003,Sat,Miami (OH),42,,Cincinnati,37,
263,6,Sep 27 2003,Sat,(11) Michigan,31,,Indiana,17,
264,6,Sep 27 2003,Sat,Michigan State,20,,(13) Iowa,10,
265,6,Sep 27 2003,Sat,(24) Minnesota,20,@,Penn State,14,
266,6,Sep 27 2003,Sat,Montana,41,,Idaho,28,
267,6,Sep 27 2003,Sat,Nevada,12,,Southern Methodist,9,
268,6,Sep 27 2003,Sat,New Mexico,24,,New Mexico State,17,
269,6,Sep 27 2003,Sat,North Carolina State,47,,North Carolina,34,
270,6,Sep 27 2003,Sat,North Texas,44,,Louisiana,23,
271,6,Sep 27 2003,Sat,(20) Northern Illinois,24,,Iowa State,16,
272,6,Sep 27 2003,Sat,(4) Ohio State,20,,Northwestern,0,
273,6,Sep 27 2003,Sat,Oregon State,45,,Arizona State,17,
274,6,Sep 27 2003,Sat,(17) Pittsburgh,37,@,Texas A&M,26,
275,6,Sep 27 2003,Sat,(22) Purdue,23,,Notre Dame,10,
276,6,Sep 27 2003,Sat,Rutgers,48,,Navy,27,
277,6,Sep 27 2003,Sat,South Florida,28,@,Army,0,
278,6,Sep 27 2003,Sat,Syracuse,34,,Toledo,7,
279,6,Sep 27 2003,Sat,(8) Tennessee,23,,South Carolina,20,
280,6,Sep 27 2003,Sat,(14) Texas,63,,Tulane,18,
281,6,Sep 27 2003,Sat,(19) Texas Christian,13,@,Arizona,10,
282,6,Sep 27 2003,Sat,Texas Tech,49,@,Mississippi,45,
283,6,Sep 27 2003,Sat,Texas-El Paso,59,,Sam Houston State,14,
284,6,Sep 27 2003,Sat,Troy,33,,Marshall,24,
285,6,Sep 27 2003,Sat,UCLA,20,,San Diego State,10,
286,6,Sep 27 2003,Sat,Utah,28,@,Colorado State,21,
287,6,Sep 27 2003,Sat,Utah State,28,,Louisiana-Monroe,10,
288,6,Sep 27 2003,Sat,Virginia,27,,Wake Forest,24,
289,6,Sep 27 2003,Sat,(5) Virginia Tech,47,,Connecticut,13,
290,6,Sep 27 2003,Sat,(18) Washington,28,,Stanford,17,
291,6,Sep 27 2003,Sat,(21) Washington State,55,@,(10) Oregon,16,
292,6,Sep 27 2003,Sat,Western Michigan,39,@,Ohio,32,
293,6,Sep 27 2003,Sat,Wisconsin,38,@,Illinois,20,
294,7,Sep 30 2003,Tue,Houston,27,@,East Carolina,13,
295,7,Oct 2 2003,Thu,(2) Miami (FL),22,,West Virginia,20,
296,7,Oct 3 2003,Fri,Utah,17,,(19) Oregon,13,
297,7,Oct 4 2003,Sat,Alabama-Birmingham,24,@,Memphis,10,
298,7,Oct 4 2003,Sat,Arkansas State,44,,Louisiana-Monroe,41,
299,7,Oct 4 2003,Sat,Auburn,28,,(7) Tennessee,21,
300,7,Oct 4 2003,Sat,Ball State,34,@,Kent State,17,
301,7,Oct 4 2003,Sat,Baylor,42,,Colorado,30,
302,7,Oct 4 2003,Sat,Boise State,43,@,Louisiana Tech,37,
303,7,Oct 4 2003,Sat,Bowling Green State,23,,Central Michigan,3,
304,7,Oct 4 2003,Sat,Brigham Young,44,@,San Diego State,36,
305,7,Oct 4 2003,Sat,Central Florida,19,,Buffalo,10,
306,7,Oct 4 2003,Sat,Colorado State,34,,Fresno State,10,
307,7,Oct 4 2003,Sat,Connecticut,35,,Lehigh,17,
308,7,Oct 4 2003,Sat,(11) Georgia,37,,Alabama,23,
309,7,Oct 4 2003,Sat,Georgia Tech,29,,North Carolina State,21,
310,7,Oct 4 2003,Sat,Idaho,35,@,New Mexico State,31,
311,7,Oct 4 2003,Sat,(23) Iowa,30,,(9) Michigan,27,
312,7,Oct 4 2003,Sat,Maryland,21,,Clemson,7,
313,7,Oct 4 2003,Sat,Miami (OH),45,,Akron,20,
314,7,Oct 4 2003,Sat,(25) Michigan State,31,,Indiana,3,
315,7,Oct 4 2003,Sat,(21) Minnesota,42,@,Northwestern,17,
316,7,Oct 4 2003,Sat,Mississippi,20,@,(24) Florida,17,
317,7,Oct 4 2003,Sat,Mississippi State,30,,Vanderbilt,21,
318,7,Oct 4 2003,Sat,Navy,28,,Air Force,25,
319,7,Oct 4 2003,Sat,(12) Nebraska,30,,Troy,0,
320,7,Oct 4 2003,Sat,Nevada-Las Vegas,16,@,Nevada,12,
321,7,Oct 4 2003,Sat,New Mexico,34,,Utah State,7,
322,7,Oct 4 2003,Sat,(17) Northern Illinois,30,,Ohio,23,
323,7,Oct 4 2003,Sat,(1) Oklahoma,53,@,Iowa State,7,
324,7,Oct 4 2003,Sat,Oklahoma State,56,,Louisiana,3,
325,7,Oct 4 2003,Sat,Oregon State,35,@,California,21,
326,7,Oct 4 2003,Sat,(22) Purdue,43,,Illinois,10,
327,7,Oct 4 2003,Sat,Rice,28,,San Jose State,24,
328,7,Oct 4 2003,Sat,South Florida,31,,Louisville,28,
329,7,Oct 4 2003,Sat,(10) Southern California,37,@,Arizona State,17,
330,7,Oct 4 2003,Sat,Southern Mississippi,22,@,Cincinnati,20,
331,7,Oct 4 2003,Sat,Temple,44,@,Middle Tennessee State,36,
332,7,Oct 4 2003,Sat,(13) Texas,24,,(16) Kansas State,20,
333,7,Oct 4 2003,Sat,(20) Texas Christian,27,,Army,0,
334,7,Oct 4 2003,Sat,Texas Tech,59,,Texas A&M,28,
335,7,Oct 4 2003,Sat,Texas-El Paso,21,@,Southern Methodist,19,
336,7,Oct 4 2003,Sat,Tulsa,27,,Hawaii,16,
337,7,Oct 4 2003,Sat,UCLA,46,,(18) Washington,16,
338,7,Oct 4 2003,Sat,Virginia,38,@,North Carolina,13,
339,7,Oct 4 2003,Sat,(4) Virginia Tech,48,@,Rutgers,22,
340,7,Oct 4 2003,Sat,(14) Washington State,30,,Arizona,7,
341,7,Oct 4 2003,Sat,Western Michigan,31,@,Eastern Michigan,3,
342,7,Oct 4 2003,Sat,Wisconsin,30,@,Penn State,23,
343,8,Oct 9 2003,Thu,Colorado State,58,@,Brigham Young,13,
344,8,Oct 9 2003,Thu,South Carolina,27,,Kentucky,21,
345,8,Oct 10 2003,Fri,(20) Michigan,38,@,(17) Minnesota,35,
346,8,Oct 10 2003,Fri,(18) Texas Christian,13,@,South Florida,10,
347,8,Oct 11 2003,Sat,Air Force,24,,Nevada-Las Vegas,7,
348,8,Oct 11 2003,Sat,Akron,45,,Cal Poly,14,
349,8,Oct 11 2003,Sat,Alabama,17,,Southern Mississippi,3,
350,8,Oct 11 2003,Sat,Alabama-Birmingham,31,,Cincinnati,14,
351,8,Oct 11 2003,Sat,Arizona State,59,,Oregon,14,
352,8,Oct 11 2003,Sat,Auburn,10,@,(7) Arkansas,3,
353,8,Oct 11 2003,Sat,Boise State,27,,Tulsa,20,
354,8,Oct 11 2003,Sat,Boston College,38,@,Temple,13,
355,8,Oct 11 2003,Sat,Bowling Green State,32,@,Western Michigan,21,
356,8,Oct 11 2003,Sat,Clemson,30,,(25) Virginia,27,
357,8,Oct 11 2003,Sat,Colorado,50,,Kansas,47,
358,8,Oct 11 2003,Sat,Florida,19,@,(6) Louisiana State,7,
359,8,Oct 11 2003,Sat,(8) Georgia,41,@,(13) Tennessee,14,
360,8,Oct 11 2003,Sat,Georgia Tech,24,@,Wake Forest,7,
361,8,Oct 11 2003,Sat,Hawaii,55,,Fresno State,28,
362,8,Oct 11 2003,Sat,Houston,45,@,Tulane,42,
363,8,Oct 11 2003,Sat,Louisiana Tech,38,@,Texas-El Paso,35,
364,8,Oct 11 2003,Sat,Louisiana-Monroe,45,@,Louisiana,42,
365,8,Oct 11 2003,Sat,Louisville,34,,Army,10,
366,8,Oct 11 2003,Sat,Marshall,49,,Kent State,33,
367,8,Oct 11 2003,Sat,Maryland,33,,Duke,20,
368,8,Oct 11 2003,Sat,(2) Miami (FL),22,@,(5) Florida State,14,
369,8,Oct 11 2003,Sat,Miami (OH),59,,Buffalo,3,
370,8,Oct 11 2003,Sat,(21) Michigan State,49,@,Illinois,14,
371,8,Oct 11 2003,Sat,Middle Tennessee State,35,,New Mexico State,18,
372,8,Oct 11 2003,Sat,Mississippi,55,,Arkansas State,0,
373,8,Oct 11 2003,Sat,Mississippi State,35,,Memphis,27,
374,8,Oct 11 2003,Sat,Missouri,41,,(10) Nebraska,24,
375,8,Oct 11 2003,Sat,Navy,37,@,Vanderbilt,27,
376,8,Oct 11 2003,Sat,Nevada,28,@,Washington,17,
377,8,Oct 11 2003,Sat,North Carolina,28,@,East Carolina,17,
378,8,Oct 11 2003,Sat,North Carolina State,31,,Connecticut,24,
379,8,Oct 11 2003,Sat,North Texas,24,@,Idaho,14,
380,8,Oct 11 2003,Sat,(16) Northern Illinois,40,@,Central Michigan,24,
