Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
38,1,Sep 4 2010,Sat,(23) Georgia,55,,Louisiana,7,
39,1,Sep 4 2010,Sat,(16) Georgia Tech,41,,South Carolina State,10,
40,1,Sep 4 2010,Sat,Houston,68,,Texas State,28,
41,1,Sep 4 2010,Sat,(9) Iowa,37,,Eastern Illinois,7,
42,1,Sep 4 2010,Sat,Jacksonville State,49,@,Mississippi,48,
43,1,Sep 4 2010,Sat,Kansas State,31,,UCLA,22,
44,1,Sep 4 2010,Sat,Kentucky,23,@,Louisville,16,
45,1,Sep 4 2010,Sat,(21) Louisiana State,30,,(18) North Carolina,24,Georgia Dome - Atlanta Georgia
46,1,Sep 4 2010,Sat,Louisiana Tech,20,,Grambling State,6,
47,1,Sep 4 2010,Sat,Michigan,30,,Connecticut,10,
48,1,Sep 4 2010,Sat,Michigan State,38,,Western Michigan,14,
49,1,Sep 4 2010,Sat,Mississippi State,49,,Memphis,7,
50,1,Sep 4 2010,Sat,Missouri,23,,Illinois,13,Edward Jones Dome - St. Louis Missouri
51,1,Sep 4 2010,Sat,(8) Nebraska,49,,Western Kentucky,10,
52,1,Sep 4 2010,Sat,North Carolina State,48,,Western Carolina,7,
53,1,Sep 4 2010,Sat,North Dakota State,6,@,Kansas,3,
54,1,Sep 4 2010,Sat,Northwestern,23,@,Vanderbilt,21,
55,1,Sep 4 2010,Sat,Notre Dame,23,,Purdue,12,
56,1,Sep 4 2010,Sat,Ohio,33,,Wofford,10,
57,1,Sep 4 2010,Sat,(7) Oklahoma,31,,Utah State,24,
58,1,Sep 4 2010,Sat,Oklahoma State,65,,Washington State,17,
59,1,Sep 4 2010,Sat,(11) Oregon,72,,New Mexico,0,
60,1,Sep 4 2010,Sat,(19) Penn State,44,,Youngstown State,14,
61,1,Sep 4 2010,Sat,San Diego State,47,,Nicholls State,0,
62,1,Sep 4 2010,Sat,South Florida,59,,Stony Brook,14,
63,1,Sep 4 2010,Sat,Stanford,52,,Sacramento State,17,
64,1,Sep 4 2010,Sat,Syracuse,29,@,Akron,3,
65,1,Sep 4 2010,Sat,Tennessee,50,,Tennessee-Martin,0,
66,1,Sep 4 2010,Sat,(5) Texas,34,@,Rice,17,
67,1,Sep 4 2010,Sat,Texas A&M,48,,Stephen F. Austin,7,
68,1,Sep 4 2010,Sat,(6) Texas Christian,30,,(24) Oregon State,21,
69,1,Sep 4 2010,Sat,Texas-El Paso,31,,Arkansas-Pine Bluff,10,
70,1,Sep 4 2010,Sat,Troy,30,,Bowling Green State,27,
71,1,Sep 4 2010,Sat,Virginia,34,,Richmond,13,
72,1,Sep 4 2010,Sat,(25) West Virginia,31,,Coastal Carolina,0,
73,1,Sep 4 2010,Sat,(12) Wisconsin,41,@,Nevada-Las Vegas,21,
74,1,Sep 4 2010,Sat,Wyoming,28,,Southern Utah,20,
75,1,Sep 5 2010,Sun,East Carolina,51,,Tulsa,49,
76,1,Sep 5 2010,Sun,Texas Tech,35,,Southern Methodist,27,
77,1,Sep 6 2010,Mon,(3) Boise State,33,@,(13) Virginia Tech,30,
78,1,Sep 6 2010,Mon,Maryland,17,,Navy,14,
79,2,Sep 9 2010,Thu,(21) Auburn,17,@,Mississippi State,14,
80,2,Sep 9 2010,Thu,Temple,13,,Central Michigan,10,
81,2,Sep 10 2010,Fri,Houston,54,,Texas-El Paso,24,
82,2,Sep 10 2010,Fri,(23) West Virginia,24,@,Marshall,21,
83,2,Sep 11 2010,Sat,Air Force,35,,Brigham Young,14,
84,2,Sep 11 2010,Sat,(1) Alabama,24,,(18) Penn State,3,
85,2,Sep 11 2010,Sat,Arizona,52,,Citadel,6,
86,2,Sep 11 2010,Sat,Arizona State,41,,Northern Arizona,20,
87,2,Sep 11 2010,Sat,(14) Arkansas,31,@,Louisiana-Monroe,7,War Memorial Stadium - Little Rock Arkansas
88,2,Sep 11 2010,Sat,Baylor,34,,Buffalo,6,
89,2,Sep 11 2010,Sat,Boston College,26,,Kent State,13,
90,2,Sep 11 2010,Sat,California,52,,Colorado,7,
91,2,Sep 11 2010,Sat,Cincinnati,40,,Indiana State,7,
92,2,Sep 11 2010,Sat,Clemson,58,,Presbyterian,21,
93,2,Sep 11 2010,Sat,Connecticut,62,,Texas Southern,3,
94,2,Sep 11 2010,Sat,East Carolina,49,,Memphis,27,
95,2,Sep 11 2010,Sat,(8) Florida,38,,South Florida,14,
96,2,Sep 11 2010,Sat,Gardner-Webb,38,@,Akron,37,
97,2,Sep 11 2010,Sat,Hawaii,31,@,Army,28,
98,2,Sep 11 2010,Sat,Illinois,35,,Southern Illinois,3,
99,2,Sep 11 2010,Sat,(9) Iowa,35,,Iowa State,7,
100,2,Sep 11 2010,Sat,James Madison,21,@,(13) Virginia Tech,16,
101,2,Sep 11 2010,Sat,Kansas,28,,(15) Georgia Tech,25,
102,2,Sep 11 2010,Sat,Kansas State,48,,Missouri State,24,
103,2,Sep 11 2010,Sat,Kentucky,63,,Western Kentucky,28,
104,2,Sep 11 2010,Sat,Liberty,27,@,Ball State,23,
105,2,Sep 11 2010,Sat,Louisiana,31,,Arkansas State,24,
106,2,Sep 11 2010,Sat,(19) Louisiana State,27,@,Vanderbilt,3,
107,2,Sep 11 2010,Sat,Louisville,23,,Eastern Kentucky,13,
108,2,Sep 11 2010,Sat,Maryland,62,,Morgan State,3,
109,2,Sep 11 2010,Sat,Miami (OH),28,,Eastern Michigan,21,
110,2,Sep 11 2010,Sat,Michigan,28,@,Notre Dame,24,
111,2,Sep 11 2010,Sat,Michigan State,30,,Florida Atlantic,17,Ford Field - Detroit Michigan
112,2,Sep 11 2010,Sat,Middle Tennessee State,56,,Austin Peay,33,
113,2,Sep 11 2010,Sat,Mississippi,27,@,Tulane,13,
114,2,Sep 11 2010,Sat,Missouri,50,,McNeese State,6,
115,2,Sep 11 2010,Sat,Navy,13,,Georgia Southern,7,
116,2,Sep 11 2010,Sat,(6) Nebraska,38,,Idaho,17,
117,2,Sep 11 2010,Sat,Nevada,51,,Colorado State,6,
118,2,Sep 11 2010,Sat,North Carolina State,28,@,Central Florida,21,
119,2,Sep 11 2010,Sat,Northern Illinois,23,,North Dakota,17,
120,2,Sep 11 2010,Sat,Northwestern,37,,Illinois State,3,
121,2,Sep 11 2010,Sat,(2) Ohio State,36,,(12) Miami (FL),24,
122,2,Sep 11 2010,Sat,(10) Oklahoma,47,,(17) Florida State,17,
123,2,Sep 11 2010,Sat,Oklahoma State,41,,Troy,38,
124,2,Sep 11 2010,Sat,(7) Oregon,48,@,Tennessee,13,
125,2,Sep 11 2010,Sat,Pittsburgh,38,,New Hampshire,16,
126,2,Sep 11 2010,Sat,Purdue,31,,Western Illinois,21,
127,2,Sep 11 2010,Sat,Rice,32,@,North Texas,31,
128,2,Sep 11 2010,Sat,Rutgers,19,@,Florida International,14,
129,2,Sep 11 2010,Sat,San Diego State,41,@,New Mexico State,21,
130,2,Sep 11 2010,Sat,(24) South Carolina,17,,(22) Georgia,6,
131,2,Sep 11 2010,Sat,South Dakota,41,@,Minnesota,38,
132,2,Sep 11 2010,Sat,(16) Southern California,17,,Virginia,14,
133,2,Sep 11 2010,Sat,Southern Methodist,28,,Alabama-Birmingham,7,
134,2,Sep 11 2010,Sat,Southern Mississippi,34,,Prairie View A&M,7,
135,2,Sep 11 2010,Sat,(25) Stanford,35,@,UCLA,0,
136,2,Sep 11 2010,Sat,(5) Texas,34,,Wyoming,7,
137,2,Sep 11 2010,Sat,Texas A&M,48,,Louisiana Tech,16,
138,2,Sep 11 2010,Sat,(4) Texas Christian,62,,Tennessee Tech,7,
139,2,Sep 11 2010,Sat,Texas Tech,52,@,New Mexico,17,
140,2,Sep 11 2010,Sat,Toledo,20,@,Ohio,13,
141,2,Sep 11 2010,Sat,Tulsa,33,,Bowling Green State,20,
142,2,Sep 11 2010,Sat,(20) Utah,38,,Nevada-Las Vegas,10,
143,2,Sep 11 2010,Sat,Utah State,38,,Idaho State,17,
144,2,Sep 11 2010,Sat,Wake Forest,54,,Duke,48,
145,2,Sep 11 2010,Sat,Washington,41,,Syracuse,20,
146,2,Sep 11 2010,Sat,Washington State,23,,Montana State,22,
147,2,Sep 11 2010,Sat,Western Michigan,49,,Nicholls State,14,
148,2,Sep 11 2010,Sat,(11) Wisconsin,27,,San Jose State,14,
149,3,Sep 16 2010,Thu,North Carolina State,30,,Cincinnati,19,
150,3,Sep 17 2010,Fri,Nevada,52,,California,31,
151,3,Sep 17 2010,Fri,Southern Mississippi,31,,Kansas,16,
152,3,Sep 18 2010,Sat,(1) Alabama,62,@,Duke,13,
153,3,Sep 18 2010,Sat,Alabama-Birmingham,34,,Troy,33,
154,3,Sep 18 2010,Sat,(24) Arizona,34,,(9) Iowa,27,
155,3,Sep 18 2010,Sat,(12) Arkansas,31,@,Georgia,24,
156,3,Sep 18 2010,Sat,Arkansas State,34,,Louisiana-Monroe,20,
157,3,Sep 18 2010,Sat,Army,24,,North Texas,0,
158,3,Sep 18 2010,Sat,(16) Auburn,27,,Clemson,24,
159,3,Sep 18 2010,Sat,(3) Boise State,51,@,Wyoming,6,
160,3,Sep 18 2010,Sat,Bowling Green State,44,,Marshall,28,
161,3,Sep 18 2010,Sat,Central Florida,24,@,Buffalo,10,
162,3,Sep 18 2010,Sat,Central Michigan,52,@,Eastern Michigan,14,
163,3,Sep 18 2010,Sat,Colorado,31,,Hawaii,13,
164,3,Sep 18 2010,Sat,(10) Florida,31,@,Tennessee,17,
165,3,Sep 18 2010,Sat,Florida State,34,,Brigham Young,10,
166,3,Sep 18 2010,Sat,Fresno State,41,@,Utah State,24,
167,3,Sep 18 2010,Sat,Georgia Tech,30,@,North Carolina,24,
168,3,Sep 18 2010,Sat,Idaho,30,,Nevada-Las Vegas,7,
169,3,Sep 18 2010,Sat,Illinois,28,,Northern Illinois,22,
170,3,Sep 18 2010,Sat,Indiana,38,@,Western Kentucky,21,
171,3,Sep 18 2010,Sat,Kansas State,27,,Iowa State,20,
172,3,Sep 18 2010,Sat,Kentucky,47,,Akron,10,
173,3,Sep 18 2010,Sat,(15) Louisiana State,29,,Mississippi State,7,
174,3,Sep 18 2010,Sat,Memphis,24,,Middle Tennessee State,17,
175,3,Sep 18 2010,Sat,Miami (OH),31,,Colorado State,10,
176,3,Sep 18 2010,Sat,(20) Michigan,42,,Massachusetts,37,
177,3,Sep 18 2010,Sat,Michigan State,34,,Notre Dame,31,
178,3,Sep 18 2010,Sat,Missouri,27,,San Diego State,24,
179,3,Sep 18 2010,Sat,Navy,37,@,Louisiana Tech,23,
180,3,Sep 18 2010,Sat,(8) Nebraska,56,@,Washington,21,
181,3,Sep 18 2010,Sat,Northwestern,30,@,Rice,13,
182,3,Sep 18 2010,Sat,(2) Ohio State,43,,Ohio,7,
183,3,Sep 18 2010,Sat,(7) Oklahoma,27,,Air Force,24,
184,3,Sep 18 2010,Sat,Oklahoma State,65,,Tulsa,28,
185,3,Sep 18 2010,Sat,(5) Oregon,69,,Portland State,0,
186,3,Sep 18 2010,Sat,(25) Oregon State,35,,Louisville,28,
187,3,Sep 18 2010,Sat,(22) Penn State,24,,Kent State,0,
188,3,Sep 18 2010,Sat,Purdue,24,,Ball State,13,
189,3,Sep 18 2010,Sat,San Jose State,16,,Southern Utah,11,
190,3,Sep 18 2010,Sat,(13) South Carolina,38,,Furman,19,
191,3,Sep 18 2010,Sat,(18) Southern California,32,@,Minnesota,21,
192,3,Sep 18 2010,Sat,Southern Methodist,35,,Washington State,21,
193,3,Sep 18 2010,Sat,(19) Stanford,68,,Wake Forest,24,
194,3,Sep 18 2010,Sat,Syracuse,38,,Maine,14,
195,3,Sep 18 2010,Sat,Temple,30,,Connecticut,16,
196,3,Sep 18 2010,Sat,(6) Texas,24,@,Texas Tech,14,
197,3,Sep 18 2010,Sat,Texas A&M,27,,Florida International,20,
198,3,Sep 18 2010,Sat,(4) Texas Christian,45,,Baylor,10,
199,3,Sep 18 2010,Sat,Texas-El Paso,42,,New Mexico State,10,
200,3,Sep 18 2010,Sat,Toledo,37,@,Western Michigan,24,
201,3,Sep 18 2010,Sat,UCLA,31,,(23) Houston,13,
202,3,Sep 18 2010,Sat,(14) Utah,56,@,New Mexico,14,
203,3,Sep 18 2010,Sat,Vanderbilt,28,@,Mississippi,14,
204,3,Sep 18 2010,Sat,Virginia Tech,49,,East Carolina,27,
205,3,Sep 18 2010,Sat,(21) West Virginia,31,,Maryland,17,
206,3,Sep 18 2010,Sat,(11) Wisconsin,20,,Arizona State,19,
207,4,Sep 23 2010,Thu,(19) Miami (FL),31,@,Pittsburgh,3,
208,4,Sep 24 2010,Fri,(4) Texas Christian,41,@,Southern Methodist,24,
209,4,Sep 25 2010,Sat,Air Force,20,@,Wyoming,14,
210,4,Sep 25 2010,Sat,(1) Alabama,24,@,(10) Arkansas,20,
211,4,Sep 25 2010,Sat,(14) Arizona,10,,California,9,
212,4,Sep 25 2010,Sat,Army,35,@,Duke,21,
213,4,Sep 25 2010,Sat,(17) Auburn,35,,(12) South Carolina,27,
214,4,Sep 25 2010,Sat,Baylor,30,@,Rice,13,
215,4,Sep 25 2010,Sat,(3) Boise State,37,,(24) Oregon State,24,
216,4,Sep 25 2010,Sat,Colorado State,36,,Idaho,34,
217,4,Sep 25 2010,Sat,Connecticut,45,,Buffalo,21,
218,4,Sep 25 2010,Sat,(9) Florida,48,,Kentucky,14,
219,4,Sep 25 2010,Sat,Florida State,31,,Wake Forest,0,
220,4,Sep 25 2010,Sat,Hawaii,66,,Charleston Southern,7,
221,4,Sep 25 2010,Sat,Houston,42,,Tulane,23,
222,4,Sep 25 2010,Sat,Indiana,35,,Akron,20,
223,4,Sep 25 2010,Sat,(18) Iowa,45,,Ball State,0,
224,4,Sep 25 2010,Sat,Iowa State,27,,Northern Iowa,0,
225,4,Sep 25 2010,Sat,Kansas,42,,New Mexico State,16,
226,4,Sep 25 2010,Sat,Kansas State,17,,Central Florida,13,
227,4,Sep 25 2010,Sat,(15) Louisiana State,20,,(22) West Virginia,14,
228,4,Sep 25 2010,Sat,Louisiana-Monroe,21,,Southeastern Louisiana,20,
229,4,Sep 25 2010,Sat,Marshall,24,,Ohio,23,
230,4,Sep 25 2010,Sat,Maryland,42,,Florida International,28,
231,4,Sep 25 2010,Sat,(21) Michigan,65,,Bowling Green State,21,
232,4,Sep 25 2010,Sat,(25) Michigan State,45,,Northern Colorado,7,
233,4,Sep 25 2010,Sat,Middle Tennessee State,34,@,Louisiana,14,
234,4,Sep 25 2010,Sat,Mississippi,55,,Fresno State,38,
235,4,Sep 25 2010,Sat,Mississippi State,24,,Georgia,12,
236,4,Sep 25 2010,Sat,Missouri,51,,Miami (OH),13,
237,4,Sep 25 2010,Sat,(6) Nebraska,17,,South Dakota State,3,
238,4,Sep 25 2010,Sat,Nevada,27,@,Brigham Young,13,
239,4,Sep 25 2010,Sat,Nevada-Las Vegas,45,,New Mexico,10,
240,4,Sep 25 2010,Sat,North Carolina,17,@,Rutgers,13,
241,4,Sep 25 2010,Sat,North Carolina State,45,@,Georgia Tech,28,
242,4,Sep 25 2010,Sat,North Texas,21,@,Florida Atlantic,17,
243,4,Sep 25 2010,Sat,Northern Illinois,34,@,Minnesota,23,
244,4,Sep 25 2010,Sat,Northwestern,30,,Central Michigan,25,
245,4,Sep 25 2010,Sat,(2) Ohio State,73,,Eastern Michigan,20,
246,4,Sep 25 2010,Sat,(8) Oklahoma,31,@,Cincinnati,29,
247,4,Sep 25 2010,Sat,(5) Oregon,42,@,Arizona State,31,
248,4,Sep 25 2010,Sat,(23) Penn State,22,,Temple,13,
249,4,Sep 25 2010,Sat,San Diego State,41,,Utah State,7,
250,4,Sep 25 2010,Sat,South Florida,24,,Western Kentucky,12,
251,4,Sep 25 2010,Sat,(20) Southern California,50,@,Washington State,16,
252,4,Sep 25 2010,Sat,Southern Mississippi,13,@,Louisiana Tech,12,
253,4,Sep 25 2010,Sat,(16) Stanford,37,@,Notre Dame,14,
254,4,Sep 25 2010,Sat,Syracuse,42,,Colgate,7,
255,4,Sep 25 2010,Sat,Tennessee,32,,Alabama-Birmingham,29,
256,4,Sep 25 2010,Sat,Texas-El Paso,16,,Memphis,13,
257,4,Sep 25 2010,Sat,Toledo,31,@,Purdue,20,
258,4,Sep 25 2010,Sat,Troy,35,,Arkansas State,28,
259,4,Sep 25 2010,Sat,Tulsa,41,,Central Arkansas,14,
260,4,Sep 25 2010,Sat,UCLA,34,@,(7) Texas,12,
261,4,Sep 25 2010,Sat,(13) Utah,56,,San Jose State,3,
262,4,Sep 25 2010,Sat,Virginia,48,,Virginia Military Institute,7,
263,4,Sep 25 2010,Sat,Virginia Tech,19,@,Boston College,0,
264,4,Sep 25 2010,Sat,(11) Wisconsin,70,,Austin Peay,3,
265,5,Sep 30 2010,Thu,Oklahoma State,38,,Texas A&M,35,
266,5,Oct 1 2010,Fri,Utah State,31,,Brigham Young,16,
267,5,Oct 2 2010,Sat,Air Force,14,,Navy,6,
268,5,Oct 2 2010,Sat,(1) Alabama,31,,(7) Florida,6,
269,5,Oct 2 2010,Sat,(10) Auburn,52,,Louisiana-Monroe,3,
270,5,Oct 2 2010,Sat,Ball State,31,@,Central Michigan,17,
271,5,Oct 2 2010,Sat,Baylor,55,,Kansas,7,
272,5,Oct 2 2010,Sat,(3) Boise State,59,@,New Mexico State,0,
273,5,Oct 2 2010,Sat,Buffalo,28,@,Bowling Green State,26,
274,5,Oct 2 2010,Sat,California-Davis,14,@,San Jose State,13,
275,5,Oct 2 2010,Sat,Colorado,29,,Georgia,27,
276,5,Oct 2 2010,Sat,Connecticut,40,,Vanderbilt,21,
277,5,Oct 2 2010,Sat,Florida State,34,@,Virginia,14,
278,5,Oct 2 2010,Sat,Fresno State,38,,Cal Poly,17,
279,5,Oct 2 2010,Sat,Georgia Tech,24,@,Wake Forest,20,
280,5,Oct 2 2010,Sat,Hawaii,41,,Louisiana Tech,21,
281,5,Oct 2 2010,Sat,Idaho,33,@,Western Michigan,13,
282,5,Oct 2 2010,Sat,(17) Iowa,24,,(22) Penn State,3,
283,5,Oct 2 2010,Sat,Iowa State,52,,Texas Tech,38,
284,5,Oct 2 2010,Sat,Louisiana,28,@,North Texas,27,
285,5,Oct 2 2010,Sat,(12) Louisiana State,16,,Tennessee,14,
286,5,Oct 2 2010,Sat,Louisville,34,@,Arkansas State,24,
287,5,Oct 2 2010,Sat,Maryland,21,,Duke,16,
288,5,Oct 2 2010,Sat,(16) Miami (FL),30,@,Clemson,21,
289,5,Oct 2 2010,Sat,Miami (OH),27,,Kent State,21,
290,5,Oct 2 2010,Sat,(19) Michigan,42,@,Indiana,35,
291,5,Oct 2 2010,Sat,(24) Michigan State,34,,(11) Wisconsin,24,
292,5,Oct 2 2010,Sat,Mississippi,42,,Kentucky,35,
293,5,Oct 2 2010,Sat,Mississippi State,49,,Alcorn State,16,
294,5,Oct 2 2010,Sat,(25) Nevada,44,@,Nevada-Las Vegas,26,
295,5,Oct 2 2010,Sat,North Carolina,42,,East Carolina,17,
296,5,Oct 2 2010,Sat,Northern Illinois,50,@,Akron,14,
297,5,Oct 2 2010,Sat,Northwestern,29,@,Minnesota,28,
298,5,Oct 2 2010,Sat,Notre Dame,31,@,Boston College,13,
299,5,Oct 2 2010,Sat,Ohio,30,@,Eastern Michigan,17,
300,5,Oct 2 2010,Sat,(2) Ohio State,24,@,Illinois,13,
301,5,Oct 2 2010,Sat,(8) Oklahoma,28,,(21) Texas,20,
302,5,Oct 2 2010,Sat,(4) Oregon,52,,(9) Stanford,31,
303,5,Oct 2 2010,Sat,Oregon State,31,,Arizona State,28,
304,5,Oct 2 2010,Sat,Pittsburgh,44,,Florida International,17,
305,5,Oct 2 2010,Sat,South Florida,31,,Florida Atlantic,3,
306,5,Oct 2 2010,Sat,Southern Methodist,42,@,Rice,31,
307,5,Oct 2 2010,Sat,Southern Mississippi,41,,Marshall,16,
308,5,Oct 2 2010,Sat,Temple,42,@,Army,35,
309,5,Oct 2 2010,Sat,(5) Texas Christian,27,@,Colorado State,0,
310,5,Oct 2 2010,Sat,Texas-El Paso,38,@,New Mexico,20,
311,5,Oct 2 2010,Sat,Tulane,17,@,Rutgers,14,
312,5,Oct 2 2010,Sat,Tulsa,48,@,Memphis,7,
313,5,Oct 2 2010,Sat,UCLA,42,,Washington State,28,
314,5,Oct 2 2010,Sat,Virginia Tech,41,@,(23) North Carolina State,30,
315,5,Oct 2 2010,Sat,Washington,32,@,(18) Southern California,31,
316,5,Oct 2 2010,Sat,Wyoming,20,@,Toledo,15,
317,6,Oct 5 2010,Tue,Troy,42,@,Middle Tennessee State,13,
318,6,Oct 6 2010,Wed,Central Florida,42,,Alabama-Birmingham,7,
319,6,Oct 7 2010,Thu,(7) Nebraska,48,@,Kansas State,13,
320,6,Oct 8 2010,Fri,(22) Oklahoma State,54,@,Louisiana,28,
321,6,Oct 8 2010,Fri,Rutgers,27,,Connecticut,24,
322,6,Oct 9 2010,Sat,(25) Air Force,49,,Colorado State,27,
323,6,Oct 9 2010,Sat,Arizona State,24,@,Washington,14,
324,6,Oct 9 2010,Sat,(11) Arkansas,24,@,Texas A&M,17,
325,6,Oct 9 2010,Sat,Arkansas State,24,@,North Texas,19,
326,6,Oct 9 2010,Sat,Army,41,@,Tulane,23,
327,6,Oct 9 2010,Sat,(8) Auburn,37,@,Kentucky,34,
328,6,Oct 9 2010,Sat,(4) Boise State,57,,Toledo,14,
329,6,Oct 9 2010,Sat,Brigham Young,24,,San Diego State,21,
330,6,Oct 9 2010,Sat,California,35,,UCLA,7,
331,6,Oct 9 2010,Sat,Cincinnati,45,,Miami (OH),3,
332,6,Oct 9 2010,Sat,East Carolina,44,@,Southern Mississippi,43,
333,6,Oct 9 2010,Sat,Florida International,28,,Western Kentucky,21,
334,6,Oct 9 2010,Sat,(23) Florida State,45,@,(13) Miami (FL),17,
335,6,Oct 9 2010,Sat,Georgia,41,,Tennessee,14,
336,6,Oct 9 2010,Sat,Georgia Tech,33,,Virginia,21,
337,6,Oct 9 2010,Sat,Hawaii,49,@,Fresno State,27,
338,6,Oct 9 2010,Sat,Illinois,33,@,Penn State,13,
339,6,Oct 9 2010,Sat,Kent State,28,,Akron,17,
340,6,Oct 9 2010,Sat,(12) Louisiana State,33,@,(14) Florida,29,
341,6,Oct 9 2010,Sat,Louisiana Tech,24,,Utah State,6,
342,6,Oct 9 2010,Sat,Louisiana-Monroe,20,,Florida Atlantic,17,
343,6,Oct 9 2010,Sat,Louisville,56,,Memphis,0,
344,6,Oct 9 2010,Sat,(17) Michigan State,34,@,(18) Michigan,17,
345,6,Oct 9 2010,Sat,Mississippi State,47,@,Houston,24,
346,6,Oct 9 2010,Sat,(24) Missouri,26,,Colorado,0,
347,6,Oct 9 2010,Sat,Navy,28,@,Wake Forest,27,
348,6,Oct 9 2010,Sat,(21) Nevada,35,,San Jose State,13,
349,6,Oct 9 2010,Sat,New Mexico State,16,,New Mexico,14,
350,6,Oct 9 2010,Sat,North Carolina,21,,Clemson,16,
351,6,Oct 9 2010,Sat,North Carolina State,44,,Boston College,17,
352,6,Oct 9 2010,Sat,Northern Illinois,31,,Temple,17,
353,6,Oct 9 2010,Sat,Notre Dame,23,,Pittsburgh,17,
354,6,Oct 9 2010,Sat,Ohio,49,,Bowling Green State,25,
355,6,Oct 9 2010,Sat,(2) Ohio State,38,,Indiana,10,
356,6,Oct 9 2010,Sat,(3) Oregon,43,@,Washington State,23,
357,6,Oct 9 2010,Sat,Oregon State,29,@,(9) Arizona,27,
358,6,Oct 9 2010,Sat,Purdue,20,@,Northwestern,17,
359,6,Oct 9 2010,Sat,(19) South Carolina,35,,(1) Alabama,21,
360,6,Oct 9 2010,Sat,Southern Methodist,21,,Tulsa,18,
361,6,Oct 9 2010,Sat,(16) Stanford,37,,Southern California,35,
362,6,Oct 9 2010,Sat,Syracuse,13,@,South Florida,9,
363,6,Oct 9 2010,Sat,(5) Texas Christian,45,,Wyoming,0,
364,6,Oct 9 2010,Sat,Texas Tech,45,,Baylor,38,Cotton Bowl - Dallas Texas
365,6,Oct 9 2010,Sat,Texas-El Paso,44,,Rice,24,
366,6,Oct 9 2010,Sat,(10) Utah,68,@,Iowa State,27,
367,6,Oct 9 2010,Sat,Vanderbilt,52,,Eastern Michigan,6,
368,6,Oct 9 2010,Sat,Virginia Tech,45,,Central Michigan,21,
369,6,Oct 9 2010,Sat,West Virginia,49,,Nevada-Las Vegas,10,
370,6,Oct 9 2010,Sat,Western Michigan,45,@,Ball State,16,
371,6,Oct 9 2010,Sat,(20) Wisconsin,41,,Minnesota,23,
372,7,Oct 13 2010,Wed,Central Florida,35,@,Marshall,14,
373,7,Oct 14 2010,Thu,Kansas State,59,@,Kansas,7,
374,7,Oct 14 2010,Thu,(25) West Virginia,20,,South Florida,6,
375,7,Oct 15 2010,Fri,Cincinnati,35,@,Louisville,27,
376,7,Oct 16 2010,Sat,(8) Alabama,23,,Mississippi,10,
