Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
38,1,Sep 5 2009,Sat,Kansas State,21,,Massachusetts,17,
39,1,Sep 5 2009,Sat,Kentucky,42,,Miami (OH),0,Paul Brown Stadium - Cincinnati Ohio
40,1,Sep 5 2009,Sat,Kentucky,42,,Miami (OH),0,
41,1,Sep 5 2009,Sat,Louisiana,42,,Southern,19,
42,1,Sep 5 2009,Sat,(11) Louisiana State,31,@,Washington,23,
43,1,Sep 5 2009,Sat,Louisville,30,,Indiana State,10,
44,1,Sep 5 2009,Sat,Marshall,31,,Southern Illinois,28,
45,1,Sep 5 2009,Sat,Michigan,31,,Western Michigan,7,
46,1,Sep 5 2009,Sat,Michigan State,44,,Montana State,3,
47,1,Sep 5 2009,Sat,Minnesota,23,@,Syracuse,20,
48,1,Sep 5 2009,Sat,Mississippi State,45,,Jackson State,7,
49,1,Sep 5 2009,Sat,Missouri,37,,Illinois,9,
50,1,Sep 5 2009,Sat,(24) Nebraska,49,,Florida Atlantic,3,
51,1,Sep 5 2009,Sat,Nevada-Las Vegas,38,,Sacramento State,3,
52,1,Sep 5 2009,Sat,(21) North Carolina,40,,Citadel,6,
53,1,Sep 5 2009,Sat,Northwestern,47,,Towson,14,
54,1,Sep 5 2009,Sat,(23) Notre Dame,35,,Nevada,0,
55,1,Sep 5 2009,Sat,(6) Ohio State,31,,Navy,27,
56,1,Sep 5 2009,Sat,(9) Oklahoma State,24,,(13) Georgia,10,
57,1,Sep 5 2009,Sat,Oregon State,34,,Portland State,7,
58,1,Sep 5 2009,Sat,(9) Penn State,31,,Akron,7,
59,1,Sep 5 2009,Sat,Pittsburgh,38,,Youngstown State,3,
60,1,Sep 5 2009,Sat,Purdue,52,,Toledo,31,
61,1,Sep 5 2009,Sat,Richmond,24,@,Duke,16,
62,1,Sep 5 2009,Sat,South Florida,40,,Wofford,7,
63,1,Sep 5 2009,Sat,(4) Southern California,56,,San Jose State,3,
64,1,Sep 5 2009,Sat,Southern Methodist,31,,Stephen F. Austin,23,
65,1,Sep 5 2009,Sat,Southern Mississippi,52,,Alcorn State,0,
66,1,Sep 5 2009,Sat,Stanford,39,@,Washington State,13,
67,1,Sep 5 2009,Sat,Tennessee,63,,Western Kentucky,7,
68,1,Sep 5 2009,Sat,(2) Texas,59,,Louisiana-Monroe,20,
69,1,Sep 5 2009,Sat,Texas A&M,41,,New Mexico,6,
70,1,Sep 5 2009,Sat,Texas Tech,38,,North Dakota,13,
71,1,Sep 5 2009,Sat,UCLA,33,,San Diego State,14,
72,1,Sep 5 2009,Sat,Vanderbilt,45,,Western Carolina,0,
73,1,Sep 5 2009,Sat,West Virginia,33,,Liberty,20,
74,1,Sep 5 2009,Sat,William & Mary,26,@,Virginia,14,
75,1,Sep 5 2009,Sat,Wisconsin,28,,Northern Illinois,20,
76,1,Sep 5 2009,Sat,Wyoming,29,,Weber State,22,
77,1,Sep 6 2009,Sun,Colorado State,23,@,Colorado,17,
78,1,Sep 6 2009,Sun,(8) Mississippi,45,@,Memphis,14,
79,1,Sep 7 2009,Mon,Cincinnati,47,@,Rutgers,15,
80,1,Sep 7 2009,Mon,Miami (FL),38,@,(18) Florida State,34,
81,2,Sep 10 2009,Thu,(15) Georgia Tech,30,,Clemson,27,
82,2,Sep 11 2009,Fri,Toledo,54,,Colorado,38,
83,2,Sep 12 2009,Sat,Akron,41,,Morgan State,0,
84,2,Sep 12 2009,Sat,(4) Alabama,40,,Florida International,14,
85,2,Sep 12 2009,Sat,Arizona,34,,Northern Arizona,17,
86,2,Sep 12 2009,Sat,Auburn,49,,Mississippi State,24,
87,2,Sep 12 2009,Sat,(12) Boise State,48,,Miami (OH),0,
88,2,Sep 12 2009,Sat,Boston College,34,,Kent State,7,
89,2,Sep 12 2009,Sat,(9) Brigham Young,54,@,Tulane,3,
90,2,Sep 12 2009,Sat,(10) California,59,,Eastern Washington,7,
91,2,Sep 12 2009,Sat,Central Michigan,29,@,Michigan State,27,
92,2,Sep 12 2009,Sat,(23) Cincinnati,70,,Southeast Missouri State,3,
93,2,Sep 12 2009,Sat,Colorado State,24,,Weber State,23,
94,2,Sep 12 2009,Sat,Duke,35,@,Army,19,
95,2,Sep 12 2009,Sat,(1) Florida,56,,Troy,6,
96,2,Sep 12 2009,Sat,Florida State,19,,Jacksonville State,9,
97,2,Sep 12 2009,Sat,(21) Georgia,41,,South Carolina,37,
98,2,Sep 12 2009,Sat,Hawaii,38,@,Washington State,20,
99,2,Sep 12 2009,Sat,Houston,45,@,(5) Oklahoma State,35,
100,2,Sep 12 2009,Sat,Illinois,45,,Illinois State,17,
101,2,Sep 12 2009,Sat,Indiana,23,,Western Michigan,19,
102,2,Sep 12 2009,Sat,Iowa,35,@,Iowa State,3,
103,2,Sep 12 2009,Sat,(24) Kansas,34,@,Texas-El Paso,7,
104,2,Sep 12 2009,Sat,Louisiana,17,,Kansas State,15,
105,2,Sep 12 2009,Sat,(11) Louisiana State,23,,Vanderbilt,9,
106,2,Sep 12 2009,Sat,Louisiana-Monroe,58,,Texas Southern,0,
107,2,Sep 12 2009,Sat,Maryland,38,,James Madison,35,
108,2,Sep 12 2009,Sat,Michigan,38,,(18) Notre Dame,34,
109,2,Sep 12 2009,Sat,Middle Tennessee State,31,,Memphis,14,
110,2,Sep 12 2009,Sat,Minnesota,20,,Air Force,13,
111,2,Sep 12 2009,Sat,(25) Missouri,27,,Bowling Green State,20,
112,2,Sep 12 2009,Sat,Navy,32,,Louisiana Tech,14,
113,2,Sep 12 2009,Sat,(22) Nebraska,38,,Arkansas State,9,
114,2,Sep 12 2009,Sat,New Hampshire,23,@,Ball State,16,
115,2,Sep 12 2009,Sat,New Mexico State,21,,Prairie View A&M,18,
116,2,Sep 12 2009,Sat,(19) North Carolina,12,@,Connecticut,10,
117,2,Sep 12 2009,Sat,North Carolina State,65,,Murray State,7,
118,2,Sep 12 2009,Sat,Northern Illinois,41,,Western Illinois,7,
119,2,Sep 12 2009,Sat,Northwestern,27,,Eastern Michigan,24,
120,2,Sep 12 2009,Sat,Ohio,31,@,North Texas,30,
121,2,Sep 12 2009,Sat,(13) Oklahoma,64,,Idaho State,0,
122,2,Sep 12 2009,Sat,Oregon,38,,Purdue,36,
123,2,Sep 12 2009,Sat,Oregon State,23,@,Nevada-Las Vegas,21,
124,2,Sep 12 2009,Sat,(7) Penn State,28,,Syracuse,7,
125,2,Sep 12 2009,Sat,Pittsburgh,54,@,Buffalo,27,
126,2,Sep 12 2009,Sat,Rutgers,45,,Howard,7,
127,2,Sep 12 2009,Sat,San Diego State,35,,Southern Utah,19,
128,2,Sep 12 2009,Sat,South Florida,35,@,Western Kentucky,13,
129,2,Sep 12 2009,Sat,(3) Southern California,18,@,(8) Ohio State,15,
130,2,Sep 12 2009,Sat,Southern Methodist,35,@,Alabama-Birmingham,33,
131,2,Sep 12 2009,Sat,Southern Mississippi,26,,Central Florida,19,
132,2,Sep 12 2009,Sat,(2) Texas,41,@,Wyoming,10,
133,2,Sep 12 2009,Sat,(16) Texas Christian,30,@,Virginia,14,
134,2,Sep 12 2009,Sat,Texas Tech,55,,Rice,10,
135,2,Sep 12 2009,Sat,Tulsa,44,@,New Mexico,10,
136,2,Sep 12 2009,Sat,UCLA,19,@,Tennessee,15,
137,2,Sep 12 2009,Sat,(17) Utah,24,@,San Jose State,14,
138,2,Sep 12 2009,Sat,(14) Virginia Tech,52,,Marshall,10,
139,2,Sep 12 2009,Sat,Wake Forest,24,,Stanford,17,
140,2,Sep 12 2009,Sat,Washington,42,,Idaho,23,
141,2,Sep 12 2009,Sat,West Virginia,35,,East Carolina,20,
142,2,Sep 12 2009,Sat,Wisconsin,34,,Fresno State,31,
143,3,Sep 17 2009,Thu,(20) Miami (FL),33,,(14) Georgia Tech,17,
144,3,Sep 18 2009,Fri,(10) Boise State,51,@,Fresno State,34,
145,3,Sep 19 2009,Sat,Air Force,37,@,New Mexico,13,
146,3,Sep 19 2009,Sat,(4) Alabama,53,,North Texas,7,
147,3,Sep 19 2009,Sat,Arizona State,38,,Louisiana-Monroe,14,
148,3,Sep 19 2009,Sat,Army,24,,Ball State,17,
149,3,Sep 19 2009,Sat,Auburn,41,,West Virginia,30,
150,3,Sep 19 2009,Sat,(8) California,35,@,Minnesota,21,
151,3,Sep 19 2009,Sat,Central Arkansas,28,@,Western Kentucky,7,
152,3,Sep 19 2009,Sat,Central Florida,23,,Buffalo,17,
153,3,Sep 19 2009,Sat,Central Michigan,48,,Alcorn State,0,
154,3,Sep 19 2009,Sat,(17) Cincinnati,28,@,Oregon State,18,
155,3,Sep 19 2009,Sat,Clemson,25,,Boston College,7,
156,3,Sep 19 2009,Sat,Colorado,24,,Wyoming,0,
157,3,Sep 19 2009,Sat,Colorado State,35,,Nevada,20,
158,3,Sep 19 2009,Sat,Connecticut,30,@,Baylor,22,
159,3,Sep 19 2009,Sat,(1) Florida,23,,Tennessee,13,
160,3,Sep 19 2009,Sat,Florida State,54,@,(7) Brigham Young,28,
161,3,Sep 19 2009,Sat,(23) Georgia,52,@,Arkansas,41,
162,3,Sep 19 2009,Sat,Idaho,34,,San Diego State,20,
163,3,Sep 19 2009,Sat,Indiana,38,@,Akron,21,
164,3,Sep 19 2009,Sat,Iowa,27,,Arizona,17,
165,3,Sep 19 2009,Sat,Iowa State,34,@,Kent State,14,
166,3,Sep 19 2009,Sat,(22) Kansas,44,,Duke,16,
167,3,Sep 19 2009,Sat,Kentucky,31,,Louisville,27,
168,3,Sep 19 2009,Sat,(9) Louisiana State,31,,Louisiana,3,
169,3,Sep 19 2009,Sat,Louisiana Tech,48,,Nicholls State,13,
170,3,Sep 19 2009,Sat,Marshall,17,,Bowling Green State,10,
171,3,Sep 19 2009,Sat,Memphis,41,,Tennessee-Martin,14,
172,3,Sep 19 2009,Sat,(25) Michigan,45,,Eastern Michigan,17,
173,3,Sep 19 2009,Sat,Middle Tennessee State,32,@,Maryland,31,
174,3,Sep 19 2009,Sat,(5) Mississippi,52,,Southeastern Louisiana,6,
175,3,Sep 19 2009,Sat,Mississippi State,15,@,Vanderbilt,3,
176,3,Sep 19 2009,Sat,Missouri,52,,Furman,12,
177,3,Sep 19 2009,Sat,Nevada-Las Vegas,34,,Hawaii,33,
178,3,Sep 19 2009,Sat,(24) North Carolina,31,,East Carolina,17,
179,3,Sep 19 2009,Sat,North Carolina State,45,,Gardner-Webb,14,
180,3,Sep 19 2009,Sat,Northern Illinois,28,@,Purdue,21,
181,3,Sep 19 2009,Sat,Notre Dame,33,,Michigan State,30,
182,3,Sep 19 2009,Sat,Ohio,28,,Cal Poly,10,
183,3,Sep 19 2009,Sat,(11) Ohio State,38,,Toledo,0,
184,3,Sep 19 2009,Sat,(11) Ohio State,38,,Toledo,0,FirstEnergy Stadium - Cleveland Ohio
185,3,Sep 19 2009,Sat,(12) Oklahoma,45,,Tulsa,0,
186,3,Sep 19 2009,Sat,(16) Oklahoma State,41,,Rice,24,
187,3,Sep 19 2009,Sat,Oregon,31,,(18) Utah,24,
188,3,Sep 19 2009,Sat,(5) Penn State,31,,Temple,6,
189,3,Sep 19 2009,Sat,Pittsburgh,27,,Navy,14,
190,3,Sep 19 2009,Sat,Rutgers,23,,Florida International,15,
191,3,Sep 19 2009,Sat,South Carolina,38,,Florida Atlantic,16,
192,3,Sep 19 2009,Sat,South Florida,59,,Charleston Southern,0,
193,3,Sep 19 2009,Sat,Southern Mississippi,37,,Virginia,34,
194,3,Sep 19 2009,Sat,Stanford,42,,San Jose State,17,
195,3,Sep 19 2009,Sat,Syracuse,37,,Northwestern,34,
196,3,Sep 19 2009,Sat,(2) Texas,34,,Texas Tech,24,
197,3,Sep 19 2009,Sat,Texas A&M,38,,Utah State,30,
198,3,Sep 19 2009,Sat,(15) Texas Christian,56,,Texas State,21,
199,3,Sep 19 2009,Sat,Texas-El Paso,38,@,New Mexico State,12,
200,3,Sep 19 2009,Sat,Troy,27,,Alabama-Birmingham,14,
201,3,Sep 19 2009,Sat,UCLA,23,,Kansas State,9,
202,3,Sep 19 2009,Sat,(13) Virginia Tech,16,,(19) Nebraska,15,
203,3,Sep 19 2009,Sat,Wake Forest,35,,Elon,7,
204,3,Sep 19 2009,Sat,Washington,16,,(3) Southern California,13,
205,3,Sep 19 2009,Sat,Washington State,30,,Southern Methodist,27,
206,3,Sep 19 2009,Sat,Western Michigan,48,,Miami (OH),26,
207,3,Sep 19 2009,Sat,Wisconsin,44,,Wofford,14,
208,4,Sep 24 2009,Thu,South Carolina,16,,(4) Mississippi,10,
209,4,Sep 25 2009,Fri,Missouri,31,@,Nevada,21,
210,4,Sep 26 2009,Sat,Air Force,26,,San Diego State,14,
211,4,Sep 26 2009,Sat,(3) Alabama,35,,Arkansas,7,
212,4,Sep 26 2009,Sat,Arizona,37,@,Oregon State,32,
213,4,Sep 26 2009,Sat,Auburn,54,,Ball State,30,
214,4,Sep 26 2009,Sat,Baylor,68,,Northwestern State,13,
215,4,Sep 26 2009,Sat,(8) Boise State,49,@,Bowling Green State,14,
216,4,Sep 26 2009,Sat,Boston College,27,,Wake Forest,24,
217,4,Sep 26 2009,Sat,(19) Brigham Young,42,,Colorado State,23,
218,4,Sep 26 2009,Sat,Central Michigan,48,,Akron,21,
219,4,Sep 26 2009,Sat,(14) Cincinnati,28,,Fresno State,20,
220,4,Sep 26 2009,Sat,Connecticut,52,,Rhode Island,10,
221,4,Sep 26 2009,Sat,Duke,49,,North Carolina Central,14,
222,4,Sep 26 2009,Sat,East Carolina,19,,Central Florida,14,
223,4,Sep 26 2009,Sat,(1) Florida,41,@,Kentucky,7,
224,4,Sep 26 2009,Sat,(21) Georgia,20,,Arizona State,17,
225,4,Sep 26 2009,Sat,Georgia Tech,24,,(22) North Carolina,7,
226,4,Sep 26 2009,Sat,(17) Houston,29,,Texas Tech,28,
227,4,Sep 26 2009,Sat,Idaho,34,@,Northern Illinois,31,
228,4,Sep 26 2009,Sat,Iowa,21,@,(5) Penn State,10,
229,4,Sep 26 2009,Sat,Iowa State,31,,Army,10,
230,4,Sep 26 2009,Sat,(20) Kansas,35,,Southern Mississippi,28,
231,4,Sep 26 2009,Sat,Kansas State,49,,Tennessee Tech,7,
232,4,Sep 26 2009,Sat,Kent State,29,,Miami (OH),19,
233,4,Sep 26 2009,Sat,(7) Louisiana State,30,@,Mississippi State,26,
234,4,Sep 26 2009,Sat,Louisiana-Monroe,27,@,Florida Atlantic,25,
235,4,Sep 26 2009,Sat,Marshall,27,@,Memphis,16,
236,4,Sep 26 2009,Sat,(23) Michigan,36,,Indiana,33,
237,4,Sep 26 2009,Sat,Middle Tennessee State,37,@,North Texas,21,
238,4,Sep 26 2009,Sat,Minnesota,35,@,Northwestern,24,
239,4,Sep 26 2009,Sat,Navy,38,,Western Kentucky,22,
240,4,Sep 26 2009,Sat,(25) Nebraska,55,,Louisiana,0,
241,4,Sep 26 2009,Sat,New Mexico State,20,@,New Mexico,17,
242,4,Sep 26 2009,Sat,North Carolina State,38,,Pittsburgh,31,
243,4,Sep 26 2009,Sat,Notre Dame,24,@,Purdue,21,
244,4,Sep 26 2009,Sat,(13) Ohio State,30,,Illinois,0,
245,4,Sep 26 2009,Sat,(16) Oklahoma State,56,,Grambling State,6,
246,4,Sep 26 2009,Sat,Oregon,42,,(6) California,3,
247,4,Sep 26 2009,Sat,Rutgers,34,@,Maryland,13,
248,4,Sep 26 2009,Sat,San Jose State,19,,Cal Poly,9,
249,4,Sep 26 2009,Sat,South Florida,17,@,(18) Florida State,7,
250,4,Sep 26 2009,Sat,(12) Southern California,27,,Washington State,6,
251,4,Sep 26 2009,Sat,Stanford,34,,(24) Washington,14,
252,4,Sep 26 2009,Sat,Syracuse,41,,Maine,24,
253,4,Sep 26 2009,Sat,Temple,37,,Buffalo,13,
254,4,Sep 26 2009,Sat,Tennessee,34,,Ohio,23,
255,4,Sep 26 2009,Sat,(2) Texas,64,,Texas-El Paso,7,
256,4,Sep 26 2009,Sat,Texas A&M,56,,Alabama-Birmingham,19,
257,4,Sep 26 2009,Sat,(15) Texas Christian,14,@,Clemson,10,
258,4,Sep 26 2009,Sat,Toledo,41,@,Florida International,31,
259,4,Sep 26 2009,Sat,Troy,30,@,Arkansas State,27,
260,4,Sep 26 2009,Sat,Tulane,42,,McNeese State,32,
261,4,Sep 26 2009,Sat,Tulsa,56,,Sam Houston State,3,
262,4,Sep 26 2009,Sat,Utah,30,,Louisville,14,
263,4,Sep 26 2009,Sat,Utah State,53,,Southern Utah,34,
264,4,Sep 26 2009,Sat,Vanderbilt,36,@,Rice,17,
265,4,Sep 26 2009,Sat,(11) Virginia Tech,31,,(9) Miami (FL),7,
266,4,Sep 26 2009,Sat,Western Michigan,24,,Hofstra,10,
267,4,Sep 26 2009,Sat,Wisconsin,38,,Michigan State,30,
268,4,Sep 26 2009,Sat,Wyoming,30,,Nevada-Las Vegas,27,
269,5,Sep 30 2009,Wed,Louisiana Tech,27,,Hawaii,6,
270,5,Oct 1 2009,Thu,Alabama-Birmingham,30,,Southern Mississippi,17,
271,5,Oct 1 2009,Thu,West Virginia,35,,Colorado,24,
272,5,Oct 2 2009,Fri,(20) Brigham Young,35,,Utah State,17,
273,5,Oct 2 2009,Fri,Pittsburgh,35,@,Louisville,10,
274,5,Oct 3 2009,Sat,(3) Alabama,38,@,Kentucky,20,
275,5,Oct 3 2009,Sat,Arkansas,47,,Texas A&M,19,AT&T Stadium - Arlington Texas
276,5,Oct 3 2009,Sat,Arkansas,47,,Texas A&M,19,
277,5,Oct 3 2009,Sat,Auburn,26,@,Tennessee,22,
278,5,Oct 3 2009,Sat,Baylor,31,,Kent State,15,
279,5,Oct 3 2009,Sat,(5) Boise State,34,,California-Davis,16,
280,5,Oct 3 2009,Sat,Boston College,28,,Florida State,21,
281,5,Oct 3 2009,Sat,Central Florida,32,,Memphis,14,
282,5,Oct 3 2009,Sat,Central Michigan,20,@,Buffalo,13,
283,5,Oct 3 2009,Sat,(10) Cincinnati,37,@,Miami (OH),13,
284,5,Oct 3 2009,Sat,East Carolina,21,@,Marshall,17,
285,5,Oct 3 2009,Sat,(25) Georgia Tech,42,@,Mississippi State,31,
286,5,Oct 3 2009,Sat,Idaho,31,,Colorado State,29,
287,5,Oct 3 2009,Sat,(13) Iowa,24,,Arkansas State,21,
288,5,Oct 3 2009,Sat,Kansas State,24,,Iowa State,23,
289,5,Oct 3 2009,Sat,Kansas State,24,,Iowa State,23,Jack Trice Stadium - Ames Iowa
290,5,Oct 3 2009,Sat,(4) Louisiana State,20,@,(18) Georgia,13,
291,5,Oct 3 2009,Sat,Louisiana-Monroe,48,,Florida International,35,
292,5,Oct 3 2009,Sat,Maryland,24,,Clemson,21,
293,5,Oct 3 2009,Sat,(17) Miami (FL),21,,(8) Oklahoma,20,
294,5,Oct 3 2009,Sat,Michigan State,26,,(22) Michigan,20,
295,5,Oct 3 2009,Sat,(21) Mississippi,23,@,Vanderbilt,7,
296,5,Oct 3 2009,Sat,Navy,16,,Air Force,13,
297,5,Oct 3 2009,Sat,Nevada,63,,Nevada-Las Vegas,28,
298,5,Oct 3 2009,Sat,Northern Illinois,38,,Western Michigan,3,
299,5,Oct 3 2009,Sat,Northwestern,27,@,Purdue,21,
300,5,Oct 3 2009,Sat,Notre Dame,37,,Washington,30,
301,5,Oct 3 2009,Sat,Ohio,44,@,Bowling Green State,37,
302,5,Oct 3 2009,Sat,(9) Ohio State,33,@,Indiana,14,
303,5,Oct 3 2009,Sat,(16) Oregon,52,,Washington State,6,
304,5,Oct 3 2009,Sat,Oregon State,28,@,Arizona State,17,
305,5,Oct 3 2009,Sat,(15) Penn State,35,@,Illinois,17,
306,5,Oct 3 2009,Sat,San Diego State,34,,New Mexico State,17,
307,5,Oct 3 2009,Sat,South Carolina,38,,South Carolina State,14,
308,5,Oct 3 2009,Sat,South Florida,34,@,Syracuse,20,
309,5,Oct 3 2009,Sat,(7) Southern California,30,@,(24) California,3,
310,5,Oct 3 2009,Sat,Stanford,24,,UCLA,16,
311,5,Oct 3 2009,Sat,Temple,24,@,Eastern Michigan,12,
312,5,Oct 3 2009,Sat,(11) Texas Christian,39,,Southern Methodist,14,
313,5,Oct 3 2009,Sat,Texas Tech,48,,New Mexico,28,
314,5,Oct 3 2009,Sat,Texas-El Paso,58,,(12) Houston,41,
315,5,Oct 3 2009,Sat,Toledo,37,@,Ball State,30,
316,5,Oct 3 2009,Sat,Tulane,17,@,Army,16,
317,5,Oct 3 2009,Sat,Tulsa,27,@,Rice,10,
318,5,Oct 3 2009,Sat,Virginia,16,@,North Carolina,3,
319,5,Oct 3 2009,Sat,(6) Virginia Tech,34,@,Duke,26,
320,5,Oct 3 2009,Sat,Wake Forest,30,,North Carolina State,24,
321,5,Oct 3 2009,Sat,Wisconsin,31,@,Minnesota,28,
322,5,Oct 3 2009,Sat,Wyoming,30,@,Florida Atlantic,28,
323,6,Oct 6 2009,Tue,Troy,31,,Middle Tennessee State,7,
324,6,Oct 8 2009,Thu,(21) Nebraska,27,@,(24) Missouri,12,
325,6,Oct 9 2009,Fri,Nevada,37,,Louisiana Tech,14,
326,6,Oct 10 2009,Sat,(3) Alabama,22,@,(20) Mississippi,3,
327,6,Oct 10 2009,Sat,Arizona State,27,@,Washington State,14,
328,6,Oct 10 2009,Sat,Arkansas,44,,(17) Auburn,23,
329,6,Oct 10 2009,Sat,Army,16,,Vanderbilt,13,
330,6,Oct 10 2009,Sat,Bowling Green State,36,@,Kent State,35,
331,6,Oct 10 2009,Sat,(18) Brigham Young,59,@,Nevada-Las Vegas,21,
332,6,Oct 10 2009,Sat,Buffalo,40,,Gardner-Webb,3,
333,6,Oct 10 2009,Sat,Central Michigan,56,,Eastern Michigan,8,
334,6,Oct 10 2009,Sat,Duke,49,@,North Carolina State,28,
335,6,Oct 10 2009,Sat,(1) Florida,13,@,(4) Louisiana State,3,
336,6,Oct 10 2009,Sat,Florida International,37,@,Western Kentucky,20,
337,6,Oct 10 2009,Sat,Fresno State,42,@,Hawaii,17,
338,6,Oct 10 2009,Sat,(22) Georgia Tech,49,@,Florida State,44,
339,6,Oct 10 2009,Sat,Houston,31,@,Mississippi State,24,
340,6,Oct 10 2009,Sat,Idaho,29,@,San Jose State,25,
341,6,Oct 10 2009,Sat,(12) Iowa,30,,Michigan,28,
342,6,Oct 10 2009,Sat,(16) Kansas,41,,Iowa State,36,
343,6,Oct 10 2009,Sat,Louisiana,38,,North Texas,34,
344,6,Oct 10 2009,Sat,Louisville,25,,Southern Mississippi,23,
345,6,Oct 10 2009,Sat,Marshall,31,@,Tulane,10,
346,6,Oct 10 2009,Sat,Memphis,35,,Texas-El Paso,20,
347,6,Oct 10 2009,Sat,(11) Miami (FL),48,,Florida A&M,16,
348,6,Oct 10 2009,Sat,Michigan State,24,@,Illinois,14,
349,6,Oct 10 2009,Sat,Minnesota,35,,Purdue,20,
350,6,Oct 10 2009,Sat,Navy,63,@,Rice,14,
351,6,Oct 10 2009,Sat,New Mexico State,20,,Utah State,17,
352,6,Oct 10 2009,Sat,North Carolina,42,,Georgia Southern,12,
353,6,Oct 10 2009,Sat,Northwestern,16,,Miami (OH),6,
354,6,Oct 10 2009,Sat,Ohio,19,@,Akron,7,
355,6,Oct 10 2009,Sat,(9) Ohio State,31,,Wisconsin,13,
356,6,Oct 10 2009,Sat,(19) Oklahoma,33,,Baylor,7,
357,6,Oct 10 2009,Sat,(15) Oklahoma State,36,@,Texas A&M,31,
358,6,Oct 10 2009,Sat,(13) Oregon,24,@,UCLA,10,
359,6,Oct 10 2009,Sat,Oregon State,38,,Stanford,28,
360,6,Oct 10 2009,Sat,(14) Penn State,52,,Eastern Illinois,3,
361,6,Oct 10 2009,Sat,Pittsburgh,24,,Connecticut,21,
362,6,Oct 10 2009,Sat,Rutgers,42,,Texas Southern,0,
363,6,Oct 10 2009,Sat,(25) South Carolina,28,,Kentucky,26,
364,6,Oct 10 2009,Sat,Southern Methodist,28,,East Carolina,21,
365,6,Oct 10 2009,Sat,Temple,24,,Ball State,19,
366,6,Oct 10 2009,Sat,Tennessee,45,,Georgia,19,
367,6,Oct 10 2009,Sat,(2) Texas,38,,Colorado,14,
368,6,Oct 10 2009,Sat,(10) Texas Christian,20,@,Air Force,17,
369,6,Oct 10 2009,Sat,Texas Tech,66,,Kansas State,14,
370,6,Oct 10 2009,Sat,Utah,24,@,Colorado State,17,
371,6,Oct 10 2009,Sat,Virginia,47,,Indiana,7,
372,6,Oct 10 2009,Sat,(5) Virginia Tech,48,,Boston College,14,
373,6,Oct 10 2009,Sat,Wake Forest,42,,Maryland,32,
374,6,Oct 10 2009,Sat,Washington,36,,Arizona,33,
375,6,Oct 10 2009,Sat,West Virginia,34,@,Syracuse,13,
376,6,Oct 10 2009,Sat,Western Michigan,58,@,Toledo,26,
377,6,Oct 10 2009,Sat,Wyoming,37,,New Mexico,13,
