Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
110,3,Sep 11 2004,Sat,Stanford,37,,Brigham Young,10,
111,3,Sep 11 2004,Sat,Syracuse,37,@,Buffalo,17,
112,3,Sep 11 2004,Sat,(7) Texas,22,@,Arkansas,20,
113,3,Sep 11 2004,Sat,Texas A&M,31,,Wyoming,0,
114,3,Sep 11 2004,Sat,Texas Christian,44,,Southern Methodist,0,
115,3,Sep 11 2004,Sat,Texas-El Paso,32,,Weber State,0,
116,3,Sep 11 2004,Sat,Tulane,39,,Florida A&M,19,
117,3,Sep 11 2004,Sat,UCLA,35,@,Illinois,17,
118,3,Sep 11 2004,Sat,(17) Utah,23,@,Arizona,6,
119,3,Sep 11 2004,Sat,Utah State,14,,Idaho,7,
120,3,Sep 11 2004,Sat,(15) Virginia,56,,North Carolina,24,
121,3,Sep 11 2004,Sat,Virginia Tech,63,,Western Michigan,0,
122,3,Sep 11 2004,Sat,Wake Forest,31,@,East Carolina,17,
123,3,Sep 11 2004,Sat,(10) West Virginia,45,@,Central Florida,20,
124,3,Sep 11 2004,Sat,(21) Wisconsin,18,,Nevada-Las Vegas,3,
125,4,Sep 17 2004,Fri,Boston College,27,,Connecticut,7,
126,4,Sep 18 2004,Sat,Air Force,27,@,Nevada-Las Vegas,10,
127,4,Sep 18 2004,Sat,Alabama,52,,Western Carolina,0,
128,4,Sep 18 2004,Sat,Arizona State,44,,(16) Iowa,7,
129,4,Sep 18 2004,Sat,Arkansas,49,,Louisiana-Monroe,20,
130,4,Sep 18 2004,Sat,(14) Auburn,10,,(5) Louisiana State,9,
131,4,Sep 18 2004,Sat,(23) Boise State,47,@,Texas-El Paso,31,
132,4,Sep 18 2004,Sat,Central Michigan,44,,Southeast Missouri State,27,
133,4,Sep 18 2004,Sat,Colorado,52,,North Texas,21,
134,4,Sep 18 2004,Sat,Florida Atlantic,27,@,Middle Tennessee State,20,
135,4,Sep 18 2004,Sat,(8) Florida State,34,,Alabama-Birmingham,7,
136,4,Sep 18 2004,Sat,(19) Fresno State,27,,Portland State,17,
137,4,Sep 18 2004,Sat,(3) Georgia,13,,Marshall,3,
138,4,Sep 18 2004,Sat,Houston,35,,Army,21,
139,4,Sep 18 2004,Sat,Illinois,30,,Western Michigan,27,
140,4,Sep 18 2004,Sat,Iowa State,48,,Northern Illinois,41,
141,4,Sep 18 2004,Sat,Kansas State,40,,Louisiana,20,
142,4,Sep 18 2004,Sat,Kentucky,51,,Indiana,32,
143,4,Sep 18 2004,Sat,Maine,9,@,Mississippi State,7,
144,4,Sep 18 2004,Sat,(25) Memphis,47,@,Arkansas State,35,
145,4,Sep 18 2004,Sat,(4) Miami (FL),48,,Louisiana Tech,0,
146,4,Sep 18 2004,Sat,Miami (OH),40,,Ohio,20,
147,4,Sep 18 2004,Sat,(17) Michigan,24,,San Diego State,21,
148,4,Sep 18 2004,Sat,(22) Minnesota,34,@,Colorado State,16,
149,4,Sep 18 2004,Sat,Mississippi,26,,Vanderbilt,23,
150,4,Sep 18 2004,Sat,Missouri,48,,Ball State,0,
151,4,Sep 18 2004,Sat,Navy,29,@,Tulsa,0,
152,4,Sep 18 2004,Sat,Nebraska,24,@,Pittsburgh,17,
153,4,Sep 18 2004,Sat,Nevada,38,,Buffalo,13,
154,4,Sep 18 2004,Sat,New Mexico State,22,,Troy,18,
155,4,Sep 18 2004,Sat,North Carolina,34,,Georgia Tech,13,
156,4,Sep 18 2004,Sat,Northwestern,20,,Kansas,17,
157,4,Sep 18 2004,Sat,Notre Dame,31,@,Michigan State,24,
158,4,Sep 18 2004,Sat,(9) Ohio State,22,@,North Carolina State,14,
159,4,Sep 18 2004,Sat,(2) Oklahoma,31,,Oregon,7,
160,4,Sep 18 2004,Sat,Oklahoma State,59,,Southern Methodist,7,
161,4,Sep 18 2004,Sat,Oregon State,17,,New Mexico,7,
162,4,Sep 18 2004,Sat,Penn State,37,,Central Florida,13,
163,4,Sep 18 2004,Sat,Rice,41,,Hawaii,29,
164,4,Sep 18 2004,Sat,Rutgers,29,,Kent State,21,
165,4,Sep 18 2004,Sat,San Jose State,47,,Morgan State,28,
166,4,Sep 18 2004,Sat,South Carolina,34,,South Florida,3,
167,4,Sep 18 2004,Sat,(1) Southern California,42,@,Brigham Young,10,
168,4,Sep 18 2004,Sat,Syracuse,19,,Cincinnati,7,
169,4,Sep 18 2004,Sat,Temple,38,,Florida A&M,7,
170,4,Sep 18 2004,Sat,(13) Tennessee,30,,(11) Florida,28,
171,4,Sep 18 2004,Sat,Texas A&M,27,,Clemson,6,
172,4,Sep 18 2004,Sat,Texas Tech,70,,Texas Christian,35,
173,4,Sep 18 2004,Sat,Toledo,42,@,Eastern Michigan,32,
174,4,Sep 18 2004,Sat,UCLA,37,@,Washington,31,
175,4,Sep 18 2004,Sat,(15) Utah,48,@,Utah State,6,
176,4,Sep 18 2004,Sat,(12) Virginia,51,,Akron,0,
177,4,Sep 18 2004,Sat,Virginia Tech,41,,Duke,17,
178,4,Sep 18 2004,Sat,Wake Forest,42,,North Carolina A&T,3,
179,4,Sep 18 2004,Sat,Washington State,49,,Idaho,8,
180,4,Sep 18 2004,Sat,(7) West Virginia,19,,(21) Maryland,16,
181,4,Sep 18 2004,Sat,(20) Wisconsin,9,@,Arizona,7,
182,5,Sep 23 2004,Thu,Akron,24,@,Kent State,19,
183,5,Sep 23 2004,Thu,(4) Miami (FL),38,@,Houston,13,
184,5,Sep 24 2004,Fri,(21) Boise State,28,,Brigham Young,27,
185,5,Sep 24 2004,Fri,Northern Illinois,34,,Bowling Green State,17,
186,5,Sep 25 2004,Sat,Alabama-Birmingham,35,,Memphis,28,
187,5,Sep 25 2004,Sat,(22) Arizona State,27,,Oregon State,14,
188,5,Sep 25 2004,Sat,Arkansas,27,,Alabama,10,
189,5,Sep 25 2004,Sat,Arkansas State,28,@,Louisiana-Monroe,21,
190,5,Sep 25 2004,Sat,(9) Auburn,33,,Citadel,3,
191,5,Sep 25 2004,Sat,Ball State,41,,Western Michigan,14,
192,5,Sep 25 2004,Sat,Baylor,37,,North Texas,14,
193,5,Sep 25 2004,Sat,Cincinnati,24,@,East Carolina,19,
194,5,Sep 25 2004,Sat,Colorado State,39,,Montana State,14,
195,5,Sep 25 2004,Sat,Connecticut,40,,Army,3,
196,5,Sep 25 2004,Sat,Eastern Illinois,31,@,Eastern Michigan,28,
197,5,Sep 25 2004,Sat,(16) Florida,20,,Kentucky,3,
198,5,Sep 25 2004,Sat,Florida A&M,21,,Tennessee State,15,
199,5,Sep 25 2004,Sat,(8) Florida State,41,,Clemson,22,
200,5,Sep 25 2004,Sat,Louisiana,24,,Middle Tennessee State,17,
201,5,Sep 25 2004,Sat,(13) Louisiana State,51,,Mississippi State,0,
202,5,Sep 25 2004,Sat,(24) Louisville,34,@,North Carolina,0,
203,5,Sep 25 2004,Sat,(23) Maryland,55,@,Duke,21,
204,5,Sep 25 2004,Sat,(18) Michigan,30,,Iowa,17,
205,5,Sep 25 2004,Sat,Michigan State,30,@,Indiana,20,
206,5,Sep 25 2004,Sat,(19) Minnesota,43,,Northwestern,17,
207,5,Sep 25 2004,Sat,Navy,29,,Vanderbilt,26,
208,5,Sep 25 2004,Sat,New Mexico,38,@,New Mexico State,3,
209,5,Sep 25 2004,Sat,North Carolina State,17,@,Virginia Tech,16,
210,5,Sep 25 2004,Sat,Notre Dame,38,,Washington,3,
211,5,Sep 25 2004,Sat,Ohio,34,,Buffalo,0,
212,5,Sep 25 2004,Sat,Oregon,48,,Idaho,10,
213,5,Sep 25 2004,Sat,Pittsburgh,41,,Furman,38,
214,5,Sep 25 2004,Sat,(15) Purdue,38,@,Illinois,30,
215,5,Sep 25 2004,Sat,San Diego State,27,,Nevada,10,
216,5,Sep 25 2004,Sat,South Carolina,17,,Troy,7,
217,5,Sep 25 2004,Sat,South Florida,45,@,Texas Christian,44,
218,5,Sep 25 2004,Sat,(1) Southern California,31,@,Stanford,28,
219,5,Sep 25 2004,Sat,Southern Methodist,36,,San Jose State,13,
220,5,Sep 25 2004,Sat,Southern Mississippi,32,@,Tulane,14,
221,5,Sep 25 2004,Sat,(11) Tennessee,42,,Louisiana Tech,17,
222,5,Sep 25 2004,Sat,(5) Texas,35,,Rice,13,
223,5,Sep 25 2004,Sat,Texas Tech,31,@,Kansas,30,
224,5,Sep 25 2004,Sat,Toledo,45,,Temple,17,
225,5,Sep 25 2004,Sat,Tulsa,49,,Missouri State,7,
226,5,Sep 25 2004,Sat,(14) Utah,49,,Air Force,35,
227,5,Sep 25 2004,Sat,Utah State,31,@,Nevada-Las Vegas,21,
228,5,Sep 25 2004,Sat,(12) Virginia,31,,Syracuse,10,
229,5,Sep 25 2004,Sat,Wake Forest,17,,Boston College,14,
230,5,Sep 25 2004,Sat,Washington State,20,@,Arizona,19,
231,5,Sep 25 2004,Sat,(6) West Virginia,45,,James Madison,10,
232,5,Sep 25 2004,Sat,(20) Wisconsin,16,,Penn State,3,
233,5,Sep 25 2004,Sat,Wyoming,37,,Mississippi,32,
234,6,Sep 29 2004,Wed,Marshall,33,,Miami (OH),25,
235,6,Sep 30 2004,Thu,Connecticut,29,,Pittsburgh,17,
236,6,Sep 30 2004,Thu,Navy,24,@,Air Force,21,
237,6,Oct 1 2004,Fri,(14) Utah,28,@,New Mexico,7,
238,6,Oct 2 2004,Sat,Alabama-Birmingham,30,@,Cincinnati,27,
239,6,Oct 2 2004,Sat,(21) Arizona State,28,@,Oregon,13,
240,6,Oct 2 2004,Sat,(8) Auburn,34,@,(10) Tennessee,10,
241,6,Oct 2 2004,Sat,(23) Boise State,38,,Southern Methodist,20,
242,6,Oct 2 2004,Sat,Boston College,29,,Massachusetts,7,
243,6,Oct 2 2004,Sat,Bowling Green State,70,@,Temple,16,
244,6,Oct 2 2004,Sat,Brigham Young,31,@,Colorado State,21,
245,6,Oct 2 2004,Sat,Buffalo,48,,Central Florida,20,
246,6,Oct 2 2004,Sat,(10) California,49,@,Oregon State,7,
247,6,Oct 2 2004,Sat,Central Michigan,24,,Kent State,21,
248,6,Oct 2 2004,Sat,Duke,28,,Citadel,10,
249,6,Oct 2 2004,Sat,(16) Florida,45,,Arkansas,30,
250,6,Oct 2 2004,Sat,Florida A&M,35,,Virginia Union,10,
251,6,Oct 2 2004,Sat,(9) Florida State,38,,North Carolina,16,
252,6,Oct 2 2004,Sat,(3) Georgia,45,,(13) Louisiana State,16,
253,6,Oct 2 2004,Sat,Hawaii,44,,Tulsa,16,
254,6,Oct 2 2004,Sat,Idaho,45,@,Eastern Michigan,41,
255,6,Oct 2 2004,Sat,Iowa,38,,Michigan State,16,
256,6,Oct 2 2004,Sat,Louisiana,43,@,Florida International,34,
257,6,Oct 2 2004,Sat,Louisiana Tech,28,,(17) Fresno State,21,
258,6,Oct 2 2004,Sat,(22) Louisville,59,,East Carolina,7,
259,6,Oct 2 2004,Sat,Memphis,41,,Houston,14,
260,6,Oct 2 2004,Sat,(4) Miami (FL),27,@,Georgia Tech,3,
261,6,Oct 2 2004,Sat,(19) Michigan,35,@,Indiana,14,
262,6,Oct 2 2004,Sat,(18) Minnesota,16,,Penn State,7,
263,6,Oct 2 2004,Sat,Mississippi,28,,Arkansas State,21,
264,6,Oct 2 2004,Sat,Missouri,17,,Colorado,9,
265,6,Oct 2 2004,Sat,Nebraska,14,,Kansas,8,
266,6,Oct 2 2004,Sat,Nevada-Las Vegas,48,,Nevada,13,
267,6,Oct 2 2004,Sat,North Carolina State,27,,Wake Forest,21,
268,6,Oct 2 2004,Sat,North Texas,30,,Middle Tennessee State,21,
269,6,Oct 2 2004,Sat,Northern Illinois,49,,Akron,19,
270,6,Oct 2 2004,Sat,Northwestern,33,,(7) Ohio State,27,
271,6,Oct 2 2004,Sat,Ohio,28,@,Kentucky,16,
272,6,Oct 2 2004,Sat,(2) Oklahoma,28,,Texas Tech,13,
273,6,Oct 2 2004,Sat,(25) Oklahoma State,36,,Iowa State,7,
274,6,Oct 2 2004,Sat,(15) Purdue,41,@,Notre Dame,16,
275,6,Oct 2 2004,Sat,San Jose State,70,,Rice,63,
276,6,Oct 2 2004,Sat,South Carolina,20,@,Alabama,3,
277,6,Oct 2 2004,Sat,Southern Mississippi,27,@,South Florida,20,
278,6,Oct 2 2004,Sat,Stanford,27,,Washington,13,
279,6,Oct 2 2004,Sat,Syracuse,41,,Rutgers,31,
280,6,Oct 2 2004,Sat,(5) Texas,44,,Baylor,14,
281,6,Oct 2 2004,Sat,Texas A&M,42,,Kansas State,30,
282,6,Oct 2 2004,Sat,Texas Christian,21,@,Army,17,
283,6,Oct 2 2004,Sat,Texas-El Paso,45,,New Mexico State,0,
284,6,Oct 2 2004,Sat,Toledo,52,,Ball State,14,
285,6,Oct 2 2004,Sat,Troy,49,,Utah State,21,
286,6,Oct 2 2004,Sat,UCLA,33,,San Diego State,10,
287,6,Oct 2 2004,Sat,Vanderbilt,31,,Mississippi State,13,
288,6,Oct 2 2004,Sat,Virginia Tech,19,,(6) West Virginia,13,
289,6,Oct 2 2004,Sat,(20) Wisconsin,24,,Illinois,7,
290,6,Oct 2 2004,Sat,Wyoming,31,,Louisiana-Monroe,10,
291,7,Oct 7 2004,Thu,Southern Mississippi,35,,Houston,29,
292,7,Oct 7 2004,Thu,(10) Virginia,30,,Clemson,10,
293,7,Oct 8 2004,Fri,Nevada-Las Vegas,24,@,Brigham Young,20,
294,7,Oct 9 2004,Sat,Air Force,28,,New Mexico,23,
295,7,Oct 9 2004,Sat,Akron,44,,Buffalo,21,
296,7,Oct 9 2004,Sat,Alabama,45,@,Kentucky,17,
297,7,Oct 9 2004,Sat,Alabama-Birmingham,27,@,Mississippi State,13,
298,7,Oct 9 2004,Sat,Army,48,,Cincinnati,29,
299,7,Oct 9 2004,Sat,(6) Auburn,52,,Louisiana Tech,7,
300,7,Oct 9 2004,Sat,Bowling Green State,38,@,Central Michigan,14,
301,7,Oct 9 2004,Sat,East Carolina,27,,Tulane,25,
302,7,Oct 9 2004,Sat,Eastern Michigan,31,@,Ball State,24,
303,7,Oct 9 2004,Sat,Florida Atlantic,20,@,Texas State,13,
304,7,Oct 9 2004,Sat,Florida International,31,@,Stephen F. Austin,24,
305,7,Oct 9 2004,Sat,(8) Florida State,17,@,Syracuse,13,
306,7,Oct 9 2004,Sat,Georgia Tech,20,@,(23) Maryland,7,
307,7,Oct 9 2004,Sat,Hawaii,48,,Nevada,26,
308,7,Oct 9 2004,Sat,Kansas,31,,Kansas State,28,
309,7,Oct 9 2004,Sat,(24) Louisiana State,24,@,(12) Florida,21,
310,7,Oct 9 2004,Sat,Louisiana-Monroe,16,@,Idaho,14,
311,7,Oct 9 2004,Sat,Marshall,16,@,Ohio,13,
312,7,Oct 9 2004,Sat,Miami (OH),47,,Kent State,27,
313,7,Oct 9 2004,Sat,(14) Michigan,27,,(13) Minnesota,24,
314,7,Oct 9 2004,Sat,Michigan State,38,,Illinois,25,
315,7,Oct 9 2004,Sat,Middle Tennessee State,45,,Arkansas State,17,
316,7,Oct 9 2004,Sat,Mississippi,31,@,(25) South Carolina,28,
317,7,Oct 9 2004,Sat,Missouri,30,@,Baylor,10,
318,7,Oct 9 2004,Sat,New Mexico State,35,,Louisiana,32,
319,7,Oct 9 2004,Sat,Nicholls State,42,@,Florida A&M,25,
320,7,Oct 9 2004,Sat,North Carolina,30,,North Carolina State,24,
321,7,Oct 9 2004,Sat,North Texas,31,@,Utah State,23,
322,7,Oct 9 2004,Sat,Northern Illinois,30,@,Central Florida,28,
323,7,Oct 9 2004,Sat,Northwestern,31,,Indiana,24,
324,7,Oct 9 2004,Sat,Notre Dame,23,,Stanford,15,
325,7,Oct 9 2004,Sat,(2) Oklahoma,12,,(5) Texas,0,
326,7,Oct 9 2004,Sat,(22) Oklahoma State,42,@,Colorado,14,
327,7,Oct 9 2004,Sat,Oregon,41,@,Washington State,38,
328,7,Oct 9 2004,Sat,Pittsburgh,27,@,Temple,22,
329,7,Oct 9 2004,Sat,(9) Purdue,20,@,Penn State,13,
330,7,Oct 9 2004,Sat,Rice,44,,Southern Methodist,10,
331,7,Oct 9 2004,Sat,Rutgers,37,@,Vanderbilt,34,
332,7,Oct 9 2004,Sat,(1) Southern California,23,,(7) California,17,
333,7,Oct 9 2004,Sat,(17) Tennessee,19,@,(3) Georgia,14,
334,7,Oct 9 2004,Sat,Texas A&M,34,@,Iowa State,3,
335,7,Oct 9 2004,Sat,Texas Tech,70,,Nebraska,10,
336,7,Oct 9 2004,Sat,Texas-El Paso,24,@,Fresno State,21,
337,7,Oct 9 2004,Sat,Toledo,59,@,Western Michigan,33,
338,7,Oct 9 2004,Sat,UCLA,37,,Arizona,17,
339,7,Oct 9 2004,Sat,Virginia Tech,17,@,Wake Forest,10,
340,7,Oct 9 2004,Sat,Washington,21,,San Jose State,6,
341,7,Oct 9 2004,Sat,(15) Wisconsin,24,@,(18) Ohio State,13,
342,7,Oct 9 2004,Sat,Wyoming,20,,San Diego State,10,
343,8,Oct 13 2004,Wed,(17) West Virginia,31,@,Connecticut,19,
344,8,Oct 14 2004,Thu,(3) Miami (FL),41,,(18) Louisville,38,
345,8,Oct 15 2004,Fri,Alabama-Birmingham,41,,Texas Christian,25,
346,8,Oct 16 2004,Sat,Akron,26,@,Central Florida,21,
347,8,Oct 16 2004,Sat,Alabama,27,,(24) Southern Mississippi,3,
348,8,Oct 16 2004,Sat,Arkansas State,13,,Troy,9,
349,8,Oct 16 2004,Sat,Army,42,@,South Florida,35,
350,8,Oct 16 2004,Sat,(4) Auburn,38,,Arkansas,20,
351,8,Oct 16 2004,Sat,(21) Boise State,45,@,Tulsa,42,
352,8,Oct 16 2004,Sat,Bowling Green State,51,,Ball State,13,
353,8,Oct 16 2004,Sat,Brigham Young,24,,Wyoming,13,
354,8,Oct 16 2004,Sat,(8) California,45,,UCLA,28,
355,8,Oct 16 2004,Sat,Clemson,35,,Utah State,6,
356,8,Oct 16 2004,Sat,Colorado,19,,Iowa State,14,
357,8,Oct 16 2004,Sat,Colorado State,21,@,San Diego State,17,
358,8,Oct 16 2004,Sat,Eastern Michigan,35,@,Western Michigan,31,
359,8,Oct 16 2004,Sat,(22) Florida,52,,Middle Tennessee State,16,
360,8,Oct 16 2004,Sat,Florida Atlantic,39,@,Northern Colorado,24,
361,8,Oct 16 2004,Sat,(7) Florida State,36,,(6) Virginia,3,
362,8,Oct 16 2004,Sat,(12) Georgia,33,,Vanderbilt,3,
363,8,Oct 16 2004,Sat,Georgia Tech,24,,Duke,7,
364,8,Oct 16 2004,Sat,Idaho,38,,Louisiana,25,
365,8,Oct 16 2004,Sat,Iowa,33,,(25) Ohio State,7,
366,8,Oct 16 2004,Sat,Louisiana Tech,41,@,Southern Methodist,10,
367,8,Oct 16 2004,Sat,Louisiana-Monroe,28,,Florida International,20,
368,8,Oct 16 2004,Sat,Marshall,27,@,Kent State,17,
369,8,Oct 16 2004,Sat,Memphis,49,,Tulane,24,
370,8,Oct 16 2004,Sat,Miami (OH),25,@,Buffalo,7,
371,8,Oct 16 2004,Sat,(14) Michigan,30,@,Illinois,19,
372,8,Oct 16 2004,Sat,Michigan State,51,,(19) Minnesota,17,
373,8,Oct 16 2004,Sat,Nebraska,59,,Baylor,27,
374,8,Oct 16 2004,Sat,Nevada,35,,Rice,10,
375,8,Oct 16 2004,Sat,New Mexico,24,@,Nevada-Las Vegas,20,
376,8,Oct 16 2004,Sat,North Carolina State,13,@,Maryland,3,
377,8,Oct 16 2004,Sat,Northern Illinois,42,,Central Michigan,10,
378,8,Oct 16 2004,Sat,Notre Dame,27,,Navy,9,
379,8,Oct 16 2004,Sat,(2) Oklahoma,31,@,Kansas State,21,
380,8,Oct 16 2004,Sat,Oregon,28,,Arizona,14,
