Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
109,2,Sep 9 2006,Sat,Navy,21,,Massachusetts,20,
110,2,Sep 9 2006,Sat,(21) Nebraska,56,,Nicholls State,7,
111,2,Sep 9 2006,Sat,New Hampshire,34,@,Northwestern,17,
112,2,Sep 9 2006,Sat,New Mexico,34,@,New Mexico State,28,
113,2,Sep 9 2006,Sat,North Texas,24,,Southern Methodist,6,
114,2,Sep 9 2006,Sat,(4) Notre Dame,41,,(19) Penn State,17,
115,2,Sep 9 2006,Sat,Ohio,35,@,Northern Illinois,23,
116,2,Sep 9 2006,Sat,(1) Ohio State,24,@,(2) Texas,7,
117,2,Sep 9 2006,Sat,(15) Oklahoma,37,,Washington,20,
118,2,Sep 9 2006,Sat,Oklahoma State,35,@,Arkansas State,7,
119,2,Sep 9 2006,Sat,(20) Oregon,31,@,Fresno State,24,
120,2,Sep 9 2006,Sat,Purdue,38,,Miami (OH),31,
121,2,Sep 9 2006,Sat,Rutgers,33,,Illinois,0,
122,2,Sep 9 2006,Sat,San Jose State,35,,Stanford,34,
123,2,Sep 9 2006,Sat,South Florida,21,,Florida International,20,
124,2,Sep 9 2006,Sat,Southern Mississippi,45,,Southeastern Louisiana,0,
125,2,Sep 9 2006,Sat,(11) Tennessee,31,,Air Force,30,
126,2,Sep 9 2006,Sat,Texas A&M,51,,Louisiana,7,
127,2,Sep 9 2006,Sat,(23) Texas Christian,46,,California-Davis,13,
128,2,Sep 9 2006,Sat,(24) Texas Tech,38,@,Texas-El Paso,35,
129,2,Sep 9 2006,Sat,UCLA,26,,Rice,16,
130,2,Sep 9 2006,Sat,Utah,45,,Northern Arizona,7,
131,2,Sep 9 2006,Sat,Virginia,13,,Wyoming,12,
132,2,Sep 9 2006,Sat,(16) Virginia Tech,35,@,North Carolina,10,
133,2,Sep 9 2006,Sat,Wake Forest,14,,Duke,13,
134,2,Sep 9 2006,Sat,Washington State,56,,Idaho,10,
135,2,Sep 9 2006,Sat,(6) West Virginia,52,,Eastern Washington,3,
136,2,Sep 9 2006,Sat,Western Michigan,31,,Toledo,10,
137,2,Sep 9 2006,Sat,Wisconsin,34,,Western Illinois,10,
138,3,Sep 14 2006,Thu,Middle Tennessee State,44,,Tennessee Tech,0,
139,3,Sep 14 2006,Thu,(5) West Virginia,45,,Maryland,24,
140,3,Sep 15 2006,Fri,Toledo,37,,Kansas,31,
141,3,Sep 16 2006,Sat,Alabama,41,,Louisiana-Monroe,7,
142,3,Sep 16 2006,Sat,Arizona,28,,Stephen F. Austin,10,
143,3,Sep 16 2006,Sat,(22) Arizona State,21,@,Colorado,3,
144,3,Sep 16 2006,Sat,Arkansas,21,@,Vanderbilt,19,
145,3,Sep 16 2006,Sat,(3) Auburn,7,,(6) Louisiana State,3,
146,3,Sep 16 2006,Sat,Boise State,17,@,Wyoming,10,
147,3,Sep 16 2006,Sat,(23) Boston College,30,,Brigham Young,23,
148,3,Sep 16 2006,Sat,Bowling Green State,33,@,Florida International,28,
149,3,Sep 16 2006,Sat,(21) California,42,,Portland State,16,
150,3,Sep 16 2006,Sat,Central Michigan,24,,Akron,21,
151,3,Sep 16 2006,Sat,Clemson,27,@,(9) Florida State,20,
152,3,Sep 16 2006,Sat,East Carolina,35,,Memphis,20,
153,3,Sep 16 2006,Sat,(7) Florida,21,@,(13) Tennessee,20,
154,3,Sep 16 2006,Sat,(10) Georgia,34,,Alabama-Birmingham,0,
155,3,Sep 16 2006,Sat,Georgia Tech,35,,Troy,20,
156,3,Sep 16 2006,Sat,Hawaii,42,,Nevada-Las Vegas,13,
157,3,Sep 16 2006,Sat,Houston,42,,Grambling State,22,
158,3,Sep 16 2006,Sat,Idaho,27,,Idaho State,24,
159,3,Sep 16 2006,Sat,(16) Iowa,27,,Iowa State,17,
160,3,Sep 16 2006,Sat,Kansas State,23,,Marshall,7,
161,3,Sep 16 2006,Sat,Kent State,16,@,Miami (OH),14,
162,3,Sep 16 2006,Sat,Kentucky,31,,Mississippi,14,
163,3,Sep 16 2006,Sat,Louisiana Tech,31,,Nicholls State,21,
164,3,Sep 16 2006,Sat,(12) Louisville,31,,(17) Miami (FL),7,
165,3,Sep 16 2006,Sat,(11) Michigan,47,@,(2) Notre Dame,21,
166,3,Sep 16 2006,Sat,Michigan State,38,@,Pittsburgh,23,
167,3,Sep 16 2006,Sat,Minnesota,62,,Temple,0,
168,3,Sep 16 2006,Sat,Missouri,27,@,New Mexico,17,
169,3,Sep 16 2006,Sat,Navy,37,@,Stanford,9,
170,3,Sep 16 2006,Sat,Nevada,28,,Colorado State,10,
171,3,Sep 16 2006,Sat,New Mexico State,48,,Texas Southern,14,
172,3,Sep 16 2006,Sat,North Carolina,45,,Furman,42,
173,3,Sep 16 2006,Sat,Northern Illinois,31,,Buffalo,13,
174,3,Sep 16 2006,Sat,Northwestern,14,,Eastern Michigan,6,
175,3,Sep 16 2006,Sat,(1) Ohio State,37,,Cincinnati,7,
176,3,Sep 16 2006,Sat,Oklahoma State,48,,Florida Atlantic,8,
177,3,Sep 16 2006,Sat,(18) Oregon,34,,(15) Oklahoma,33,
178,3,Sep 16 2006,Sat,(25) Penn State,37,,Youngstown State,3,
179,3,Sep 16 2006,Sat,Purdue,38,,Ball State,28,
180,3,Sep 16 2006,Sat,Rutgers,24,,Ohio,7,
181,3,Sep 16 2006,Sat,South Carolina,27,,Wofford,20,
182,3,Sep 16 2006,Sat,South Florida,24,@,Central Florida,17,
183,3,Sep 16 2006,Sat,(4) Southern California,28,,(19) Nebraska,10,
184,3,Sep 16 2006,Sat,Southern Illinois,35,@,Indiana,28,
185,3,Sep 16 2006,Sat,Southern Methodist,45,,Sam Houston State,14,
186,3,Sep 16 2006,Sat,Southern Mississippi,37,,North Carolina State,17,
187,3,Sep 16 2006,Sat,Syracuse,31,@,Illinois,21,
188,3,Sep 16 2006,Sat,(8) Texas,52,@,Rice,7,
189,3,Sep 16 2006,Sat,Texas A&M,28,,Army,24,
190,3,Sep 16 2006,Sat,(20) Texas Christian,12,,(24) Texas Tech,3,
191,3,Sep 16 2006,Sat,Tulane,32,@,Mississippi State,29,
192,3,Sep 16 2006,Sat,Tulsa,28,,North Texas,3,
193,3,Sep 16 2006,Sat,Utah,48,@,Utah State,0,
194,3,Sep 16 2006,Sat,(14) Virginia Tech,36,,Duke,0,
195,3,Sep 16 2006,Sat,Wake Forest,24,@,Connecticut,13,
196,3,Sep 16 2006,Sat,Washington,21,,Fresno State,20,
197,3,Sep 16 2006,Sat,Washington State,17,,Baylor,15,
198,3,Sep 16 2006,Sat,Western Michigan,17,@,Virginia,10,
199,3,Sep 16 2006,Sat,Wisconsin,14,,San Diego State,0,
200,4,Sep 21 2006,Thu,Georgia Tech,24,,Virginia,7,
201,4,Sep 22 2006,Fri,Nevada,31,,Northwestern,21,
202,4,Sep 23 2006,Sat,Air Force,31,@,Wyoming,24,
203,4,Sep 23 2006,Sat,Akron,33,,North Texas,13,
204,4,Sep 23 2006,Sat,Arkansas,24,,Alabama,23,
205,4,Sep 23 2006,Sat,Army,27,@,Baylor,20,
206,4,Sep 23 2006,Sat,(2) Auburn,38,,Buffalo,7,
207,4,Sep 23 2006,Sat,(25) Boise State,41,,Hawaii,34,
208,4,Sep 23 2006,Sat,Brigham Young,38,,Utah State,0,
209,4,Sep 23 2006,Sat,(21) California,49,,(22) Arizona State,21,
210,4,Sep 23 2006,Sat,Central Michigan,24,@,Eastern Michigan,17,
211,4,Sep 23 2006,Sat,(19) Clemson,52,,North Carolina,7,
212,4,Sep 23 2006,Sat,Connecticut,14,@,Indiana,7,
213,4,Sep 23 2006,Sat,(5) Florida,26,,Kentucky,7,
214,4,Sep 23 2006,Sat,(18) Florida State,55,,Rice,7,
215,4,Sep 23 2006,Sat,(9) Georgia,14,,Colorado,13,
216,4,Sep 23 2006,Sat,Houston,34,,Oklahoma State,25,
217,4,Sep 23 2006,Sat,(14) Iowa,24,@,Illinois,7,
218,4,Sep 23 2006,Sat,Kansas,13,,South Florida,7,
219,4,Sep 23 2006,Sat,Kent State,38,@,Bowling Green State,3,
220,4,Sep 23 2006,Sat,Louisiana,48,,North Carolina A&T,7,
221,4,Sep 23 2006,Sat,(10) Louisiana State,49,,Tulane,7,
222,4,Sep 23 2006,Sat,(8) Louisville,24,@,Kansas State,6,
223,4,Sep 23 2006,Sat,Maryland,14,,Florida International,10,
224,4,Sep 23 2006,Sat,(6) Michigan,27,,Wisconsin,13,
225,4,Sep 23 2006,Sat,Mississippi State,16,@,Alabama-Birmingham,10,
226,4,Sep 23 2006,Sat,Missouri,31,,Ohio,6,
227,4,Sep 23 2006,Sat,(23) Nebraska,56,,Troy,0,
228,4,Sep 23 2006,Sat,New Mexico,26,,Texas-El Paso,13,
229,4,Sep 23 2006,Sat,North Carolina State,17,,(20) Boston College,15,
230,4,Sep 23 2006,Sat,North Dakota State,29,@,Ball State,24,
231,4,Sep 23 2006,Sat,Northern Illinois,48,,Indiana State,14,
232,4,Sep 23 2006,Sat,(12) Notre Dame,40,@,Michigan State,37,
233,4,Sep 23 2006,Sat,(1) Ohio State,28,,(24) Penn State,6,
234,4,Sep 23 2006,Sat,(17) Oklahoma,59,,Middle Tennessee State,0,
235,4,Sep 23 2006,Sat,Oregon State,38,,Idaho,0,
236,4,Sep 23 2006,Sat,Pittsburgh,51,,Citadel,6,
237,4,Sep 23 2006,Sat,Purdue,27,,Minnesota,21,
238,4,Sep 23 2006,Sat,Rutgers,56,,Howard,7,
239,4,Sep 23 2006,Sat,San Jose State,17,,Cal Poly,7,
240,4,Sep 23 2006,Sat,South Carolina,45,,Florida Atlantic,6,
241,4,Sep 23 2006,Sat,(3) Southern California,20,@,Arizona,3,
242,4,Sep 23 2006,Sat,Southern Methodist,55,,Arkansas State,9,
243,4,Sep 23 2006,Sat,Syracuse,34,,Miami (OH),14,
244,4,Sep 23 2006,Sat,(15) Tennessee,33,,Marshall,7,
245,4,Sep 23 2006,Sat,(7) Texas,37,,Iowa State,14,
246,4,Sep 23 2006,Sat,Texas A&M,45,,Louisiana Tech,14,
247,4,Sep 23 2006,Sat,Texas Tech,62,,Southeastern Louisiana,0,
248,4,Sep 23 2006,Sat,Toledo,41,,McNeese State,7,
249,4,Sep 23 2006,Sat,Tulsa,24,@,Navy,23,
250,4,Sep 23 2006,Sat,Utah,38,@,San Diego State,7,
251,4,Sep 23 2006,Sat,Vanderbilt,38,,Tennessee State,9,
252,4,Sep 23 2006,Sat,(11) Virginia Tech,29,,Cincinnati,13,
253,4,Sep 23 2006,Sat,Wake Forest,27,@,Mississippi,3,
254,4,Sep 23 2006,Sat,Washington,29,,UCLA,19,
255,4,Sep 23 2006,Sat,Washington State,36,@,Stanford,10,
256,4,Sep 23 2006,Sat,(4) West Virginia,27,@,East Carolina,10,
257,4,Sep 23 2006,Sat,Western Michigan,41,,Temple,7,
258,5,Sep 26 2006,Tue,Southern Mississippi,19,@,Central Florida,14,
259,5,Sep 28 2006,Thu,(2) Auburn,24,@,South Carolina,17,
260,5,Sep 28 2006,Thu,Brigham Young,31,@,(17) Texas Christian,17,
261,5,Sep 29 2006,Fri,(23) Rutgers,22,@,South Florida,20,
262,5,Sep 30 2006,Sat,Air Force,24,,New Mexico,7,
263,5,Sep 30 2006,Sat,Alabama-Birmingham,21,,Troy,3,
264,5,Sep 30 2006,Sat,Arkansas State,31,@,Florida International,6,
265,5,Sep 30 2006,Sat,Baylor,17,,Kansas State,3,
266,5,Sep 30 2006,Sat,(22) Boise State,36,@,Utah,3,
267,5,Sep 30 2006,Sat,Boston College,22,,Maine,0,
268,5,Sep 30 2006,Sat,Bowling Green State,21,@,Ohio,9,
269,5,Sep 30 2006,Sat,(20) California,41,@,Oregon State,13,
270,5,Sep 30 2006,Sat,Cincinnati,24,,Miami (OH),10,
271,5,Sep 30 2006,Sat,(18) Clemson,51,,Louisiana Tech,0,
272,5,Sep 30 2006,Sat,Colorado State,35,@,Fresno State,23,
273,5,Sep 30 2006,Sat,(5) Florida,28,,Alabama,13,
274,5,Sep 30 2006,Sat,Florida Atlantic,21,@,Louisiana-Monroe,19,
275,5,Sep 30 2006,Sat,(10) Georgia,14,@,Mississippi,9,
276,5,Sep 30 2006,Sat,(24) Georgia Tech,38,@,(11) Virginia Tech,27,
277,5,Sep 30 2006,Sat,Hawaii,44,,Eastern Illinois,9,
278,5,Sep 30 2006,Sat,Idaho,41,@,Utah State,21,
279,5,Sep 30 2006,Sat,Illinois,23,@,Michigan State,20,
280,5,Sep 30 2006,Sat,Iowa State,28,,Northern Iowa,27,
281,5,Sep 30 2006,Sat,Kent State,37,,Akron,15,
282,5,Sep 30 2006,Sat,Kentucky,45,,Central Michigan,36,
283,5,Sep 30 2006,Sat,Louisiana,33,,Eastern Michigan,14,
284,5,Sep 30 2006,Sat,(9) Louisiana State,48,,Mississippi State,17,
285,5,Sep 30 2006,Sat,Miami (FL),14,,Houston,13,
286,5,Sep 30 2006,Sat,(6) Michigan,28,@,Minnesota,14,
287,5,Sep 30 2006,Sat,Middle Tennessee State,35,@,North Texas,0,
288,5,Sep 30 2006,Sat,(25) Missouri,28,,Colorado,13,
289,5,Sep 30 2006,Sat,Navy,41,@,Connecticut,17,
290,5,Sep 30 2006,Sat,(21) Nebraska,39,,Kansas,32,
291,5,Sep 30 2006,Sat,Nevada,31,@,Nevada-Las Vegas,3,
292,5,Sep 30 2006,Sat,Northern Illinois,40,@,Ball State,28,
293,5,Sep 30 2006,Sat,(12) Notre Dame,35,,Purdue,21,
294,5,Sep 30 2006,Sat,(1) Ohio State,38,@,(13) Iowa,17,
295,5,Sep 30 2006,Sat,(14) Oregon,48,@,Arizona State,13,
296,5,Sep 30 2006,Sat,Penn State,33,,Northwestern,7,
297,5,Sep 30 2006,Sat,Pittsburgh,45,,Toledo,3,
298,5,Sep 30 2006,Sat,Rice,48,@,Army,14,
299,5,Sep 30 2006,Sat,San Jose State,31,,San Diego State,10,
300,5,Sep 30 2006,Sat,(3) Southern California,28,@,Washington State,22,
301,5,Sep 30 2006,Sat,Southern Methodist,33,@,Tulane,28,
302,5,Sep 30 2006,Sat,Syracuse,40,,Wyoming,34,
303,5,Sep 30 2006,Sat,(15) Tennessee,41,@,Memphis,7,
304,5,Sep 30 2006,Sat,(7) Texas,56,,Sam Houston State,3,
305,5,Sep 30 2006,Sat,Texas Tech,31,@,Texas A&M,27,
306,5,Sep 30 2006,Sat,Texas-El Paso,44,,New Mexico State,38,
307,5,Sep 30 2006,Sat,UCLA,31,,Stanford,0,
308,5,Sep 30 2006,Sat,Vanderbilt,43,,Temple,14,
309,5,Sep 30 2006,Sat,Virginia,37,@,Duke,0,
310,5,Sep 30 2006,Sat,Wake Forest,34,,Liberty,14,
311,5,Sep 30 2006,Sat,Washington,21,@,Arizona,10,
312,5,Sep 30 2006,Sat,Wisconsin,52,@,Indiana,17,
313,6,Oct 3 2006,Tue,Tulsa,20,,Southern Mississippi,6,
314,6,Oct 4 2006,Wed,Central Florida,23,@,Marshall,22,
315,6,Oct 5 2006,Thu,North Carolina State,24,,(17) Florida State,20,
316,6,Oct 5 2006,Thu,Utah,20,,Texas Christian,7,
317,6,Oct 6 2006,Fri,(8) Louisville,44,@,Middle Tennessee State,17,
318,6,Oct 7 2006,Sat,Alabama,30,,Duke,14,
319,6,Oct 7 2006,Sat,Alabama-Birmingham,35,,Memphis,29,
320,6,Oct 7 2006,Sat,Arkansas,27,@,(2) Auburn,10,
321,6,Oct 7 2006,Sat,Arkansas State,10,,Louisiana-Monroe,6,
322,6,Oct 7 2006,Sat,Army,62,,Virginia Military Institute,7,
323,6,Oct 7 2006,Sat,Ball State,55,@,Buffalo,25,
324,6,Oct 7 2006,Sat,Baylor,34,@,Colorado,31,
325,6,Oct 7 2006,Sat,(20) Boise State,55,,Louisiana Tech,14,
326,6,Oct 7 2006,Sat,Brigham Young,47,,San Diego State,17,
327,6,Oct 7 2006,Sat,(16) California,45,,(11) Oregon,24,
328,6,Oct 7 2006,Sat,Central Michigan,42,@,Toledo,20,
329,6,Oct 7 2006,Sat,Cincinnati,20,,Akron,14,
330,6,Oct 7 2006,Sat,(15) Clemson,27,@,Wake Forest,17,
331,6,Oct 7 2006,Sat,Colorado State,28,,Nevada-Las Vegas,7,
332,6,Oct 7 2006,Sat,East Carolina,31,,Virginia,21,
333,6,Oct 7 2006,Sat,(5) Florida,23,,(9) Louisiana State,10,
334,6,Oct 7 2006,Sat,(18) Georgia Tech,27,,Maryland,23,
335,6,Oct 7 2006,Sat,Hawaii,41,,Nevada,34,
336,6,Oct 7 2006,Sat,Idaho,28,,New Mexico State,20,
337,6,Oct 7 2006,Sat,Indiana,34,@,Illinois,32,
338,6,Oct 7 2006,Sat,(19) Iowa,47,,Purdue,17,
339,6,Oct 7 2006,Sat,Kansas State,31,,Oklahoma State,27,
340,6,Oct 7 2006,Sat,Kent State,28,@,Temple,17,
341,6,Oct 7 2006,Sat,Louisiana,31,@,Houston,28,
342,6,Oct 7 2006,Sat,Miami (FL),27,,North Carolina,7,
343,6,Oct 7 2006,Sat,(6) Michigan,31,,Michigan State,13,
344,6,Oct 7 2006,Sat,Mississippi,17,,Vanderbilt,10,
345,6,Oct 7 2006,Sat,(23) Missouri,38,@,Texas Tech,21,
346,6,Oct 7 2006,Sat,Navy,24,@,Air Force,17,
347,6,Oct 7 2006,Sat,(22) Nebraska,28,@,Iowa State,14,
348,6,Oct 7 2006,Sat,North Texas,25,,Florida International,22,
349,6,Oct 7 2006,Sat,(12) Notre Dame,31,,Stanford,10,
350,6,Oct 7 2006,Sat,Ohio,27,,Western Michigan,20,
351,6,Oct 7 2006,Sat,(1) Ohio State,35,,Bowling Green State,7,
352,6,Oct 7 2006,Sat,Penn State,28,@,Minnesota,27,
353,6,Oct 7 2006,Sat,Pittsburgh,21,@,Syracuse,11,
354,6,Oct 7 2006,Sat,South Carolina,24,@,Kentucky,17,
355,6,Oct 7 2006,Sat,South Florida,38,,Connecticut,16,
356,6,Oct 7 2006,Sat,(3) Southern California,26,,Washington,20,
357,6,Oct 7 2006,Sat,(13) Tennessee,51,@,(10) Georgia,33,
358,6,Oct 7 2006,Sat,(7) Texas,28,,(14) Oklahoma,10,
359,6,Oct 7 2006,Sat,Texas A&M,21,@,Kansas,18,
360,6,Oct 7 2006,Sat,Texas-El Paso,24,,Southern Methodist,21,
361,6,Oct 7 2006,Sat,Tulane,38,,Rice,24,
362,6,Oct 7 2006,Sat,UCLA,27,,Arizona,7,
363,6,Oct 7 2006,Sat,Utah State,13,,Fresno State,12,
364,6,Oct 7 2006,Sat,Washington State,13,@,Oregon State,6,
365,6,Oct 7 2006,Sat,(4) West Virginia,42,@,Mississippi State,14,
366,6,Oct 7 2006,Sat,Wisconsin,41,,Northwestern,9,
367,6,Oct 7 2006,Sat,Wyoming,14,@,New Mexico,10,
368,6,Oct 8 2006,Sun,Northern Illinois,28,@,Miami (OH),25,
369,7,Oct 12 2006,Thu,Air Force,24,,Colorado State,21,
370,7,Oct 12 2006,Thu,Boston College,22,,(22) Virginia Tech,3,
371,7,Oct 12 2006,Thu,(12) Clemson,63,,Temple,9,
372,7,Oct 12 2006,Thu,Florida Atlantic,32,,Southern Utah,7,
373,7,Oct 13 2006,Fri,Pittsburgh,52,@,Central Florida,7,
374,7,Oct 14 2006,Sat,Alabama,26,,Mississippi,23,
375,7,Oct 14 2006,Sat,Arizona,20,@,Stanford,7,
376,7,Oct 14 2006,Sat,(17) Arkansas,63,,Southeast Missouri State,7,
377,7,Oct 14 2006,Sat,Arkansas State,26,@,Memphis,23,
378,7,Oct 14 2006,Sat,(11) Auburn,27,,(2) Florida,17,
379,7,Oct 14 2006,Sat,Bowling Green State,24,,Eastern Michigan,21,
380,7,Oct 14 2006,Sat,(10) California,21,@,Washington State,3,
