Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
38,1,Sep 1 2007,Sat,Louisiana Tech,28,,Central Arkansas,7,
39,1,Sep 1 2007,Sat,Maryland,31,,Villanova,14,
40,1,Sep 1 2007,Sat,Miami (FL),31,,Marshall,3,
41,1,Sep 1 2007,Sat,Michigan State,55,,Alabama-Birmingham,18,
42,1,Sep 1 2007,Sat,Mississippi,23,@,Memphis,21,
43,1,Sep 1 2007,Sat,Missouri,40,,Illinois,34,
44,1,Sep 1 2007,Sat,(20) Nebraska,52,,Nevada,10,
45,1,Sep 1 2007,Sat,Nicholls State,16,@,Rice,14,
46,1,Sep 1 2007,Sat,North Carolina,37,,James Madison,14,
47,1,Sep 1 2007,Sat,Northwestern,27,,Northeastern,0,
48,1,Sep 1 2007,Sat,Ohio,36,,Gardner-Webb,14,
49,1,Sep 1 2007,Sat,(11) Ohio State,38,,Youngstown State,6,
50,1,Sep 1 2007,Sat,(8) Oklahoma,79,,North Texas,10,
51,1,Sep 1 2007,Sat,Oregon,48,,Houston,27,
52,1,Sep 1 2007,Sat,(17) Penn State,59,,Florida International,0,
53,1,Sep 1 2007,Sat,Pittsburgh,27,,Eastern Michigan,3,
54,1,Sep 1 2007,Sat,Purdue,52,@,Toledo,24,
55,1,Sep 1 2007,Sat,South Carolina,28,,Louisiana,14,
56,1,Sep 1 2007,Sat,South Florida,28,,Elon,13,
57,1,Sep 1 2007,Sat,(1) Southern California,38,,Idaho,10,
58,1,Sep 1 2007,Sat,Southern Mississippi,35,,Tennessee-Martin,13,
59,1,Sep 1 2007,Sat,(4) Texas,21,,Arkansas State,13,
60,1,Sep 1 2007,Sat,(25) Texas A&M,38,,Montana State,7,
61,1,Sep 1 2007,Sat,(22) Texas Christian,27,,Baylor,0,
62,1,Sep 1 2007,Sat,Texas-El Paso,10,,New Mexico,6,
63,1,Sep 1 2007,Sat,(14) UCLA,45,@,Stanford,17,
64,1,Sep 1 2007,Sat,Vanderbilt,41,,Richmond,17,
65,1,Sep 1 2007,Sat,(9) Virginia Tech,17,,East Carolina,7,
66,1,Sep 1 2007,Sat,(3) West Virginia,62,,Western Michigan,24,
67,1,Sep 1 2007,Sat,(7) Wisconsin,42,,Washington State,21,
68,1,Sep 1 2007,Sat,Wyoming,23,,Virginia,3,
69,1,Sep 3 2007,Mon,Clemson,24,,(19) Florida State,18,
70,1,Sep 3 2007,Mon,Texas Tech,49,@,Southern Methodist,9,
71,2,Sep 6 2007,Thu,Cincinnati,34,,Oregon State,3,
72,2,Sep 6 2007,Thu,(8) Louisville,58,,Middle Tennessee State,42,
73,2,Sep 7 2007,Fri,(15) Rutgers,41,,Navy,24,
74,2,Sep 8 2007,Sat,Air Force,20,@,Utah,12,
75,2,Sep 8 2007,Sat,Alabama,24,@,Vanderbilt,10,
76,2,Sep 8 2007,Sat,Arizona,45,,Northern Arizona,24,
77,2,Sep 8 2007,Sat,Arizona State,33,,Colorado,14,
78,2,Sep 8 2007,Sat,Army,14,,Rhode Island,7,
79,2,Sep 8 2007,Sat,Ball State,38,@,Eastern Michigan,16,
80,2,Sep 8 2007,Sat,Baylor,42,,Rice,17,
81,2,Sep 8 2007,Sat,Boston College,37,,North Carolina State,17,
82,2,Sep 8 2007,Sat,Buffalo,42,@,Temple,7,
83,2,Sep 8 2007,Sat,(10) California,34,@,Colorado State,28,
84,2,Sep 8 2007,Sat,Central Michigan,52,,Toledo,31,
85,2,Sep 8 2007,Sat,(25) Clemson,49,,Louisiana-Monroe,26,
86,2,Sep 8 2007,Sat,Connecticut,38,,Maine,0,
87,2,Sep 8 2007,Sat,East Carolina,34,,North Carolina,31,
88,2,Sep 8 2007,Sat,(4) Florida,59,,Troy,31,
89,2,Sep 8 2007,Sat,Florida State,34,,Alabama-Birmingham,24,
90,2,Sep 8 2007,Sat,(21) Georgia Tech,69,,Samford,14,
91,2,Sep 8 2007,Sat,(20) Hawaii,45,@,Louisiana Tech,44,
92,2,Sep 8 2007,Sat,Idaho,20,,Cal Poly,13,
93,2,Sep 8 2007,Sat,Illinois,21,,Western Illinois,0,
94,2,Sep 8 2007,Sat,Indiana,37,@,Western Michigan,27,
95,2,Sep 8 2007,Sat,Iowa,35,,Syracuse,0,
96,2,Sep 8 2007,Sat,Kansas,62,,Southeastern Louisiana,0,
97,2,Sep 8 2007,Sat,Kansas State,34,,San Jose State,14,
98,2,Sep 8 2007,Sat,Kentucky,56,,Kent State,20,
99,2,Sep 8 2007,Sat,(2) Louisiana State,48,,(9) Virginia Tech,7,
100,2,Sep 8 2007,Sat,Maryland,26,@,Florida International,10,
101,2,Sep 8 2007,Sat,Michigan State,28,,Bowling Green State,17,
102,2,Sep 8 2007,Sat,Minnesota,41,,Miami (OH),35,
103,2,Sep 8 2007,Sat,Mississippi State,38,@,Tulane,17,
104,2,Sep 8 2007,Sat,Missouri,38,@,Mississippi,25,
105,2,Sep 8 2007,Sat,(16) Nebraska,20,@,Wake Forest,17,
106,2,Sep 8 2007,Sat,New Mexico,44,,New Mexico State,34,
107,2,Sep 8 2007,Sat,Northern Iowa,24,@,Iowa State,13,
108,2,Sep 8 2007,Sat,Northwestern,36,,Nevada,31,
109,2,Sep 8 2007,Sat,Ohio,31,@,Louisiana,23,
110,2,Sep 8 2007,Sat,(12) Ohio State,20,,Akron,2,
111,2,Sep 8 2007,Sat,(5) Oklahoma,51,,Miami (FL),13,
112,2,Sep 8 2007,Sat,Oklahoma State,42,,Florida Atlantic,6,
113,2,Sep 8 2007,Sat,Oregon,39,@,Michigan,7,
114,2,Sep 8 2007,Sat,(14) Penn State,31,,Notre Dame,10,
115,2,Sep 8 2007,Sat,Pittsburgh,34,,Grambling State,10,
116,2,Sep 8 2007,Sat,Purdue,52,,Eastern Illinois,6,
117,2,Sep 8 2007,Sat,South Carolina,16,@,(11) Georgia,12,
118,2,Sep 8 2007,Sat,South Florida,26,@,(17) Auburn,23,
119,2,Sep 8 2007,Sat,Southern Illinois,34,@,Northern Illinois,31,
120,2,Sep 8 2007,Sat,Southern Methodist,45,,North Texas,31,
121,2,Sep 8 2007,Sat,(24) Tennessee,39,,Southern Mississippi,19,
122,2,Sep 8 2007,Sat,(7) Texas,34,,(19) Texas Christian,13,
123,2,Sep 8 2007,Sat,(23) Texas A&M,47,,Fresno State,45,
124,2,Sep 8 2007,Sat,Texas Tech,45,,Texas-El Paso,31,
125,2,Sep 8 2007,Sat,(13) UCLA,27,,Brigham Young,17,
126,2,Sep 8 2007,Sat,Virginia,24,,Duke,13,
127,2,Sep 8 2007,Sat,Washington,24,,(22) Boise State,10,
128,2,Sep 8 2007,Sat,Washington State,45,,San Diego State,17,
129,2,Sep 8 2007,Sat,(3) West Virginia,48,@,Marshall,23,
130,2,Sep 8 2007,Sat,Western Kentucky,87,,West Virginia Tech,0,
131,2,Sep 8 2007,Sat,(5) Wisconsin,20,@,Nevada-Las Vegas,13,
132,2,Sep 8 2007,Sat,Wyoming,32,,Utah State,18,
133,3,Sep 13 2007,Thu,Air Force,20,,Texas Christian,17,
134,3,Sep 13 2007,Thu,(4) West Virginia,31,@,Maryland,14,
135,3,Sep 14 2007,Fri,Troy,41,,Oklahoma State,23,
136,3,Sep 15 2007,Sat,Alabama,41,,(16) Arkansas,38,
137,3,Sep 15 2007,Sat,Alabama-Birmingham,22,,Alcorn State,0,
138,3,Sep 15 2007,Sat,Arizona State,34,,San Diego State,13,
139,3,Sep 15 2007,Sat,Arkansas State,45,,Southern Methodist,28,
140,3,Sep 15 2007,Sat,Ball State,34,@,Navy,31,
141,3,Sep 15 2007,Sat,Baylor,34,,Texas State,27,
142,3,Sep 15 2007,Sat,Boise State,24,,Wyoming,14,
143,3,Sep 15 2007,Sat,(21) Boston College,24,@,(15) Georgia Tech,10,
144,3,Sep 15 2007,Sat,(8) California,42,,Louisiana Tech,12,
145,3,Sep 15 2007,Sat,Cincinnati,47,@,Miami (OH),10,
146,3,Sep 15 2007,Sat,(20) Clemson,38,,Furman,10,
147,3,Sep 15 2007,Sat,Connecticut,22,,Temple,17,
148,3,Sep 15 2007,Sat,Duke,20,@,Northwestern,14,
149,3,Sep 15 2007,Sat,Eastern Michigan,21,@,Northern Illinois,19,
150,3,Sep 15 2007,Sat,(5) Florida,59,,(22) Tennessee,20,
151,3,Sep 15 2007,Sat,Florida Atlantic,42,,Minnesota,39,
152,3,Sep 15 2007,Sat,Florida State,16,@,Colorado,6,
153,3,Sep 15 2007,Sat,(23) Georgia,45,,Western Carolina,16,
154,3,Sep 15 2007,Sat,(24) Hawaii,49,@,Nevada-Las Vegas,14,
155,3,Sep 15 2007,Sat,Houston,34,@,Tulane,10,
156,3,Sep 15 2007,Sat,Illinois,41,@,Syracuse,20,
157,3,Sep 15 2007,Sat,Indiana,41,,Akron,24,
158,3,Sep 15 2007,Sat,Iowa State,15,,Iowa,13,
159,3,Sep 15 2007,Sat,Kansas,45,,Toledo,13,
160,3,Sep 15 2007,Sat,Kansas State,61,,Missouri State,10,
161,3,Sep 15 2007,Sat,Kent State,38,,Delaware State,7,
162,3,Sep 15 2007,Sat,Kentucky,40,,(9) Louisville,34,
163,3,Sep 15 2007,Sat,(2) Louisiana State,44,,Middle Tennessee State,0,
164,3,Sep 15 2007,Sat,McNeese State,38,@,Louisiana,17,
165,3,Sep 15 2007,Sat,Memphis,35,,Jacksonville State,14,
166,3,Sep 15 2007,Sat,Miami (FL),23,,Florida International,9,
167,3,Sep 15 2007,Sat,Michigan,38,,Notre Dame,0,
168,3,Sep 15 2007,Sat,Michigan State,17,,Pittsburgh,13,
169,3,Sep 15 2007,Sat,Mississippi State,19,@,Auburn,14,
170,3,Sep 15 2007,Sat,Missouri,52,,Western Michigan,24,
171,3,Sep 15 2007,Sat,Nevada,52,,Nicholls State,17,
172,3,Sep 15 2007,Sat,New Hampshire,48,@,Marshall,35,
173,3,Sep 15 2007,Sat,New Mexico,29,@,Arizona,27,
174,3,Sep 15 2007,Sat,New Mexico State,29,,Texas-El Paso,24,
175,3,Sep 15 2007,Sat,North Carolina State,38,,Wofford,17,
176,3,Sep 15 2007,Sat,(10) Ohio State,33,@,Washington,14,
177,3,Sep 15 2007,Sat,(3) Oklahoma,54,,Utah State,3,
178,3,Sep 15 2007,Sat,(19) Oregon,52,,Fresno State,21,
179,3,Sep 15 2007,Sat,Oregon State,61,,Idaho State,10,
180,3,Sep 15 2007,Sat,(12) Penn State,45,,Buffalo,24,
181,3,Sep 15 2007,Sat,Purdue,45,,Central Michigan,22,
182,3,Sep 15 2007,Sat,(13) Rutgers,59,,Norfolk State,0,
183,3,Sep 15 2007,Sat,(17) South Carolina,38,,South Carolina State,3,
184,3,Sep 15 2007,Sat,(1) Southern California,49,@,(14) Nebraska,31,
185,3,Sep 15 2007,Sat,Southern Mississippi,28,@,East Carolina,21,
186,3,Sep 15 2007,Sat,Stanford,37,,San Jose State,0,
187,3,Sep 15 2007,Sat,(6) Texas,35,@,Central Florida,32,
188,3,Sep 15 2007,Sat,(25) Texas A&M,54,,Louisiana-Monroe,14,
189,3,Sep 15 2007,Sat,Texas Tech,59,@,Rice,24,
190,3,Sep 15 2007,Sat,Tulsa,55,,Brigham Young,47,
191,3,Sep 15 2007,Sat,Utah,44,,(11) UCLA,6,
192,3,Sep 15 2007,Sat,Vanderbilt,31,,Mississippi,17,
193,3,Sep 15 2007,Sat,Virginia,22,@,North Carolina,20,
194,3,Sep 15 2007,Sat,(18) Virginia Tech,28,,Ohio,7,
195,3,Sep 15 2007,Sat,Wake Forest,21,,Army,10,
196,3,Sep 15 2007,Sat,Washington State,45,,Idaho,28,
197,3,Sep 15 2007,Sat,Western Kentucky,26,,Eastern Kentucky,6,
198,3,Sep 15 2007,Sat,(7) Wisconsin,45,,Citadel,31,
199,4,Sep 20 2007,Thu,Miami (FL),34,,(20) Texas A&M,17,
200,4,Sep 20 2007,Thu,Western Kentucky,20,@,Middle Tennessee State,17,
201,4,Sep 21 2007,Fri,(4) Oklahoma,62,@,Tulsa,21,
202,4,Sep 22 2007,Sat,Akron,27,,Kent State,20,
203,4,Sep 22 2007,Sat,Arizona State,44,,Oregon State,32,
204,4,Sep 22 2007,Sat,Auburn,55,,New Mexico State,20,
205,4,Sep 22 2007,Sat,Baylor,34,@,Buffalo,21,
206,4,Sep 22 2007,Sat,(14) Boston College,37,,Army,17,
207,4,Sep 22 2007,Sat,Bowling Green State,48,,Temple,35,
208,4,Sep 22 2007,Sat,Brigham Young,31,,Air Force,6,
209,4,Sep 22 2007,Sat,(6) California,45,,Arizona,27,
210,4,Sep 22 2007,Sat,Central Florida,56,,Memphis,20,
211,4,Sep 22 2007,Sat,Cincinnati,40,,Marshall,14,
212,4,Sep 22 2007,Sat,(15) Clemson,42,@,North Carolina State,20,
213,4,Sep 22 2007,Sat,Colorado,42,,Miami (OH),0,
214,4,Sep 22 2007,Sat,Connecticut,34,@,Pittsburgh,14,
215,4,Sep 22 2007,Sat,Eastern Michigan,38,,Howard,15,
216,4,Sep 22 2007,Sat,(3) Florida,30,@,Mississippi,24,
217,4,Sep 22 2007,Sat,Florida Atlantic,30,@,North Texas,20,
218,4,Sep 22 2007,Sat,(22) Georgia,26,@,(16) Alabama,23,
219,4,Sep 22 2007,Sat,(19) Hawaii,66,,Charleston Southern,10,
220,4,Sep 22 2007,Sat,Houston,38,,Colorado State,27,
221,4,Sep 22 2007,Sat,Illinois,27,@,Indiana,14,
222,4,Sep 22 2007,Sat,Kansas,55,,Florida International,3,
223,4,Sep 22 2007,Sat,(21) Kentucky,42,@,Arkansas,29,
224,4,Sep 22 2007,Sat,(2) Louisiana State,28,,(12) South Carolina,16,
225,4,Sep 22 2007,Sat,Michigan,14,,(10) Penn State,9,
226,4,Sep 22 2007,Sat,Michigan State,31,@,Notre Dame,14,
227,4,Sep 22 2007,Sat,Mississippi State,31,,Gardner-Webb,15,
228,4,Sep 22 2007,Sat,(25) Missouri,38,,Illinois State,17,
229,4,Sep 22 2007,Sat,Navy,46,,Duke,43,
230,4,Sep 22 2007,Sat,(24) Nebraska,41,,Ball State,40,
231,4,Sep 22 2007,Sat,Nevada-Las Vegas,27,,Utah,0,
232,4,Sep 22 2007,Sat,New Mexico,58,,Sacramento State,0,
233,4,Sep 22 2007,Sat,North Dakota State,44,@,Central Michigan,14,
234,4,Sep 22 2007,Sat,Northern Illinois,42,@,Idaho,35,
235,4,Sep 22 2007,Sat,(8) Ohio State,58,,Northwestern,7,
236,4,Sep 22 2007,Sat,Oklahoma State,49,,Texas Tech,45,
237,4,Sep 22 2007,Sat,(13) Oregon,55,@,Stanford,31,
238,4,Sep 22 2007,Sat,Purdue,45,@,Minnesota,31,
239,4,Sep 22 2007,Sat,San Diego State,52,,Portland State,17,
240,4,Sep 22 2007,Sat,San Jose State,23,@,Utah State,20,
241,4,Sep 22 2007,Sat,(23) South Florida,37,,North Carolina,10,
242,4,Sep 22 2007,Sat,(1) Southern California,47,,Washington State,14,
243,4,Sep 22 2007,Sat,Syracuse,38,@,(18) Louisville,35,
244,4,Sep 22 2007,Sat,Tennessee,48,,Arkansas State,27,
245,4,Sep 22 2007,Sat,(7) Texas,58,,Rice,14,
246,4,Sep 22 2007,Sat,Texas Christian,21,,Southern Methodist,7,
247,4,Sep 22 2007,Sat,Texas-El Paso,52,,Texas Southern,12,
248,4,Sep 22 2007,Sat,Toledo,36,,Iowa State,35,
249,4,Sep 22 2007,Sat,Troy,48,@,Louisiana,31,
250,4,Sep 22 2007,Sat,Tulane,35,,Southeastern Louisiana,27,
251,4,Sep 22 2007,Sat,UCLA,44,,Washington,31,
252,4,Sep 22 2007,Sat,Virginia,28,,Georgia Tech,23,
253,4,Sep 22 2007,Sat,(17) Virginia Tech,44,,William & Mary,3,
254,4,Sep 22 2007,Sat,Wake Forest,31,,Maryland,24,
255,4,Sep 22 2007,Sat,(5) West Virginia,48,,East Carolina,7,
256,4,Sep 22 2007,Sat,Western Michigan,51,,Central Connecticut State,14,
257,4,Sep 22 2007,Sat,(9) Wisconsin,17,,Iowa,13,
258,4,Sep 22 2007,Sat,Wyoming,34,@,Ohio,33,
259,5,Sep 27 2007,Thu,Arkansas State,35,,Memphis,31,
260,5,Sep 27 2007,Thu,Boise State,38,,Southern Mississippi,16,
261,5,Sep 28 2007,Fri,(18) South Florida,21,,(5) West Virginia,13,
262,5,Sep 29 2007,Sat,Arizona,48,,Washington State,20,
263,5,Sep 29 2007,Sat,(23) Arizona State,41,@,Stanford,3,
264,5,Sep 29 2007,Sat,Arkansas,66,,North Texas,7,
265,5,Sep 29 2007,Sat,Army,37,,Temple,21,
266,5,Sep 29 2007,Sat,Auburn,20,@,(4) Florida,17,
267,5,Sep 29 2007,Sat,Ball State,49,,Buffalo,14,
268,5,Sep 29 2007,Sat,(12) Boston College,24,,Massachusetts,14,
269,5,Sep 29 2007,Sat,Bowling Green State,41,,Western Kentucky,21,
270,5,Sep 29 2007,Sat,Brigham Young,31,@,New Mexico,24,
271,5,Sep 29 2007,Sat,(6) California,31,@,(11) Oregon,24,
272,5,Sep 29 2007,Sat,Central Florida,37,,Louisiana,19,
273,5,Sep 29 2007,Sat,Central Michigan,35,,Northern Illinois,10,
274,5,Sep 29 2007,Sat,(24) Cincinnati,52,@,San Diego State,23,
275,5,Sep 29 2007,Sat,Colorado,27,,(3) Oklahoma,24,
276,5,Sep 29 2007,Sat,Connecticut,44,,Akron,10,
277,5,Sep 29 2007,Sat,East Carolina,37,@,Houston,35,
278,5,Sep 29 2007,Sat,Florida State,21,,(22) Alabama,14,
279,5,Sep 29 2007,Sat,Fresno State,17,,Louisiana Tech,6,
280,5,Sep 29 2007,Sat,(15) Georgia,45,,Mississippi,17,
281,5,Sep 29 2007,Sat,Georgia Tech,13,,(13) Clemson,3,
282,5,Sep 29 2007,Sat,(19) Hawaii,48,@,Idaho,20,
283,5,Sep 29 2007,Sat,Illinois,27,,(21) Penn State,20,
284,5,Sep 29 2007,Sat,Indiana,38,@,Iowa,20,
285,5,Sep 29 2007,Sat,Kansas State,41,@,(7) Texas,21,
286,5,Sep 29 2007,Sat,Kent State,33,@,Ohio,25,
287,5,Sep 29 2007,Sat,(14) Kentucky,45,,Florida Atlantic,17,
288,5,Sep 29 2007,Sat,(2) Louisiana State,34,@,Tulane,9,
289,5,Sep 29 2007,Sat,Louisville,29,@,North Carolina State,10,
290,5,Sep 29 2007,Sat,Maryland,34,@,(10) Rutgers,24,
291,5,Sep 29 2007,Sat,Miami (FL),24,,Duke,14,
292,5,Sep 29 2007,Sat,Miami (OH),17,,Syracuse,14,
293,5,Sep 29 2007,Sat,Michigan,28,@,Northwestern,16,
294,5,Sep 29 2007,Sat,Middle Tennessee State,47,,Florida International,6,
295,5,Sep 29 2007,Sat,Navy,31,,Air Force,20,
296,5,Sep 29 2007,Sat,(25) Nebraska,35,,Iowa State,17,
297,5,Sep 29 2007,Sat,Nevada,27,,Nevada-Las Vegas,20,
298,5,Sep 29 2007,Sat,New Mexico State,20,,Arkansas-Pine Bluff,17,
299,5,Sep 29 2007,Sat,(8) Ohio State,30,@,Minnesota,7,
300,5,Sep 29 2007,Sat,Oklahoma State,39,,Sam Houston State,3,
301,5,Sep 29 2007,Sat,Purdue,33,,Notre Dame,19,
302,5,Sep 29 2007,Sat,San Jose State,34,,California-Davis,14,
303,5,Sep 29 2007,Sat,(16) South Carolina,38,,Mississippi State,21,
304,5,Sep 29 2007,Sat,(1) Southern California,27,@,Washington,24,
305,5,Sep 29 2007,Sat,Texas A&M,34,,Baylor,10,
306,5,Sep 29 2007,Sat,Texas Christian,24,,Colorado State,12,
307,5,Sep 29 2007,Sat,Texas Tech,75,,Northwestern State,7,
308,5,Sep 29 2007,Sat,Texas-El Paso,48,@,Southern Methodist,45,
309,5,Sep 29 2007,Sat,Troy,24,,Louisiana-Monroe,7,
310,5,Sep 29 2007,Sat,Tulsa,38,,Alabama-Birmingham,30,
311,5,Sep 29 2007,Sat,UCLA,40,@,Oregon State,14,
312,5,Sep 29 2007,Sat,Utah,34,,Utah State,18,
313,5,Sep 29 2007,Sat,Vanderbilt,30,,Eastern Michigan,7,
314,5,Sep 29 2007,Sat,Virginia,44,,Pittsburgh,14,
315,5,Sep 29 2007,Sat,(17) Virginia Tech,17,,North Carolina,10,
316,5,Sep 29 2007,Sat,Western Michigan,42,@,Toledo,28,
317,5,Sep 29 2007,Sat,(9) Wisconsin,37,,Michigan State,34,
318,6,Oct 2 2007,Tue,Memphis,24,,Marshall,21,
319,6,Oct 3 2007,Wed,Rice,31,@,Southern Mississippi,29,
320,6,Oct 4 2007,Thu,(11) South Carolina,38,,(8) Kentucky,23,
321,6,Oct 5 2007,Fri,Utah,44,@,Louisville,35,
322,6,Oct 6 2007,Sat,Air Force,31,,Nevada-Las Vegas,14,
323,6,Oct 6 2007,Sat,Akron,39,@,Western Michigan,38,
324,6,Oct 6 2007,Sat,Alabama,30,,Houston,24,
325,6,Oct 6 2007,Sat,(18) Arizona State,23,@,Washington State,20,
326,6,Oct 6 2007,Sat,Arkansas,34,,Chattanooga,15,
327,6,Oct 6 2007,Sat,Army,20,,Tulane,17,
328,6,Oct 6 2007,Sat,Auburn,35,,Vanderbilt,7,
329,6,Oct 6 2007,Sat,(7) Boston College,55,,Bowling Green State,24,
330,6,Oct 6 2007,Sat,Buffalo,31,,Ohio,10,
331,6,Oct 6 2007,Sat,Central Michigan,58,@,Ball State,38,
332,6,Oct 6 2007,Sat,(20) Cincinnati,28,@,(21) Rutgers,23,
333,6,Oct 6 2007,Sat,Colorado,43,@,Baylor,23,
334,6,Oct 6 2007,Sat,East Carolina,52,,Central Florida,38,
335,6,Oct 6 2007,Sat,Florida State,27,,North Carolina State,10,
336,6,Oct 6 2007,Sat,Fresno State,49,@,Nevada,41,
337,6,Oct 6 2007,Sat,(16) Hawaii,52,,Utah State,37,
338,6,Oct 6 2007,Sat,Illinois,31,,(5) Wisconsin,26,
339,6,Oct 6 2007,Sat,Indiana,40,,Minnesota,20,
340,6,Oct 6 2007,Sat,Kansas,30,@,(24) Kansas State,24,
341,6,Oct 6 2007,Sat,Louisiana,38,@,North Texas,29,
342,6,Oct 6 2007,Sat,(1) Louisiana State,28,,(9) Florida,24,
343,6,Oct 6 2007,Sat,Louisiana-Monroe,30,,Arkansas State,13,
344,6,Oct 6 2007,Sat,Maryland,28,,Georgia Tech,26,
345,6,Oct 6 2007,Sat,Miami (OH),20,@,Kent State,13,
346,6,Oct 6 2007,Sat,Michigan,33,,Eastern Michigan,22,
347,6,Oct 6 2007,Sat,Mississippi,24,,Louisiana Tech,0,
348,6,Oct 6 2007,Sat,Mississippi State,30,,Alabama-Birmingham,13,
349,6,Oct 6 2007,Sat,(17) Missouri,41,,(25) Nebraska,6,
350,6,Oct 6 2007,Sat,North Carolina,33,,Miami (FL),27,
351,6,Oct 6 2007,Sat,Northwestern,48,@,Michigan State,41,
352,6,Oct 6 2007,Sat,Notre Dame,20,@,UCLA,6,
353,6,Oct 6 2007,Sat,(4) Ohio State,23,@,(23) Purdue,7,
354,6,Oct 6 2007,Sat,(10) Oklahoma,28,,(19) Texas,21,
355,6,Oct 6 2007,Sat,Oregon State,31,,Arizona,16,
356,6,Oct 6 2007,Sat,Penn State,27,,Iowa,7,
357,6,Oct 6 2007,Sat,San Diego State,24,@,Colorado State,20,
358,6,Oct 6 2007,Sat,San Jose State,28,,Idaho,20,
359,6,Oct 6 2007,Sat,(6) South Florida,35,@,Florida Atlantic,23,
360,6,Oct 6 2007,Sat,Stanford,24,@,(2) Southern California,23,
361,6,Oct 6 2007,Sat,Temple,16,,Northern Illinois,15,
362,6,Oct 6 2007,Sat,Tennessee,35,,(12) Georgia,14,
363,6,Oct 6 2007,Sat,Texas A&M,24,,Oklahoma State,23,
364,6,Oct 6 2007,Sat,Texas Tech,42,,Iowa State,17,
365,6,Oct 6 2007,Sat,Texas-El Paso,48,,Tulsa,47,
366,6,Oct 6 2007,Sat,Toledo,35,,Liberty,34,
367,6,Oct 6 2007,Sat,Troy,34,@,Florida International,16,
368,6,Oct 6 2007,Sat,Virginia,23,@,Middle Tennessee State,21,
369,6,Oct 6 2007,Sat,(15) Virginia Tech,41,@,(22) Clemson,23,
370,6,Oct 6 2007,Sat,Wake Forest,41,@,Duke,36,
371,6,Oct 6 2007,Sat,(13) West Virginia,55,@,Syracuse,14,
372,6,Oct 6 2007,Sat,Wyoming,24,,Texas Christian,21,
373,6,Oct 7 2007,Sun,Boise State,58,,New Mexico State,0,
374,7,Oct 10 2007,Wed,Navy,48,@,Pittsburgh,45,
375,7,Oct 11 2007,Thu,Wake Forest,24,,(21) Florida State,21,
376,7,Oct 12 2007,Fri,(16) Hawaii,42,@,San Jose State,35,
377,7,Oct 13 2007,Sat,Air Force,45,@,Colorado State,21,
378,7,Oct 13 2007,Sat,Alabama,27,@,Mississippi,24,
379,7,Oct 13 2007,Sat,Alabama-Birmingham,26,,Tulane,21,
