Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
145,4,Sep 16 2000,Sat,Mississippi,12,@,Vanderbilt,7,
146,4,Sep 16 2000,Sat,Nevada-Las Vegas,38,,North Texas,0,
147,4,Sep 16 2000,Sat,New Mexico,16,@,New Mexico State,13,
148,4,Sep 16 2000,Sat,North Carolina State,41,,Southern Methodist,0,
149,4,Sep 16 2000,Sat,(21) Notre Dame,23,,(13) Purdue,21,
150,4,Sep 16 2000,Sat,Ohio,52,,Tennessee Tech,14,
151,4,Sep 16 2000,Sat,(17) Ohio State,27,,Miami (OH),16,
152,4,Sep 16 2000,Sat,Oklahoma State,23,,Texas State,0,
153,4,Sep 16 2000,Sat,Oregon,42,,Idaho,13,
154,4,Sep 16 2000,Sat,Pittsburgh,12,,Penn State,0,
155,4,Sep 16 2000,Sat,San Jose State,47,,Southern Utah,7,
156,4,Sep 16 2000,Sat,South Carolina,41,,Eastern Michigan,6,
157,4,Sep 16 2000,Sat,South Florida,26,,James Madison,7,
158,4,Sep 16 2000,Sat,(25) Southern Mississippi,21,@,(15) Alabama,0,
159,4,Sep 16 2000,Sat,Stanford,27,,(5) Texas,24,
160,4,Sep 16 2000,Sat,Stephen F. Austin,34,@,Louisiana Tech,31,
161,4,Sep 16 2000,Sat,Temple,31,,Bowling Green State,14,
162,4,Sep 16 2000,Sat,Texas A&M,45,,Texas-El Paso,17,
163,4,Sep 16 2000,Sat,(20) Texas Christian,41,,Northwestern,14,
164,4,Sep 16 2000,Sat,Texas Tech,26,,Louisiana,0,
165,4,Sep 16 2000,Sat,Toledo,31,,Eastern Illinois,26,
166,4,Sep 16 2000,Sat,Tulsa,23,@,Rice,16,
167,4,Sep 16 2000,Sat,(14) UCLA,23,,(3) Michigan,20,
168,4,Sep 16 2000,Sat,Virginia,26,@,Duke,10,
169,4,Sep 16 2000,Sat,(8) Virginia Tech,49,,Rutgers,0,
170,4,Sep 16 2000,Sat,(9) Washington,17,@,Colorado,14,
171,4,Sep 16 2000,Sat,Washington State,38,@,Utah,21,
172,4,Sep 16 2000,Sat,West Virginia,30,,Maryland,17,
173,4,Sep 16 2000,Sat,Western Michigan,56,,Indiana State,0,
174,4,Sep 16 2000,Sat,(4) Wisconsin,28,,Cincinnati,25,
175,4,Sep 16 2000,Sat,Wyoming,31,,Central Michigan,10,
176,4,Sep 16 2000,Sat,Youngstown State,26,@,Kent State,20,
177,5,Sep 21 2000,Thu,North Carolina State,30,,Georgia Tech,23,
178,5,Sep 23 2000,Sat,Air Force,23,@,Utah,14,
179,5,Sep 23 2000,Sat,Akron,23,@,Ohio,20,
180,5,Sep 23 2000,Sat,Alabama-Birmingham,13,@,Louisiana State,10,
181,5,Sep 23 2000,Sat,Arizona State,44,,Utah State,20,
182,5,Sep 23 2000,Sat,Arkansas,28,,Alabama,21,
183,5,Sep 23 2000,Sat,(20) Auburn,31,,Northern Illinois,14,
184,5,Sep 23 2000,Sat,Baylor,28,,South Florida,13,
185,5,Sep 23 2000,Sat,Boise State,47,@,Central Michigan,10,
186,5,Sep 23 2000,Sat,Boston College,48,,Navy,7,
187,5,Sep 23 2000,Sat,Brigham Young,10,,Nevada-Las Vegas,7,
188,5,Sep 23 2000,Sat,Buffalo,20,,Bowling Green State,17,
189,5,Sep 23 2000,Sat,Central Florida,52,,William & Mary,7,
190,5,Sep 23 2000,Sat,(11) Clemson,31,@,Virginia,10,
191,5,Sep 23 2000,Sat,East Carolina,34,,Syracuse,17,
192,5,Sep 23 2000,Sat,(3) Florida,59,,Kentucky,31,
193,5,Sep 23 2000,Sat,(2) Florida State,31,,Louisville,0,
194,5,Sep 23 2000,Sat,Fresno State,17,,California,3,
195,5,Sep 23 2000,Sat,(24) Georgia,37,,New Mexico State,0,
196,5,Sep 23 2000,Sat,Idaho,38,@,Washington State,34,
197,5,Sep 23 2000,Sat,Indiana,42,,Cincinnati,6,
198,5,Sep 23 2000,Sat,Kansas,42,,Southern Illinois,0,
199,5,Sep 23 2000,Sat,(4) Kansas State,55,,North Texas,10,
200,5,Sep 23 2000,Sat,Maryland,45,,Middle Tennessee State,27,
201,5,Sep 23 2000,Sat,Memphis,26,@,Army,16,
202,5,Sep 23 2000,Sat,(12) Miami (FL),47,@,West Virginia,10,
203,5,Sep 23 2000,Sat,Miami (OH),45,,Kent State,14,
204,5,Sep 23 2000,Sat,(10) Michigan,35,@,(19) Illinois,31,
205,5,Sep 23 2000,Sat,(23) Michigan State,27,,(16) Notre Dame,21,
206,5,Sep 23 2000,Sat,(1) Nebraska,42,,Iowa,13,
207,5,Sep 23 2000,Sat,Nevada,35,@,Wyoming,28,
208,5,Sep 23 2000,Sat,New Mexico,35,,Northern Arizona,28,
209,5,Sep 23 2000,Sat,North Carolina,20,,Marshall,15,
210,5,Sep 23 2000,Sat,Northeastern,35,@,Connecticut,27,
211,5,Sep 23 2000,Sat,Northwestern,47,@,(7) Wisconsin,44,
212,5,Sep 23 2000,Sat,Northwestern State,23,@,Louisiana,21,
213,5,Sep 23 2000,Sat,(14) Ohio State,45,,Penn State,6,
214,5,Sep 23 2000,Sat,(17) Oklahoma,42,,Rice,14,
215,5,Sep 23 2000,Sat,Oregon,29,,(6) UCLA,10,
216,5,Sep 23 2000,Sat,Oregon State,35,,San Diego State,3,
217,5,Sep 23 2000,Sat,Pittsburgh,29,,Rutgers,17,
218,5,Sep 23 2000,Sat,(21) Purdue,38,,Minnesota,24,
219,5,Sep 23 2000,Sat,South Carolina,23,,(25) Mississippi State,19,
220,5,Sep 23 2000,Sat,(9) Southern California,34,,San Jose State,24,
221,5,Sep 23 2000,Sat,(22) Southern Mississippi,28,@,Oklahoma State,6,
222,5,Sep 23 2000,Sat,Temple,49,,Eastern Michigan,40,
223,5,Sep 23 2000,Sat,(13) Tennessee,70,,Louisiana-Monroe,3,
224,5,Sep 23 2000,Sat,(15) Texas,48,,Houston,0,
225,5,Sep 23 2000,Sat,(18) Texas Christian,52,,Arkansas State,3,
226,5,Sep 23 2000,Sat,Texas-El Paso,39,,Hawaii,7,
227,5,Sep 23 2000,Sat,Tulane,29,@,Southern Methodist,17,
228,5,Sep 23 2000,Sat,Tulsa,22,,Louisiana Tech,10,
229,5,Sep 23 2000,Sat,Vanderbilt,26,,Duke,7,
230,5,Sep 23 2000,Sat,Western Michigan,21,,Toledo,14,
231,6,Sep 28 2000,Thu,(2) Florida State,59,@,Maryland,7,
232,6,Sep 28 2000,Thu,West Virginia,29,@,Temple,24,
233,6,Sep 30 2000,Sat,Akron,37,,Miami (OH),20,
234,6,Sep 30 2000,Sat,Alabama,27,,(23) South Carolina,17,
235,6,Sep 30 2000,Sat,Alabama-Birmingham,47,,Louisiana,2,
236,6,Sep 30 2000,Sat,Arizona,27,@,Stanford,3,
237,6,Sep 30 2000,Sat,(19) Auburn,33,,Vanderbilt,0,
238,6,Sep 30 2000,Sat,Bowling Green State,18,@,Kent State,11,
239,6,Sep 30 2000,Sat,Central Florida,31,@,Eastern Michigan,10,
240,6,Sep 30 2000,Sat,(7) Clemson,52,@,Duke,22,
241,6,Sep 30 2000,Sat,Colorado State,45,@,Nevada,14,
242,6,Sep 30 2000,Sat,(25) Georgia,38,@,Arkansas,7,
243,6,Sep 30 2000,Sat,Georgia Tech,42,@,North Carolina,28,
244,6,Sep 30 2000,Sat,Houston,17,,Southern Methodist,15,
245,6,Sep 30 2000,Sat,Idaho,56,,Montana State,7,
246,6,Sep 30 2000,Sat,Indiana,45,,Iowa,33,
247,6,Sep 30 2000,Sat,Iowa State,31,@,Baylor,17,
248,6,Sep 30 2000,Sat,(5) Kansas State,44,@,Colorado,21,
249,6,Sep 30 2000,Sat,Louisiana State,38,,(11) Tennessee,31,
250,6,Sep 30 2000,Sat,Louisville,41,,Connecticut,22,
251,6,Sep 30 2000,Sat,Marshall,47,,Buffalo,14,
252,6,Sep 30 2000,Sat,(10) Miami (FL),64,@,Rutgers,6,
253,6,Sep 30 2000,Sat,(9) Michigan,13,,(17) Wisconsin,10,
254,6,Sep 30 2000,Sat,Minnesota,44,,(24) Illinois,10,
255,6,Sep 30 2000,Sat,Mississippi,35,,Kentucky,17,
256,6,Sep 30 2000,Sat,Mississippi State,47,,(3) Florida,35,
257,6,Sep 30 2000,Sat,(1) Nebraska,42,,Missouri,24,
258,6,Sep 30 2000,Sat,Nevada-Las Vegas,34,,Air Force,13,
259,6,Sep 30 2000,Sat,New Mexico,45,,Wyoming,10,
260,6,Sep 30 2000,Sat,Northern Illinois,43,@,Ball State,14,
261,6,Sep 30 2000,Sat,Northwestern,37,@,(18) Michigan State,17,
262,6,Sep 30 2000,Sat,(14) Oklahoma,34,,Kansas,16,
263,6,Sep 30 2000,Sat,(20) Oregon,23,,(6) Washington,16,
264,6,Sep 30 2000,Sat,Oregon State,31,,(8) Southern California,21,
265,6,Sep 30 2000,Sat,Penn State,22,,(22) Purdue,20,
266,6,Sep 30 2000,Sat,Richmond,30,@,Arkansas State,27,
267,6,Sep 30 2000,Sat,San Jose State,29,,Rice,16,
268,6,Sep 30 2000,Sat,South Florida,20,,Troy,10,
269,6,Sep 30 2000,Sat,(21) Southern Mississippi,24,,Memphis,3,
270,6,Sep 30 2000,Sat,Syracuse,42,,Brigham Young,14,
271,6,Sep 30 2000,Sat,(13) Texas,42,,Oklahoma State,7,
272,6,Sep 30 2000,Sat,Texas A&M,33,,Texas Tech,15,
273,6,Sep 30 2000,Sat,(16) Texas Christian,24,@,Navy,0,
274,6,Sep 30 2000,Sat,Texas State,27,@,Louisiana-Monroe,7,
275,6,Sep 30 2000,Sat,Texas-El Paso,41,,New Mexico State,31,
276,6,Sep 30 2000,Sat,Toledo,41,,Central Michigan,0,
277,6,Sep 30 2000,Sat,Tulane,24,,Cincinnati,19,
278,6,Sep 30 2000,Sat,Tulsa,24,@,Hawaii,14,
279,6,Sep 30 2000,Sat,(15) UCLA,38,,Arizona State,31,
280,6,Sep 30 2000,Sat,Utah,35,@,Utah State,14,
281,6,Sep 30 2000,Sat,Virginia,27,@,Wake Forest,10,
282,6,Sep 30 2000,Sat,(4) Virginia Tech,48,@,Boston College,34,
283,6,Sep 30 2000,Sat,Washington State,21,@,California,17,
284,6,Sep 30 2000,Sat,Western Michigan,23,,Ohio,10,
285,7,Oct 5 2000,Thu,Fresno State,27,@,Rice,24,
286,7,Oct 5 2000,Thu,North Texas,41,,Samford,6,
287,7,Oct 5 2000,Thu,Western Michigan,30,@,Marshall,10,
288,7,Oct 6 2000,Fri,Brigham Young,38,,Utah State,14,
289,7,Oct 7 2000,Sat,Air Force,27,,Navy,13,
290,7,Oct 7 2000,Sat,Akron,27,@,Bowling Green State,21,
291,7,Oct 7 2000,Sat,Arizona,31,@,(18) Southern California,15,
292,7,Oct 7 2000,Sat,Arizona State,30,,California,10,
293,7,Oct 7 2000,Sat,Arkansas,52,,Louisiana-Monroe,6,
294,7,Oct 7 2000,Sat,Ball State,15,@,Miami (OH),10,
295,7,Oct 7 2000,Sat,Boston College,55,,Connecticut,3,
296,7,Oct 7 2000,Sat,Cincinnati,48,,Houston,31,
297,7,Oct 7 2000,Sat,(5) Clemson,34,,North Carolina State,27,
298,7,Oct 7 2000,Sat,Colorado,26,@,Texas A&M,19,
299,7,Oct 7 2000,Sat,Colorado State,17,,New Mexico,14,
300,7,Oct 7 2000,Sat,(12) Florida,41,,Louisiana State,9,
301,7,Oct 7 2000,Sat,(19) Georgia,21,,(21) Tennessee,10,
302,7,Oct 7 2000,Sat,Iowa,21,,Michigan State,16,
303,7,Oct 7 2000,Sat,(4) Kansas State,52,@,Kansas,13,
304,7,Oct 7 2000,Sat,Kent State,24,@,Central Michigan,21,
305,7,Oct 7 2000,Sat,Louisville,38,@,Alabama-Birmingham,17,
306,7,Oct 7 2000,Sat,Memphis,17,,East Carolina,10,
307,7,Oct 7 2000,Sat,(7) Miami (FL),27,,(1) Florida State,24,
308,7,Oct 7 2000,Sat,Middle Tennessee State,49,,Louisiana Tech,21,
309,7,Oct 7 2000,Sat,Minnesota,25,,Penn State,16,
310,7,Oct 7 2000,Sat,Mississippi,35,,Arkansas State,10,
311,7,Oct 7 2000,Sat,(20) Mississippi State,17,,(15) Auburn,10,
312,7,Oct 7 2000,Sat,Missouri,24,,Oklahoma State,10,
313,7,Oct 7 2000,Sat,(2) Nebraska,49,@,Iowa State,27,
314,7,Oct 7 2000,Sat,Nevada-Las Vegas,38,,Nevada,7,
315,7,Oct 7 2000,Sat,New Mexico State,42,,Army,23,
316,7,Oct 7 2000,Sat,Northern Illinois,40,,Central Florida,20,
317,7,Oct 7 2000,Sat,(22) Northwestern,52,,Indiana,33,
318,7,Oct 7 2000,Sat,(25) Notre Dame,20,,Stanford,14,
319,7,Oct 7 2000,Sat,Ohio,42,,Buffalo,20,
320,7,Oct 7 2000,Sat,(8) Ohio State,23,@,(24) Wisconsin,7,
321,7,Oct 7 2000,Sat,(10) Oklahoma,63,,(11) Texas,14,
322,7,Oct 7 2000,Sat,Purdue,32,,(6) Michigan,31,
323,7,Oct 7 2000,Sat,San Diego State,34,@,Wyoming,0,
324,7,Oct 7 2000,Sat,San Jose State,35,@,Southern Methodist,10,
325,7,Oct 7 2000,Sat,South Carolina,20,@,Kentucky,17,
326,7,Oct 7 2000,Sat,(17) Southern Mississippi,41,,South Florida,7,
327,7,Oct 7 2000,Sat,Syracuse,24,,Pittsburgh,17,
328,7,Oct 7 2000,Sat,(14) Texas Christian,41,,Hawaii,21,
329,7,Oct 7 2000,Sat,Texas Tech,28,,Baylor,0,
330,7,Oct 7 2000,Sat,Texas-El Paso,40,@,Tulsa,7,
331,7,Oct 7 2000,Sat,Toledo,42,@,Eastern Michigan,14,
332,7,Oct 7 2000,Sat,Tulane,38,@,Louisiana,37,
333,7,Oct 7 2000,Sat,Vanderbilt,17,@,Wake Forest,10,
334,7,Oct 7 2000,Sat,Virginia,31,,Maryland,23,
335,7,Oct 7 2000,Sat,(3) Virginia Tech,35,,Temple,13,
336,7,Oct 7 2000,Sat,(13) Washington,33,,(23) Oregon State,30,
337,7,Oct 7 2000,Sat,Washington State,42,,Boise State,35,
338,7,Oct 7 2000,Sat,West Virginia,28,,Idaho,16,
339,8,Oct 12 2000,Thu,(3) Virginia Tech,48,,West Virginia,20,
340,8,Oct 14 2000,Sat,Air Force,51,@,Wyoming,34,
341,8,Oct 14 2000,Sat,Alabama,45,,Mississippi,7,
342,8,Oct 14 2000,Sat,Alabama-Birmingham,13,,Memphis,9,
343,8,Oct 14 2000,Sat,(22) Arizona,53,,Washington State,47,
344,8,Oct 14 2000,Sat,Ball State,33,,Eastern Michigan,14,
345,8,Oct 14 2000,Sat,Boise State,41,,Eastern Washington,23,
346,8,Oct 14 2000,Sat,Boston College,20,,Syracuse,13,
347,8,Oct 14 2000,Sat,California,46,,(13) UCLA,38,
348,8,Oct 14 2000,Sat,Central Florida,34,,Eastern Kentucky,3,
349,8,Oct 14 2000,Sat,(5) Clemson,35,,Maryland,14,
350,8,Oct 14 2000,Sat,Colorado State,20,,Nevada-Las Vegas,19,
351,8,Oct 14 2000,Sat,East Carolina,42,,Army,21,
352,8,Oct 14 2000,Sat,(10) Florida,38,,(19) Auburn,7,
353,8,Oct 14 2000,Sat,(7) Florida State,63,,Duke,14,
354,8,Oct 14 2000,Sat,Fresno State,58,,Nevada,21,
355,8,Oct 14 2000,Sat,(14) Georgia,29,,Vanderbilt,19,
356,8,Oct 14 2000,Sat,Georgia Tech,52,,Wake Forest,20,
357,8,Oct 14 2000,Sat,Hawaii,30,,Southern Methodist,15,
358,8,Oct 14 2000,Sat,Idaho,42,,Arkansas State,25,
359,8,Oct 14 2000,Sat,Illinois,31,,Iowa,0,
360,8,Oct 14 2000,Sat,Iowa State,33,@,Oklahoma State,26,
361,8,Oct 14 2000,Sat,Kansas,38,@,Missouri,17,
362,8,Oct 14 2000,Sat,Louisiana State,34,,Kentucky,0,
363,8,Oct 14 2000,Sat,Louisiana Tech,48,,Louisiana,14,
364,8,Oct 14 2000,Sat,Louisville,38,,Cincinnati,24,
365,8,Oct 14 2000,Sat,Miami (OH),24,,Bowling Green State,10,
366,8,Oct 14 2000,Sat,(18) Michigan,58,,Indiana,0,
367,8,Oct 14 2000,Sat,Middle Tennessee State,28,,Louisiana-Monroe,0,
368,8,Oct 14 2000,Sat,Minnesota,29,@,(6) Ohio State,17,
369,8,Oct 14 2000,Sat,(1) Nebraska,56,@,Texas Tech,3,
370,8,Oct 14 2000,Sat,New Mexico State,42,,Tulsa,28,
371,8,Oct 14 2000,Sat,North Carolina State,38,@,North Carolina,20,
372,8,Oct 14 2000,Sat,Northern Illinois,52,@,Akron,35,
373,8,Oct 14 2000,Sat,(20) Notre Dame,45,,Navy,14,
374,8,Oct 14 2000,Sat,Ohio,44,@,Kent State,7,
375,8,Oct 14 2000,Sat,(8) Oklahoma,41,@,(2) Kansas State,31,
376,8,Oct 14 2000,Sat,(9) Oregon,28,@,Southern California,17,
377,8,Oct 14 2000,Sat,(23) Oregon State,38,,Stanford,6,
378,8,Oct 14 2000,Sat,(21) Purdue,41,@,(17) Northwestern,28,
379,8,Oct 14 2000,Sat,(24) South Carolina,27,,Arkansas,7,
