Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
73,3,Sep 8 2001,Sat,Auburn,27,,Mississippi,21,
74,3,Sep 8 2001,Sat,Baylor,24,,Arkansas State,3,
75,3,Sep 8 2001,Sat,Bowling Green State,35,,Buffalo,0,
76,3,Sep 8 2001,Sat,Brigham Young,44,@,California,16,
77,3,Sep 8 2001,Sat,Cincinnati,24,@,Army,21,
78,3,Sep 8 2001,Sat,(20) Clemson,38,,Wofford,14,
79,3,Sep 8 2001,Sat,Colorado,51,,San Jose State,15,
80,3,Sep 8 2001,Sat,Colorado State,35,,Nevada,18,
81,3,Sep 8 2001,Sat,East Carolina,51,@,Tulane,24,
82,3,Sep 8 2001,Sat,Eastern Washington,35,@,Connecticut,17,
83,3,Sep 8 2001,Sat,(2) Florida,55,,Louisiana-Monroe,6,
84,3,Sep 8 2001,Sat,(6) Florida State,29,,Alabama-Birmingham,7,
85,3,Sep 8 2001,Sat,(19) Fresno State,32,@,(23) Wisconsin,20,
86,3,Sep 8 2001,Sat,(10) Georgia Tech,70,@,Navy,7,
87,3,Sep 8 2001,Sat,Hawaii,30,,Montana,12,
88,3,Sep 8 2001,Sat,Illinois,17,,Northern Illinois,12,
89,3,Sep 8 2001,Sat,Iowa,44,,Miami (OH),19,
90,3,Sep 8 2001,Sat,Iowa State,45,,Northern Iowa,0,
91,3,Sep 8 2001,Sat,(12) Kansas State,10,@,Southern California,6,
92,3,Sep 8 2001,Sat,Kent State,38,,Bucknell,17,
93,3,Sep 8 2001,Sat,Kentucky,28,,Ball State,20,
94,3,Sep 8 2001,Sat,(13) Louisiana State,31,,Utah State,14,
95,3,Sep 8 2001,Sat,Louisville,31,,Western Carolina,7,
96,3,Sep 8 2001,Sat,Marshall,49,,Massachusetts,20,
97,3,Sep 8 2001,Sat,Maryland,50,,Eastern Michigan,3,
98,3,Sep 8 2001,Sat,Memphis,43,,Chattanooga,10,
99,3,Sep 8 2001,Sat,(1) Miami (FL),61,,Rutgers,0,
100,3,Sep 8 2001,Sat,Michigan State,35,,Central Michigan,21,
101,3,Sep 8 2001,Sat,Middle Tennessee State,54,,Troy,17,
102,3,Sep 8 2001,Sat,Minnesota,44,,Louisiana,14,
103,3,Sep 8 2001,Sat,Missouri,40,,Texas State,6,
104,3,Sep 8 2001,Sat,(5) Nebraska,27,,(17) Notre Dame,10,
105,3,Sep 8 2001,Sat,(24) Ohio State,28,,Akron,14,
106,3,Sep 8 2001,Sat,(3) Oklahoma,37,,North Texas,10,
107,3,Sep 8 2001,Sat,Oklahoma State,30,,Louisiana Tech,23,
108,3,Sep 8 2001,Sat,(7) Oregon,24,,Utah,10,
109,3,Sep 8 2001,Sat,(22) Oregon State,27,@,New Mexico State,22,
110,3,Sep 8 2001,Sat,Rice,15,,Duke,13,
111,3,Sep 8 2001,Sat,(21) South Carolina,14,@,(25) Georgia,9,
112,3,Sep 8 2001,Sat,South Florida,35,@,Pittsburgh,26,
113,3,Sep 8 2001,Sat,Stanford,38,,Boston College,22,
114,3,Sep 8 2001,Sat,Syracuse,21,,Central Florida,10,
115,3,Sep 8 2001,Sat,(8) Tennessee,13,@,Arkansas,3,
116,3,Sep 8 2001,Sat,(4) Texas,44,,North Carolina,14,
117,3,Sep 8 2001,Sat,Texas Christian,38,@,Southern Methodist,10,
118,3,Sep 8 2001,Sat,Texas Tech,42,,New Mexico,30,
119,3,Sep 8 2001,Sat,Texas-El Paso,52,,Texas Southern,6,
120,3,Sep 8 2001,Sat,Toledo,33,@,Temple,7,
121,3,Sep 8 2001,Sat,(14) UCLA,41,@,Kansas,17,
122,3,Sep 8 2001,Sat,(9) Virginia Tech,31,,Western Michigan,0,
123,3,Sep 8 2001,Sat,Wake Forest,20,,Appalachian State,10,
124,3,Sep 8 2001,Sat,(15) Washington,23,,(11) Michigan,18,
125,3,Sep 8 2001,Sat,Washington State,41,@,Boise State,20,
126,3,Sep 8 2001,Sat,West Virginia,20,,Ohio,3,
127,4,Sep 20 2001,Thu,(4) Nebraska,48,,Rice,3,
128,4,Sep 20 2001,Thu,(18) South Carolina,16,@,(17) Mississippi State,14,
129,4,Sep 22 2001,Sat,Alabama,31,,Arkansas,10,
130,4,Sep 22 2001,Sat,Alabama-Birmingham,55,,Army,3,
131,4,Sep 22 2001,Sat,Arizona,38,,Nevada-Las Vegas,21,
132,4,Sep 22 2001,Sat,Baylor,16,,New Mexico,13,
133,4,Sep 22 2001,Sat,Boise State,42,,Texas-El Paso,17,
134,4,Sep 22 2001,Sat,Boston College,38,@,Navy,21,
135,4,Sep 22 2001,Sat,Bowling Green State,42,,Temple,23,
136,4,Sep 22 2001,Sat,Buffalo,37,@,Connecticut,20,
137,4,Sep 22 2001,Sat,Central Florida,36,@,Tulane,29,
138,4,Sep 22 2001,Sat,Colorado,27,,Kansas,16,
139,4,Sep 22 2001,Sat,East Carolina,38,,William & Mary,23,
140,4,Sep 22 2001,Sat,(2) Florida,44,@,Kentucky,10,
141,4,Sep 22 2001,Sat,(11) Fresno State,37,@,Tulsa,18,
142,4,Sep 22 2001,Sat,Illinois,34,,(25) Louisville,10,
143,4,Sep 22 2001,Sat,Indiana State,21,@,Eastern Michigan,14,
144,4,Sep 22 2001,Sat,Iowa State,31,@,Ohio,28,
145,4,Sep 22 2001,Sat,Jacksonville State,31,@,Arkansas State,28,
146,4,Sep 22 2001,Sat,(12) Kansas State,64,,New Mexico State,0,
147,4,Sep 22 2001,Sat,Maryland,27,@,Wake Forest,20,
148,4,Sep 22 2001,Sat,Memphis,17,,South Florida,9,
149,4,Sep 22 2001,Sat,Miami (OH),21,,Cincinnati,14,
150,4,Sep 22 2001,Sat,(20) Michigan,38,,Western Michigan,21,
151,4,Sep 22 2001,Sat,Michigan State,17,@,(23) Notre Dame,10,
152,4,Sep 22 2001,Sat,Middle Tennessee State,38,@,Louisiana-Monroe,20,
153,4,Sep 22 2001,Sat,Nevada,28,,Hawaii,20,
154,4,Sep 22 2001,Sat,North Carolina,41,,(6) Florida State,9,
155,4,Sep 22 2001,Sat,North Carolina State,26,@,Southern Methodist,17,
156,4,Sep 22 2001,Sat,Northern Illinois,41,,Sam Houston State,16,
157,4,Sep 22 2001,Sat,Northern Iowa,42,@,Ball State,39,
158,4,Sep 22 2001,Sat,(16) Northwestern,44,@,Duke,7,
159,4,Sep 22 2001,Sat,Northwestern State,27,@,Texas Christian,24,
160,4,Sep 22 2001,Sat,(7) Oregon,24,,Southern California,22,
161,4,Sep 22 2001,Sat,Purdue,33,,Akron,14,
162,4,Sep 22 2001,Sat,San Diego State,14,@,Colorado State,7,
163,4,Sep 22 2001,Sat,Southern Mississippi,35,@,Louisiana,10,
164,4,Sep 22 2001,Sat,Stanford,51,,Arizona State,28,
165,4,Sep 22 2001,Sat,Syracuse,31,,Auburn,14,
166,4,Sep 22 2001,Sat,(5) Texas,53,@,Houston,26,
167,4,Sep 22 2001,Sat,Texas A&M,21,,Oklahoma State,7,
168,4,Sep 22 2001,Sat,Texas Tech,42,@,North Texas,14,
169,4,Sep 22 2001,Sat,Toledo,52,@,Central Michigan,28,
170,4,Sep 22 2001,Sat,Troy,26,,Nicholls State,0,
171,4,Sep 22 2001,Sat,(14) UCLA,13,,(21) Ohio State,6,
172,4,Sep 22 2001,Sat,Utah,28,@,Indiana,26,
173,4,Sep 22 2001,Sat,Vanderbilt,28,,Richmond,22,
174,4,Sep 22 2001,Sat,Virginia,26,@,(19) Clemson,24,
175,4,Sep 22 2001,Sat,(9) Virginia Tech,50,@,Rutgers,0,
176,4,Sep 22 2001,Sat,(13) Washington,53,,Idaho,3,
177,4,Sep 22 2001,Sat,Washington State,51,,California,20,
178,4,Sep 22 2001,Sat,West Virginia,34,,Kent State,14,
179,4,Sep 22 2001,Sat,Wisconsin,18,@,Penn State,6,
180,4,Sep 22 2001,Sat,Wyoming,43,@,Utah State,42,
181,5,Sep 27 2001,Thu,(1) Miami (FL),43,@,Pittsburgh,21,
182,5,Sep 29 2001,Sat,Air Force,45,@,San Diego State,21,
183,5,Sep 29 2001,Sat,Akron,14,,Kent State,10,
184,5,Sep 29 2001,Sat,Arizona State,53,,San Jose State,15,
185,5,Sep 29 2001,Sat,Auburn,24,@,Vanderbilt,21,
186,5,Sep 29 2001,Sat,Boise State,45,@,Idaho,13,
187,5,Sep 29 2001,Sat,Boston College,31,,Army,10,
188,5,Sep 29 2001,Sat,(20) Brigham Young,35,@,Nevada-Las Vegas,31,
189,5,Sep 29 2001,Sat,Central Michigan,16,@,Buffalo,8,
190,5,Sep 29 2001,Sat,Clemson,47,@,(9) Georgia Tech,44,
191,5,Sep 29 2001,Sat,Colorado State,42,@,Wyoming,14,
192,5,Sep 29 2001,Sat,Connecticut,20,@,Rutgers,19,
193,5,Sep 29 2001,Sat,(2) Florida,52,,(21) Mississippi State,0,
194,5,Sep 29 2001,Sat,(18) Florida State,48,,Wake Forest,24,
195,5,Sep 29 2001,Sat,(10) Fresno State,38,,Louisiana Tech,28,
196,5,Sep 29 2001,Sat,Georgia,34,,Arkansas,23,
197,5,Sep 29 2001,Sat,Iowa,24,,Penn State,18,
198,5,Sep 29 2001,Sat,Iowa State,41,,Baylor,0,
199,5,Sep 29 2001,Sat,Louisville,38,,Memphis,21,
200,5,Sep 29 2001,Sat,Marshall,37,,Bowling Green State,31,
201,5,Sep 29 2001,Sat,Maryland,32,,West Virginia,20,
202,5,Sep 29 2001,Sat,Miami (OH),28,@,Ball State,20,
203,5,Sep 29 2001,Sat,(17) Michigan,45,,(22) Illinois,20,
204,5,Sep 29 2001,Sat,Middle Tennessee State,26,@,Louisiana,9,
205,5,Sep 29 2001,Sat,Mississippi,42,@,Kentucky,31,
206,5,Sep 29 2001,Sat,(4) Nebraska,36,@,Missouri,3,
207,5,Sep 29 2001,Sat,New Mexico State,31,@,Louisiana-Monroe,0,
208,5,Sep 29 2001,Sat,North Carolina,17,@,North Carolina State,9,
209,5,Sep 29 2001,Sat,(16) Northwestern,27,,(23) Michigan State,26,
210,5,Sep 29 2001,Sat,Ohio State,27,@,Indiana,14,
211,5,Sep 29 2001,Sat,(3) Oklahoma,38,,(11) Kansas State,37,
212,5,Sep 29 2001,Sat,Oklahoma State,24,,Northwestern State,0,
213,5,Sep 29 2001,Sat,(6) Oregon,38,@,Utah State,21,
214,5,Sep 29 2001,Sat,(24) Purdue,35,@,Minnesota,28,
215,5,Sep 29 2001,Sat,Rice,27,@,Hawaii,24,
216,5,Sep 29 2001,Sat,(15) South Carolina,37,,Alabama,36,
217,5,Sep 29 2001,Sat,South Florida,28,,North Texas,10,
218,5,Sep 29 2001,Sat,Southern Mississippi,3,,Alabama-Birmingham,0,
219,5,Sep 29 2001,Sat,Stanford,21,@,Southern California,16,
220,5,Sep 29 2001,Sat,Syracuse,44,,East Carolina,30,
221,5,Sep 29 2001,Sat,(7) Tennessee,26,,(14) Louisiana State,18,
222,5,Sep 29 2001,Sat,(5) Texas,42,,Texas Tech,7,
223,5,Sep 29 2001,Sat,Texas A&M,24,,Notre Dame,3,
224,5,Sep 29 2001,Sat,Texas Christian,34,@,Houston,17,
225,5,Sep 29 2001,Sat,Texas-El Paso,26,,Tulsa,10,
226,5,Sep 29 2001,Sat,(25) Toledo,41,,Northern Illinois,20,
227,5,Sep 29 2001,Sat,Tulane,41,,Southern,7,
228,5,Sep 29 2001,Sat,(12) UCLA,38,@,(19) Oregon State,7,
229,5,Sep 29 2001,Sat,Utah,37,,New Mexico,16,
230,5,Sep 29 2001,Sat,Virginia,31,,Duke,10,
231,5,Sep 29 2001,Sat,(8) Virginia Tech,46,,Central Florida,14,
232,5,Sep 29 2001,Sat,(13) Washington,31,@,California,28,
233,5,Sep 29 2001,Sat,Washington State,48,@,Arizona,21,
234,5,Sep 29 2001,Sat,Western Michigan,31,@,Eastern Michigan,10,
235,5,Sep 29 2001,Sat,Wisconsin,24,,Western Kentucky,6,
236,6,Oct 4 2001,Thu,Louisville,7,,Colorado State,2,
237,6,Oct 5 2001,Fri,(20) Brigham Young,54,,Utah State,34,
238,6,Oct 6 2001,Sat,Air Force,24,@,Navy,18,
239,6,Oct 6 2001,Sat,Alabama,56,,Texas-El Paso,7,
240,6,Oct 6 2001,Sat,Arizona State,63,,Louisiana,27,
241,6,Oct 6 2001,Sat,Arkansas,42,,Weber State,19,
242,6,Oct 6 2001,Sat,Army,28,,Houston,14,
243,6,Oct 6 2001,Sat,Auburn,16,,Mississippi State,14,
244,6,Oct 6 2001,Sat,Boston College,23,,Temple,10,
245,6,Oct 6 2001,Sat,Bowling Green State,24,,Kent State,7,
246,6,Oct 6 2001,Sat,Central Florida,24,,Alabama-Birmingham,7,
247,6,Oct 6 2001,Sat,Cincinnati,46,,Tulane,33,
248,6,Oct 6 2001,Sat,Colorado,16,@,(12) Kansas State,6,
249,6,Oct 6 2001,Sat,Connecticut,19,,Eastern Michigan,0,
250,6,Oct 6 2001,Sat,(2) Florida,44,@,(18) Louisiana State,15,
251,6,Oct 6 2001,Sat,Georgia,26,@,(6) Tennessee,24,
252,6,Oct 6 2001,Sat,(17) Georgia Tech,37,@,Duke,10,
253,6,Oct 6 2001,Sat,Hawaii,38,@,Southern Methodist,31,
254,6,Oct 6 2001,Sat,Illinois,25,,Minnesota,14,
255,6,Oct 6 2001,Sat,Indiana,63,@,Wisconsin,32,
256,6,Oct 6 2001,Sat,Kansas,34,@,Texas Tech,31,
257,6,Oct 6 2001,Sat,Louisiana Tech,41,,San Jose State,20,
258,6,Oct 6 2001,Sat,Louisiana-Monroe,19,,North Texas,17,
259,6,Oct 6 2001,Sat,Marshall,37,@,Northern Illinois,15,
260,6,Oct 6 2001,Sat,(25) Maryland,41,,Virginia,21,
261,6,Oct 6 2001,Sat,Memphis,22,,Southern Mississippi,17,
262,6,Oct 6 2001,Sat,(1) Miami (FL),38,,Troy,7,
263,6,Oct 6 2001,Sat,Miami (OH),31,,Buffalo,14,
264,6,Oct 6 2001,Sat,(15) Michigan,20,@,Penn State,0,
265,6,Oct 6 2001,Sat,Middle Tennessee State,70,,Idaho,58,
266,6,Oct 6 2001,Sat,Mississippi,35,@,Arkansas State,17,
267,6,Oct 6 2001,Sat,Missouri,41,@,Oklahoma State,38,
268,6,Oct 6 2001,Sat,(4) Nebraska,48,,Iowa State,14,
269,6,Oct 6 2001,Sat,Nevada-Las Vegas,27,@,Nevada,12,
270,6,Oct 6 2001,Sat,New Mexico,30,@,Wyoming,29,
271,6,Oct 6 2001,Sat,New Mexico State,24,@,Tulsa,7,
272,6,Oct 6 2001,Sat,North Carolina,24,,East Carolina,21,
273,6,Oct 6 2001,Sat,North Carolina State,17,@,Wake Forest,14,
274,6,Oct 6 2001,Sat,Notre Dame,24,,Pittsburgh,7,
275,6,Oct 6 2001,Sat,Ohio State,38,,(14) Northwestern,20,
276,6,Oct 6 2001,Sat,(3) Oklahoma,14,,(5) Texas,3,
277,6,Oct 6 2001,Sat,(7) Oregon,63,@,Arizona,28,
278,6,Oct 6 2001,Sat,(21) Purdue,23,,Iowa,14,
279,6,Oct 6 2001,Sat,Rice,45,,Boise State,14,
280,6,Oct 6 2001,Sat,San Diego State,40,,Eastern Illinois,7,
281,6,Oct 6 2001,Sat,(13) South Carolina,42,,Kentucky,6,
282,6,Oct 6 2001,Sat,Syracuse,24,@,Rutgers,17,
283,6,Oct 6 2001,Sat,(24) Texas A&M,16,,Baylor,10,
284,6,Oct 6 2001,Sat,(23) Toledo,48,@,Ohio,41,
285,6,Oct 6 2001,Sat,Utah,52,,South Florida,21,
286,6,Oct 6 2001,Sat,(8) Virginia Tech,35,@,West Virginia,0,
287,6,Oct 6 2001,Sat,(11) Washington,27,,Southern California,24,
288,6,Oct 6 2001,Sat,Washington State,34,,Oregon State,27,
289,6,Oct 6 2001,Sat,Western Michigan,31,,Akron,14,
290,7,Oct 11 2001,Thu,(22) Maryland,20,@,(15) Georgia Tech,17,
291,7,Oct 13 2001,Sat,Air Force,24,,Wyoming,13,
292,7,Oct 13 2001,Sat,Arkansas,10,,(9) South Carolina,7,
293,7,Oct 13 2001,Sat,Arkansas State,26,,Louisiana,20,
294,7,Oct 13 2001,Sat,Auburn,23,,(1) Florida,20,
295,7,Oct 13 2001,Sat,Ball State,35,@,Eastern Michigan,14,
296,7,Oct 13 2001,Sat,Boise State,41,,Tulsa,10,
297,7,Oct 13 2001,Sat,(18) Brigham Young,24,@,New Mexico,20,
298,7,Oct 13 2001,Sat,Central Florida,63,,Liberty,0,
299,7,Oct 13 2001,Sat,Cincinnati,31,@,Alabama-Birmingham,17,
300,7,Oct 13 2001,Sat,(16) Clemson,45,@,North Carolina State,37,
301,7,Oct 13 2001,Sat,(20) Colorado,31,,(25) Texas A&M,21,
302,7,Oct 13 2001,Sat,East Carolina,49,@,Army,26,
303,7,Oct 13 2001,Sat,(8) Fresno State,25,@,Colorado State,22,
304,7,Oct 13 2001,Sat,(19) Georgia,30,@,Vanderbilt,14,
305,7,Oct 13 2001,Sat,Hawaii,66,,Texas-El Paso,7,
306,7,Oct 13 2001,Sat,Illinois,35,@,Indiana,14,
307,7,Oct 13 2001,Sat,Iowa State,20,@,Missouri,14,
308,7,Oct 13 2001,Sat,Kent State,44,,Northern Illinois,34,
309,7,Oct 13 2001,Sat,Louisiana State,29,@,Kentucky,25,
310,7,Oct 13 2001,Sat,Louisiana Tech,45,@,Nevada,42,
311,7,Oct 13 2001,Sat,Marshall,34,@,Buffalo,14,
312,7,Oct 13 2001,Sat,Memphis,52,@,Houston,33,
313,7,Oct 13 2001,Sat,(2) Miami (FL),49,@,(14) Florida State,27,
314,7,Oct 13 2001,Sat,Miami (OH),30,,Akron,27,
315,7,Oct 13 2001,Sat,(12) Michigan,24,,(17) Purdue,10,
316,7,Oct 13 2001,Sat,Michigan State,31,,Iowa,28,
317,7,Oct 13 2001,Sat,Mississippi,27,,Alabama,24,
318,7,Oct 13 2001,Sat,(4) Nebraska,48,@,Baylor,7,
319,7,Oct 13 2001,Sat,Nevada-Las Vegas,31,,San Diego State,3,
320,7,Oct 13 2001,Sat,New Mexico State,46,,Idaho,39,
321,7,Oct 13 2001,Sat,North Carolina,30,,Virginia,24,
322,7,Oct 13 2001,Sat,North Texas,24,,Middle Tennessee State,21,
323,7,Oct 13 2001,Sat,Northwestern,23,,Minnesota,17,
324,7,Oct 13 2001,Sat,Notre Dame,34,,West Virginia,24,
325,7,Oct 13 2001,Sat,Ohio,34,@,Central Michigan,3,
326,7,Oct 13 2001,Sat,(3) Oklahoma,38,@,Kansas,10,
327,7,Oct 13 2001,Sat,(5) Oregon,48,@,California,7,
328,7,Oct 13 2001,Sat,Oregon State,38,,Arizona,3,
329,7,Oct 13 2001,Sat,Rice,21,@,Navy,13,
330,7,Oct 13 2001,Sat,South Florida,40,,Connecticut,21,
331,7,Oct 13 2001,Sat,Southern California,48,,Arizona State,17,
332,7,Oct 13 2001,Sat,Southern Methodist,24,@,San Jose State,17,
333,7,Oct 13 2001,Sat,Syracuse,42,@,Pittsburgh,10,
334,7,Oct 13 2001,Sat,Temple,30,,Rutgers,5,
335,7,Oct 13 2001,Sat,(11) Texas,45,@,Oklahoma State,17,
336,7,Oct 13 2001,Sat,Texas Tech,38,,(24) Kansas State,19,
337,7,Oct 13 2001,Sat,Troy,21,@,Mississippi State,9,
338,7,Oct 13 2001,Sat,Tulane,48,,Texas Christian,22,
339,7,Oct 13 2001,Sat,(7) UCLA,35,,(10) Washington,13,
340,7,Oct 13 2001,Sat,(6) Virginia Tech,34,,Boston College,20,
341,7,Oct 13 2001,Sat,Wake Forest,42,@,Duke,35,
342,7,Oct 13 2001,Sat,Washington State,45,@,(23) Stanford,39,
343,7,Oct 13 2001,Sat,Western Michigan,37,,Bowling Green State,28,
344,7,Oct 13 2001,Sat,Wisconsin,20,@,(21) Ohio State,17,
345,8,Oct 16 2001,Tue,Louisville,24,,Southern Mississippi,14,
346,8,Oct 18 2001,Thu,(19) Washington State,53,,Montana State,28,
347,8,Oct 19 2001,Fri,Boise State,35,@,(8) Fresno State,30,
348,8,Oct 20 2001,Sat,Alabama-Birmingham,34,,Tulane,27,
349,8,Oct 20 2001,Sat,Arizona State,41,,Oregon State,24,
350,8,Oct 20 2001,Sat,(20) Auburn,48,,Louisiana Tech,41,
351,8,Oct 20 2001,Sat,Ball State,24,,(25) Toledo,20,
352,8,Oct 20 2001,Sat,Boston College,45,,Pittsburgh,7,
353,8,Oct 20 2001,Sat,Bowling Green State,16,@,Akron,11,
354,8,Oct 20 2001,Sat,(18) Brigham Young,63,,Air Force,33,
355,8,Oct 20 2001,Sat,Central Florida,38,,Louisiana-Monroe,6,
356,8,Oct 20 2001,Sat,Cincinnati,29,@,Houston,28,
357,8,Oct 20 2001,Sat,Colorado State,26,@,Nevada-Las Vegas,24,
358,8,Oct 20 2001,Sat,East Carolina,32,,Memphis,11,
359,8,Oct 20 2001,Sat,(21) Florida State,43,@,Virginia,7,
360,8,Oct 20 2001,Sat,(17) Georgia,43,,Kentucky,29,
361,8,Oct 20 2001,Sat,(23) Georgia Tech,27,,North Carolina State,17,
362,8,Oct 20 2001,Sat,Hawaii,36,@,Tulsa,15,
363,8,Oct 20 2001,Sat,Illinois,42,,Wisconsin,35,
364,8,Oct 20 2001,Sat,Iowa,42,,Indiana,28,
365,8,Oct 20 2001,Sat,Iowa State,28,,Oklahoma State,14,
366,8,Oct 20 2001,Sat,Kent State,35,,Buffalo,13,
367,8,Oct 20 2001,Sat,Louisiana,54,@,Idaho,37,
368,8,Oct 20 2001,Sat,Louisiana State,42,@,Mississippi State,0,
369,8,Oct 20 2001,Sat,Marshall,42,,Central Michigan,21,
370,8,Oct 20 2001,Sat,(12) Maryland,59,,Duke,17,
371,8,Oct 20 2001,Sat,Miami (OH),36,@,Ohio,24,
372,8,Oct 20 2001,Sat,Minnesota,28,,Michigan State,19,
373,8,Oct 20 2001,Sat,Mississippi,45,,Middle Tennessee State,17,
374,8,Oct 20 2001,Sat,Missouri,38,@,Kansas,34,
375,8,Oct 20 2001,Sat,(3) Nebraska,41,,Texas Tech,31,
376,8,Oct 20 2001,Sat,North Carolina,38,@,(13) Clemson,3,
377,8,Oct 20 2001,Sat,North Texas,45,,Arkansas State,0,
378,8,Oct 20 2001,Sat,Northern Illinois,20,,Western Michigan,12,
379,8,Oct 20 2001,Sat,Notre Dame,27,,Southern California,16,
380,8,Oct 20 2001,Sat,Ohio State,27,,San Diego State,12,
