Names,Massey
Danville,-21.1788970340294
Somerset,17.3268886544354
Bardstown,-14.2136256135829
Holy Cross (Louisville),11.3438206646067
Campbellsville,13.2747277003147
Trimble County,-37.0160507549276
Harrodsburg,20.1127481949225
Christian Academy-Louisville,0.228637144604616
Frankfort,28.6123742007451
Carroll County,-1.60795413041915
Metcalfe County,-48.7988942010363
Beechwood,28.1768245019605
Bellevue,0.909954832960036
Nicholas County,14.9239139838431
Newport Central Catholic,21.3798409248169
Paris,-9.7935764866607
Berea,-56.2551268387441
Dayton,30.6293236420275
Fairview,15.7667650074001
Holy Cross (Covington),26.2192458340187
Raceland,14.9474788905925
Ludlow,53.0094348839479
Mayfield,6.84862032225351
Trigg County,12.1584295049056
Murray,40.1148357998416
Ballard Memorial,3.32724373142199
Hancock County,-6.56691366045669
Crittenden County,25.4466071797091
Russellville,-46.3615291857195
Fulton City,-0.991839465708406
Todd County Central,18.866355551629
Fulton County,12.942957956889
Pikeville,9.24584750826189
Hazard,-25.67555436527
Paintsville,-15.0726323462959
Fleming-Neon,-9.30792270534647
Pineville,14.9632837782391
Harlan,8.00786013805701
Evarts,-19.0772350904632
Cumberland,-1.76593731564557
South Floyd,-7.10109190550091
Williamsburg,15.9553003812189
Phelps,23.4657977970058
Lynn Camp,27.857730048272
Elkhorn City,-16.0906219400512
Boyle County,-33.4336541428225
Lexington Catholic,33.1816509887538
Mason County,10.6705135913296
Russell,-26.9427909721261
Mercer County,-15.8112352273493
Lloyd Memorial,20.400990424167
Fleming County,7.36858735128177
West Carter,30.0198161672235
West Jessamine,-36.1272622127631
Henry County,19.355556204298
Newport,26.437054505315
Garrard County,-31.1429361859498
Owen County,-8.29704033663251
Bath County,-55.1048079275648
Glasgow,-44.0219174647679
Reidland,-22.5118410541521
Caldwell County,11.5310618233617
Webster County,-33.2446331239295
Monroe County,-1.20763542594674
Muhlenberg South,6.62285464641369
Edmonson County,3.25341989266653
McLean County,-29.7509934830833
Hart County,-12.7851734030724
Owensboro Catholic,-32.1550588761467
Heath,16.9012030400419
Fort Campbell,5.53786023971076
Butler County,-14.1673020927785
Green County,-24.8805414587999
Corbin,-3.45691204235929
LaRue County,10.8791721269287
Moore,21.988220413636
Russell County,-18.1200193688331
Washington County,18.7381739497574
Casey County,-18.7450599877617
Elizabethtown,21.326365026988
Shawnee,15.9694212952768
Wayne County,-7.66109827776404
DeSales,9.1929296783365
Taylor County,-12.6381676227014
Fort Knox,35.7225995665073
Western,9.07322785878052
Breathitt County,-33.7524788414109
Middlesboro,-9.53659020537302
Prestonsburg,-20.5017162035598
Whitesburg,-7.06999257138092
Belfry,30.5606053427923
Leslie County,-4.19172398953053
Pike County Central,61.9837179680349
Shelby Valley,19.3074541682202
Powell County,-26.6233047470352
Estill County,-11.3755273161934
Betsy Layne,3.54529662119163
Morgan County,20.9481040534358
Highlands,0.343183980190089
Harrison County,13.9953708897091
Holmes,-30.6840108562003
Franklin County,-31.6215400151535
Bourbon County,21.264496584715
Western Hills,-3.29830130021463
Dixie Heights,7.57052182144541
Covington Catholic,-16.217981454403
Anderson County,35.7422039549762
Conner,6.88740144343563
Grant County,4.47723874470048
Scott,-24.4590423301937
Montgomery County,-12.2107316468092
Owensboro,-34.4224219076803
Bowling Green,-28.3836736074374
Paducah Tilghman,24.2244169604927
Warren Central,-5.04929279507025
Calloway County,14.7862632284471
Franklin-Simpson,-22.6782095400588
Hopkins County Central,56.2485157479311
Warren East,-28.7241476033443
Union County,23.163367084183
Lone Oak,9.32243487397589
Allen County-Scottsville,31.4085699708309
Muhlenberg North,-23.4414733044618
Logan County,-25.3209297024247
Breckinridge County,27.3697115062522
East Jessamine,8.15384783090155
Waggener,-41.3580830661673
Southwestern,3.30420484382818
Lincoln County,-0.292599290434179
North Bullitt,-22.5887616829339
McCreary Central,1.4395633926688
Bullitt East,-50.3922028747303
Central,-23.0299896055008
Madison Southern,-29.6045193504424
Pulaski County,11.0746401131557
Adair County,24.7408874644463
Atherton,-23.7243180177772
Marion County,17.8612648025979
Valley,4.1309328140051
Rockcastle County,-21.2093103653239
Sheldon Clark,37.2106705126277
Whitley County,-18.9500982180487
Greenup County,-11.0127859314423
Ashland Blazer,31.9267648504598
Bell County,-27.190193514808
Lawrence County,35.246990459786
Cawood,-3.03365374586454
Magoffin County,20.1854158066043
Rowan County,1.25767635178994
Knox Central,-6.9784689782243
Knott County Central,41.6272162894314
East Carter,-40.7065968472388
Male,-38.8299843255397
St. Xavier,-18.8439646658207
Oldham County,13.3700468432069
North Hardin,-20.0596706286761
Meade County,26.6331226726952
DuPont Manual,-30.7453904399469
South Oldham,-3.59265603003908
Nelson County,-9.33863535736653
Fairdale,-28.5583451790872
Butler,-4.64742494510907
Pleasure Ridge Park,37.356123660583
Doss,-3.44088845432193
Shelby County,17.0296011696088
Central Hardin,9.28273179912121
Bullitt Central,-2.5027843675468
Trinity (Louisville),29.0698396419469
Henry Clay,-5.85682075510417
Ryle,24.8087630532755
Bryan Station,7.67071859612976
Eastern,-26.3003004655334
Boone County,0.918439259390982
Simon Kenton,-25.7973804275074
Ballard,27.3296492683434
Seneca,20.7245569119836
Scott County,19.3122523096133
Jeffersontown,-23.2196509079638
Fern Creek,3.39155897071826
Campbell County,18.7038140174369
Southern,-13.5881532944353
Hopkinsville,15.5706073122732
Apollo,52.8716444772705
Marshall County,24.4348948725169
Madisonville-North Hopkins,-7.80668195338053
Daviess County,-22.9417085572244
Barren County,8.84421703994932
Graves County,-18.4429394944903
Ohio County,55.960211690152
Grayson County,4.93877114167148
Greenwood,-33.1637678716108
Christian County,11.3262828822931
Henderson County,21.3400352400079
Johnson Central,-2.32425231250133
Paul Laurence Dunbar,-2.07831960164494
Tates Creek,-10.3914115858061
Boyd County,-5.49331537692581
Madison Central,-13.3346717007558
George Rogers Clark,-1.07286332098439
Clay County,-52.1886320676744
South Laurel,12.7424786355089
Lafayette,-7.15057973229742
Woodford County,22.6391220392704
North Laurel,-14.6522324043558
Perry County Central,-2.73238015421947
