Names,Colley
Adair County,0.597840844936303
Allen Central,0.246972137075806
Allen County-Scottsville,0.399644686908398
Anderson County,0.654799121663692
Apollo,0.292855144747828
Ashland Blazer,0.712393689645982
Atherton,0.156395552635677
Ballard,0.799525698664341
Ballard Memorial,0.623275683822901
Bardstown,0.734921680310492
Barren County,0.372972877287125
Bath County,0.227149940147185
Beechwood,0.843243588114019
Belfry,0.904363988844621
Bell County,0.699896380201123
Bellevue,0.544119381638723
Berea,0.312425876123307
Bethlehem,0.508821700378917
Betsy Layne,0.448758897292041
Bishop Brossart,0.0671366494485352
Boone County,0.346730186846166
Bourbon County,0.658281492326447
Bowling Green,0.922190487588088
Boyd County,0.333451550075363
Boyle County,0.842593403988612
Bracken County,-0.00898171045407409
Breathitt County,0.302616778128899
Breckinridge County,0.228506518149673
Bryan Station,0.742067927107288
Bullitt Central,0.657568564328489
Bullitt East,0.621677375948355
Butler,0.749673438747755
Butler County,0.603634369972733
Caldwell County,0.82058374691127
Calloway County,0.292934736326933
Campbell County,0.622353861064217
Campbellsville,0.533750939891577
Carroll County,0.196301241592784
Casey County,0.460415662354744
Caverna,0.299313289650321
Central,0.767161231698002
Central Hardin,0.928916726810295
Christian Academy-Louisville,0.893175975191694
Christian County,0.489808614876755
Clay County,0.116910493701791
Clinton County,0.188729421456487
Collins,0.432095231414746
Conner,0.351837386646686
Cooper,0.704301628664473
Corbin,0.829122341448276
Covington Catholic,0.744678577364071
Crittenden County,0.326138990436407
Danville,0.701997171236529
Daviess County,0.475670513787704
Dayton,0.283105190041221
DeSales,0.939563986776865
Dixie Heights,0.964930896927127
Doss,0.434174105487294
DuPont Manual,0.885108021889006
East Carter,0.145206641881674
East Jessamine,0.337153656482857
East Ridge,0.522954027380275
Eastern,0.323587260259051
Edmonson County,0.368124467788849
Elizabethtown,0.613804810609996
Eminence,0.0893734874489504
Estill County,0.664139066113981
Fairdale,0.523763049097012
Fairview,0.578620967688583
Fern Creek,0.617717292141201
Fleming County,0.633019943982833
Fort Campbell,0.367613879174521
Fort Knox,0.134178257401492
Frankfort,0.753960896122783
Franklin County,0.662590126425697
Franklin-Simpson,0.799541225917327
Fulton City,0.206915492682332
Fulton County,0.299873082244574
Gallatin County,0.319204897336873
Garrard County,0.696902892847255
George Rogers Clark,0.530678715421662
Glasgow,0.551495990771085
Grant County,0.184121600557785
Graves County,0.806626103764469
Grayson County,0.707941907612227
Green County,0.282538426285951
Greenup County,0.417717997994372
Greenwood,0.481235883099569
Hancock County,0.458555878582314
Harlan,0.451556357362559
Harlan County,0.32760172292907
Harrison County,0.15176107073113
Hart County,0.127392065465933
Hazard,0.717158641824315
Henderson County,0.613269516833885
Henry Clay,0.769954440033437
Henry County,0.517192433079996
Highlands,1.02860433243786
Holmes,0.305633070053241
Holy Cross (Covington),0.190635195104911
Holy Cross (Louisville),0.566119507271139
Hopkins County Central,0.0740946270462148
Hopkinsville,0.556629090074616
Iroquois,0.698052692607226
Jackson County,0.133253462658741
Jeffersontown,0.265244677120146
Jenkins,0.0629631606232678
John Hardin,0.662866705813291
Johnson Central,0.773803358511985
Kentucky Country Day,0.463833235743816
Knott County Central,-0.0171212145838119
Knox Central,0.657975176774805
LaRue County,0.205992094609639
Lafayette,0.751583455199017
Lawrence County,0.666277945830771
Leslie County,0.574382961918177
Letcher County Central,0.635788092897373
Lewis County,0.446851978630555
Lexington Catholic,0.757785486107669
Lexington Christian,0.583595604574962
Lincoln County,0.449763885997632
Lloyd Memorial,0.54368376583218
Logan County,0.19721821137267
Ludlow,0.450535937182115
Lynn Camp,0.156991595670704
Madison Central,0.424512746794994
Madison Southern,0.60641938122528
Madisonville-North Hopkins,0.799619307240781
Magoffin County,0.411633292633143
Male,1.06968698149457
Marion County,0.476672385483888
Marshall County,0.351281836824148
Mason County,0.65556742744811
Mayfield,0.972889177344861
McCracken County,0.832456569664047
McCreary Central,0.135897502153174
McLean County,0.440105826664803
Meade County,0.85616143877859
Mercer County,0.342705868997092
Metcalfe County,0.207460980593293
Middlesboro,0.595865795906508
Monroe County,0.213248021405518
Montgomery County,0.197438219715217
Moore,0.200362408575301
Morgan County,0.165486014789675
Muhlenberg County,0.348604399030604
Murray,0.734000768061252
Nelson County,0.277258332527985
Newport,0.583472578836492
Newport Central Catholic,0.652689949077802
Nicholas County,0.218609963379014
North Bullitt,0.160388798079003
North Hardin,0.404925119947151
North Laurel,0.641064904199236
North Oldham,0.676897030761657
Ohio County,0.13760965464171
Oldham County,0.357475634977961
Owen County,0.0928628942723055
Owensboro,0.813206300488115
Owensboro Catholic,0.750426299113736
Paducah Tilghman,0.694754601809167
Paintsville,0.755159233081232
Paris,0.631867134881805
Paul Laurence Dunbar,0.456713479188069
Pendleton County,0.22415734097637
Perry County Central,0.146213613070538
Phelps,0.13879314906009
Pike County Central,0.550136280526706
Pikeville,0.900970381180543
Pineville,0.421682051423049
Pleasure Ridge Park,0.649888693730027
Powell County,0.332427482039862
Prestonsburg,0.814734526201295
Pulaski County,0.902978394468997
Raceland,0.796382446797226
Rockcastle County,0.518410184098594
Rowan County,0.273654732976687
Russell,0.843565119186008
Russell County,0.211292790282601
Russellville,0.712144219914674
Ryle,0.599364345562665
Scott,0.469927939536253
Scott County,0.863133395126896
Seneca,0.551286983167474
Shawnee,0.439915779960521
Shelby County,0.320591991022328
Shelby Valley,0.776306931744558
Sheldon Clark,0.313517978073066
Simon Kenton,0.877568956303894
Somerset,0.234843882469544
South Floyd,0.309685570814415
South Laurel,0.357599929041312
South Oldham,0.671613608976792
South Warren,0.84304515340302
Southern,0.311368585070361
Southwestern,0.802803685683502
Spencer County,0.449621591096781
St. Xavier,0.993019896880839
Tates Creek,0.363507947093942
Taylor County,0.369348214582304
Thomas Nelson,0.492150123228754
Todd County Central,0.345244952156859
Trigg County,0.5433458340914
Trimble County,0.202684801758882
Trinity (Louisville),1.04448836311794
Union County,0.51570284446682
Valley,0.0989506194368008
Waggener,0.150761089586853
Walton-Verona,0.660709791450519
Warren Central,0.643433568944251
Warren East,0.588776063436852
Washington County,0.435481280827993
Wayne County,0.520716545871711
Webster County,0.108005685031676
West Carter,0.477325934874455
West Jessamine,0.151955131781398
Western,0.430546640869381
Western Hills,0.454186694791173
Whitley County,0.351223249570322
Williamsburg,0.849342915754264
Woodford County,0.3073196845738
