Names,Massey
Boyle County,42.2478759765625
Highlands,50.160595703125
Bryan Station,29.1051513671875
Beechwood,35.3904052734375
Bellevue,112.338977050781
Trinity (Louisville),96.2952758789063
Lexington Catholic,111.523620605469
Henry Clay,36.1043579101563
Dixie Heights,94.7124023437501
Newport,140.570861816406
Nicholas County,-47.91689453125
Franklin County,-48.4012329101562
Mason County,-12.0186401367187
Berea,-51.5634765625
Russell,60.4591186523438
Harrison County,34.396826171875
Fern Creek,24.1136962890625
Holmes,40.7836791992187
Raceland,11.2217163085937
Garrard County,28.443212890625
West Jessamine,-69.9440917968749
Ryle,-25.559912109375
Mercer County,20.2848754882812
Ballard,-49.1652465820313
Bourbon County,-36.4252075195313
Anderson County,-53.0633544921874
Ludlow,-9.40279541015625
Boone County,2.26185302734375
Fleming County,-12.4116088867188
Conner,53.2595703124999
Scott County,17.469970703125
Bath County,-13.0781860351563
Southern,-19.8966796875
Covington Catholic,32.98916015625
Newport Central Catholic,-28.9474365234375
Grant County,-14.9927124023437
Western Hills,-6.533544921875
Simon Kenton,14.25224609375
Seneca,-16.5853515625
Henry County,-15.5361450195312
West Carter,-46.9229858398437
Eastern,-7.92462158203126
Holy Cross (Covington),-24.76455078125
Scott,-6.1685546875
Dayton,-17.8993286132813
Campbell County,-3.38544921875
Montgomery County,-21.9403930664062
Paris,-18.8647216796875
Jeffersontown,-28.2806274414062
Lloyd Memorial,-19.5400756835938
Millersburg Military,-57.2089721679688
Owen County,-35.3533935546875
Fairview,-42.3626586914063
Owensboro,12.8899780273438
Hopkinsville,18.7023559570312
Hancock County,18.7567626953125
Franklin-Simpson,17.9575439453125
Glasgow,9.38314208984375
Crittenden County,-3.3201171875
Mayfield,12.5634643554687
Calloway County,5.19716796875
Hopkins County Central,8.70291748046875
Murray,-9.0913330078125
Webster County,-12.40244140625
Bowling Green,18.0796142578125
Daviess County,0.991467285156245
Owensboro Catholic,3.87617187500001
Greenwood,2.71743164062499
Union County,9.89637451171875
Graves County,9.86085205078126
McLean County,-28.7734985351563
Muhlenberg South,-17.5687744140625
Marshall County,9.58836669921874
Apollo,2.90770263671875
Russellville,-15.2062377929687
Monroe County,-7.87132568359375
Madisonville-North Hopkins,-0.647521972656262
Ballard Memorial,-19.3565063476563
Warren Central,1.1802490234375
Allen County-Scottsville,-6.7991943359375
Todd County Central,-11.36357421875
Heath,-23.0082397460938
Paducah Tilghman,1.013037109375
Ohio County,-21.9461791992188
Muhlenberg North,-27.935400390625
Trigg County,-24.9547485351562
Barren County,-10.6199340820313
Fulton County,-22.8986083984375
Hart County,-20.016943359375
Grayson County,-29.8549194335937
Christian County,-10.7843505859375
Caldwell County,-29.232470703125
Reidland,-35.0051635742187
Lone Oak,-23.9768432617188
Edmonson County,-31.5738525390625
Fulton City,-26.03193359375
Logan County,-17.4947265625
Butler County,-39.5210815429688
Henderson County,-14.036083984375
Fort Campbell,-31.5849243164062
Warren East,-26.6157592773437
St. Xavier,30.6498168945312
Male,27.5154296875
Taylor County,4.41302490234375
Nelson County,13.3051147460937
LaRue County,5.95421142578125
Campbellsville,12.3553955078125
Somerset,-0.305554199218759
Southwestern,11.880029296875
Bardstown,1.91964111328125
Harrodsburg,3.89959716796875
Lincoln County,-0.356921386718743
Corbin,7.2596923828125
Bullitt East,1.60968017578125
Oldham County,9.50341796874998
Waggener,-2.7079833984375
Pleasure Ridge Park,11.0996948242188
Moore,-17.1506958007812
Central Hardin,6.330078125
Washington County,-6.56158447265625
North Hardin,7.04304199218751
Breckinridge County,-6.44991455078124
Carroll County,-15.7002075195313
Danville,6.19783935546874
Fairdale,1.5789794921875
East Jessamine,-17.7326904296875
Green County,-12.91982421875
DuPont Manual,6.356005859375
Central,0.824963378906248
Wayne County,-12.1855346679687
Meade County,-6.49122314453126
DeSales,-14.6122314453125
Elizabethtown,-14.3035888671875
Frankfort,-31.6725952148438
Trimble County,-31.035205078125
Casey County,-30.6069091796875
McCreary Central,-29.4313720703125
Russell County,-18.87763671875
Butler,5.46417236328126
Marion County,-14.7025634765625
Valley,-18.6328857421875
Shelby County,-16.2098266601563
Holy Cross (Louisville),-23.9229125976563
Atherton,-30.2383911132813
South Oldham,-14.502978515625
Pulaski County,-34.0444580078125
Fort Knox,-25.4629028320312
Madison Southern,-37.8560302734375
North Bullitt,-34.5385498046875
Bullitt Central,-26.6718505859375
Western,-42.6673583984374
Adair County,-42.9418457031249
Shawnee,-33.8446533203125
Doss,-23.3191772460937
Christian Academy-Louisville,-55.4305175781249
Metcalfe County,-38.2414306640625
Pikeville,7.67971191406251
Lawrence County,25.1818237304688
Sheldon Clark,1.5544677734375
Harlan,-13.0453735351563
South Laurel,16.356640625
Breathitt County,0.751098632812499
Middlesboro,-2.08280029296875
Tates Creek,17.95390625
Rockcastle County,4.73535156250001
Shelby Valley,-10.7745727539062
Bell County,4.94146728515625
Whitley County,2.58876953125
Belfry,-1.33167724609375
Madison Central,9.87760009765626
Paintsville,-16.1454833984375
Williamsburg,-22.9972412109375
Hazard,-15.4230712890625
Leslie County,-14.57900390625
Paul Laurence Dunbar,13.27490234375
South Floyd,-21.301416015625
Greenup County,1.07052001953125
Johnson Central,-5.11718749999999
