Names,Elo
Beechwood,1552.71682999263
Newport Central Catholic,1401.3107172713
Lexington Christian,1479.59100155656
Holy Cross (Covington),1395.51078408504
Bellevue,1476.95044551753
Raceland,1564.46436758836
Ludlow,1413.59227969448
Paris,1562.76567625493
Bracken County,1478.95702882122
Nicholas County,1493.71959782992
Berea,1424.70926745564
Bath County,1405.82928018937
Dayton,1635.25977119915
Fairview,1652.68079271184
Danville,1566.59955027429
Holy Cross (Louisville),1513.6727480011
Bethlehem,1413.30340470895
Frankfort,1585.55935338588
Carroll County,1528.19095569842
Harrodsburg,1476.21231546769
Campbellsville,1614.95064397711
Christian Academy-Louisville,1532.3757695477
Fort Knox,1677.09892137134
Bardstown,1446.67110975757
Owen County,1551.46810846642
Green County,1438.78134022399
Trimble County,1431.1522441472
Evangel Christian,1472.46250529521
Metcalfe County,1542.3946656673
Mayfield,1551.49433828977
Murray,1508.4996565887
Hancock County,1453.80845878218
Crittenden County,1478.98399094625
McLean County,1468.81362613794
Russellville,1514.25632028523
Ballard Memorial,1573.4020870286
Fulton County,1464.70491802667
Caverna,1414.84744830815
Fulton City,1513.44536944396
Hazard,1550.49269727935
Somerset,1423.79480314777
Pikeville,1516.22934277017
Lynn Camp,1576.95254719061
Williamsburg,1455.3100795753
South Floyd,1588.79599877052
Cumberland,1592.66629172013
Paintsville,1480.66199523746
Harlan,1472.09978358974
Fleming-Neon,1465.49132862397
Phelps,1695.37434527484
Pineville,1406.44315090959
Jenkins,1413.69331869144
Evarts,1491.38467792225
Allen Central,1565.98873928336
Elizabethtown,1454.2304518708
Corbin,1476.71600920351
Western,1547.30725354567
Garrard County,1592.59649443687
DeSales,1452.66700080929
Casey County,1437.25002024566
LaRue County,1460.45428695173
Wayne County,1625.76877565918
Washington County,1552.23029813689
Shawnee,1404.39305339288
Moore,1401.81736652753
Russell County,1491.68608984623
Belfry,1598.55631894851
Middlesboro,1469.50510986955
Breathitt County,1549.16228773291
Whitesburg,1464.23904009348
Sheldon Clark,1593.87408016279
Shelby Valley,1500.91858510834
Magoffin County,1587.06683029638
Pike County Central,1528.21481811168
Leslie County,1518.33514781925
East Ridge,1414.29484777862
Knott County Central,1443.82315761326
Prestonsburg,1568.66616908362
Cawood,1511.74189788059
Owensboro Catholic,1565.2382921533
Fort Campbell,1428.51413444555
Trigg County,1484.87836367764
Glasgow,1466.28087862939
Heath,1418.12939194996
Butler County,1486.09317206743
Webster County,1473.75065831619
Caldwell County,1549.0757751444
Hart County,1466.42796878376
Edmonson County,1505.50424578591
Reidland,1534.19633829258
Lone Oak,1482.34477614091
Muhlenberg South,1584.16830018453
Todd County Central,1541.76662444226
Monroe County ,1571.25110200809
Russell,1536.45525832576
Lloyd Memorial,1450.08940989778
Estill County,1633.13105767461
Fleming County,1468.28886718354
Lewis County,1541.81187341572
West Carter,1632.46078737337
Mercer County,1555.15742551492
Newport,1575.7222425981
Morgan County,1388.26014522356
Henry County,1445.13364824864
North Oldham,1400.67648033335
Powell County,1502.49012290145
East Carter,1422.79783358071
Highlands,1421.91919123671
East Jessamine,1381.95696555679
Oldham County,1456.08581829801
Franklin County,1570.68425110333
Lexington Catholic,1522.66844559924
Harrison County,1452.25589152077
South Oldham,1522.50245039011
Bourbon County,1571.86718088455
West Jessamine,1544.81427507809
Pendleton County,1430.06427407134
Western Hills,1579.62376228181
Covington Catholic,1502.77979356295
Grant County,1478.15920791177
Anderson County,1481.05810049936
Boyle County,1567.49482598592
Pulaski County,1607.22849610818
Waggener,1479.12668212928
Central,1485.48808594013
Bullitt East,1475.47059433471
North Bullitt,1571.24301735955
Jeffersontown,1383.86534164303
Fairdale,1444.86378044153
Southwestern,1628.14971887359
Doss,1603.05771009011
Taylor County,1478.79590706646
Lincoln County,1576.34402028694
Valley,1497.85884158069
Marion County,1612.05961842494
Paducah Tilghman,1608.28458120188
Hopkins County Central,1381.56113538184
Hopkinsville,1429.79453246921
Adair County,1443.72251142565
Franklin-Simpson,1436.79855913051
Logan County,1482.56597161594
Calloway County,1527.68468335833
Madisonville-North Hopkins,1514.89942067954
Union County,1552.97319911014
Breckinridge County,1573.82585941968
Warren East,1467.98689584747
Allen County-Scottsville,1477.66896876677
Mason County,1505.44654178992
Rockcastle County,1486.17777032318
Bell County,1471.7162456086
Ashland Blazer,1519.93715029437
Lawrence County,1559.52102497187
Greenup County,1461.21338676747
Perry County Central,1546.97529868141
Madison Southern,1622.32416614129
Clay County,1597.90473109022
Rowan County,1450.66392298718
Knox Central,1484.90353143985
Boyd County,1579.27362573336
St. Xavier,1457.59947081892
Butler,1475.57974070935
Meade County,1445.71032082418
Male,1500.29116884369
Nelson County,1542.41526139765
John Hardin,1460.3247162916
Pleasure Ridge Park,1457.90240401502
DuPont Manual,1389.90395085062
Bullitt Central,1485.05410923419
North Hardin,1578.23029518564
Central Hardin,1489.32338179552
Atherton,1505.21822870232
Iroquois,1520.25039967425
Trinity (Louisville),1475.77172219283
Conner,1558.83687990192
Seneca,1428.93754232466
Ballard,1480.09786122333
Dixie Heights,1465.6210833715
Southern,1476.05382862011
Boone County,1556.84043270032
Ryle,1532.79507793356
Shelby County,1437.37935940813
Fern Creek,1534.08908619493
Holmes,1526.72526875657
Campbell County,1496.55489096399
Eastern,1473.209590465
Scott,1564.70987443544
Simon Kenton,1513.37642718841
Warren Central,1490.53547325104
Christian County,1513.87475091739
Henderson County,1488.6561811991
Ohio County,1517.62394518518
Greenwood,1614.28018986071
Grayson County,1489.46239631552
Owensboro,1460.79687021023
Apollo,1477.43289359504
Graves County,1531.10187387013
Marshall County,1465.57292726046
Daviess County,1594.73790388259
Barren County,1419.44703654919
Madison Central,1478.404838256
Paul Laurence Dunbar,1569.2583658801
Lafayette,1564.02681185212
Whitley County,1415.62109518437
Henry Clay,1453.26760182246
Scott County,1445.36214429735
George Rogers Clark,1487.18465039419
Tates Creek,1484.65517600731
South Laurel,1504.95387432169
Bryan Station,1541.80455902292
Johnson Central,1497.70285160498
Woodford County,1544.6080677618
Montgomery County,1511.12705398025
North Laurel,1474.21678962874
