Names,Massey
Tates Creek,-21.2566433635137
Middlesboro,-12.835858032412
Lawrence County,1.54943993498323
Breathitt County,27.7305085885158
Bell County,8.6673446950183
Newport,-12.6852991150076
Pikeville,24.9597102486194
Scott County,-15.530090540746
Prestonsburg,6.08025139762948
Madison Central,11.2410064353918
Henry Clay,-18.4340578875332
Sheldon Clark,31.300643282534
Cawood,8.69536660718604
Whitley County,20.7749620877266
Hazard,0.196354157480267
Lynn Camp,-32.1801147805837
Belfry,-47.6279658232336
Phelps,7.33900792873037
Pulaski County,29.8644573611262
Russell,41.839108900548
Southwestern,20.3743746360208
Bryan Station,27.6767849418066
Johnson Central,17.7728138864829
Pike County Central,4.67304320291749
Perry County Central,20.9404905307046
Fleming-Neon,20.6986152291897
Powell County,-23.0663821490988
Campbell County,14.6276892571884
Harlan,-7.27513033435192
South Floyd,4.2987701751287
East Carter,13.344861323642
Paul Laurence Dunbar,-24.2835999347921
Shelby Valley,-38.2901666623338
South Laurel,13.0034246190271
Mason County,13.5197256966849
Pineville,20.5455395204129
Cumberland,17.7015031217413
Whitesburg,-17.577660697577
Lafayette,9.09610518623353
Knox Central,19.3841309385318
Lloyd Memorial,23.1820004533891
Williamsburg,-7.98234651837823
Elkhorn City,-23.5206134227727
Fleming County,34.5560365686331
North Laurel,4.36554650656836
Clay County,1.95945577052335
Leslie County,29.788191925115
Boone County,20.6267560605044
Knott County Central,1.33469927651512
Betsy Layne,6.69184184196597
McCreary Central,-5.14871213834438
Jenkins,-14.0675467125502
George Rogers Clark,13.5806142229652
Evarts,6.93878413922245
Caldwell County,5.81813444676865
Mayfield,-39.0624059403976
Bowling Green,-31.0240999739974
Nelson County,-44.5487272957623
Marshall County,13.2251916854576
Crittenden County,33.6918209954171
Henderson County,-13.6500604687134
Edmonson County,-21.9726645540204
Hancock County,-39.9604808491083
Logan County,-10.6438586932303
Paducah Tilghman,-44.4704645558362
Fulton County,-5.07949618473676
North Hardin,16.4492337677088
Murray,-39.6443308904618
Central Hardin,-11.9756463291984
Apollo,5.62288862615597
Owensboro,-19.5656721894949
Warren Central,21.2099749378742
Union County,-15.4306882430364
Muhlenberg South,-1.83370971606409
Barren County,-24.2269246396259
Hopkins County Central,7.40334535193879
Hopkinsville,0.318427843532227
Christian County,7.56409987258311
Webster County,-24.622201004962
Russellville,1.69462149740385
Calloway County,7.646874944037
Lone Oak,-25.7089501254349
Ballard Memorial,4.07614157591266
Madisonville-North Hopkins,-31.590319638458
Shelby County,34.5419754890462
Daviess County,25.9634550064185
Butler County,5.61884499569192
Todd County Central,53.0138982710253
Heath,1.53895736681944
Greenwood,12.9293356273138
Graves County,-2.81347463181672
Reidland,10.1935282795961
Warren East,-7.56115840240227
Meade County,-6.92036977783074
