1	1	27	0	0	0	1	39	0	0	
0	1	26	0	0	0	1	17	0	0	
0	1	15	0	0	1	1	45	0	0	
2	1	5	0	0	1	0	9	0	0	
1	1	19	0	0	1	1	5	0	0	
0	1	6	0	0	0	0	9	0	0	
1	1	1	0	0	2	1	34	0	0	
0	1	5	0	0	0	0	36	0	0	
1	0	28	0	0	2	0	27	0	0	
1	0	23	0	0	0	0	22	0	0	
2	0	11	0	0	2	0	3	0	0	
2	1	35	0	0	1	1	47	0	0	
1	0	7	0	0	0	0	34	0	0	
0	1	23	0	0	1	1	8	0	0	
0	1	5	0	0	1	1	49	0	0	
0	0	57	0	0	0	0	34	0	0	
1	0	11	0	0	0	0	23	0	0	
1	0	35	0	0	0	0	42	0	0	
2	0	26	0	0	1	0	31	0	0	
1	0	45	0	0	0	0	39	0	0	
1	1	9	0	0	1	1	13	0	0	
0	0	7	0	0	0	1	16	0	0	
1	0	15	0	0	0	0	23	0	0	
0	0	28	0	0	2	0	24	0	0	
0	0	20	0	0	1	1	9	0	0	
1	0	22	0	0	0	0	7	0	0	
0	0	2	0	0	0	0	24	0	0	
