Names,Elo
Adair County,1535.39799203207
Allen Central,1548.45814235698
Allen County-Scottsville,1499.63431658193
Anderson County,1468.70297552463
Apollo,1434.97556108656
Ashland Blazer,1568.98274009643
Atherton,1440.89104104107
Ballard,1562.06552946358
Ballard Memorial,1497.43780031243
Bardstown,1585.22255344351
Barren County,1403.86902352634
Bath County,1465.3788176823
Beechwood,1666.65252940336
Belfry,1672.01850794548
Bell County,1478.39881350912
Bellevue,1446.33450649546
Berea,1401.41799003739
Bethlehem,1520.02658812654
Betsy Layne,1392.37749708996
Bishop Brossart,1568.99482777414
Boone County,1399.85679275385
Bourbon County,1520.64523293081
Bowling Green,1694.62141123583
Boyd County,1460.63695925309
Boyle County,1550.75218305314
Bracken County,1554.14504305249
Breathitt County,1479.28492130046
Breckinridge County,1419.24620854744
Bryan Station,1461.67701476657
Bullitt Central,1531.05274019147
Bullitt East,1475.3094229548
Butler,1478.51570720944
Butler County,1556.08930331719
Caldwell County,1556.2180601621
Calloway County,1516.82577122295
Campbell County,1475.16576917896
Campbellsville,1466.64815996669
Carroll County,1455.69096796686
Casey County,1598.66394135544
Caverna,1367.42741735496
Central,1592.78235531378
Central Hardin,1558.02751366439
Christian Academy-Louisville,1666.44337139433
Christian County,1589.66995062068
Clay County,1401.15875849281
Clinton County,1497.04715607845
Collins,1524.11186224105
Conner,1579.01483319476
Cooper,1533.36572484325
Corbin,1625.94286088461
Covington Catholic,1560.29031096783
Crittenden County,1483.65697841625
Danville,1629.44906076222
Daviess County,1513.57873497446
Dayton,1398.73225947434
DeSales,1587.21529755573
Dixie Heights,1501.60797921097
Doss,1507.73876952731
DuPont Manual,1567.34871138097
East Carter,1427.8861070912
East Jessamine,1555.17613940887
East Ridge,1475.02243871813
Eastern,1488.87440170702
Edmonson County,1469.50226239373
Elizabethtown,1594.88913864475
Eminence,1452.64796559027
Estill County,1570.20775625066
Fairdale,1458.15144107148
Fairview,1513.31441629403
Fern Creek,1599.59187170441
Fleming County,1534.54897381003
Fort Campbell,1431.9108434139
Fort Knox,1415.31535573506
Frankfort,1468.00596515163
Franklin County,1473.58164939675
Franklin-Simpson,1646.55093731836
Fulton City,1456.24836343254
Fulton County,1427.50337094434
Gallatin County,1527.00224695046
Garrard County,1488.51599975583
George Rogers Clark,1407.53183848688
Glasgow,1549.41289076626
Grant County,1425.8946345496
Graves County,1525.45180865266
Grayson County,1400.03935059455
Green County,1396.55638725427
Greenup County,1527.43579333516
Greenwood,1565.97937265061
Hancock County,1434.42985682838
Harlan,1513.47794523614
Harlan County,1486.17667012086
Harrison County,1477.85726764735
Hart County,1437.2864968357
Hazard,1624.83224733075
Henderson County,1496.3797440919
Henry Clay,1484.88540930241
Henry County,1426.64552910058
Highlands,1452.90345261125
Holmes,1439.82120731816
Holy Cross (Covington),1586.72099961961
Holy Cross (Louisville),1520.7470128816
Hopkins County Central,1453.75341769326
Hopkinsville,1579.60271152622
Iroquois,1403.90107926438
Jackson County,1419.68898946745
Jeffersontown,1391.63320992621
Jenkins,1400.13468744723
John Hardin,1583.91829570154
Johnson Central,1657.90504578547
Kentucky Country Day,1581.15922860733
Knott County Central,1477.5665077423
Knox Central,1470.49948339193
LaRue County,1492.07657277487
Lafayette,1638.28179770954
Lawrence County,1480.5638162677
Leslie County,1597.0450828768
Letcher County Central,1460.96197747498
Lewis County,1411.27764801966
Lexington Catholic,1560.36366003625
Lexington Christian,1627.379744985
Lincoln County,1416.07097933812
Lloyd Memorial,1507.45156945005
Logan County,1419.64199908307
Ludlow,1436.72329118657
Lynn Camp,1486.68045596304
Madison Central,1551.28315637757
Madison Southern,1541.19461981735
Madisonville-North Hopkins,1482.13133092406
Magoffin County,1421.18517601313
Male,1588.5386835805
Marion County,1431.48795091846
Marshall County,1500.28214859308
Mason County,1449.90130063107
Mayfield,1643.7837053817
McCracken County,1552.38872823412
McCreary Central,1540.27979329002
McLean County,1521.89422018061
Meade County,1430.57057466285
Mercer County,1557.72916755715
Metcalfe County,1517.47948140458
Middlesboro,1408.97344605779
Monroe County,1451.2063006065
Montgomery County,1458.2168410972
Moore,1534.43667062902
Morgan County,1393.27451035841
Muhlenberg County,1524.99279044747
Murray,1482.27934134235
Nelson County,1383.99882957407
Newport,1380.17841559023
Newport Central Catholic,1535.88234460129
Nicholas County,1576.90152704379
North Bullitt,1551.4955527039
North Hardin,1493.69658813933
North Laurel,1514.09282030773
North Oldham,1388.62807233617
Ohio County,1424.16847858773
Oldham County,1455.72848522377
Owen County,1496.14666794178
Owensboro,1597.78938209762
Owensboro Catholic,1607.17080990938
Paducah Tilghman,1529.11406615261
Paintsville,1630.34134336658
Paris,1504.1133854003
Paul Laurence Dunbar,1458.93994964502
