1	1	21	0	0	1	1	35	0	0	
1	1	22	0	0	1	1	6	0	0	
0	1	8	0	0	0	1	17	0	0	
1	1	56	0	0	1	1	36	0	0	
1	1	42	0	0	0	1	31	0	0	
2	1	41	0	0	1	1	20	0	0	
0	1	10	0	0	1	1	2	0	0	
1	1	1	0	0	1	0	19	0	0	
0	0	45	0	0	0	0	35	0	0	
1	1	3	0	0	0	1	29	0	0	
1	1	29	0	0	1	1	1	0	0	
0	0	5	0	0	1	0	7	0	0	
1	0	19	0	0	0	1	6	0	0	
0	0	19	0	0	1	0	1	0	0	
0	0	44	0	0	0	0	52	0	0	
0	1	33	0	0	0	1	25	0	0	
1	0	14	0	0	0	0	7	0	0	
1	0	34	0	0	0	0	48	0	0	
0	0	27	0	0	0	0	27	0	0	
1	0	28	0	0	0	0	44	0	0	
0	0	5	0	0	2	0	27	0	0	
0	0	8	0	0	0	0	3	0	0	
0	0	22	0	0	1	0	2	0	0	
1	1	4	0	0	1	1	40	0	0	
1	1	16	0	0	1	0	19	0	0	
0	0	35	0	0	0	0	31	0	0	
1	1	13	0	0	1	1	6	0	0	
1	0	29	0	0	0	0	43	0	0	
1	0	7	0	0	0	0	31	0	0	
1	0	50	0	0	0	0	63	0	0	
0	0	11	0	0	0	0	28	0	0	
0	1	20	0	0	1	1	29	0	0	
1	0	14	0	0	0	0	7	0	0	
0	0	3	0	0	2	0	41	0	0	
0	0	16	0	0	0	0	12	0	0	
1	0	33	0	0	0	0	27	0	0	
1	0	4	0	0	0	0	22	0	0	
0	0	40	0	0	0	0	36	0	0	
0	1	34	0	0	1	1	42	0	0	
0	0	12	0	0	0	0	33	0	0	
1	0	36	0	0	0	0	36	0	0	
0	1	31	0	0	1	1	63	0	0	
1	1	43	0	0	1	1	5	0	0	
0	0	44	0	0	0	0	14	0	0	
0	0	21	0	0	0	0	18	0	0	
1	0	2	0	0	0	0	8	0	0	
