2	81	27	14	13	0	0	0	
3	146	50	22	28	1	0	0	
13	141	42	21	21	1	0	0	
20	190	36	29	7	2	0	0	
24	-1	26	6	20	0	0	0	
30	29	53	0	53	0	0	0	
34	55	27	23	4	1	0	0	
37	9	50	7	43	1	0	0	
39	57	7	0	7	0	0	0	
41	192	28	14	14	1	0	0	
42	32	27	10	17	0	0	0	
44	72	40	18	22	1	0	0	
49	181	49	17	32	1	0	0	
50	-1	62	27	35	0	0	0	
54	6	37	22	15	1	0	0	
56	106	42	0	42	0	0	0	
58	129	36	6	30	0	0	0	
61	104	50	13	37	1	0	0	
62	38	54	6	48	1	0	0	
63	75	55	23	32	0	0	0	
64	203	28	0	28	0	0	0	
-1	95	41	0	41	1	0	0	
68	184	52	0	52	1	0	0	
70	90	28	12	16	0	0	0	
71	132	18	12	6	1	0	0	
73	200	35	20	15	1	0	0	
74	217	24	20	4	1	0	0	
78	-1	46	26	20	1	0	0	
80	172	38	0	38	1	0	0	
82	180	21	13	8	1	0	0	
84	147	40	24	16	0	0	0	
86	0	14	6	8	2	0	0	
-1	77	20	0	20	0	0	0	
87	118	62	10	52	1	0	0	
88	209	37	12	25	0	0	0	
89	85	33	14	19	1	0	0	
97	157	20	14	6	1	1	0	
98	47	42	22	20	0	0	0	
102	213	61	6	55	1	0	0	
105	15	38	0	38	1	0	0	
110	5	49	21	28	0	0	0	
111	125	24	20	4	0	0	0	
112	117	27	20	7	0	0	0	
113	131	49	8	41	0	0	0	
114	27	28	0	28	1	0	0	
116	170	47	22	25	1	0	0	
121	43	42	6	36	1	0	0	
122	215	34	14	20	2	0	0	
123	31	42	24	18	0	0	0	
124	36	56	39	17	0	0	0	
130	-1	35	10	25	1	0	0	
133	-1	68	7	61	1	0	0	
134	-1	41	0	41	0	0	0	
142	202	37	19	18	2	0	0	
144	194	35	6	29	0	0	0	
150	182	17	7	10	0	0	0	
151	14	38	36	2	1	1	0	
154	191	36	12	24	1	0	0	
156	137	40	38	2	1	0	0	
158	83	19	0	19	1	0	0	
159	128	41	19	22	0	0	0	
160	52	33	31	2	1	0	0	
162	65	41	14	27	0	0	0	
163	16	26	7	19	0	0	0	
165	79	20	13	7	1	0	0	
166	136	64	58	6	0	1	0	
169	100	51	14	37	1	0	0	
171	206	41	6	35	0	0	0	
174	-1	49	28	21	1	0	0	
177	145	54	36	18	0	0	0	
183	152	56	19	37	1	0	0	
187	107	66	0	66	1	0	0	
188	17	26	24	2	0	0	0	
189	138	47	13	34	0	0	0	
-1	7	58	54	4	0	0	0	
193	103	35	14	21	1	0	0	
195	-1	41	6	35	2	0	0	
196	8	36	14	22	1	0	0	
197	-1	35	28	7	1	0	0	
198	96	48	0	48	1	0	0	
199	140	28	0	28	2	0	0	
201	26	14	6	8	1	0	0	
204	-1	31	3	28	1	0	0	
208	59	43	20	23	0	0	0	
210	-1	21	0	21	1	0	0	
216	155	41	9	32	0	0	0	
219	-1	60	8	52	1	0	0	
1	93	39	7	32	2	0	0	
18	53	26	7	19	1	0	0	
21	153	42	7	35	2	0	0	
23	108	41	6	35	2	0	0	
28	101	7	0	7	2	0	0	
40	-1	34	20	14	2	0	0	
45	127	38	7	31	2	0	0	
48	218	14	0	14	0	0	0	
51	76	36	0	36	1	0	0	
91	4	49	28	21	1	0	0	
119	126	34	24	10	0	0	0	
120	207	40	14	26	1	0	0	
135	161	20	19	1	1	1	0	
139	92	53	7	46	1	0	0	
143	25	47	12	35	1	0	0	
175	115	35	19	16	1	0	0	
186	66	49	12	37	0	0	0	
211	35	46	36	10	2	0	0	
212	220	45	7	38	2	0	0	
