2	1	26	0	0	0	1	8	0	0	
0	0	1	0	0	0	1	12	0	0	
2	1	37	0	0	1	1	22	0	0	
0	0	8	0	0	0	0	25	0	0	
0	0	7	0	0	1	0	41	0	0	
1	1	28	0	0	1	1	35	0	0	
1	0	34	0	0	0	0	47	0	0	
1	0	38	0	0	0	0	29	0	0	
1	0	36	0	0	0	0	15	0	0	
1	1	32	0	0	0	1	14	0	0	
1	0	28	0	0	0	0	8	0	0	
1	0	35	0	0	0	0	23	0	0	
0	1	20	0	0	1	1	49	0	0	
0	0	7	0	0	0	0	36	0	0	
0	1	4	0	0	1	1	2	0	0	
1	0	3	0	0	0	0	4	0	0	
1	0	36	0	0	0	0	3	0	0	
0	0	8	0	0	0	0	29	0	0	
1	1	14	0	0	1	1	3	0	0	
1	1	23	0	0	1	1	36	0	0	
1	1	29	0	0	1	0	13	0	0	
1	1	3	0	0	1	0	34	0	0	
0	1	16	0	0	1	1	15	0	0	
1	1	10	0	0	1	1	24	0	0	
0	0	23	0	0	0	0	36	0	0	
0	0	40	0	0	0	0	48	0	0	
0	0	5	0	0	0	0	12	0	0	
0	1	22	0	0	1	1	37	0	0	
0	1	14	0	0	1	0	1	0	0	
1	1	29	0	0	1	1	28	0	0	
1	1	21	0	0	1	1	17	0	0	
0	0	34	0	0	0	0	35	0	0	
1	0	22	0	0	0	0	30	0	0	
0	0	16	0	0	1	0	6	1	0	
1	0	47	0	0	0	0	42	0	0	
