Names,Elo
Adair County,1490.9847958763
All Saints,1203.16151838098
Allen Central,1511.94601964915
Allen County-Scottsville,1380.5672576947
Anderson County,1553.61967843502
Apollo,1643.49908385748
Ashland Blazer,1721.51919177165
Atherton,1490.27292597776
Augusta,1555.48068660769
Ballard,1762.66593610859
Ballard Memorial,1554.03009368622
Barbourville,1412.66420628727
Bardstown,1458.00743171558
Barren County,1521.90855498131
Bath County,1323.42300214637
Beechwood,1554.78682687588
Belfry,1553.46308867474
Bell County,1666.99231292133
Bellevue,1392.0100036135
Berea,1318.33765386616
Beth Haven,1549.25793171283
Bethlehem,1542.06810259368
Betsy Layne,1465.49651809205
Bishop Brossart,1561.02085771662
Boone County,1436.29461228023
Bourbon County,1737.50809004944
Bowling Green,1565.95627462587
Boyd County,1517.11876562237
Boyle County,1645.43459189333
Bracken County,1357.0570124624
Breathitt County,1634.40168515171
Breckinridge County,1451.88115258145
Brown,1379.95184933925
Bryan Station,1432.03409507595
Buckhorn,1413.11009397791
Bullitt Central,1548.47698688688
Bullitt East,1571.71285189345
Burgin,1320.61262873509
Butler,1738.70743903747
Butler County,1505.79747050852
Caldwell County,1415.76508560895
Calloway County,1628.87179279189
Calvary Christian,1400.79674273437
Campbell County,1580.04570648703
Campbellsville,1541.34449323731
Carlisle County,1491.55544733909
Carroll County,1454.59581238974
Casey County,1390.7603729722
Caverna,1487.79647782014
Cawood,1632.96063582377
Central,1480.6771989903
Central Hardin,1565.77367601407
Christian Academy-Louisville,1576.2194140134
Christian County,1743.50858276073
Christian Fellowship,1306.743903351
Clay County,1635.61620259887
Clinton County,1478.89641358786
Conner,1558.23310460183
Corbin,1635.14055307891
Cordia,1552.56956981944
Covington Catholic,1771.66832562812
Crittenden County,1431.49930715834
Cumberland,1374.47039818846
Cumberland County,1371.25712392762
Danville,1652.24408016525
Daviess County,1705.62315813232
Dawson Springs,1337.48608443648
Dayton,1338.61934239342
DeSales,1684.48122917788
Deming,1321.44688787353
Dixie Heights,1758.44636605303
Doss,1510.82951357159
DuPont Manual,1493.32912261056
East Carter,1536.73748363485
East Jessamine,1711.63566915338
Eastern,1561.44304876809
Edmonson County,1310.05376203103
Elizabethtown,1725.29058800665
Elkhorn City,1340.91503976247
Elliott County,1546.54171651381
Eminence,1419.00476027079
Estill County,1543.88286599865
Evangel Christian,1434.12517454461
Evarts,1492.79924491942
Fairdale,1598.59489228615
Fairview,1273.67330428083
Feds Creek,1348.31438167923
Fern Creek,1519.63575650142
Fleming County,1576.90976807437
Fleming-Neon,1292.75136655298
Fort Campbell,1370.91577324231
Fort Knox,1492.99356882361
Frankfort,1617.92274845057
Franklin County,1470.56701827515
Franklin-Simpson,1580.74033952324
Fulton City,1580.93197977973
Fulton County,1349.981733061
Gallatin County,1338.40376154349
Garrard County,1537.56306350254
George Rogers Clark,1611.20800237366
Glasgow,1665.30718597647
Grant County,1615.1266705686
Graves County,1604.54047282972
Grayson County,1655.27690349814
Green County,1496.66198102092
Greenup County,1444.10570292359
Greenwood,1536.22507793405
Hancock County,1358.27139950685
Harlan,1397.2063695465
Harrison County,1456.12841231019
Harrodsburg,1581.83893902827
Hart County,1464.95470926788
Hazard,1568.03580404227
Heath,1512.82266643479
Henderson County,1702.5322734768
Henry Clay,1678.41945734842
Henry County,1392.33892504997
Heritage Academy,1250.79341351501
Hickman County,1368.71708329911
Highlands,1736.13511988486
Holmes,1638.92087893851
Holy Cross (Covington),1562.64766440463
Holy Cross (Louisville),1485.28761540761
Hopkins County Central,1554.74200549455
Hopkinsville,1604.52552282968
Iroquois,1608.68519268372
Jackson City,1361.73520296713
Jackson County,1578.1914899016
Jeffersontown,1499.75938270731
Jenkins,1518.19085999241
John Hardin,1343.34383827899
Johnson Central,1592.67661853081
June Buchanan,1507.09817911172
Kentucky School f/t Deaf,1247.23345058327
Knott County Central,1488.65669190459
Knox Central,1480.89455210341
LaRue County,1632.06277478127
Lafayette,1586.29806195343
Lawrence County,1445.10283713007
Lee County,1322.92941371574
Leslie County,1491.32021519723
Letcher,1346.68921462155
Lewis County,1430.42868510583
Lexington Catholic,1889.86858465749
Lexington Christian,1486.23589332237
Lincoln County,1521.75034663842
Livingston Central,1425.49645258224
Lloyd Memorial,1508.72987898304
Logan County,1440.30379873352
Lone Oak,1450.80268353643
Louisville Collegiate,1335.29525638134
Ludlow,1525.96319347091
Lynn Camp,1392.07139824068
Lyon County,1494.04769773026
Madison Central,1598.91108080687
Madison Southern,1453.89449095426
Madisonville-North Hopkins,1575.10233311322
Magoffin County,1417.38567377235
Male,1845.09076615908
Marion County,1483.89268865414
Marshall County,1673.30129444309
Mason County,1789.48729654289
Mayfield,1548.19757738313
McCreary Central,1487.64393114451
McLean County,1417.4468972476
Meade County,1538.41062919356
Menifee County,1280.66795493666
Mercer County,1553.5024279439
Metcalfe County,1347.35067230889
Middlesboro,1426.70820687258
Millard,1515.94858305691
Millersburg Military,1274.78277746561
Model,1491.46307640891
Monroe County,1548.17624375473
Montgomery County,1704.28433483431
Monticello,1402.05577116898
Moore,1651.70154655589
Morgan County,1637.46468214491
Muhlenberg North,1695.35794314137
Muhlenberg South,1512.57068188043
Murray,1540.30106329569
Nelson County,1517.5414304833
Newport,1412.4283434032
Newport Central Catholic,1524.71666260294
Nicholas County,1379.5924175974
North Bullitt,1347.13174700929
North Hardin,1819.48950898889
North Laurel,1535.10040896804
Ohio County,1674.13817595738
Oldham County,1786.85853191145
Oneida Baptist Institute,1495.89707139245
Owen County,1443.99409568936
Owensboro,1730.77482338511
Owensboro Catholic,1528.56022836484
Owsley County,1497.16555023059
Paducah Tilghman,1805.0844655822
Paintsville,1653.49020265841
Paris,1525.91263455629
Paul Laurence Dunbar,1585.30903662587
Pendleton County,1515.48382144514
Perry County Central,1732.71285636489
Phelps,1392.35477932281
Piarist School,1214.84689319969
Pike County Central,1548.31652046035
Pikeville,1486.66998506535
Pineville,1287.9473361779
Pleasure Ridge Park,1710.45991164042
Portland Christian,1407.92460568452
Powell County,1581.63987877768
Prestonsburg,1425.84410421735
Providence,1276.15488698911
Pulaski County,1462.21385584771
Raceland,1518.12763536012
Red Bird,1590.13678317604
Reidland,1329.59721167166
Riverside Christian,1269.08531199725
Rockcastle County,1681.07590596256
Rose Hill Christian,1658.0428490334
Rowan County,1630.05593173757
Russell,1542.7398511673
Russell County,1458.44106840021
Russellville,1589.40182174839
Ryle,1733.40384271911
Sayre,1479.43167954665
Scott,1675.97452011247
Scott County,1764.77163488763
Seneca,1584.85191255168
Shawnee,1522.67855272399
Shelby County,1711.30363688557
Shelby Valley,1719.84373636515
Sheldon Clark,1519.28131388889
Silver Grove,1404.9552761711
Simon Kenton,1659.60711098397
Somerset,1647.08159211553
South Floyd,1643.58406228484
South Laurel,1644.46792999918
South Oldham,1560.60408139724
Southern,1315.01543365334
Southwestern,1559.86914027379
Spencer County,1473.91931884616
St. Henry,1684.67778593752
St. Mary,1633.99715742136
St. Patrick,1518.54348365016
St. Xavier,1672.35433686154
Tates Creek,1705.52200832352
Taylor County,1613.50938132297
Todd County Central,1642.92588939636
Trigg County,1451.68866956585
Trimble County,1423.03680000625
Trinity (Louisville),1564.61638863048
Trinity (Whitesville),1541.43574015639
Union County,1526.23865060102
University Heights,1633.3212662422
Valley,1455.40957042411
Villa Madonna,1353.90832074016
Waggener,1490.45231879909
Walden,1279.27542875781
Walton-Verona,1377.82753523658
Warren Central,1745.06976117284
Warren East,1404.21654972397
Washington County,1460.22584440243
Wayne County,1719.86523437663
Webster County,1590.05782284316
West Carter,1417.99340021142
West Jessamine,1630.02204243138
Western,1523.03385702051
Western Hills,1445.55578768913
Whitefield Academy,1362.77695894632
Whitesburg,1727.12684779698
Whitley County,1447.00654891532
Williamsburg,1358.5513662604
Williamstown,1457.71176906755
Wolfe County,1487.2784847377
Woodford County,1531.88628420033
Cloverport,1424.47208673622
Cornerstone Christian,1358.51572573092
Kentucky Country Day,1457.25849114333
St. Francis,1258.93001831344
