date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region
1998-11-16,Riverside Christian,Piarist School,82,69,2,Three Rivers Conference Tournament,0,0
1998-11-17,Dawson Springs,Livingston Central,67,54,1,,0,0
1998-11-17,Lee County,Menifee County,67,40,1,,0,0
1998-11-17,Lyon County,Providence,71,67,0,,0,0
1998-11-17,Red Bird,Piarist School,90,38,1,Three Rivers Conference Tournament,0,0
1998-11-17,Walton-Verona,Villa Madonna,72,42,0,,0,0
1998-11-17,Williamstown,Heritage Academy,76,71,1,,0,0
1998-11-19,Red Bird,Riverside Christian,104,60,1,Three Rivers Conference Tournament,0,0
1998-11-20,Augusta,Rose Hill Christian,68,66,0,,0,0
1998-11-20,Clinton County,Monticello,70,57,0,,0,0
1998-11-20,Dawson Springs,Providence,76,62,1,,0,0
1998-11-20,Gallatin County,Williamstown,98,61,1,,0,0
1998-11-20,Heritage Academy,Whitefield Academy,57,55,2,,0,0
1998-11-20,Livingston Central,Lyon County,72,62,1,,0,0
1998-11-20,Oneida Baptist Institute,Riverside Christian,97,46,2,Three Rivers Conference Tournament,0,0
1998-11-20,Red Bird,June Buchanan,66,60,1,Three Rivers Conference Tournament,0,0
1998-11-20,St. Mary,Hickman County,63,55,0,,0,0
1998-11-21,Heritage Academy,Christian Fellowship,57,48,0,,0,0
1998-11-21,Red Bird,Oneida Baptist Institute,65,60,1,Three Rivers Conference Tournament,0,0
1998-11-24,Clinton County,Cumberland County,101,80,1,,0,0
1998-11-24,Cordia,Letcher,108,105,0,,0,0
1998-11-24,Dawson Springs,Lyon County,65,62,1,,0,0
1998-11-24,Elliott County,Rose Hill Christian,94,33,1,,0,0
1998-11-24,Gallatin County,Walton-Verona,97,75,0,,0,0
1998-11-24,Heritage Academy,Augusta,86,73,0,,0,0
1998-11-24,Lee County,Buckhorn,62,57,0,,0,0
1998-11-24,Providence,Livingston Central,68,63,0,,0,0
1998-11-24,Red Bird,Piarist School,95,40,0,,0,0
1998-11-24,Riverside Christian,Jackson City,84,68,0,,0,0
1998-11-24,St. Mary,Carlisle County,63,53,1,,0,0
1998-11-24,St. Patrick,Deming,83,50,0,,0,0
1998-11-27,St. Henry,Villa Madonna,100,31,1,,0,0
1998-11-30,Ballard,Eastern,63,60,1,,0,0
1998-11-30,Boone County,Scott,86,77,0,Turfway Park-Kentucky Post Tip-off Classic Tournament,0,0
1998-11-30,Fort Knox,Caverna,80,70,1,,0,0
1998-11-30,Graves County,Fulton City,100,48,1,,0,0
1998-11-30,Green County,Washington County,53,50,0,,0,0
1998-11-30,Hart County,Cumberland County,69,64,0,,0,0
1998-11-30,Holmes,Ryle,76,52,2,Turfway Park-Kentucky Post Tip-off Classic Tournament,0,0
1998-11-30,Ludlow,Pendleton County,52,36,2,,0,0
1998-11-30,Metcalfe County,Russell County,76,67,1,,0,0
1998-11-30,Providence,Hopkins County Central,85,79,1,,0,0
1998-11-30,Sayre,Beth Haven,57,48,1,,0,0
1998-12-01,Allen Central,Feds Creek,85,69,1,,0,0
1998-12-01,Anderson County,Trimble County,57,53,0,,0,0
1998-12-01,Apollo,Muhlenberg South,58,54,0,Overtime,0,0
1998-12-01,Ashland Blazer,East Carter,71,49,2,,0,0
1998-12-01,Ballard Memorial,Reidland,52,47,1,Overtime,0,0
1998-12-01,Barbourville,Pineville,72,54,1,,0,0
1998-12-01,Bardstown,North Bullitt,62,48,0,,0,0
1998-12-01,Belfry,Pike County Central,72,56,0,,0,0
1998-12-01,Bellevue,Covington Latin,114,20,1,,0,0
1998-12-01,Berea,Danville,50,43,1,,0,0
1998-12-01,Bowling Green,Casey County,84,67,1,,0,0
1998-12-01,Butler County,Caverna,80,62,0,,0,0
1998-12-01,Campbellsville,Adair County,63,56,1,,0,0
1998-12-01,Christian Academy-Louisville,Louisville Collegiate,123,76,1,,0,0
1998-12-01,Clay County,Oneida Baptist Institute,89,65,1,,0,0
1998-12-01,Clinton County,Metcalfe County,82,65,0,,0,0
1998-12-01,Cordia,Whitesburg,94,67,0,,0,0
1998-12-01,DeSales,Oldham County,58,40,1,,0,0
1998-12-01,Deming,Augusta,80,69,1,,0,0
1998-12-01,DuPont Manual,Western,75,53,0,,0,0
1998-12-01,East Jessamine,Woodford County,74,72,1,Overtime,0,0
1998-12-01,Elizabethtown,Hart County,71,64,0,,0,0
1998-12-01,Elliott County,Fairview,56,51,0,,0,0
1998-12-01,Frankfort,Estill County,91,55,1,,0,0
1998-12-01,Franklin County,Model,122,40,1,,0,0
1998-12-01,Franklin-Simpson,Edmonson County,67,57,1,,0,0
1998-12-01,Garrard County,Lincoln County,67,65,1,,0,0
1998-12-01,George Rogers Clark,Paris,74,72,1,Overtime,0,0
1998-12-01,Grayson County,Trinity (Whitesville),100,80,1,,0,0
1998-12-01,Harrison County,Burgin,80,48,1,,0,0
1998-12-01,Hazard,Letcher,92,55,1,,0,0
1998-12-01,Hopkins County Central,Lyon County,84,56,1,,0,0
1998-12-01,Hopkinsville,Fort Campbell,74,50,0,,0,0
1998-12-01,Jeffersontown,South Oldham,71,66,0,,0,0
1998-12-01,June Buchanan,Piarist School,93,44,0,,0,0
1998-12-01,Knott County Central,Fleming-Neon,78,38,1,,0,0
1998-12-01,Knox Central,Middlesboro,62,60,1,Overtime,0,0
1998-12-01,Lafayette,Shelby Valley,82,47,1,,0,0
1998-12-01,Lawrence County,Rowan County,73,52,1,,0,0
1998-12-01,Lee County,Wolfe County,85,83,1,,0,0
1998-12-01,Leslie County,Jackson City,106,53,1,,0,0
1998-12-01,Lewis County,Bracken County,78,51,1,,0,0
1998-12-01,Lexington Catholic,Sayre,95,52,0,,0,0
