name,region,id,rating,massey,colley,elo,wins,losses,games_played
Bullitt East,6,32,NaN,NaN,57.96,57.63,2,1,3
Burgin,12,33,NaN,NaN,24.07,22.65,0,3,3
Butler County,3,34,NaN,NaN,44.03,45.44,0,2,1
Caldwell County,2,35,NaN,NaN,42.8,49.31,2,4,6
Calloway County,1,36,NaN,NaN,41.8,52.36,2,3,5
Calvary Christian,10,37,NaN,NaN,21.32,36.92,2,3,5
Campbell County,10,38,NaN,NaN,52.29,55.16,4,2,6
Campbellsville,5,39,NaN,NaN,34.7,41.92,2,5,7
Carlisle County,1,40,NaN,NaN,50.55,50.95,3,1,4
Carroll County,8,41,NaN,NaN,44.03,35.98,0,1,1
Casey County,12,42,NaN,NaN,35.8,28.42,2,2,4
Caverna,5,43,NaN,NaN,19.38,20.5,0,4,4
Central Hardin,5,44,NaN,NaN,44.03,52.3,1,1,2
Christian Academy-Louisville,7,45,NaN,NaN,38.59,42.26,2,4,6
Christian Fellowship,1,46,NaN,NaN,44.03,33.7,4,2,6
Clay County,13,47,NaN,NaN,66.3,63.47,2,0,2
Clinton County,4,48,NaN,NaN,72.43,64.94,7,0,7
Collins,8,49,NaN,NaN,33.47,66.68,4,2,6
Community Christian (Paducah),1,50,NaN,NaN,25.91,16.13,1,5,5
Conner,9,51,NaN,NaN,57.62,66.76,4,1,4
Cooper,9,52,NaN,NaN,55.77,55.4,1,2,3
Corbin,13,53,NaN,NaN,39.45,50.88,1,1,2
Cordia,14,54,NaN,NaN,36.36,39.08,2,3,5
Covington Catholic,9,55,NaN,NaN,75.09,75.64,4,1,5
Covington Latin,9,56,NaN,NaN,44.03,12.2,0,3,2
Crittenden County,2,57,NaN,NaN,38.36,41,1,3,4
Cumberland County,4,58,NaN,NaN,33.37,31.02,1,4,5
Danville,12,59,NaN,NaN,42.49,53.67,4,2,6
Danville Christian,12,60,NaN,NaN,56.45,36.58,2,1,3
Daviess County,3,61,NaN,NaN,31.62,37.07,2,3,5
Dayton,9,62,NaN,NaN,44.03,31.13,1,2,3
DeSales,6,63,NaN,NaN,46.1,56.96,3,3,6
Dixie Heights,9,64,NaN,NaN,61.94,56.27,3,2,5
East Carter,16,65,NaN,NaN,44.03,43.96,2,0,2
East Jessamine,12,66,NaN,NaN,52.69,58.1,3,1,4
East Ridge,15,67,NaN,NaN,49.52,46.59,3,1,4
Edmonson County,3,68,NaN,NaN,44.03,40.4,3,1,4
Elizabethtown,5,69,NaN,NaN,56.23,71.14,3,1,4
Elliott County,16,70,NaN,NaN,26.65,40.72,0,3,3
Eminence,8,71,NaN,NaN,23.65,21.71,0,3,3
Estill County,14,72,NaN,NaN,45.67,46.21,2,2,4
Evangel Christian,6,73,NaN,NaN,42.22,25.88,2,4,6
Fairview,16,74,NaN,NaN,44.03,34.1,1,4,5
Floyd Central,15,75,NaN,NaN,44.03,35.91,1,3,4
Frankfort,11,76,NaN,NaN,44.03,54.28,1,4,5
Frankfort Christian,11,77,NaN,NaN,33.5,15.97,0,1,1
Franklin County,11,78,NaN,NaN,14.77,43.09,1,3,4
Franklin-Simpson,4,79,NaN,NaN,57.13,53.28,2,1,3
Frederick Douglass,11,80,NaN,NaN,51.35,59.67,2,1,3
Fulton City,1,81,NaN,NaN,44.03,30.67,0,5,4
Fulton County,1,82,NaN,NaN,19.76,33,0,4,4
Gallatin County,8,83,NaN,NaN,41.49,47.72,1,2,3
Garrard County,12,84,NaN,NaN,35.8,42.17,1,2,3
George Rogers Clark,10,85,NaN,NaN,70.59,74.38,6,0,6
Glasgow,4,86,NaN,NaN,43.66,46.12,2,3,5
Grant County,8,87,NaN,NaN,29.85,52,2,4,6
Graves County,1,88,NaN,NaN,46.18,49.98,2,2,4
Grayson County,3,89,NaN,NaN,44.27,43.76,3,2,5
Great Crossing,11,90,NaN,NaN,25.97,45.03,1,5,6
Green County,5,91,NaN,NaN,50.85,38.71,4,2,6
Greenup County,16,92,NaN,NaN,30.83,44.67,2,4,6
Greenwood,4,93,NaN,NaN,51.68,54.6,3,3,6
Hancock County,3,94,NaN,NaN,19.74,31.09,1,3,3
Harlan,13,95,NaN,NaN,65.06,53.09,3,0,3
Harlan County,13,96,NaN,NaN,72.34,65.6,5,0,5
Harrison County,10,97,NaN,NaN,36.33,35.78,2,3,4
Hart County,5,98,NaN,NaN,44.18,44.51,2,3,5
Hazard,14,99,NaN,NaN,59.45,66.99,5,2,7
Henderson County,2,100,NaN,NaN,62.21,54.93,2,1,2
Henry Clay,11,101,NaN,NaN,59.82,74.03,4,2,6
Henry County,8,102,NaN,NaN,65.32,54.07,5,0,5
Heritage Academy,9,103,NaN,NaN,23.04,20.67,0,2,2
Hickman County,1,104,NaN,NaN,45.97,38.92,3,2,4
Highlands,9,105,NaN,NaN,65.26,70.78,2,2,4
Highlands Latin,NaN,106,NaN,NaN,44.03,44.48,1,5,6
Holmes,9,107,NaN,NaN,40.72,44.95,2,3,5
Holy Cross (Covington),9,108,NaN,NaN,51.32,54.85,3,3,6
Holy Cross (Louisville),6,109,NaN,NaN,42.24,40.78,3,1,3
Hopkins County Central,2,110,NaN,NaN,28.91,35.38,0,2,2
Jackson County,13,111,NaN,NaN,44.03,40.99,1,3,4
Jenkins,15,112,NaN,NaN,44.03,18.36,1,3,4
John Hardin,5,113,NaN,NaN,76.77,76.75,3,0,3
Johnson Central,15,114,NaN,NaN,64.8,60.64,4,1,5
June Buchanan,14,115,NaN,NaN,11.6,13.7,1,6,7
Kentucky Country Day,7,116,NaN,NaN,38.68,44.13,1,3,4
Knott County Central,14,117,NaN,NaN,44.03,49.03,5,1,6
Knox Central,13,118,NaN,NaN,60.2,67.78,2,0,2
Lafayette,11,119,NaN,NaN,46.92,52.76,2,4,6
LaRue County,5,120,NaN,NaN,68.49,63.22,3,0,3
Lawrence County,15,121,NaN,NaN,43.28,56.42,3,1,4
Lee County,14,122,NaN,NaN,21.46,20.38,3,4,7
Leslie County,14,123,NaN,NaN,53.48,46.79,3,2,5
Letcher County Central,14,124,NaN,NaN,40.5,38.27,2,2,4
Lewis County,16,125,NaN,NaN,38.51,50.71,3,3,6
Lexington Catholic,11,126,NaN,NaN,80.25,78.99,6,0,6
Lexington Christian,11,127,NaN,NaN,55.17,58.39,4,2,6
Lincoln County,12,128,NaN,NaN,58.03,63.87,2,1,3
Livingston Central,2,129,NaN,NaN,24.3,26.55,1,2,3
Lloyd Memorial,9,130,NaN,NaN,42.67,48.51,2,1,3
Logan County,4,131,NaN,NaN,31.36,59.84,0,2,2
Louisville Collegiate,7,132,NaN,NaN,32.49,51.28,0,3,3
Ludlow,9,133,NaN,NaN,36.99,42.68,3,2,5
Lynn Camp,13,134,NaN,NaN,30.05,34.8,1,2,2
Lyon County,2,135,NaN,NaN,74.12,65.95,6,0,6
Madison Central,11,136,NaN,NaN,62.61,63.51,4,1,5
Madison Southern,11,137,NaN,NaN,26.12,47.32,1,4,5
Madisonville-North Hopkins,2,138,NaN,NaN,60.8,75.28,3,1,4
Magoffin County,15,139,NaN,NaN,28.58,38.83,2,3,5
Marion County,5,140,NaN,NaN,44.03,64.24,2,5,7
Marshall County,1,141,NaN,NaN,37.92,57.13,2,3,5
Martin County,15,142,NaN,NaN,41.4,57.11,2,4,6
Mason County,10,143,NaN,NaN,56.18,61.1,4,1,5
Mayfield,1,144,NaN,NaN,30.37,51.61,2,1,3
McCracken County,1,145,NaN,NaN,64.87,74.91,4,3,5
McCreary Central,12,146,NaN,NaN,55.08,43.52,3,2,5
McLean County,3,147,NaN,NaN,45.34,50.1,4,2,5
Meade County,3,148,NaN,NaN,59,46.91,2,0,2
Menifee County,16,149,NaN,NaN,10.54,27.4,0,5,5
Mercer County,12,150,NaN,NaN,54.56,45.35,1,0,1
Metcalfe County,4,151,NaN,NaN,54.93,45.98,4,2,6
Middlesboro,13,152,NaN,NaN,44.05,52.82,2,2,4
Model,11,153,NaN,NaN,17.97,31.13,1,4,4
Monroe County,4,154,NaN,NaN,34.75,36.69,1,3,4
Montgomery County,10,155,NaN,NaN,54.96,62.76,2,1,3
Morgan County,16,156,NaN,NaN,44.03,39.34,3,1,4
Muhlenberg County,3,157,NaN,NaN,64.44,60.71,2,0,2
Murray,1,158,NaN,NaN,60.16,60.01,4,1,5
Nelson County,5,159,NaN,NaN,15.85,32.87,2,4,4
Newport,9,160,NaN,NaN,31.56,47.87,1,3,4
Newport Central Catholic,9,161,NaN,NaN,48.95,53.82,2,2,4
Nicholas County,10,162,NaN,NaN,22.77,24.89,1,5,6
North Bullitt,6,163,NaN,NaN,19.07,51.95,0,3,3
North Hardin,5,164,NaN,NaN,55.26,53.56,2,1,3
North Laurel,13,165,NaN,NaN,78.25,69.72,5,0,5
North Oldham,8,166,NaN,NaN,47.58,56.22,1,0,1
Ohio County,3,167,NaN,NaN,47.14,53,2,2,4
Oldham County,8,168,NaN,NaN,57.07,73.12,1,0,1
Owen County,8,169,NaN,NaN,44.03,28.6,3,2,5
Owensboro,3,170,NaN,NaN,44.03,60.94,1,0,1
Owensboro Catholic,3,171,NaN,NaN,73.4,64.27,6,0,5
Owsley County,14,172,NaN,NaN,33.86,31.91,2,2,4
Paducah Tilghman,1,173,NaN,NaN,56.43,61.88,3,1,4
Paintsville,15,174,NaN,NaN,47.01,53.39,2,2,4
Paris,10,175,NaN,NaN,22.6,38.04,0,3,3
Paul Laurence Dunbar,11,176,NaN,NaN,78.02,69.42,4,0,4
Pendleton County,10,177,NaN,NaN,32.16,36.91,2,2,4
Perry County Central,14,178,NaN,NaN,24.49,41.26,0,4,4
Phelps,15,179,NaN,NaN,14.94,40.95,0,5,5
Pike County Central,15,180,NaN,NaN,50.69,42.74,3,1,3
Pikeville,15,181,NaN,NaN,61.98,60.85,3,1,4
Pineville,13,182,NaN,NaN,54.2,41.29,2,1,3
Portland Christian,7,183,NaN,NaN,44.03,35.27,2,1,3
Powell County,14,184,NaN,NaN,28.14,25.51,0,2,2
Prestonsburg,15,185,NaN,NaN,26.5,34.41,0,2,2
Pulaski County,12,186,NaN,NaN,53.31,59.94,4,2,6
Raceland,16,187,NaN,NaN,37.71,47.41,3,2,5
Red Bird,13,188,NaN,NaN,30,33.05,0,1,1
Robertson County,10,189,NaN,NaN,55.58,58.77,4,1,5
Rockcastle County,12,190,NaN,NaN,34.26,40.02,1,2,3
Rose Hill Christian,16,191,NaN,NaN,6.5,20.43,0,8,7
Rowan County,16,192,NaN,NaN,63.89,68.61,2,0,2
Russell,16,193,NaN,NaN,59.69,56.55,4,1,5
Russell County,4,194,NaN,NaN,41.85,40.82,2,4,6
Russellville,4,195,NaN,NaN,36.55,28.67,2,2,4
Ryle,9,196,NaN,NaN,48.1,45.78,3,2,4
Sayre,11,197,NaN,NaN,50.97,48.91,4,1,5
Scott,10,198,NaN,NaN,44.43,43.4,1,2,3
Scott County,11,199,NaN,NaN,32.12,51.37,1,5,6
Shelby County,8,200,NaN,NaN,44.03,40.25,1,3,3
Shelby Valley,15,201,NaN,NaN,58.9,60.22,4,1,5
Simon Kenton,8,202,NaN,NaN,59.93,65.24,4,1,5
Somerset,12,203,NaN,NaN,68.15,65.74,5,0,5
South Laurel,13,204,NaN,NaN,61.97,69.88,4,1,5
South Oldham,8,205,NaN,NaN,41.05,62.8,1,1,2
South Warren,4,206,NaN,NaN,42.61,49.55,1,1,2
Southwestern,12,207,NaN,NaN,44.03,49.23,4,2,5
Spencer County,8,208,NaN,NaN,36.89,53.73,3,3,6
St. Henry,9,209,NaN,NaN,44.03,68.38,5,1,6
St. Mary,1,210,NaN,NaN,45.16,41.18,3,3,6
St. Patrick,10,211,NaN,NaN,12.15,16.02,0,6,6
St. Xavier,7,212,NaN,NaN,70.85,65.1,4,1,5
Tates Creek,11,213,NaN,NaN,45.3,56.32,2,3,5
Taylor County,5,214,NaN,NaN,28.13,44.27,1,3,4
Thomas Nelson,5,215,NaN,NaN,47.52,42.32,6,2,8
Todd County Central,4,216,NaN,NaN,13.28,22.66,0,4,4
Trigg County,2,217,NaN,NaN,29.79,33.48,1,2,3
Trimble County,8,218,NaN,NaN,12.57,31.9,0,5,5
Trinity (Louisville),7,219,NaN,NaN,62.14,68.03,4,1,5
Trinity (Whitesville),3,220,NaN,NaN,44.03,31.85,1,1,2
Union County,2,221,NaN,NaN,44.95,42.17,4,2,5
University Heights,2,222,NaN,NaN,35.52,48.91,1,5,6
Villa Madonna,9,223,NaN,NaN,44.03,29.88,2,3,5
Walden,7,224,NaN,NaN,44.03,33.88,1,1,2
Walton-Verona,8,225,NaN,NaN,66.79,52.91,6,1,7
Warren Central,4,226,NaN,NaN,40.83,70,1,1,2
Warren East,4,227,NaN,NaN,30.98,35.83,0,2,2
Washington County,5,228,NaN,NaN,59.49,43.05,5,1,6
Wayne County,12,229,NaN,NaN,22.52,43.74,0,3,3
Webster County,2,230,NaN,NaN,66.88,64.56,5,2,6
West Carter,16,231,NaN,NaN,45.64,51.53,3,1,4
West Jessamine,12,232,NaN,NaN,56.67,66.22,3,2,5
Western Hills,11,233,NaN,NaN,44.03,36.54,2,3,4
Whitefield Academy,6,234,NaN,NaN,34.13,35.15,0,2,1
Whitley County,13,235,NaN,NaN,51.31,42.71,3,1,4
Williamsburg,13,236,NaN,NaN,26.43,45.92,2,2,2
Williamstown,8,237,NaN,NaN,49.28,36.68,2,2,3
Wolfe County,14,238,NaN,NaN,42.28,51.53,2,3,5
Woodford County,8,239,NaN,NaN,57.04,59.94,4,2,6
Cloverport,NaN,240,NaN,NaN,44.03,25.48,0,5,4
Foundation Christian Academy,NaN,241,NaN,NaN,19.32,40.22,0,2,2
Highlands Latin,NaN,242,NaN,NaN,24.41,34.17,1,5,6
Somerset Christian School,NaN,243,NaN,NaN,44.03,44.74,1,3,4
Trinity Christian,NaN,244,NaN,NaN,33.7,43.09,0,1,1
Riverside Christian,14,245,NaN,NaN,44.03,44.74,0,4,2
