date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region,lose_id,win_id
2021-01-16,Garrard County,Bell County,78,74,1,(overtime),1,0,14,84
2021-01-16,Glasgow,Warren East,77,60,0,,0,0,227,86
2021-01-16,Hazard,Perry County Central,58,48,0,,0,0,178,99
2021-01-16,Henry County,Highlands Latin,82,57,1,,0,0,242,102
2021-01-16,John Hardin,Bullitt East,71,52,0,,0,0,32,113
2021-01-16,Lee County,Menifee County,71,66,0,,0,0,149,122
2021-01-16,Lexington Catholic,Holmes,85,60,1,,0,0,107,126
2021-01-16,Metcalfe County,Adair County,51,40,0,,0,0,1,151
2021-01-16,Middlesboro,Burgin,64,45,0,,0,0,33,152
2021-01-16,North Oldham,Trimble County,100,81,1,,0,0,218,166
2021-01-16,Oldham County,South Oldham,59,51,1,,0,0,205,168
2021-01-16,Paducah Tilghman,Graves County,79,56,1,,0,0,88,173
2021-01-16,Robertson County,Model,75,58,1,,0,0,153,189
2021-01-16,Russell,Lewis County,55,46,1,,0,0,125,193
2021-01-16,South Warren,Apollo,58,45,0,,0,0,4,206
2021-01-16,Tates Creek,Bracken County,71,63,0,,0,0,26,213
2021-01-16,Thomas Nelson,Community Christian (Paducah),74,33,0,,0,0,50,215
2021-01-16,Trinity (Louisville),Greenwood,65,50,1,,0,0,93,219
2021-01-16,Warren Central,University Heights,80,77,0,(overtime),1,0,222,226
2021-01-16,Washington County,Nelson County,71,56,0,,0,0,159,228
2021-01-16,West Jessamine,Pulaski County,74,65,1,,0,0,186,232
2021-01-17,Lexington Catholic,Highlands,73,57,1,,0,0,105,126
2021-01-17,Simon Kenton,Lafayette,63,57,1,,0,0,119,202
2021-01-18,Danville,Belfry,79,57,2,Sayre School-Jim Lankster Classic.,0,0,13,59
2021-01-18,Ashland Blazer,Robertson County,89,68,1,,0,0,189,5
2021-01-18,Barren County,Hart County,62,53,1,,0,0,98,10
2021-01-18,Clinton County,Campbellsville,47,38,1,,0,0,39,48
2021-01-18,Danville Christian,Caverna,67,62,1,,0,0,43,60
2021-01-18,DeSales,Bullitt Central,73,39,0,,0,0,31,63
2021-01-18,Grant County,Trimble County,60,45,0,,0,0,218,87
2021-01-18,Harrison County,Bracken County,65,53,1,,0,0,26,97
2021-01-18,Hazard,Cordia,101,71,1,,0,0,54,99
2021-01-18,Leslie County,Perry County Central,49,44,0,,0,0,178,123
2021-01-18,Lewis County,Rose Hill Christian,76,52,1,,0,0,191,125
2021-01-18,Ludlow,Calvary Christian,74,72,1,,0,0,37,133
2021-01-18,Lyon County,Caldwell County,93,63,0,,0,0,35,135
2021-01-18,Martin County,Betsy Layne,75,59,1,,0,0,19,142
2021-01-18,McCracken County,Marshall County,64,53,0,,0,0,141,145
2021-01-18,Middlesboro,Red Bird,56,20,0,,0,0,188,152
2021-01-18,Russell County,Cumberland County,54,46,0,,0,0,58,194
2021-01-18,South Oldham,North Bullitt,69,59,0,,0,0,163,205
2021-01-18,Taylor County,Foundation Christian Academy,79,20,1,,0,0,241,214
2021-01-18,Walton-Verona,Campbell County,70,64,1,,0,0,38,225
2021-01-18,Webster County,Calloway County,71,64,1,,0,0,36,230
