106	40	51	14	37	1	0	0	
185	155	28	13	15	0	0	0	
207	85	22	21	1	1	1	0	
-1	109	38	32	6	0	0	0	
1	140	7	0	7	1	0	0	
2	195	60	18	42	1	0	0	
3	127	22	6	16	1	0	0	
4	22	46	0	46	0	0	0	
5	102	12	8	4	0	0	0	
6	214	11	2	9	1	0	0	
7	211	8	6	2	1	0	0	
13	88	41	14	27	1	0	0	
14	120	41	28	13	1	0	0	
15	190	51	20	31	1	0	0	
-1	18	20	0	20	0	0	0	
17	105	40	21	19	0	0	0	
19	54	28	21	7	0	0	0	
20	161	33	19	14	0	0	0	
21	9	49	0	49	0	0	0	
23	42	21	0	21	0	0	0	
27	151	25	6	19	0	0	0	
28	150	34	14	20	1	0	0	
32	133	14	10	4	1	0	0	
36	52	27	19	8	1	0	0	
39	169	18	0	18	1	0	0	
41	108	43	0	43	0	0	0	
43	91	34	28	6	0	0	0	
46	147	27	12	15	1	0	0	
50	71	22	9	13	0	0	0	
51	158	15	14	1	0	0	0	
53	193	35	7	28	0	0	0	
58	153	35	30	5	2	0	0	
60	104	29	7	22	1	0	0	
61	86	12	8	4	0	0	0	
62	8	48	29	19	0	0	0	
63	-1	1	0	1	1	0	0	
64	126	42	40	2	0	0	0	
65	55	20	19	1	1	0	0	
66	160	44	8	36	0	0	0	
67	182	27	19	8	0	0	0	
68	10	45	7	38	0	0	0	
69	101	44	7	37	1	0	0	
70	90	35	18	17	0	0	0	
73	79	34	14	20	1	0	0	
78	34	30	14	16	1	0	0	
81	33	27	7	20	0	0	0	
94	162	47	0	47	1	0	0	
95	76	39	0	39	1	0	0	
96	180	31	14	17	1	0	0	
97	89	23	7	16	1	0	0	
107	12	35	19	16	0	0	0	
110	87	41	3	38	0	0	0	
111	31	42	6	36	1	0	0	
113	-1	42	6	36	0	0	0	
115	142	42	21	21	0	0	0	
116	128	28	24	4	0	0	0	
118	47	41	21	20	1	0	0	
119	77	14	7	7	1	0	0	
129	56	27	14	13	0	0	0	
130	83	48	14	34	1	0	0	
132	84	47	13	34	0	0	0	
134	124	30	21	9	1	0	0	
135	154	28	14	14	0	0	0	
136	30	28	14	14	0	0	0	
138	38	22	0	22	0	0	0	
143	57	12	3	9	1	0	0	
144	26	27	0	27	0	0	0	
145	49	24	7	17	1	0	0	
146	29	31	6	25	0	0	0	
148	11	26	22	4	0	0	0	
149	24	27	13	14	0	0	0	
152	103	48	0	48	1	0	0	
157	93	17	14	3	1	0	0	
163	123	27	6	21	1	0	0	
164	114	53	16	37	1	0	0	
171	166	46	20	26	0	0	0	
174	74	42	12	30	0	0	0	
176	141	36	19	17	0	0	0	
178	0	40	22	18	0	0	0	
184	16	20	14	6	1	0	0	
186	59	52	13	39	1	0	0	
187	167	48	17	31	0	0	0	
188	181	50	0	50	0	0	0	
191	139	42	13	29	0	0	0	
192	156	21	14	7	0	0	0	
196	48	63	7	56	1	0	0	
197	218	33	27	6	0	0	0	
200	208	32	12	20	0	0	0	
202	117	14	13	1	0	0	0	
203	100	9	6	3	0	1	0	
205	204	14	13	1	0	0	0	
209	35	21	20	1	1	0	0	
210	44	52	0	52	1	0	0	
212	170	28	14	14	1	0	0	
213	80	36	8	28	0	0	0	
215	72	43	14	29	1	0	0	
216	175	42	6	36	0	0	0	
217	168	44	43	1	0	0	0	
122	92	34	0	34	0	0	0	
179	121	28	13	15	1	0	0	
-1	98	28	7	21	1	0	0	
206	201	13	12	1	1	0	0	
