Names,Elo
Adair County,1593.49824332437
Allen Central,1490.8893736948
Allen County-Scottsville,1526.84476598997
Anderson County,1483.03542205349
Apollo,1449.46754817267
Ashland Blazer,1540.28010134522
Atherton,1416.67018822204
Ballard,1521.85626889162
Ballard Memorial,1511.48285546141
Bardstown,1493.61990367659
Barren County,1473.12545340302
Bath County,1482.02836914937
Beechwood,1618.09430106387
Belfry,1679.27065657169
Bell County,1576.57103585506
Bellevue,1426.50402542065
Berea,1389.5441945593
Bethlehem,1556.39024627922
Betsy Layne,1383.17473133548
Bishop Brossart,1558.58280256582
Boone County,1381.38599248118
Bourbon County,1464.30618904046
Bowling Green,1686.39542359562
Boyd County,1448.07014548579
Boyle County,1594.01221318572
Bracken County,1447.26574565553
Breathitt County,1484.82297377579
Breckinridge County,1413.53823998248
Bryan Station,1533.30005519832
Bullitt Central,1505.84427900374
Bullitt East,1466.62564138924
Butler,1432.22062516772
Butler County,1575.5858368937
Caldwell County,1602.43792522152
Calloway County,1474.67889119035
Campbell County,1428.41336902164
Campbellsville,1527.54956537866
Carroll County,1477.00745551962
Casey County,1490.72203167118
Caverna,1422.76944736793
Central,1605.38820777594
Central Hardin,1589.36059027028
Christian Academy-Louisville,1588.26989345311
Christian County,1550.44039695502
Clay County,1409.40910141135
Clinton County,1502.13064227661
Collins,1496.8777134739
Conner,1542.28254187573
Cooper,1594.84437850165
Corbin,1567.40157784299
Covington Catholic,1515.28316501022
Crittenden County,1511.94058265739
Danville,1624.29166637123
Daviess County,1520.96269691451
Dayton,1406.33391529944
DeSales,1594.09544615565
Dixie Heights,1459.52174857782
Doss,1471.11680321254
DuPont Manual,1574.21324585507
East Carter,1393.57068324587
East Jessamine,1519.475906608
East Ridge,1496.08084493684
Eastern,1483.15143626894
Edmonson County,1509.02596071079
Elizabethtown,1647.62996458125
Eminence,1434.15171318396
Estill County,1510.22036546934
Fairdale,1549.51335032465
Fairview,1565.62486959124
Fern Creek,1629.66976772383
Fleming County,1532.31932444994
Fort Campbell,1435.80590571948
Fort Knox,1437.85692214703
Frankfort,1462.66532690779
Franklin County,1532.14167402037
Franklin-Simpson,1554.62646329468
Fulton City,1476.21345929998
Fulton County,1420.58452220062
Gallatin County,1429.6802698415
Garrard County,1532.75990967153
George Rogers Clark,1388.93001558839
Glasgow,1507.09057269368
Grant County,1452.14302747599
Graves County,1500.78057853398
Grayson County,1418.82639391072
Green County,1469.23229417863
Greenup County,1514.80170762003
Greenwood,1569.25812966699
Hancock County,1419.02100421941
Harlan,1534.82368377473
Harlan County,1472.68885641464
Harrison County,1476.68565810451
Hart County,1500.6977445063
Hazard,1588.08347509366
Henderson County,1489.979013097
