Names,Massey
Danville,33.4326623824686
Holy Cross (Louisville),12.4161766974976
Somerset,15.5786401353122
Green County,19.2488772957867
Christian Academy-Louisville,6.8303381400912
Harrodsburg,12.6208994055476
Fort Knox,-10.5755994881933
Trimble County,-20.6110440427689
Campbellsville,-9.24111143909868
Frankfort,-26.099391364992
Metcalfe County,-15.1672584613465
Newport Central Catholic,25.334308060262
Paris,5.46971147645284
Beechwood,19.518501104002
Nicholas County,1.90569153371203
Bellevue,-0.992247243403622
Berea,-7.54119620054123
Raceland,-12.6128330028288
Holy Cross (Covington),-8.58615459313723
Lexington Christian,-30.304985240261
Fairview,-33.2714805156635
Dayton,-18.2015073196491
Ludlow,-32.4926356672236
Ballard Memorial,16.1894483665578
Crittenden County,3.47018376555452
Murray,11.5840600624062
Mayfield,23.5572652823478
Hancock County,0.815499216790255
Fulton City,1.83906856285133
Russellville,-1.85435906295006
Fulton County,-28.2811678484589
McLean County,-26.6642100640384
Fleming-Neon,-0.580028251209225
Paintsville,4.71810947638826
Hazard,2.51745431971783
Middlesboro,4.77943679382608
Cumberland,-19.0731268052861
Lynn Camp,-15.6836369836021
Pikeville,-8.21289168007419
Harlan,-17.9553487868463
Evarts,-17.0543218139593
South Floyd,-32.5862696047001
Phelps,-32.6824586750316
Williamsburg,-22.7099155159095
Pineville,-25.2531373829342
Elkhorn City,-36.3639209993128
Allen Central,-39.1002736550623
Jenkins,-40.5850099245312
Bardstown,38.248271400922
Corbin,20.0798633742028
LaRue County,25.0039795845843
Russell County,6.20396522971277
Moore,14.084834854326
Washington County,3.93527842234211
Western,-12.3137934288843
Taylor County,2.64239172705693
Elizabethtown,6.71402409442831
DeSales,-3.62736852023029
Adair County,-24.0528471838288
Wayne County,-5.03821153929698
Casey County,-23.977063247483
Shawnee,-18.2048693680904
Prestonsburg,15.1833496462337
Leslie County,-0.0331111424627357
Belfry,4.73446385305897
Breathitt County,6.51506685603845
Madison Southern,-5.29455740400859
Pike County Central,-16.5586296262457
Whitesburg,-16.1720266913013
