Names,Elo
Adair County,1449.63188226393
Allen Central,1423.47628475916
Allen County-Scottsville,1455.85318550185
Anderson County,1612.74958599235
Apollo,1417.53383291864
Ashland Blazer,1549.26553826972
Atherton,1380.04694251777
Ballard,1504.93577033941
Ballard Memorial,1528.36676218943
Bardstown,1574.06702374005
Barren County,1467.45692688674
Bath County,1457.31209996585
Beechwood,1543.31614852548
Belfry,1664.59287047958
Bell County,1544.09486159141
Bellevue,1518.75098753439
Berea,1419.3138683272
Bethlehem,1575.98440276875
Betsy Layne,1570.15474925801
Bishop Brossart,1436.51418738836
Boone County,1386.09511649572
Bourbon County,1638.57397927708
Bowling Green,1663.94242331258
Boyd County,1427.92268210418
Boyle County,1606.62196216312
Bracken County,1423.16364434301
Breathitt County,1534.11688952401
Breckinridge County,1406.34339797506
Bryan Station,1505.15462632047
Bullitt Central,1466.70174869724
Bullitt East,1595.82995782563
Butler,1608.24537559491
Butler County,1536.23955901665
Caldwell County,1635.1838593536
Calloway County,1479.1851200406
Campbell County,1550.48194511082
Campbellsville,1476.04472512536
Carroll County,1506.31254142972
Casey County,1437.91960816156
Caverna,1417.13747487358
Central,1576.16640996676
Central Hardin,1610.79422995903
Christian Academy-Louisville,1601.94284214189
Christian County,1489.60619050965
Clay County,1423.89292338329
Clinton County,1478.43798027835
Collins,1666.08457239095
Conner,1555.40596911635
Cooper,1450.21554140471
Corbin,1568.91899140283
Covington Catholic,1610.64610514584
Crittenden County,1446.77319100758
Danville,1509.60327987604
Daviess County,1525.16538906181
Dayton,1405.93770703159
DeSales,1667.05748444946
Dixie Heights,1539.64861449663
Doss,1503.98333225876
DuPont Manual,1569.00844159012
East Carter,1467.62917861577
East Jessamine,1409.81864869982
East Ridge,1519.2048509388
Eastern,1481.77692181751
Edmonson County,1465.68008747751
Elizabethtown,1499.39286683065
Eminence,1477.92723211651
Estill County,1493.72962995112
Fairdale,1382.66865263122
Fairview,1549.94364051154
Fern Creek,1509.8495664256
Fleming County,1477.75735886805
Fort Campbell,1502.34387293299
Fort Knox,1430.55479823724
Frankfort,1608.32522297581
Franklin County,1598.86211970942
Franklin-Simpson,1553.6131913258
Fulton City,1424.05002833309
Fulton County,1467.92705015098
Gallatin County,1573.30428486467
Garrard County,1552.03756725204
George Rogers Clark,1427.62723316238
Glasgow,1592.81126479946
Grant County,1415.78303999068
Graves County,1573.44723813688
Grayson County,1483.40950641363
Green County,1497.77881207455
Greenup County,1417.92524386619
Greenwood,1444.30457619475
Hancock County,1426.1286533033
Harlan,1418.41074971823
Harlan County,1571.50781245779
Harrison County,1451.36032345008
Hart County,1469.20657885555
Hazard,1584.08644741034
Henderson County,1563.72955360007
Henry Clay,1565.55189946275
Henry County,1503.43522181597
Highlands,1646.96520066707
Holmes,1488.67900515329
Holy Cross (Covington),1404.13631980737
Holy Cross (Louisville),1518.91739040854
Hopkins County Central,1382.97645923986
Hopkinsville,1458.02928451056
Iroquois,1481.6843506862
Jackson County,1520.72291274158
Jeffersontown,1450.88398351072
Jenkins,1393.99824290643
John Hardin,1608.02011817467
Johnson Central,1596.38537876063
Kentucky Country Day,1487.09295414119
Knott County Central,1472.63458329784
Knox Central,1502.0211952321
LaRue County,1390.81372955127
Lafayette,1441.1932636706
Lawrence County,1528.42968898744
Leslie County,1422.98423220105
Letcher County Central,1453.68187050721
Lewis County,1535.99558480682
Lexington Catholic,1594.11896691994
Lexington Christian,1397.83678183992
Lincoln County,1498.52502596058
Lloyd Memorial,1505.73998560459
Logan County,1384.26932211497
Ludlow,1474.95737742723
Lynn Camp,1432.4066180475
Madison Central,1430.11835217813
Madison Southern,1605.17348509734
Madisonville-North Hopkins,1503.129094177
Magoffin County,1506.89513346507
Male,1619.09245317942
Marion County,1477.86907906864
Marshall County,1413.5368143724
Mason County,1629.07048383711
Mayfield,1668.17010192429
McCracken County,1579.3091275509
McCreary Central,1398.90625239748
McLean County,1471.1486985826
Meade County,1631.66400595023
Mercer County,1562.17670061615
Metcalfe County,1499.1649046416
Middlesboro,1554.50893115514
Monroe County,1554.19423059425
Montgomery County,1521.92278577245
Moore,1459.24253359197
Morgan County,1462.28071538633
Muhlenberg County,1515.08995498203
Murray,1598.61274300902
Nelson County,1547.11455971767
Newport,1508.52954266575
Newport Central Catholic,1591.38235944701
Nicholas County,1413.49453057008
North Bullitt,1447.36122787857
North Hardin,1411.99304002705
North Laurel,1536.62966769085
North Oldham,1569.08674413767
Ohio County,1410.73785147133
Oldham County,1411.91163103615
Owen County,1420.59496232552
Owensboro,1575.97898910281
Owensboro Catholic,1582.54693174538
Paducah Tilghman,1576.05397183157
Paintsville,1535.62444823451
Paris,1565.37917624659
Paul Laurence Dunbar,1508.0111397881
Pendleton County,1444.91903512025
Perry County Central,1519.40093745202
Phelps,1420.57726330614
Pike County Central,1530.91478296304
Pikeville,1594.25857857605
Pineville,1515.76783099051
Pleasure Ridge Park,1468.40000856376
Powell County,1535.0340503946
Prestonsburg,1540.52934748664
Pulaski County,1652.41062863223
Raceland,1592.69866314154
Rockcastle County,1436.15870095443
Rowan County,1456.68837249106
Russell,1546.80378162544
Russell County,1586.15418648017
Russellville,1582.39692176895
Ryle,1435.04523918047
Scott,1516.60990597253
Scott County,1684.08948080462
Seneca,1446.52347464449
Shawnee,1460.21386404419
Shelby County,1515.51569693916
Shelby Valley,1456.92713075383
Sheldon Clark,1402.45717232579
Simon Kenton,1616.88046400558
Somerset,1564.27281804017
South Floyd,1432.09438479011
South Laurel,1457.16854024135
South Oldham,1573.08835988486
South Warren,1599.53327276931
Southern,1453.95598494889
Southwestern,1428.09976505007
Spencer County,1509.71561467257
St. Xavier,1538.0476920714
Tates Creek,1491.36449417717
Taylor County,1438.27096194287
Thomas Nelson,1379.69301135357
Todd County Central,1406.53806598256
Trigg County,1483.3654297198
Trimble County,1380.01035245157
Trinity (Louisville),1556.54593286329
Union County,1572.9261218502
Valley,1410.62296500284
Waggener,1402.95392447844
Walton-Verona,1554.78636516555
Warren Central,1524.31227848392
Warren East,1520.32324611923
Washington County,1471.71919988729
Wayne County,1643.0179013559
Webster County,1391.63686593006
West Carter,1422.98479349421
West Jessamine,1471.15084909173
Western,1514.18249071926
Western Hills,1398.94718569619
Whitley County,1424.45414349278
Williamsburg,1606.02704172253
Woodford County,1406.4251905854
