1	1	31	0	0	0	1	22	0	0	
1	1	10	0	0	0	1	1	0	0	
1	0	2	0	0	0	1	34	0	0	
1	0	13	0	0	0	0	36	0	0	
0	0	54	0	0	0	1	24	0	0	
0	0	9	0	0	0	1	4	0	0	
0	1	10	0	0	1	1	3	0	0	
0	0	43	0	0	0	0	33	0	0	
0	1	45	0	0	1	1	11	0	0	
1	0	37	0	0	0	0	38	0	0	
0	0	35	0	0	0	0	3	0	0	
0	1	7	1	0	1	0	1	0	0	
1	0	28	0	0	2	0	22	0	0	
1	0	7	0	0	0	0	1	0	0	
0	0	1	0	0	0	0	34	0	0	
0	0	14	0	0	0	0	19	0	0	
1	1	41	0	0	1	1	29	0	0	
0	1	37	0	0	1	1	28	0	0	
0	0	9	0	0	0	0	5	0	0	
1	1	14	0	0	2	0	6	0	0	
0	0	20	0	0	0	1	6	0	0	
1	0	5	0	0	2	0	16	0	0	
0	1	8	0	0	0	0	6	1	0	
0	1	15	0	0	1	1	34	0	0	
0	1	7	0	0	1	0	19	0	0	
1	1	1	0	0	1	0	22	0	0	
0	1	17	0	0	1	0	1	0	0	
1	1	26	0	0	1	1	24	0	0	
1	0	21	0	0	0	0	13	0	0	
0	1	1	0	0	1	0	7	0	0	
1	0	42	0	0	0	0	27	0	0	
0	0	21	0	0	0	0	5	0	0	
1	1	29	0	0	1	1	29	0	0	
0	1	11	0	0	1	1	25	0	0	
1	1	11	0	0	0	0	6	0	0	
1	0	3	0	0	1	0	17	0	0	
0	1	8	0	0	1	1	28	0	0	
0	0	32	0	0	0	0	11	0	0	
0	0	14	0	0	0	1	8	0	0	
