56	151	17	15	2	1	0	0	
-1	106	42	0	42	0	0	0	
4	174	44	7	37	1	0	0	
12	99	20	14	6	2	0	0	
14	148	35	34	1	1	0	0	
16	64	55	18	37	0	0	0	
17	-1	52	6	46	1	0	0	
18	202	42	6	36	0	0	0	
19	95	28	19	9	0	0	0	
21	52	66	0	66	2	0	0	
25	188	26	25	1	1	0	0	
28	9	17	13	4	0	0	0	
30	27	21	13	8	2	0	0	
31	26	26	22	4	0	0	0	
34	-1	50	7	43	0	0	0	
36	77	47	2	45	1	0	0	
38	0	12	6	6	0	0	0	
40	196	38	12	26	1	0	0	
-1	119	20	12	8	0	0	0	
41	-1	36	13	23	0	0	0	
43	183	41	26	15	0	0	0	
46	182	46	6	40	1	0	0	
48	88	52	14	38	1	0	0	
50	-1	25	23	2	0	0	0	
54	63	28	6	22	2	0	0	
55	11	35	21	14	0	0	0	
57	68	59	14	45	1	0	0	
59	78	54	29	25	2	0	0	
60	187	31	6	25	2	0	0	
65	20	28	14	14	0	0	0	
-1	132	22	17	5	0	0	0	
67	24	49	12	37	1	0	0	
72	162	53	6	47	0	0	0	
-1	75	42	7	35	1	0	0	
83	145	48	0	48	0	0	0	
84	199	56	6	50	0	0	0	
86	122	45	0	45	0	0	0	
87	155	58	22	36	1	0	0	
91	44	34	12	22	0	0	0	
92	115	51	7	44	1	0	0	
96	193	27	20	7	0	0	0	
97	181	29	14	15	1	0	0	
98	121	46	0	46	0	0	0	
100	29	63	12	51	0	0	0	
105	154	26	7	19	0	0	0	
109	5	49	0	49	1	0	0	
-1	70	52	34	18	0	0	0	
-1	76	59	14	45	1	0	0	
117	110	57	12	45	1	0	0	
123	175	54	21	33	1	0	0	
128	212	46	0	46	1	0	0	
129	191	46	26	20	1	0	0	
130	61	35	28	7	1	0	0	
133	142	34	28	6	0	0	0	
137	2	28	21	7	1	0	0	
140	116	13	9	4	1	0	0	
141	62	14	7	7	1	0	0	
146	33	28	21	7	1	0	0	
147	8	35	7	28	0	0	0	
149	-1	44	6	38	1	0	0	
150	69	28	20	8	0	0	0	
156	206	48	6	42	1	0	0	
159	209	56	14	42	2	0	0	
160	-1	20	16	4	1	0	0	
165	37	22	21	1	1	0	0	
169	135	43	6	37	0	0	0	
170	205	41	0	41	1	0	0	
171	104	46	13	33	0	0	0	
172	161	63	7	56	0	0	0	
173	89	40	7	33	2	0	0	
177	120	42	20	22	0	0	0	
179	35	25	6	19	1	0	0	
184	194	49	21	28	0	0	0	
190	195	23	7	16	1	0	0	
197	6	35	34	1	1	0	0	
-1	124	36	20	16	1	0	0	
200	136	25	0	25	1	0	0	
203	-1	56	23	33	0	0	0	
204	7	54	13	41	0	0	0	
213	10	39	0	39	1	0	0	
216	219	12	7	5	0	0	0	
217	125	62	13	49	1	0	0	
13	126	55	8	47	2	0	0	
23	73	51	20	31	2	0	0	
39	113	25	19	6	1	0	0	
42	-1	26	13	13	2	0	0	
45	152	49	42	7	2	0	0	
49	118	54	21	33	0	0	0	
51	176	40	0	40	1	0	0	
-1	158	28	21	7	2	0	0	
-1	3	10	2	8	2	0	0	
-1	102	42	0	42	2	0	0	
85	178	28	6	22	1	0	0	
94	-1	40	21	19	0	0	0	
-1	101	27	14	13	1	0	0	
107	131	35	14	21	0	0	0	
108	47	43	19	24	1	0	0	
111	192	27	7	20	2	0	0	
134	201	45	7	38	1	0	0	
138	163	28	21	7	2	0	0	
-1	189	34	0	34	2	0	0	
144	-1	44	7	37	0	0	0	
153	218	41	20	21	1	0	0	
157	81	14	13	1	0	0	0	
164	53	14	6	8	2	0	0	
167	166	47	14	33	2	0	0	
168	22	16	7	9	2	0	0	
180	139	52	12	40	2	0	0	
198	186	42	0	42	2	0	0	
-1	82	37	16	21	1	0	0	
207	15	34	20	14	2	0	0	
208	74	7	6	1	0	0	0	
