Names,Colley
Newport Central Catholic,0.470884861188096
Beechwood,0.248573227659286
Fairview,0.309482857867958
Lexington Christian,0.155435511634077
Ludlow,0.747671372672648
Paris,0.805001956888855
Raceland,0.157613508455416
Bellevue,0.685610200782202
Dayton,0.173097467271335
Holy Cross (Covington),0.729450196496291
Nicholas County,0.324562563308801
Bath County,0.0501505266681557
Bracken County,0.950065281238185
Berea,0.984983864989201
Holy Cross (Louisville),0.954818718429986
Danville,0.426030323132731
Bardstown,-0.00741422724106956
Frankfort,0.340243460374849
Campbellsville,0.78001985203336
Christian Academy-Louisville,0.0684473864302023
Carroll County,0.843429541905134
Harrodsburg,0.634262214793325
Fort Knox,0.939746310626796
Bethlehem,0.134481287256362
Owen County,0.844817016744754
Evangel Christian,0.137177687086506
Trimble County,0.237789766141549
Green County,0.270990188968378
Hancock County,0.65241863874725
Crittenden County,0.603238766466065
Murray,0.572711381440276
Mayfield,0.345326669200374
Caverna,0.346701298307122
Russellville,0.518786309508828
Fulton City,0.560301377721439
Metcalfe County,0.487446044479717
Ballard Memorial,0.129677643992219
Fulton County,0.360126488570958
McLean County,0.322211993636331
Williamsburg,0.724736465012024
Pikeville,0.442534485029097
Harlan,0.552528453750279
South Floyd,0.826182457854822
Lynn Camp,0.605893057066005
Cumberland,0.865309760423274
Paintsville,0.782148863899315
Phelps,0.968978746412023
Somerset,0.586584623441789
Allen Central,0.415629960807152
Hazard,0.851599385494237
Evarts,0.618546861093321
Jenkins,0.328385696656901
Pineville,0.537108501066086
Fleming-Neon,0.890914948012708
Belfry,0.487611665778757
Breathitt County,0.704526471370709
Prestonsburg,0.552939796243411
Middlesboro,0.732698702449132
Leslie County,0.341499128450423
Shelby Valley,0.431788247416979
Pike County Central,0.128616969155536
Cawood,0.744836392394686
Magoffin County,0.403107155331653
Whitesburg,0.137455559853716
East Ridge,0.224690599795818
Knott County Central,0.456656415444397
Sheldon Clark,0.61332434264273
Fort Campbell,0.454258909695023
Trigg County,0.804418402994255
Owensboro Catholic,0.0421105223134302
Glasgow,0.869479471798069
Butler County,0.428389920502395
Heath,0.579502967590811
Lone Oak,0.543560056415764
Hart County,0.675407345765087
Caldwell County,0.426838135932378
Muhlenberg South,0.0871319333626383
Todd County Central,0.655793602074269
Monroe County,0.568620276661939
Edmonson County,0.677328933300646
Reidland,0.448692960796554
Elizabethtown,0.647419417317974
Corbin,0.119061297985929
Garrard County,0.0836545696409931
DeSales,0.493803267295931
Western,0.584142658661543
LaRue County,0.645021206381184
Wayne County,0.642728894176748
Washington County,0.684149039826255
Shawnee,0.484467943501924
Russell County,0.481011468122904
Casey County,0.353860412982029
Moore,0.529228800314129
Russell,0.941191375503752
Fleming County,0.644666905575424
Newport,0.561419295169872
Morgan County,0.929941540665039
Henry County,0.451108139442494
East Carter,0.336240237427069
Mercer County,0.789746863659892
Lloyd Memorial,0.474863533339755
Powell County,0.998289248164239
West Carter,0.310260227063355
Estill County,0.282496734212883
North Oldham,0.148380324988801
Lewis County,0.643286829108009
Lexington Catholic,0.672428065677561
East Jessamine,0.149718183134492
Covington Catholic,0.3521498209547
Harrison County,0.484920172340092
Franklin County,0.598548341062349
Oldham County,0.486842814924788
West Jessamine,0.504977047351224
Grant County,0.266149638432663
Pendleton County,0.886703369064035
South Oldham,0.636917365696774
Western Hills,0.310379110488103
Highlands,0.618642911671535
Anderson County,0.563611966016491
Bourbon County,0.517410524278415
Boyle County,0.588561197772804
Waggener,0.524221837450999
Central,0.875159945429591
Southwestern,0.314318330029881
Bullitt East,0.871786718850257
Pulaski County,0.349357298888938
Doss,0.8815531932977
Fairdale,0.162208442826896
Jeffersontown,0.294653455311353
Lincoln County,0.258556969071899
Valley,0.666605019789626
Taylor County,0.0431242466961519
Marion County,0.477263518954246
North Bullitt,0.501532177147434
Bell County,0.213965962114075
Ashland Blazer,0.565726846693956
Clay County,0.316970859117109
Rockcastle County,0.234527937567819
Boyd County,0.0127183195752967
Greenup County,0.620986212134696
Rowan County,0.291041118664668
Perry County Central,0.669470741163218
Knox Central,0.716991400030372
Madison Southern,0.737359963307622
Lawrence County,0.836045741840301
Mason County,0.174145814640072
Bowling Green,0.148427916358267
Madisonville-North Hopkins,0.796881745314055
Hopkinsville,0.625241620307001
Franklin-Simpson,0.324233756801554
Paducah Tilghman,0.542048339689846
Logan County,0.675468062586637
Union County,0.183098292581364
Adair County,0.292229776536386
Hopkins County Central,0.745800110536867
Allen County-Scottsville,0.780113216895065
Warren East,0.514353489696261
Breckinridge County,0.408841276102773
Calloway County,0.521790761259694
Scott County,0.322715712193641
Madison Central,0.44131975903926
Tates Creek,0.325027488939857
Johnson Central,0.47824987752004
South Laurel,0.779166449064638
North Laurel,0.0911003746067294
Lafayette,0.55649484995394
Henry Clay,0.43486458610238
Whitley County,0.873108716135284
George Rogers Clark,0.622797557581924
Paul Laurence Dunbar,0.387635156309077
Woodford County,0.231815302430421
Montgomery County,0.751904241579976
Bryan Station,0.213523486490466
St. Xavier,0.959630028721811
Male,0.303101878963375
North Hardin,0.374013809145967
DuPont Manual,0.558104226680091
Nelson County,0.318894666318618
Butler,0.897507883991644
John Hardin,0.14733542001876
Pleasure Ridge Park,0.270975026695536
Meade County,0.448572163160965
Central Hardin,0.497154883464253
Bullitt Central,0.334777820322956
Iroquois,0.3589166498275
Atherton,0.482085178312369
Henderson County,0.572331334243704
Christian County,0.696795517690828
Apollo,0.48383604714703
Graves County,0.242286962095412
Greenwood,0.747824983643313
Daviess County,1.10207438675768
Warren Central,0.726538108173136
Ohio County,0.220068393217488
Barren County,0.313609478735129
Marshall County,0.810414205912626
Owensboro,0.0698759209209027
Grayson County,0.805455994665877
Conner,0.617292645163626
Dixie Heights,0.167024126071831
Trinity (Louisville),0.763077752821245
Boone County,0.571582792452143
Ballard,0.217408270283941
Campbell County,0.327134062052847
Fern Creek,0.491506368540605
Ryle,0.366739454043788
Shelby County,0.489343362446779
Eastern,0.525877255542075
Holmes,0.348069732759105
Southern,0.181121688987923
Simon Kenton,0.476405889161791
Scott,0.827150207779089
Seneca,0.296403983040339
