Names,Colley
Mayfield,0.993520080475837
Crittenden County,0.670513237137132
Murray,0.621822412622703
Ballard Memorial,0.608336804920236
McLean County,0.270993776607103
Russellville,0.261904474098211
Fulton City,0.251987745823528
Fulton County,0.177046012114283
Hancock County,0.24452634408595
Beechwood,0.822313749257513
Newport Central Catholic,0.750590877272705
Raceland,0.5974807278736
Nicholas County,0.528911789671689
Fairview,0.45252239568321
Holy Cross (Covington),0.603772313609637
Bellevue,0.398896130412344
Paris,0.337122000183725
Dayton,0.247594714489882
Berea,0.113656259345895
Lexington Christian,0.1211549405283
Ludlow,0.118814582031019
Danville,0.843340152442093
Holy Cross (Louisville),0.779872675764155
Christian Academy-Louisville,0.742577910461314
Green County,0.802617631858647
Fort Knox,0.593396392615688
Metcalfe County,0.546509251844983
Frankfort,0.427578214143655
Somerset,0.528180645012291
Harrodsburg,0.328886847550496
Trimble County,0.311385427129988
Campbellsville,0.253611520153963
Pikeville,0.689885769669407
Middlesboro,0.759539438311344
Evarts,0.58147379419548
Cumberland,0.590207361448499
Paintsville,0.589166319252724
Hazard,0.547263934370826
Williamsburg,0.381162110649049
Lynn Camp,0.345460644965957
South Floyd,0.292865306354116
Harlan,0.394727483616792
Phelps,0.322144850495541
Fleming-Neon,0.290192007421009
Allen Central,0.1256164344044
Pineville,0.163453297238984
Breathitt County,0.993352148510169
Madison Southern,0.773550261245399
Belfry,0.83653704917655
Whitesburg,0.629653844812237
Prestonsburg,0.708219684797302
Pike County Central,0.590747390027647
Leslie County,0.52660015944359
Estill County,0.490120836971577
Shelby Valley,0.374763597577765
East Ridge,0.298357267105702
Powell County,0.191059696824019
Morgan County,0.125746957500307
Betsy Layne,0.0438643210687295
LaRue County,0.862628653517954
Corbin,0.815092125241612
Casey County,0.579830715316474
Bardstown,0.6117776959465
Elizabethtown,0.577841295197858
Russell County,0.542704898645737
Wayne County,0.564665941083438
DeSales,0.434992743488015
Western,0.385938874540494
Washington County,0.471244809785745
Taylor County,0.527392298171515
Adair County,0.328044183387341
Moore,0.236979756733225
Shawnee,0.091403773086335
Owensboro Catholic,0.821452906967088
Webster County,0.780058201630061
Monroe County,0.675955910603584
Trigg County,0.581309660399772
Glasgow,0.600109400614317
Caldwell County,0.470380984350541
Fort Campbell,0.483447727750022
Butler County,0.465403260380041
Heath,0.42873846762448
Edmonson County,0.263545193026178
Hart County,0.232550574211392
Muhlenberg South,0.212859974704784
Reidland,0.143861343348347
Todd County Central,0.0547227403881423
Mason County,0.867415054836318
Russell,0.936939476394484
Lloyd Memorial,0.811914542727455
Carroll County,0.68421305969369
Mercer County,0.706509444294795
Newport,0.638401905907857
Fleming County,0.602160564293011
Owen County,0.472742930703988
East Carter,0.473508135980085
West Carter,0.429553521104554
Garrard County,0.441725603364885
Lewis County,0.28602548120277
Bath County,0.160953459564901
Henry County,0.16265428955086
Boyle County,0.944145369546041
Bullitt East,0.819346274356574
Fairdale,0.655418307783927
East Jessamine,0.742525808794524
West Jessamine,0.636130585764716
Pulaski County,0.65574648771613
Waggener,0.501385641294513
Marion County,0.512575936866637
Doss,0.39413846310968
Central,0.357857324438735
Breckinridge County,0.167872605532495
Lincoln County,0.313954536402012
North Bullitt,0.171312479805896
Valley,0.0838837001257108
McCreary Central,0.16443422270012
Rockcastle County,0.915809281697793
Bell County,0.850455884871837
Ashland Blazer,0.854660062281122
Boyd County,0.804469990219456
Sheldon Clark,0.683242364381324
Lawrence County,0.702700859714585
Perry County Central,0.586537383796607
Greenup County,0.641963707487009
Cawood,0.424205458127821
Johnson Central,0.379183901815244
Rowan County,0.319928989192446
Knott County Central,0.195452274756687
Knox Central,0.196936512741209
Magoffin County,0.177604407780977
Warren Central,0.75228370733932
Paducah Tilghman,0.751948274971741
Hopkinsville,0.81366314202851
Hopkins County Central,0.634264330479611
Allen County-Scottsville,0.640677632654193
John Hardin,0.544202349572897
Franklin-Simpson,0.465035903344359
Bowling Green,0.5300838242485
Calloway County,0.463786100299091
Lone Oak,0.265355209628393
Warren East,0.226062468902311
Logan County,0.167154068913126
Union County,0.196395506880514
Highlands,0.814905774390541
Bourbon County,0.647286219658042
Harrison County,0.587954250505852
Covington Catholic,0.694866327094609
Scott,0.439944348695421
Lexington Catholic,0.771714452058964
Montgomery County,0.236735076617793
Western Hills,0.215900858001094
Anderson County,0.34660335582979
Holmes,0.432801639958992
Franklin County,0.0936496349422838
Grant County,0.185443707897047
Trinity (Louisville),1.1089702128122
Eastern,0.816789326821637
Dixie Heights,0.906784198626256
Boone County,0.802578024187202
Ballard,0.807483404764975
Conner,0.768640920501697
Shelby County,0.580073569534489
Ryle,0.645678651542333
Oldham County,0.620279687018714
South Oldham,0.53280542327331
Simon Kenton,0.417784307874899
Jeffersontown,0.276013967157705
Fern Creek,0.34827215832933
Campbell County,0.225428067550004
Male,1.04119836675569
St. Xavier,0.839452367481612
Meade County,0.75964794577532
DuPont Manual,0.77785841034578
North Hardin,0.70954186312402
Pleasure Ridge Park,0.584030750913173
Nelson County,0.576550411288005
Southern,0.476496960294168
Butler,0.560689156283002
Seneca,0.528051666730743
Central Hardin,0.284319024049631
Atherton,0.142172379446386
Bullitt Central,0.207178101288557
Henderson County,0.913033417827599
Christian County,0.688402589658652
Ohio County,0.531940625199565
Grayson County,0.521446132365476
Daviess County,0.599010595815185
Apollo,0.533092754629853
Graves County,0.62955705829566
Greenwood,0.330392460526637
Barren County,0.343418576598938
Owensboro,0.462334937876136
Madisonville-North Hopkins,0.375721578905373
Marshall County,0.359409468517965
Scott County,0.89017751604383
Madison Central,0.721647379689488
Paul Laurence Dunbar,0.816572396377877
Woodford County,0.714983760018704
Henry Clay,0.763062521943967
Southwestern,0.651106758442102
Lafayette,0.694248373080196
George Rogers Clark,0.438852925079589
Whitley County,0.421666583398498
North Laurel,0.295128388521674
Bryan Station,0.445063615961946
South Laurel,0.271166723465652
Tates Creek,0.379823384499162
Clay County,0.0346982048318961
Bethlehem,0.438837494975092
Kentucky Country Day,0.519615609038381
Eminence,0.10611846027493
Caverna,0.0328982966822129
Iroquois,0.118341687158202
Jenkins,-0.0859581719236373
