Names,Elo
Mayfield,1736.02344192322
Crittenden County,1597.10349520743
Murray,1576.60419329385
Ballard Memorial,1579.02025820811
McLean County,1391.99820788388
Russellville,1418.42767526367
Fulton City,1424.33907209354
Fulton County,1365.13661610557
Hancock County,1439.03755484812
Beechwood,1668.07667879477
Newport Central Catholic,1623.17509316377
Raceland,1534.89485261186
Nicholas County,1533.69420313653
Fairview,1485.33795554248
Holy Cross (Covington),1531.10919237598
Bellevue,1484.88955993743
Paris,1496.66893631402
Dayton,1401.99343179393
Berea,1411.12270578413
Lexington Christian,1366.35543912145
Ludlow,1329.38654276873
Danville,1693.65058071794
Holy Cross (Louisville),1620.89211858572
Christian Academy-Louisville,1608.9297689806
Green County,1620.08209168454
Fort Knox,1537.51699563056
Metcalfe County,1484.81709615031
Frankfort,1450.76134668796
Somerset,1546.80790555897
Harrodsburg,1484.85022165747
Trimble County,1433.85644532308
Campbellsville,1433.36119553036
Pikeville,1617.93779855133
Middlesboro,1633.31028546247
Evarts,1536.66156854987
Cumberland,1537.84163419718
Paintsville,1598.12584188396
Hazard,1562.17714551621
Williamsburg,1459.23710193406
Lynn Camp,1483.54436476523
South Floyd,1461.41775544239
Harlan,1477.56804825016
Phelps,1462.80305090149
Fleming-Neon,1498.46307700292
Allen Central,1372.68973773047
Pineville,1396.85591920475
Breathitt County,1730.92849396831
Madison Southern,1589.53780856129
Belfry,1658.84225118164
Whitesburg,1558.44022432872
Prestonsburg,1626.60719542568
Pike County Central,1524.54285213033
Leslie County,1523.37303246443
Estill County,1469.65357391059
Shelby Valley,1456.85853296908
East Ridge,1461.52398184301
Powell County,1396.88036767675
Morgan County,1325.03034938445
Betsy Layne,1315.68079530233
LaRue County,1669.24086056154
Corbin,1664.00147715121
Casey County,1500.93226620812
Bardstown,1615.59499827771
Elizabethtown,1547.83722920915
Russell County,1526.91082893339
Wayne County,1500.41976054985
DeSales,1471.50239297873
Western,1458.15839459302
Washington County,1515.47559540327
Taylor County,1511.01769981545
Adair County,1421.79188925614
Moore,1439.16367761327
Shawnee,1331.42760711519
Owensboro Catholic,1632.66478768467
Webster County,1620.05320823504
Monroe County,1581.68460843949
Trigg County,1561.77458425228
Glasgow,1582.57579054461
Caldwell County,1512.94349880788
Fort Campbell,1475.18953285055
Butler County,1471.08078127899
Heath,1490.67363845874
Edmonson County,1419.18324457366
Hart County,1391.86893009044
Muhlenberg South,1431.05740742398
Reidland,1405.98763052133
Todd County Central,1318.38369555016
Mason County,1658.0991905382
Russell,1658.91571747237
Lloyd Memorial,1615.62137485206
Carroll County,1570.70120083531
Mercer County,1572.41456666278
Newport,1524.42411560473
Fleming County,1554.39850948137
Owen County,1485.81956224342
East Carter,1483.12178102189
West Carter,1461.62803070359
Garrard County,1472.94012261041
Lewis County,1416.06871097162
Bath County,1346.40816641157
Henry County,1397.07671944798
Boyle County,1753.96734153912
Bullitt East,1654.40117505434
Fairdale,1584.2253212981
East Jessamine,1564.66593249041
West Jessamine,1542.25922605821
Pulaski County,1560.85155681297
Waggener,1497.45028131172
Marion County,1472.14013288941
Doss,1482.34261601624
Central,1501.22675525903
Breckinridge County,1413.0577650551
Lincoln County,1436.33466152272
North Bullitt,1412.4301694677
Valley,1347.80099652734
McCreary Central,1347.41217357101
Rockcastle County,1708.78422498443
Bell County,1630.47236033998
Ashland Blazer,1629.70540259884
Boyd County,1606.88737892268
Sheldon Clark,1547.20814541199
Lawrence County,1598.64573297707
Perry County Central,1505.77006857595
Greenup County,1537.95961572379
Cawood,1470.4814123476
Johnson Central,1449.04614214693
Rowan County,1441.24015770754
Knott County Central,1347.10192776076
Knox Central,1393.63690961036
Magoffin County,1346.19890850838
Warren Central,1627.88589042301
Paducah Tilghman,1634.44464390168
Hopkinsville,1665.70335972977
Hopkins County Central,1558.76737194356
Allen County-Scottsville,1581.13132646324
John Hardin,1518.98411261686
Franklin-Simpson,1536.43449560406
Bowling Green,1535.07536540904
Calloway County,1493.69505109316
Lone Oak,1410.55679209057
Warren East,1422.75837460423
Logan County,1379.88465537164
Union County,1392.44343082867
Highlands,1645.42931614764
Bourbon County,1565.79259541144
Harrison County,1563.83535322164
Covington Catholic,1577.92625260128
Scott,1458.79891930303
Lexington Catholic,1561.55514042748
Montgomery County,1431.24013543854
Western Hills,1422.41253980785
Anderson County,1434.29611539297
Holmes,1482.22684203296
Franklin County,1366.39526273683
Grant County,1384.96804886297
Trinity (Louisville),1776.51576420426
Eastern,1594.93297091107
Dixie Heights,1625.5414065183
Boone County,1629.41929100782
Ballard,1602.7320468485
Conner,1544.97878120503
Shelby County,1521.62029340172
Ryle,1527.52126584841
Oldham County,1558.29862105305
South Oldham,1493.59207390256
Simon Kenton,1459.60922072536
Jeffersontown,1395.95462909944
Fern Creek,1423.29149440722
Campbell County,1410.972042804
Male,1748.66824604666
St. Xavier,1651.63673928016
Meade County,1609.26534190083
DuPont Manual,1610.06067367868
North Hardin,1601.36518537314
Pleasure Ridge Park,1548.26408668748
Nelson County,1534.9318279964
Southern,1488.11438708316
Butler,1536.35738879466
Seneca,1516.69828619747
Central Hardin,1430.22080126884
Atherton,1343.76904368609
Bullitt Central,1372.96299048397
Henderson County,1666.85565841952
Christian County,1568.41187939264
Ohio County,1536.60353961702
Grayson County,1498.44541886125
Daviess County,1534.84900724904
Apollo,1538.88268740313
Graves County,1526.01782684744
Greenwood,1447.91477180103
Barren County,1459.4736107455
Owensboro,1539.44173927256
Madisonville-North Hopkins,1456.69129928062
Marshall County,1464.09242612035
Scott County,1660.72418165281
Madison Central,1602.65010796826
Paul Laurence Dunbar,1646.44495390582
Woodford County,1572.6127797413
Henry Clay,1618.73373925532
Southwestern,1557.78173125623
Lafayette,1536.32057975864
George Rogers Clark,1514.69100146948
Whitley County,1518.68663774174
North Laurel,1431.96158674545
Bryan Station,1467.41824151116
South Laurel,1421.1843325361
Tates Creek,1484.10592109296
Clay County,1369.25785618312
Bethlehem,1511.64507520272
Kentucky Country Day,1548.80940038928
Eminence,1439.63097657636
Caverna,1335.34009924137
Iroquois,1364.49227661602
Jenkins,1294.67482505799
