Names,Massey
Adair County,13.4329722518721
Allen Central,-0.368520114948202
Allen County-Scottsville,16.9595426800984
Anderson County,8.18123765822309
Apollo,13.4909101317525
Ashland Blazer,10.3559163416979
Atherton,-6.75112388241151
Augusta,-12.0816386195727
Ballard,35.5430920700512
Ballard Memorial,-28.0076897500386
Barbourville,0.670639504265047
Bardstown,8.42583296782734
Barren County,1.96836838915529
Bath County,-6.75472078138305
Beechwood,-7.67423810282303
Belfry,2.19202179973752
Bell County,13.3425925035434
Bellevue,-17.4664826962094
Berea,-31.0328444619851
Beth Haven,-11.8869520968952
Bethlehem,3.21871646109766
Betsy Layne,-10.2929794190649
Bishop Brossart,19.1229516003882
Boone County,13.2088065841964
Bourbon County,-13.6733209956693
Bowling Green,10.8601588132315
Boyd County,2.78525683700626
Boyle County,9.18575266325217
Bracken County,-9.7524499927443
Breathitt County,5.56683641920812
Breckinridge County,-4.63247838999969
Brown,-7.94290278812791
Bryan Station,28.346763811793
Buckhorn,1.40383122492651
Bullitt Central,-0.115989938554717
Bullitt East,11.4543175801451
Burgin,-24.6652741682233
Butler,14.0404655813776
Butler County,-12.1043103063778
Caldwell County,12.353340073258
Calloway County,11.7895507949319
Calvary Christian,-20.50845439062
Campbell County,2.24430795740893
Campbellsville,1.28456044713425
Carlisle County,-9.90287380169689
Carroll County,-10.9820310052588
Casey County,-2.38054836588317
Caverna,-6.45561243473945
Cawood,-5.8787423365482
Central,9.55969800276582
Central Hardin,16.6575753861994
Christian Academy-Louisville,8.31746991663115
Christian County,22.6549532103221
Clay County,3.23874029196165
Clinton County,8.55547922190932
Community Christian (Paducah),-28.6573119624012
Conner,5.75850728705703
Corbin,10.3558810175332
Cordia,-7.44292004078244
Covington Catholic,22.1105513867371
Crittenden County,-11.5126296550204
Cumberland,1.82860867239991
Cumberland County,-10.9861974666476
Danville,-15.5123368150951
David School,-48.2875615913337
Daviess County,-0.0267584240691628
Dawson Springs,-19.5770238181404
Dayton,-20.3893082535672
DeSales,18.6158633254276
Deming,-12.88953043183
Dixie Heights,6.46013787977284
Doss,22.1892532212722
DuPont Manual,17.9768890055212
East Carter,1.24857423944498
East Jessamine,5.27916064483141
East Ridge,-15.6169590472857
Eastern,20.9506284986365
Edmonson County,-6.0618869400242
Elizabethtown,15.7844300651928
Elliott County,15.005436759829
Eminence,-21.091729054987
Estill County,-5.68873461355517
Evangel Christian,-18.026213927477
Evarts,-26.7143623849718
Fairdale,20.845055779294
Fairview,-3.12770011713626
Fern Creek,10.8059785327715
Fleming County,-11.1317902074068
Fort Campbell,-1.73873065029901
Fort Knox,1.86730016283568
Frankfort,-4.67716487616686
