Names,Elo
Adair County,1557.57972084762
Allen Central,1525.35292181964
Allen County-Scottsville,1523.20804315399
Anderson County,1481.96418603005
Apollo,1430.43307002474
Ashland Blazer,1604.7181544121
Atherton,1391.09790512455
Ballard,1618.66014970759
Ballard Memorial,1493.99601535882
Bardstown,1601.66083226421
Barren County,1393.78458734236
Bath County,1448.77792905647
Beechwood,1711.53897395662
Belfry,1763.56104857205
Bell County,1510.52923578281
Bellevue,1420.24581280812
Berea,1319.99304641334
Bethlehem,1518.65850908483
Betsy Layne,1345.73042601546
Bishop Brossart,1552.88906680672
Boone County,1401.63785818318
Bourbon County,1530.82525153001
Bowling Green,1790.7975456145
Boyd County,1442.1186538562
Boyle County,1602.37369339302
Bracken County,1506.41356056725
Breathitt County,1471.67958580725
Breckinridge County,1369.39500177643
Bryan Station,1525.66563180569
Bullitt Central,1548.31603277145
Bullitt East,1478.8901801411
Butler,1512.92846496389
Butler County,1574.86551098247
Caldwell County,1606.98652754996
Calloway County,1502.77841117956
Campbell County,1488.93914192535
Campbellsville,1463.17057934751
Carroll County,1422.91109478512
Casey County,1602.6157768744
Caverna,1322.85617444145
Central,1651.22708734524
Central Hardin,1615.0772974254
Christian Academy-Louisville,1727.41934733533
Christian County,1634.99407926468
Clay County,1360.72331209743
Clinton County,1435.23942903666
Collins,1552.81086606132
Conner,1627.88514530848
Cooper,1608.3247941958
Corbin,1673.96042290122
Covington Catholic,1613.83375644893
Crittenden County,1459.17021972698
Danville,1673.60742160554
Daviess County,1536.81313947742
Dayton,1337.49324923113
DeSales,1643.3802890524
Dixie Heights,1536.19364560338
Doss,1514.74659754357
DuPont Manual,1640.12901859569
East Carter,1381.18312417239
East Jessamine,1551.8217186557
East Ridge,1453.80662991956
Eastern,1511.51477631021
Edmonson County,1461.27505554959
Elizabethtown,1637.78961630164
Eminence,1403.84344654092
Estill County,1565.17542634964
Fairdale,1479.68112814182
Fairview,1548.38174620795
Fern Creek,1648.77303740166
Fleming County,1547.13089980602
Fort Campbell,1426.24084030982
Fort Knox,1353.34743860504
Frankfort,1474.98581067861
Franklin County,1516.37802166091
Franklin-Simpson,1697.47347830499
Fulton City,1414.36747087551
Fulton County,1356.56260552927
Gallatin County,1491.3917814322
Garrard County,1522.75662089234
George Rogers Clark,1400.37757206833
Glasgow,1563.24523630224
Grant County,1421.87185804229
Graves County,1560.70413317194
Grayson County,1378.59116867536
Green County,1382.99910866262
Greenup County,1542.96755408175
Greenwood,1614.39281238852
Hancock County,1399.79474136548
Harlan,1498.81867521298
Harlan County,1505.89985647331
Harrison County,1470.37740715617
Hart County,1424.80271736123
Hazard,1665.36748918155
Henderson County,1525.01082852456
Henry Clay,1538.40029452235
Henry County,1432.2841194286
Highlands,1515.27167227922
Holmes,1426.77797248702
Holy Cross (Covington),1601.39487528282
Holy Cross (Louisville),1533.02662662506
Hopkins County Central,1404.01947115277
Hopkinsville,1608.68706564653
Iroquois,1383.00857673053
Jackson County,1370.95286292293
Jeffersontown,1365.14660221342
Jenkins,1336.11119624037
John Hardin,1633.1571346685
Johnson Central,1720.33664292305
Kentucky Country Day,1580.87174263246
Knott County Central,1439.55755113635
Knox Central,1499.03019827904
LaRue County,1465.7305796544
Lafayette,1716.32076543506
Lawrence County,1517.9306501912
Leslie County,1611.26082875962
Letcher County Central,1474.08649238023
Lewis County,1377.55557090396
Lexington Catholic,1626.07037291784
Lexington Christian,1657.94003655717
Lincoln County,1422.09539830724
Lloyd Memorial,1535.02908427864
Logan County,1351.42401529145
Ludlow,1422.25074930212
Lynn Camp,1442.02743415754
Madison Central,1577.02458697429
Madison Southern,1557.97200139424
Madisonville-North Hopkins,1503.82936833501
Magoffin County,1393.44766666793
Male,1691.54865279697
Marion County,1387.22205696506
Marshall County,1501.00516235168
Mason County,1443.32021182465
Mayfield,1729.11029482419
McCracken County,1615.5838137321
McCreary Central,1466.92727462067
McLean County,1497.24359994406
Meade County,1460.21063946991
Mercer County,1569.36860501007
