Names,Elo
Adair County,1531.06376887314
Allen Central,1342.24375041468
Allen County-Scottsville,1632.74334202829
Anderson County,1495.71146494091
Apollo,1596.22613216568
Ashland Blazer,1599.92308799401
Atherton,1389.00022100397
Augusta,1282.35857470673
Ballard,1825.31302663858
Ballard Memorial,1316.23702006787
Barbourville,1618.95169898647
Bardstown,1571.29776783091
Barren County,1623.62051272581
Bath County,1387.14891156181
Beechwood,1530.89414727013
Belfry,1563.03129884519
Bell County,1587.03654796794
Bellevue,1436.74246949118
Berea,1441.23550749806
Beth Haven,1398.19201130677
Bethlehem,1312.29274552811
Betsy Layne,1543.86717738066
Bishop Brossart,1717.49807904293
Boone County,1622.36211980956
Bourbon County,1647.26107805814
Bowling Green,1616.52195456345
Boyd County,1414.38727142723
Boyle County,1622.24444659389
Bracken County,1459.80632595453
Breathitt County,1655.87152053268
Breckinridge County,1673.10471345762
Brown,1388.7151782059
Bryan Station,1757.5871974325
Buckhorn,1427.233024711
Bullitt Central,1546.89339966483
Bullitt East,1757.23853896186
Burgin,1266.47860651556
Butler,1567.74947274375
Butler County,1375.40803097858
Caldwell County,1493.84960053795
Calloway County,1693.30999455992
Calvary Christian,1291.16039935372
Campbell County,1494.96149580956
Campbellsville,1603.47798241511
Carlisle County,1413.36809237431
Carroll County,1541.1930610349
Casey County,1403.30320273341
Caverna,1576.06845298958
Cawood,1703.14971877296
Central,1606.7678074237
Central Hardin,1530.92538234999
Christian Academy-Louisville,1542.14217073411
Christian County,1556.08392244026
Christian Fellowship,1219.93196895699
Clay County,1664.80473313253
Clinton County,1503.29142992682
Community Christian (Paducah),1361.29024850664
Conner,1679.25987231055
Corbin,1696.49269295241
Cordia,1477.88945912972
Covington Catholic,1727.84475268303
Crittenden County,1499.37207053017
Cumberland,1292.27354733104
Cumberland County,1289.78446931163
Danville,1568.72850001265
Daviess County,1587.42384598961
Dawson Springs,1365.24230461029
Dayton,1295.28705579028
DeSales,1765.44873953775
Deming,1489.83741155802
Dixie Heights,1720.98395617117
Doss,1613.86957360332
DuPont Manual,1723.59976507264
East Carter,1644.97069191875
East Jessamine,1565.58630208133
