Names,Colley
Adair County,0.46931299810515
Allen Central,0.166272275264701
Allen County-Scottsville,0.700359406724036
Anderson County,0.482931200470762
Apollo,0.668101279755727
Ashland Blazer,0.647238337074918
Atherton,0.305301691852178
Augusta,0.0426128586592595
Ballard,1.10466242627984
Ballard Memorial,0.0258953761538603
Barbourville,0.64833960177316
Bardstown,0.64704369553397
Barren County,0.728253348312981
Bath County,0.308529078437341
Beechwood,0.473340418044129
Belfry,0.61489490219938
Bell County,0.552967823873252
Bellevue,0.310757848919813
Berea,0.320346738614671
Beth Haven,0.286462803567267
Bethlehem,0.0388517072668791
Betsy Layne,0.531908863669903
Bishop Brossart,0.870186369774329
Boone County,0.705616854264169
Bourbon County,0.707203339367979
Bowling Green,0.725445443868817
Boyd County,0.322497143655078
Boyle County,0.64704899988488
Bracken County,0.353719817509666
Breathitt County,0.801034428561192
Breckinridge County,0.806456708068615
Brown,0.289618411597191
Bryan Station,0.978795234157284
Buckhorn,0.28577440908762
Bullitt Central,0.533329900076294
Bullitt East,0.977878353563141
Burgin,-0.066354190355999
Butler,0.619570105496436
Butler County,0.245384797717967
Caldwell County,0.473586229694151
Calloway County,0.75683179056231
Calvary Christian,-0.00800201294754493
Campbell County,0.468596261563952
Campbellsville,0.656198317738701
Carlisle County,0.112515846756708
Carroll County,0.584623787023606
Casey County,0.221881277764175
Caverna,0.607347839280489
Cawood,0.791290016628921
Central,0.657649969410724
Central Hardin,0.563091692339278
Christian Academy-Louisville,0.616665311789412
Christian County,0.56527822121384
Christian Fellowship,-0.114041858262672
Clay County,0.737080205422347
Clinton County,0.501081618186678
Community Christian (Paducah),-0.0240939868406911
Conner,0.762602747377517
Corbin,0.704319846657375
Cordia,0.411858549900798
Covington Catholic,0.888338420523701
Crittenden County,0.453892111688686
Cumberland,0.029952162399681
Cumberland County,0.064491708310898
Danville,0.548401952651861
Daviess County,0.64793286088068
Dawson Springs,0.200979188570058
Dayton,-0.0136288844909192
DeSales,0.969227117460217
Deming,0.470505213857583
Dixie Heights,0.893125911806637
Doss,0.733614124798464
DuPont Manual,0.986668620374671
East Carter,0.778322958827916
East Jessamine,0.600070468987035
East Ridge,0.584425649770629
Eastern,0.66479593671588
Edmonson County,0.274437026382341
Elizabethtown,0.968230201918597
Elliott County,0.628167756084427
Eminence,0.278550809569866
Estill County,0.431163572127806
Evangel Christian,0.113207105857206
Evarts,0.07253225783241
Fairdale,0.765046195632413
Fairview,0.447951286814227
Fern Creek,0.591637556710201
Fleming County,0.55420757067947
Fleming-Neon,-0.0436561433566677
Fort Campbell,0.625933927461848
Fort Knox,0.263106109027389
Frankfort,0.770963331894052
Franklin County,0.607394162797014
Franklin-Simpson,0.808855596544765
Fulton City,0.321244645517374
Fulton County,0.42397009265935
Gallatin County,0.331358380479219
Garrard County,0.505499404213584
George Rogers Clark,0.701259226725929
Glasgow,0.474194213237543
Grant County,0.329474648642929
Graves County,0.610097961054089
Grayson County,0.530749091829495
Green County,0.210710779526708
Greenup County,0.64325461758085
Greenwood,0.57167922332356
Hancock County,0.505478323254504
Harlan,0.497781819005125
Harrison County,0.65293239923415
Harrodsburg,0.180434537337436
Hart County,0.640254659947115
Hazard,0.877136067745069
Heath,0.448934212188861
Henderson County,0.898106128151629
Henry Clay,1.07822278255239
Henry County,0.0626544641862758
Heritage Academy,0.257020954981737
Hickman County,0.400220572316629
Highlands,0.493771391114958
Holmes,0.925172738314401
Holy Cross (Covington),0.68277886826777
Holy Cross (Louisville),0.379739192501985
Hopkins County Central,0.524290263499695
Hopkinsville,0.596198193768395
Iroquois,0.625223172579272
