-1	-1	62	57	5	1	0	1	
-1	-1	50	34	16	1	0	1	
-1	-1	63	54	9	2	0	1	
-1	-1	64	44	20	0	0	1	
-1	-1	77	67	10	2	0	1	
-1	-1	98	60	38	0	0	1	
-1	-1	56	39	17	1	0	1	
-1	-1	65	54	11	2	0	1	
-1	-1	64	49	15	1	0	1	
-1	-1	59	27	32	2	0	1	
-1	-1	77	74	3	2	0	1	
-1	-1	63	60	3	1	1	1	
-1	-1	84	66	18	1	0	1	
-1	-1	65	47	18	2	0	1	
-1	-1	70	67	3	0	0	1	
-1	-1	63	58	5	1	0	1	
-1	-1	62	46	16	2	0	1	
-1	-1	79	73	6	0	0	1	
-1	-1	78	56	22	2	0	1	
-1	-1	71	43	28	1	0	1	
-1	-1	83	48	35	1	0	1	
-1	-1	68	58	10	0	0	1	
-1	-1	64	28	36	2	0	1	
-1	-1	46	44	2	2	0	1	
-1	-1	63	55	8	2	0	1	
-1	-1	84	70	14	1	0	1	
-1	-1	96	60	36	2	0	1	
-1	-1	67	37	30	0	0	1	
-1	-1	71	54	17	2	0	1	
-1	-1	92	86	6	2	1	1	
-1	-1	66	55	11	2	0	1	
-1	-1	69	49	20	2	0	1	
-1	-1	60	50	10	0	0	1	
-1	-1	62	50	12	1	0	1	
-1	-1	80	38	42	0	0	1	
-1	-1	57	45	12	2	0	1	
