Names,Elo
Adair County,1498.98017508081
Allen Central,1413.60937769734
Allen County-Scottsville,1470.52507833663
Anderson County,1592.84077134915
Apollo,1655.07372067313
Ashland Blazer,1423.40137269125
Atherton,1511.68968348656
Augusta,1533.49139961999
Ballard,1874.48228513797
Ballard Memorial,1545.24972835629
Barbourville,1585.40968538121
Bardstown,1690.66289496615
Barren County,1636.78662329851
Bath County,1305.02662041806
Beechwood,1432.31986321309
Belfry,1409.69759292442
Bell County,1473.8117466579
Bellevue,1478.37147694595
Berea,1366.24703092456
Beth Haven,1487.83653144349
Bethlehem,1505.95896327509
Betsy Layne,1613.89422953462
Bishop Brossart,1558.73666253613
Boone County,1636.89375924047
Bourbon County,1460.29998560647
Bowling Green,1813.05705250199
Boyd County,1568.11541736349
Boyle County,1811.52453223248
Bracken County,1501.2009190827
Breathitt County,1525.77082498392
Breckinridge County,1595.16971459399
Brown,1279.09159949059
Bryan Station,1720.7272510508
Buckhorn,1639.56748093124
Bullitt Central,1510.61201247914
Bullitt East,1687.9121360079
Burgin,1277.46553803813
Butler,1450.44412601913
Butler County,1393.23957380475
Caldwell County,1513.68208939037
Calloway County,1748.71399937884
Calvary Christian,1259.25010275426
Campbell County,1671.60393953266
Campbellsville,1492.23762620129
Carlisle County,1563.77755904907
Carroll County,1396.27866860446
Casey County,1498.11418250835
Caverna,1609.92616788653
Central,1686.88292486812
Central Hardin,1597.83175150378
Christian Academy-Louisville,1496.98383962391
Christian County,1569.76300968062
Clay County,1673.32605719614
Clinton County,1548.54529636475
Collins,1750.71939720658
Community Christian (Paducah),1204.65486585964
Conner,1521.48125743728
Cooper,1664.16756762752
Corbin,1586.55698542553
Covington Catholic,1816.62996284964
Covington Latin,1194.04946502503
Crittenden County,1426.60789885086
Cumberland County,1248.10590929698
Danville,1556.37524474628
Daviess County,1618.54144936749
Dawson Springs,1240.48471471079
Dayton,1328.96276621489
DeSales,1705.1076422715
Dixie Heights,1719.37051783431
Doss,1771.65765513298
DuPont Manual,1735.52294985551
East Carter,1552.03358385721
East Jessamine,1498.26102708722
East Ridge,1519.96989375971
Eastern,1659.77856515623
Edmonson County,1526.78595724828
Elizabethtown,1651.92917914538
Elliott County,1654.30007394842
Eminence,1455.28222697144
Estill County,1555.74833510508
Evangel Christian,1381.63286759089
Fairdale,1544.55964629517
Fairview,1438.05555773369
Fern Creek,1621.15224845495
Fleming County,1477.21428650939
Fort Campbell,1357.70431209841
Fort Knox,1329.46003201427
Frankfort,1484.97316881587
Franklin County,1500.12240879932
Franklin-Simpson,1473.24997287974
Fulton City,1399.00928018298
Fulton County,1418.80806516172
Gallatin County,1447.63460340279
Garrard County,1432.58200330987
George Rogers Clark,1626.16062304499
Glasgow,1363.29182102719
Grant County,1601.93125608506
Graves County,1634.81350241328
Grayson County,1526.48800523343
Green County,1465.51400171918
Greenup County,1458.45881480384
Greenwood,1469.78755780554
Hancock County,1505.043673311
Harlan,1372.74764604819
Harlan County,1575.24999269858
Harrison County,1591.90771097831
Hart County,1412.42427995515
Hazard,1588.28401143835
Henderson County,1788.83628741955
Henry Clay,1716.73230933249
Henry County,1451.14433980095
Heritage Academy,1194.75256108731
Hickman County,1367.43974051897
Highlands,1455.31795245149
Holmes,1729.87347233836
Holy Cross (Covington),1542.23668484963
Holy Cross (Louisville),1541.62019853377
Hopkins County Central,1456.14569629271
Hopkinsville,1785.52578724559
Iroquois,1412.06292727554
Jackson City,1459.43538476125
Jackson County,1533.29640741378
Jeffersontown,1502.88490579433
Jenkins,1367.83470441128
John Hardin,1593.01015638797
Johnson Central,1684.1069334872
June Buchanan,1512.69584167157
Kentucky Country Day,1524.42723953679
Kentucky School f/t Deaf,1212.00943862769
Knott County Central,1794.09674236511
Knox Central,1608.85826522306
LaRue County,1493.22370783865
Lafayette,1726.7843358119
Lawrence County,1599.04875765429
Lee County,1250.05833062445
Leslie County,1419.13433658195
Letcher County Central,1600.67578555255
