Names,Massey
Beechwood,30.3001146682748
Newport Central Catholic,27.1084936228312
Lexington Christian,3.38446999072942
Holy Cross (Covington),14.9591162174796
Bellevue,-0.257814551924344
Raceland,-3.13414552879822
Ludlow,-4.40689609965565
Paris,-27.9995269413858
Bracken County,-21.7375646544174
Nicholas County,-13.5993900211756
Berea,-34.2630713278933
Bath County,-34.1808313768637
Dayton,-24.0348395166201
Fairview,12.4461569623784
Danville,36.1705575822739
Holy Cross (Louisville),28.3326499542198
Bethlehem,7.99206072096675
Frankfort,3.1658407733432
Carroll County,10.3288730437184
Harrodsburg,3.07306226260637
Campbellsville,-2.23141357179554
Christian Academy-Louisville,1.73409533169979
Fort Knox,-1.29400583934066
Bardstown,2.26354174978955
Owen County,-14.8647357840132
Green County,-20.2380930237081
Trimble County,-26.9783412626001
Evangel Christian,-35.8543604848202
Metcalfe County,12.1556919091169
Mayfield,18.8540375691332
Murray,7.77273787949384
Hancock County,7.47818570486103
Crittenden County,-8.07222576473633
McLean County,-12.6149985800413
Russellville,-16.4376439990997
Ballard Memorial,-7.64439494160489
Fulton County,-23.053914226008
Caverna,-31.8789279805831
Fulton City,-34.5876812547918
Hazard,-1.14898149510693
Somerset,6.87552755659701
Pikeville,-0.390727593704945
Lynn Camp,0.524859873814658
Williamsburg,-7.71141858364464
South Floyd,-20.3559181342827
Cumberland,-24.6834862552314
Paintsville,-22.8762314992001
Harlan,-13.1307700233136
Fleming-Neon,-34.5730399238904
Phelps,-33.9797860780986
Pineville,-34.4775819117571
Jenkins,-54.9148801115175
Evarts,-26.9154770527077
Allen Central,-51.6358459625585
Elizabethtown,22.1660595571006
Corbin,24.7102454733548
Western,5.42462665060762
Garrard County,6.61915188977458
DeSales,6.80858264566837
Casey County,-4.25608267511049
LaRue County,-2.65313171362569
Wayne County,-4.36244470509902
Washington County,-23.954568707248
Shawnee,-11.9445465510814
Moore,-21.8377695630062
Russell County,-14.4004224955747
Belfry,18.4815268528957
Middlesboro,11.9211286158358
Breathitt County,7.00394026515063
Whitesburg,3.66883425269223
Sheldon Clark,4.56872730092045
Shelby Valley,-13.9644357763822
Magoffin County,-33.6390998185212
Pike County Central,-25.6660448998375
Leslie County,-19.5259709230678
East Ridge,-37.6792900790437
Knott County Central,-35.5212847659652
Prestonsburg,3.95303292996669
Cawood,-5.78496602688221
Owensboro Catholic,27.837600901083
Fort Campbell,24.4277719020546
Trigg County,17.5184907755879
Glasgow,10.7106462158659
Heath,6.83602860423725
Butler County,0.608604927100222
Webster County,-7.18173385297978
Caldwell County,-9.12861480800279
Hart County,-9.78983622278347
Edmonson County,-24.1399728786046
Reidland,-26.4638193476407
Lone Oak,-10.5205683621066
Muhlenberg South,-18.3035773127929
Muhlenberg North,-46.3375048003923
Todd County Central,-29.4426147118023
Monroe County,6.01588529943207
Russell,11.386760926911
Lloyd Memorial,15.9565410921781
Estill County,2.57605071513992
Fleming County,1.52727367075329
Lewis County,-3.13225763979162
West Carter,-11.1003454678983
Mercer County,-6.73589336881808
Newport,-8.4281769344402
Morgan County,-11.6726391403851
Henry County,-18.8079713234689
North Oldham,-7.85383280975083
Powell County,-33.0767408314218
East Carter,6.90588367226817
Highlands,33.6396156751359
East Jessamine,23.2376201739598
Oldham County,19.25470021939
Franklin County,-2.41277864170341
Lexington Catholic,24.902352550928
Harrison County,-3.54330535304023
South Oldham,14.4243916616344
Bourbon County,-9.22083862201256
West Jessamine,-8.2570869529426
Pendleton County,-29.7631170984116
Western Hills,-8.45549314805715
Covington Catholic,20.8501362933701
Grant County,-11.7041632849003
Anderson County,-26.7338930034096
Boyle County,42.226344167592
Pulaski County,22.9844830068702
Waggener,17.7740222168821
Central,17.2962280266951
Bullitt East,14.5751761922716
North Bullitt,-4.59932519298358
Jeffersontown,3.80674709603844
Fairdale,3.8735102168257
Southwestern,5.88678316485489
Doss,-5.80472010483436
Taylor County,-8.76772115669835
Lincoln County,-7.14748739452673
Valley,-17.8984092189317
Marion County,-24.0342017349529
Paducah Tilghman,39.5811457602926
Bowling Green,32.7225919720845
Hopkins County Central,8.40926553787602
Hopkinsville,28.4803017072938
Adair County,3.47281711426543
Franklin-Simpson,-1.51039433997391
Logan County,-0.570824658644777
Calloway County,4.26733503678677
Madisonville-North Hopkins,9.70693055131239
Union County,-11.1890099212591
Breckinridge County,-10.6847084454346
Warren East,-12.3481819953666
Allen County-Scottsville,-6.34222012577526
Mason County,31.1203334376737
Rockcastle County,19.058191636169
Bell County,22.8634775568766
Ashland Blazer,17.9310310921936
Lawrence County,21.1254563805329
Greenup County,0.239082695878993
Perry County Central,-1.76105031096354
Madison Southern,-6.0068050069356
Clay County,-23.1133763618959
Rowan County,-26.3010193256408
Knox Central,-32.1481012351109
Boyd County,17.1219613284102
St. Xavier,38.6895291470477
Butler,24.191466882024
Meade County,24.9107715900517
Male,26.2496547994686
Nelson County,19.4829935608213
John Hardin,15.6379886249604
Pleasure Ridge Park,14.645226821635
DuPont Manual,22.68989412921
Bullitt Central,-4.52658011735587
North Hardin,10.7339573305107
Central Hardin,3.15409564777565
Atherton,-25.5261233618592
Iroquois,-14.8530271609964
Trinity (Louisville),44.2243106940508
Conner,28.4757304739991
Seneca,37.5534416531483
Ballard,35.3430579150417
Dixie Heights,24.254603442359
Southern,17.4863821009388
Boone County,19.4436320904671
Ryle,7.02953592427291
Shelby County,16.7393013630079
Fern Creek,3.52388385881568
Holmes,0.948510440106171
Campbell County,5.75158557124523
Eastern,10.6626501342145
Scott,-6.83841960387826
Simon Kenton,-9.49928800598936
Warren Central,31.8446957542405
Christian County,26.1716989929786
Henderson County,27.7096089838324
Ohio County,13.7077828584025
Greenwood,13.0812047188525
Grayson County,1.87285448655213
Owensboro,6.73440772159894
Apollo,11.5629971722004
Graves County,14.9192187685335
Marshall County,1.2271473137235
Daviess County,0.33694031843524
Barren County,-9.95500906467535
Madison Central,28.7850903799191
Paul Laurence Dunbar,32.5123782056711
Lafayette,18.141932574587
Whitley County,7.68814446273102
Henry Clay,26.2726694115366
Scott County,28.6815359494634
George Rogers Clark,8.95449493415963
Tates Creek,21.7601257040308
South Laurel,4.91982291147748
Bryan Station,-1.61500220539504
Johnson Central,-12.7045177206395
Woodford County,-9.65656248107988
Montgomery County,-17.6540106742594
North Laurel,4.72689658839744
Betsy Layne,-59.9585102052982
Eminence,-9.62765375065559
Kentucky Country Day,-8.8592564101074
McCreary Central,-31.7620401194849
