Names,Elo
Adair County,1504.05044032462
Allen Central,1341.56683541046
Allen County-Scottsville,1594.68298820113
Anderson County,1632.06438853464
Apollo,1618.52842092642
Ashland Blazer,1653.61702940198
Atherton,1331.81250197984
Augusta,1308.83924650939
Ballard,1871.04342039684
Ballard Memorial,1532.61562532369
Barbourville,1481.97072682528
Bardstown,1486.38455423022
Barren County,1458.18943312795
Bath County,1536.54731165613
Beechwood,1564.75856061911
Belfry,1560.82552488075
Bell County,1566.65675117148
Bellevue,1345.37372568372
Berea,1424.94253908748
Beth Haven,1553.15291214012
Bethlehem,1400.1592074302
Betsy Layne,1613.6745913961
Bishop Brossart,1615.98130321307
Boone County,1686.32130897859
Bourbon County,1335.34461735862
Bowling Green,1765.89796413136
Boyd County,1345.19945267107
Boyle County,1596.40672077759
Bracken County,1496.62262433267
Breathitt County,1570.32083751112
Breckinridge County,1510.60030260823
Brown,1340.67097756627
Bryan Station,1580.15081765778
Buckhorn,1579.23604407029
Bullitt Central,1384.57675621512
Bullitt East,1637.27038052158
Burgin,1430.80341876073
Butler,1665.28486747215
Butler County,1298.98064314111
Caldwell County,1356.25647734286
Calloway County,1586.75383376281
Calvary Christian,1446.38135295367
Campbell County,1611.69306635634
Campbellsville,1680.88212618666
Carlisle County,1525.59034997442
Carroll County,1363.62405648158
Casey County,1427.10804514108
Caverna,1341.03247156935
Central,1575.55491611726
Central Hardin,1536.12709267474
Christian Academy-Louisville,1572.92299087498
Christian County,1801.69408658805
Clay County,1659.81808260574
Clinton County,1616.92346930234
Community Christian (Paducah),1337.77547127989
Conner,1593.63556361903
Cooper,1398.75548710231
Corbin,1760.23729702396
Cordia,1496.05776961982
Covington Catholic,1645.27583834693
Crittenden County,1476.54517612536
Cumberland County,1487.39788057121
Danville,1520.24216592728
Daviess County,1546.50169775835
Dawson Springs,1241.84532092152
Dayton,1502.11272811415
DeSales,1639.25032796644
Deming,1469.51686289567
Dixie Heights,1521.92446249093
Doss,1413.81757258404
DuPont Manual,1717.7291840372
East Carter,1712.68065780798
East Jessamine,1559.98847609095
East Ridge,1504.33672029197
Eastern,1728.71936289528
Edmonson County,1548.9468833693
Elizabethtown,1568.81723276819
Elliott County,1635.74306514611
Eminence,1287.71295703306
Estill County,1319.95205771475
Evangel Christian,1457.30878359748
Fairdale,1575.884854814
Fairview,1615.49001714851
Fern Creek,1541.53251690949
Fleming County,1506.2502430867
Fort Campbell,1487.71529380059
Fort Knox,1399.01097443278
Frankfort,1439.17536507547
Franklin County,1676.63805121909
Franklin-Simpson,1656.81263631228
Fulton City,1427.01340467512
Fulton County,1536.00883276479
Gallatin County,1627.51263607033
Garrard County,1341.43755274818
George Rogers Clark,1768.14575747599
Glasgow,1621.77247284979
Grant County,1442.3594093825
Graves County,1715.10196531016
Grayson County,1618.27811012829
Green County,1479.49173068726
Greenup County,1533.03160145626
Greenwood,1636.88296704337
Hancock County,1419.45646345146
Harlan,1379.43365018932
Harlan County,1554.75754690998
Harrison County,1554.45001550149
Hart County,1330.64901486479
Hazard,1665.33647457416
Heath,1554.41183173113
Henderson County,1641.43630387273
Henry Clay,1651.18037977758
Henry County,1512.44069901154
Heritage Academy,1342.79967382212
Hickman County,1299.2823389277
Highlands,1642.31888875808
Holmes,1806.35536070895
Holy Cross (Covington),1491.66333201963
Holy Cross (Louisville),1444.82469070701
Hopkins County Central,1423.74350732425
Hopkinsville,1636.19370623059
Iroquois,1668.51546240442
Jackson City,1450.00144001121
Jackson County,1436.23808766469
Jeffersontown,1728.25758308699
Jenkins,1326.3377781604
John Hardin,1566.58965904045
Johnson Central,1507.24678987493
June Buchanan,1506.90626287183
Kentucky Country Day,1417.21647997516
Kentucky School f/t Deaf,1298.09098820812
Knott County Central,1716.23376027347
Knox Central,1546.79028487333
LaRue County,1579.82399148139
Lafayette,1702.26346690778
Lawrence County,1599.78511404833
Lee County,1392.81863340533
Leslie County,1545.67024859443
