Names,Colley
Adair County,0.296597624200988
Allen County-Scottsville,0.508519841055342
Anderson County,0.674759073516313
Apollo,0.250328894219936
Ashland Blazer,1.01753196664458
Atherton,0.449979908536816
Augusta,0.312349103378804
Ballard,1.11635176278418
Ballard Memorial,0.0786885620826018
Barbourville,0.40420399573526
Bardstown,0.821905471172103
Barren County,0.693403905800669
Bath County,0.46033389030998
Beechwood,0.795022034773136
Belfry,0.313192717975478
Bell County,0.481781692042229
Bellevue,-0.0423933290342786
Berea,0.387162654723435
Beth Haven,0.118432446878913
Bethlehem,0.31369936933641
Betsy Layne,0.503488435491346
Bishop Brossart,0.719595737790216
Boone County,0.324943316092887
Bourbon County,0.945691918986778
Bowling Green,0.926780339512062
Boyd County,0.673059286212957
Boyle County,0.606426961682789
Bracken County,0.265443858782594
Breathitt County,0.433056796313966
Breckinridge County,0.614780663258311
Brown,0.201068173466957
Bryan Station,0.654466398739543
Buckhorn,0.311360037030842
Bullitt Central,0.425942729193727
Bullitt East,0.669354317310211
Burgin,-0.0769808017747931
Butler,0.882558323698222
Butler County,0.523046678135187
Caldwell County,0.50284246107191
Calloway County,0.641693951302627
Calvary Christian,0.375946200341231
Campbell County,0.653992283797242
Campbellsville,0.518180782215753
Carlisle County,0.481685223964896
Carroll County,0.287994497539265
Casey County,0.0921320665187068
Caverna,0.111688136856261
Central,0.525760144501239
Central Hardin,0.612258983100458
Christian Academy-Louisville,0.513081073237912
Christian County,0.576336858463085
Christian Fellowship,0.187465917827364
Clay County,0.764858860042644
Clinton County,0.712304815378506
Collins,1.02813384577948
Community Christian (Paducah),-0.114695288432359
Conner,0.946294999246335
Cooper,0.611508262636363
Corbin,0.554038891336063
Cordia,0.431100731039339
Covington Catholic,1.10654927121222
Covington Latin,-0.332855921305544
Crittenden County,0.386211603228571
Cumberland County,0.202839670267417
Danville,0.695865149383036
Danville Christian,0.170930499838273
Daviess County,0.345659038524514
Dawson Springs,0.267157252265318
Dayton,0.13208884704481
DeSales,0.830060043887015
Dixie Heights,0.497415614495348
Doss,0.70631548242684
DuPont Manual,0.673061124738877
East Carter,0.412741466003293
East Jessamine,0.692722492165126
East Ridge,0.380784331597781
Eastern,0.902020752017987
Edmonson County,0.32099708213996
Elizabethtown,0.982711596616696
Elliott County,0.347462406769966
Eminence,-0.0183340478882625
Estill County,0.501117772484607
Evangel Christian,-0.163531487358921
Fairdale,0.60278632324313
Fairview,0.195696641519773
Fern Creek,1.0494599693244
Fleming County,0.23879421833686
Floyd Central,0.235682365263525
Fort Campbell,0.134925225770325
Fort Knox,0.256740027816696
Frankfort,0.510265689572469
Frankfort Christian,-0.181544675602698
Franklin County,0.519982379656425
Franklin-Simpson,0.526716529226215
Frederick Douglass,0.832296902030829
Fulton City,0.5
Fulton County,0.323847768415723
Gallatin County,0.484398185325695
Garrard County,0.312927298955527
George Rogers Clark,0.880652820014427
Glasgow,0.566093252378383
Grant County,0.693886967054697
Graves County,0.495464234353283
Grayson County,0.324072982472081
Great Crossing,0.573108726330677
Green County,0.144268683860916
Greenup County,0.574591105169
Greenwood,0.661018778773437
Hancock County,0.253068831555381
Harlan,0.461555901813945
Harlan County,0.674463458608176
Harrison County,0.192994555331645
Hart County,0.385917408788927
Hazard,0.889698839993541
Henderson County,0.579520211266596
Henry Clay,1.06185333807387
Henry County,0.411413558050789
Heritage Academy,-0.0975396843779365
Hickman County,0.180267238894921
Highlands,0.934138757558182
Highlands Latin,0.377459592547938
Holmes,0.564347242263211
Holy Cross (Covington),0.674888929721684
Holy Cross (Louisville),0.482111270150943
Hopkins County Central,0.25893055350959
Hopkinsville,0.52591986476189
Iroquois,0.538901359326907
Jackson City,0.224192840154424
Jackson County,0.36062696887113
Jeffersontown,0.939845093360004
Jenkins,-0.0683788871651101
John Hardin,1.04981230326597
Johnson Central,0.706537958191256
June Buchanan,-0.171968110304533
Kentucky Country Day,0.478180894282613
Kentucky School f/t Deaf,-0.117909028877974
Knott County Central,0.639086323413036
Knox Central,0.764572574511335
Lafayette,0.62705908600565
LaRue County,0.744815760636781
Lawrence County,0.665577032814522
Lee County,-0.0387313792410672
Leslie County,0.317217451521129
Letcher County Central,0.219307957191108
Lewis County,0.573814338067078
Lexington Catholic,1.08881810637865
Lexington Christian,0.717620818733651
Lincoln County,0.842151996011296
Livingston Central,0.0112537835970554
Lloyd Memorial,0.559874818815456
Logan County,0.832855578768946
Louisville Collegiate,0.751264595369125
Ludlow,0.413678372006326
Lynn Camp,0.303221445824663
Lyon County,0.611587776468239
Madison Central,0.691390101789648
Madison Southern,0.613900572965473
Madisonville-North Hopkins,1.03231002783322
Magoffin County,0.442601212247185
Male,1.20456836522778
Marion County,0.804440613452187
Marshall County,0.871737500518558
Martin County,0.745844107711785
Mason County,0.655590774867061
Mayfield,0.579880595065479
McCracken County,0.980704709413807
McCreary Central,0.280493259702979
McLean County,0.571400286713352
Meade County,0.365624234702954
Menifee County,0.247488465188874
Mercer County,0.500750678631155
Metcalfe County,0.394311407697249
Middlesboro,0.56183581442734
Model,0.238632453921422
Monroe County,0.259156586058219
Montgomery County,0.725427843846322
Moore,0.543171860767362
Morgan County,0.284055292895679
Muhlenberg County,0.685317466406148
Murray,0.780228416115431
Nelson County,0.399828273639532
Newport,0.651295996107508
Newport Central Catholic,0.649269375991087
Nicholas County,0.0497370156866579
North Bullitt,0.779907288931459
North Hardin,0.542515197064707
North Laurel,0.75755792535604
North Oldham,0.744362341317214
Ohio County,0.710326851616474
Oldham County,1.04398658178334
Oneida Baptist Institute,0.326503249475323
Owen County,0.126697115285299
Owensboro,0.735074215989279
Owensboro Catholic,0.632700260566366
Owsley County,0.159039958529203
Paducah Tilghman,0.763822131880708
Paintsville,0.640234861692825
Paris,0.386655702968031
Paul Laurence Dunbar,0.719629809087022
Pendleton County,0.334736802841023
Perry County Central,0.479134013502778
Phelps,0.58494025727554
Pike County Central,0.209098727111072
Pikeville,0.627880861903939
Pineville,0.211074888058157
Pleasure Ridge Park,0.864135402993503
Portland Christian,0.115297004066988
Powell County,0.0804897955468066
Prestonsburg,0.314880551637836
Pulaski County,0.824297015820336
Raceland,0.567124293981653
Red Bird,0.158176468455235
Robertson County,0.623660252222899
Rockcastle County,0.326605206198969
Rose Hill Christian,0.0784669748495833
Rowan County,0.806166820704006
Russell,0.532801695990799
Russell County,0.392723550980049
Russellville,0.0903056061957141
Ryle,0.509316374615846
Sayre,0.459445824115808
Scott,0.37637453103705
Scott County,0.752300211989972
Seneca,0.881351079533712
Shawnee,0.35264787792683
Shelby County,0.32916630971851
Shelby Valley,0.717011403399521
Simon Kenton,0.845822063566001
Somerset,0.735898756245935
South Laurel,0.874823901008282
South Oldham,0.890075959264696
South Warren,0.599134660054153
Southern,0.374863751651143
Southwestern,0.537053642048139
Spencer County,0.801983574510881
St. Francis,0.0724860562033318
St. Henry,0.937955240996614
St. Mary,0.330913086201463
St. Patrick,-0.0394568675274656
St. Xavier,0.832230970873124
Tates Creek,0.823300621964629
Taylor County,0.492033887970444
Thomas Nelson,0.287442317142631
Todd County Central,0.145547838113254
Trigg County,0.168915140640748
Trimble County,0.259882950713137
Trinity (Louisville),0.822534520277942
Trinity (Whitesville),0.183379485906661
Union County,0.309352688985932
University Heights,0.573315720248312
Valley,0.422915741214356
Villa Madonna,0.0875786762481362
Waggener,0.816432919676959
Walden,0.212572779944427
Walton-Verona,0.424990536767471
Warren Central,0.92451846461527
Warren East,0.280257358886982
Washington County,0.170697195014393
Wayne County,0.652404238361618
Webster County,0.751287489738947
West Carter,0.548677366683415
West Jessamine,0.771823496949418
Western,0.605953099345302
Western Hills,0.329856525485247
Whitefield Academy,0.391109044210408
Whitley County,0.300417174758073
Williamsburg,0.465319089510801
Williamstown,0.222855893383864
Wolfe County,0.564572767366997
Woodford County,0.754094980820281
Cloverport,0.5
