0	43	57	41	16	0	0	0	
3	271	54	49	5	1	0	0	
5	104	44	43	1	0	0	0	
7	28	61	60	1	0	0	0	
8	6	83	28	55	1	0	0	
12	258	57	46	11	0	0	0	
14	17	56	55	1	0	0	0	
18	13	69	51	18	0	0	0	
19	110	80	61	19	1	0	0	
21	208	66	59	7	0	0	0	
25	99	68	55	13	1	0	0	
26	218	59	57	2	1	0	0	
27	97	74	53	21	0	0	0	
33	207	72	68	4	1	0	0	
35	236	59	47	12	1	0	0	
41	254	72	58	14	1	0	0	
47	179	59	56	3	0	0	0	
50	11	72	47	25	0	0	0	
51	225	67	61	6	1	0	0	
56	42	62	59	3	1	0	0	
58	214	76	41	35	1	0	0	
59	223	93	76	17	1	0	0	
61	83	50	22	28	1	0	0	
68	82	97	42	55	1	0	0	
71	264	71	57	14	0	0	0	
74	263	2	0	2	0	0	0	
76	255	61	54	7	0	0	0	
78	89	93	70	23	1	0	0	
79	211	66	59	7	0	0	0	
84	34	72	45	27	1	0	0	
85	-1	89	56	33	0	0	0	
86	249	63	57	6	1	1	0	
91	126	77	51	26	0	0	0	
98	161	71	62	9	0	0	0	
100	115	49	47	2	0	0	0	
107	169	81	68	13	0	0	0	
108	182	76	35	41	0	0	0	
111	270	81	48	33	0	0	0	
114	224	73	65	8	1	0	0	
118	22	53	49	4	1	0	0	
119	70	68	53	15	0	0	0	
121	31	64	44	20	0	0	0	
124	226	59	45	14	1	0	0	
127	72	59	50	9	1	0	0	
130	157	84	76	8	1	0	0	
131	128	90	79	11	0	0	0	
134	199	58	54	4	1	1	0	
136	103	59	44	15	1	0	0	
139	29	65	55	10	1	0	0	
142	166	73	67	6	1	0	0	
143	53	91	68	23	0	0	0	
145	167	68	60	8	0	0	0	
149	112	77	76	1	1	0	0	
151	67	61	42	19	0	0	0	
154	260	66	46	20	0	0	0	
158	243	66	47	19	1	0	0	
160	178	61	46	15	0	0	0	
170	69	63	55	8	0	0	0	
174	266	70	65	5	0	0	0	
177	148	78	68	10	1	0	0	
181	147	51	28	23	0	0	0	
185	215	92	70	22	1	0	0	
186	248	72	38	34	0	0	0	
192	65	72	42	30	0	0	0	
195	229	96	80	16	0	0	0	
204	-1	79	27	52	1	0	0	
205	253	79	59	20	1	0	0	
212	201	109	54	55	1	0	0	
217	73	48	43	5	1	0	0	
219	168	68	53	15	1	0	0	
221	23	70	48	22	1	0	0	
227	184	53	43	10	0	0	0	
228	75	49	48	1	1	0	0	
230	116	81	62	19	1	0	0	
233	1	84	81	3	1	0	0	
238	183	76	63	13	1	0	0	
240	180	56	47	9	1	0	0	
241	194	65	64	1	0	0	0	
242	216	60	54	6	1	0	0	
244	197	74	71	3	1	0	0	
245	159	68	62	6	1	0	0	
-1	150	62	30	32	1	0	0	
256	269	58	49	9	1	0	0	
257	105	43	42	1	0	0	0	
