Names,Elo
Adair County,1486.23130537934
Allen County-Scottsville,1597.53368541711
Anderson County,1576.66451423705
Apollo,1429.60214107676
Ashland Blazer,1730.67753923468
Augusta,1433.51441288886
Ballard Memorial,1370.53149510618
Barbourville,1486.78397813743
Bardstown,1633.84947595381
Barren County,1598.68314930683
Bath County,1499.10047904118
Beechwood,1640.18580893901
Belfry,1479.72616957551
Bell County,1447.36496948256
Bellevue,1319.19191040214
Berea,1502.8364375376
Beth Haven,1388.25356189667
Bethlehem,1371.34626894179
Betsy Layne,1483.6726653686
Bishop Brossart,1584.10576347947
Boone County,1446.99371196526
Bourbon County,1605.56946824731
Bowling Green,1703.36636766974
Boyd County,1583.10032404659
Boyle County,1599.62438414625
Bracken County,1460.96124341956
Breathitt County,1525.1717852151
Breckinridge County,1488.64125694967
Bryan Station,1540.12000026768
Buckhorn,1491.03162770059
Bullitt Central,1495.10620159255
Bullitt East,1589.34464336577
Burgin,1346.82250896888
Butler County,1504.80570252155
Caldwell County,1531.69842268264
Calloway County,1552.84572511599
Calvary Christian,1445.78786979992
Campbell County,1572.22182750854
Campbellsville,1480.44366730384
Carlisle County,1543.05533931556
Carroll County,1439.22322351227
Casey County,1386.85975296488
Caverna,1331.93323504183
Central Hardin,1552.42746531484
Christian Academy-Louisville,1482.82212969233
Christian Fellowship,1423.46943449129
Clay County,1629.81575236551
Clinton County,1640.00654851437
Collins,1652.11687957976
Community Christian (Paducah),1301.60425734801
Conner,1652.63673106527
Cooper,1573.86781131911
Corbin,1542.58523533132
Cordia,1460.73060905469
Covington Catholic,1714.19223045754
Covington Latin,1274.37715426984
Crittenden County,1474.0201441289
Cumberland County,1404.87701821238
Danville,1561.89807845705
Danville Christian,1443.43583356246
Daviess County,1446.82486505514
Dayton,1405.62407957656
DeSales,1584.72658590931
Dixie Heights,1579.94399011952
East Carter,1494.59811533615
East Jessamine,1592.62147328063
East Ridge,1512.80991171495
Edmonson County,1469.92219380775
Elizabethtown,1683.01077390032
Elliott County,1472.08720351043
Eminence,1340.30513335129
Estill County,1510.19426276369
Evangel Christian,1369.22776568017
Fairview,1426.24515370162
Floyd Central,1438.78629499895
Frankfort,1566.11127008882
Frankfort Christian,1300.50377217719
Franklin County,1488.56279821605
Franklin-Simpson,1559.21895698095
Frederick Douglass,1603.46583789862
Fulton City,1402.42838190131
Fulton County,1418.5903087748
Gallatin County,1520.63239039994
Garrard County,1482.17276448366
George Rogers Clark,1705.48319410466
Glasgow,1509.56050987094
Grant County,1550.34254510184
Graves County,1536.34566424121
Grayson County,1493.18133517674
Great Crossing,1501.98577787092
Green County,1458.1546743154
Greenup County,1499.52903570403
Greenwood,1568.35587400731
Hancock County,1405.3472057054
Harlan,1557.88346769609
Harlan County,1644.59664663142
Harrison County,1437.89105445539
Hart County,1498.36590396613
Hazard,1654.22912684135
Henderson County,1570.62043684449
Henry Clay,1703.04266698289
Henry County,1564.68007695496
Heritage Academy,1333.11999507138
Hickman County,1459.65306535778
Highlands,1680.5192980943
Highlands Latin,1498.16978365359
Holmes,1501.40872739955
Holy Cross (Covington),1570.10083571095
Holy Cross (Louisville),1472.55371009567
Hopkins County Central,1435.1192749304
Jackson County,1474.00290829889
Jenkins,1317.07700880364
John Hardin,1721.88532164783
Johnson Central,1610.23922930815
June Buchanan,1284.76510984875
Kentucky Country Day,1495.73601580929
Knott County Central,1529.72717118761
Knox Central,1659.72521869411
Lafayette,1555.57686130142
LaRue County,1628.09833185163
Lawrence County,1580.98328523811
Lee County,1331.06583291376
Leslie County,1514.16495931015
Letcher County Central,1455.1212968342
Lewis County,1541.33993393101
Lexington Catholic,1737.43857642374
Lexington Christian,1594.58415997623
Lincoln County,1632.58861951881
Livingston Central,1373.89277866765
Lloyd Memorial,1526.14156250666
Logan County,1604.69553282568
Louisville Collegiate,1545.33450984737
Ludlow,1485.72680880548
Lynn Camp,1431.05373808043
Lyon County,1647.02861867323
Madison Central,1630.11182988734
Madison Southern,1517.86500937102
Madisonville-North Hopkins,1711.69104794073
Magoffin County,1458.97893282166
Marion County,1635.15488480241
Marshall County,1585.8559599627
Martin County,1585.75263464145
Mason County,1613.40389587658
