Names,Massey
Adair County,-1.00227834634178e+289
Allen County-Scottsville,-3.63823131145288e+288
Anderson County,-5.79392101334158e+288
Apollo,3.53914232040603e+288
Ashland Blazer,-8.5707707075038e+287
Augusta,1.11778688563068e+274
Ballard Memorial,-3.03624656254084e+186
Barbourville,1.25280862284543e+241
Bardstown,4.8100923466649e+241
Barren County,1.83222981926683e+241
Bath County,5.51618032328053e+241
Beechwood,3.41928789038821e+241
Belfry,5.51618032328053e+241
Bell County,1.83222981926683e+241
Bellevue,2.75876350145162e+241
Berea,5.74554073438829e+241
Beth Haven,5.51752700290324e+241
Bethlehem,1.17018554490945e+241
Betsy Layne,3.66445963853366e+241
Bishop Brossart,8.9856755091492e+240
Boone County,1.37938175072581e+241
Bourbon County,1.37938175072581e+241
Bowling Green,1.83222981926683e+241
Boyd County,-3.23684409266292e+241
Boyle County,-9.58745157505553e+241
Bracken County,-6.54487104206042e+241
Breathitt County,-3.80333734765432e+240
Breckinridge County,5.4458700215874e+257
Bryan Station,1.60451424644369e+272
Buckhorn,-2.37556241348388e+208
Bullitt Central,1.36647806381418e+222
Bullitt East,1.23798120339176e+209
Burgin,1.04534927340341e+209
Butler County,-7.370995996442e+184
Caldwell County,2.16334298012269e+224
Calloway County,-6.42106433294493e+206
Calvary Christian,-7.1915920528982e+207
Campbell County,-2.81530723906942e+193
Campbellsville,1.44473947491258e+207
Carlisle County,3.3389534531313e+207
Carroll County,-6.00142587370116e+271
Casey County,3.36390885381324e+190
Caverna,-9.00569638512584e+190
Central Hardin,7.47027838507099e+241
Christian Academy-Louisville,-8.04238307701335e+207
Christian Fellowship,-2.15277207018258e+195
Clinton County,-3.44683650690017e+270
Collins,-4.54485758998692e+155
Community Christian (Paducah),-1.72879548607832e+154
Conner,7.23502515811263e+156
Cooper,-7.55863237705302e+157
Cordia,1.03235771106501e+257
Covington Catholic,1.08089254360139e+158
Covington Latin,8.84216522063217e+241
Crittenden County,-8.65064091621767e+153
Cumberland County,2.21087969730113e+159
Danville,7.5978977710472e+140
Danville Christian,-3.614222478941e+144
Daviess County,-1.30495126205969e+240
Dayton,6.86533479475103e+255
DeSales,-6.97712375028726e+157
Dixie Heights,7.23921258122193e+157
East Carter,9.37186085624476e+240
East Jessamine,9.44023136459037e+153
East Ridge,5.33795841088432e+144
Edmonson County,-3.71908046164162e+210
Elizabethtown,6.45719724804521e+157
Elliott County,3.82379405662572e+141
Eminence,1.9836992341071e+255
Estill County,-2.08606292568512e+142
Evangel Christian,-1.08079374361096e+160
Fairview,1.83540813722023e+289
Floyd Central,8.44157262976736e+288
Frankfort,4.64718891950693e+276
Frankfort Christian,1.53848474634994e+142
Franklin County,-6.74702159892666e+154
Franklin-Simpson,3.31932355405672e+144
Frederick Douglass,-7.17583760773532e+155
Fulton City,8.68264846615454e+239
Fulton County,2.11268987096299e+143
Gallatin County,-3.70027350500431e+156
Garrard County,-2.14217840496092e+142
George Rogers Clark,3.18957636163033e+156
Glasgow,-1.16621321882327e+145
Grant County,-2.14165995623698e+155
Graves County,7.37910089774751e+158
Grayson County,1.36086527225306e+151
Great Crossing,1.26983590595414e+155
Green County,-7.67131052870227e+158
Greenup County,-4.72533493830951e+153
Greenwood,3.3193235540562e+144
Hancock County,-4.27893247653543e+143
Harlan,-2.07591839741234e+141
Harlan County,-3.56386765886726e+144
Harrison County,-2.52190895113113e+157
Hart County,4.45095321594068e+158
Hazard,-7.1415062918451e+142
Henderson County,-1.84767151607852e+204
Henry Clay,3.71997127887706e+140
Henry County,-9.66812931096942e+156
Heritage Academy,-8.04710989340001e+129
Hickman County,2.11268987096299e+143
Highlands,9.14239228738338e+155
Highlands Latin,-1.53998741141165e+204
Holmes,-2.67833905843558e+155
Holy Cross (Covington),-3.76757917484092e+157
Holy Cross (Louisville),-2.02723305252222e+192
Hopkins County Central,2.54876988880399e+157
Jackson County,1.47981319482713e+192
Jenkins,3.70082370529719e+188
John Hardin,2.60603280874236e+155
Johnson Central,1.08858741634458e+152
June Buchanan,-8.86000300000515e+135
Kentucky Country Day,-2.02723305252222e+192
Knott County Central,-6.27462705661372e+178
Knox Central,-1.51861152103178e+141
Lafayette,3.73333930882479e+140
LaRue County,2.30408701762344e+143
Lawrence County,1.52967950913092e+153
Lee County,-1.38462759129534e+141
Leslie County,2.90478871314881e+145
Letcher County Central,9.2646361601465e+143
Lewis County,-1.20214098909151e+153
Lexington Catholic,3.14868779995611e+140
Lexington Christian,1.725089354025e+141
Lincoln County,-2.14217840496092e+142
Livingston Central,1.19597391646039e+160
Lloyd Memorial,-1.03544031320892e+158
Logan County,1.54284523448519e+144
Louisville Collegiate,-1.32834901602102e+142
Ludlow,-8.04710989340001e+129
Lynn Camp,-6.92691379568745e+141
Lyon County,1.22216979613188e+154
Madison Central,8.85855021301754e+153
Madison Southern,1.73777335967505e+145
Madisonville-North Hopkins,5.97511988296505e+159
Magoffin County,-4.49785666675753e+141
Marion County,4.40156011308367e+194
Marshall County,2.6905811988174e+142
Martin County,-2.41761802226336e+143
Mason County,1.69385200266725e+142
Mayfield,4.76228477419107e+194
McCracken County,3.73776431892179e+144
McCreary Central,1.57213079585267e+141
McLean County,-1.17270929316215e+143
Meade County,7.36003393412051e+239
Menifee County,-1.13681672264423e+142
Mercer County,1.53848474634994e+142
Metcalfe County,6.80776645550608e+143
Middlesboro,-2.27800988121447e+141
Model,1.02163983478231e+143
Monroe County,-4.86654912865698e+144
Montgomery County,1.08468970827675e+142
Morgan County,2.69280582193076e+192
Muhlenberg County,-7.16560330123386e+129
Murray,4.5502248779363e+257
Nelson County,-5.53476399596021e+143
Newport,-4.10445546653984e+141
Newport Central Catholic,1.32966512307508e+142
Nicholas County,-1.12342979572228e+142
North Hardin,-1.46544507293134e+194
North Laurel,1.25557194412681e+141
Ohio County,-2.20652515998741e+210
Owen County,-6.02647871268685e+199
Owensboro,-1.52706810314606e+210
Owensboro Catholic,1.18386525956843e+143
Owsley County,3.70336929640971e+140
Paducah Tilghman,1.52577615367408e+143
Paintsville,1.54863982185488e+142
Paris,-7.87841357354966e+155
Paul Laurence Dunbar,-1.70708757988718e+141
Pendleton County,1.39879335063445e+141
Perry County Central,3.82218389226796e+139
Phelps,6.52201011336829e+141
Pike County Central,-3.12986420115913e+142
Pikeville,-7.53633341634397e+141
Pineville,1.55336426191093e+141
Portland Christian,1.71468026436964e+194
Powell County,8.18185282555932e+141
Prestonsburg,-2.80737496272819e+141
Pulaski County,-2.27465505280772e+142
Raceland,2.63346832572536e+142
Robertson County,-2.55565729486903e+193
Rockcastle County,2.9768042758551e+142
Rose Hill Christian,-2.79285562658274e+142
Rowan County,-2.1492717425274e+141
Russell,2.89520902181824e+142
Russell County,-8.20958679607143e+141
Russellville,-4.66845937502629e+142
Ryle,1.65224798102808e+142
Sayre,-1.92741518831413e+141
Scott,3.89280761773496e+141
Scott County,4.34763864056359e+140
Shelby County,1.41710669609888e+192
Shelby Valley,1.57832591405712e+141
Simon Kenton,2.28402283788107e+157
Somerset,-5.29451668676403e+142
South Laurel,-3.73889637918693e+141
Southwestern,8.45270215665597e+193
Spencer County,-5.53476399596021e+143
St. Henry,-3.07045657561876e+193
St. Mary,-2.58504714262099e+158
St. Patrick,-2.8949538756854e+155
St. Xavier,-1.32834901602102e+142
Tates Creek,-1.57752955335892e+141
Taylor County,-2.19973342302592e+142
Thomas Nelson,-9.54610492660448e+141
Todd County Central,1.71500966879583e+145
Trigg County,-1.19727938310713e+144
Trimble County,-5.53476399596021e+143
Trinity (Louisville),-9.04092013779861e+141
Union County,-2.05826022719464e+172
University Heights,-2.61541030976519e+129
Villa Madonna,-2.89789105132347e+172
Walton-Verona,-1.10658890263262e+171
Warren Central,-3.38481000909663e+129
Warren East,7.42870527938915e+129
Washington County,2.30408701762344e+143
Wayne County,-1.42521688223164e+131
Webster County,5.63457343083538e+239
West Carter,1.87916535865387e+132
West Jessamine,2.49016107000759e+132
Western Hills,-2.33946456905889e+185
Whitefield Academy,-1.53760890472232e+144
Whitley County,5.78802963424866e+130
Williamsburg,-7.23233609433723e+130
Williamstown,6.00594345970212e+131
Wolfe County,-5.0298080986923e+131
Woodford County,1.25069831766942e+116
Cloverport,8.42827545004273e+147
