date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region,lose_id,win_id
2010-08-20,Adair County,Taylor County,20,19,1,,0,0,104,74
2010-08-20,Allen County-Scottsville,Butler County,64,7,1,,0,0,77,110
2010-08-20,Anderson County,Garrard County,46,18,1,,0,0,85,148
2010-08-20,Apollo,Muhlenberg County,44,26,1,,0,0,209,186
2010-08-20,Ashland Blazer,Greenup County,44,28,0,,0,0,125,149
2010-08-20,Ballard,Pleasure Ridge Park,59,7,1,,0,0,213,187
2010-08-20,Bell County,Green County,61,12,2,,0,0,52,112
2010-08-20,Berea,Clinton County,8,6,1,,0,0,12,5
2010-08-20,Bethlehem,Fort Knox,27,22,1,,0,0,50,6
2010-08-20,Bishop Brossart,Betsy Layne,34,19,0,,0,0,7,8
2010-08-20,Boyle County,Johnson Central,36,29,0,,0,0,166,115
2010-08-20,Caldwell County,Calloway County,40,19,0,,0,0,118,43
2010-08-20,Carroll County,Bracken County,37,0,1,,0,0,9,44
2010-08-20,Casey County,Caverna,28,6,1,,0,0,11,78
2010-08-20,Central Hardin,Logan County,31,14,1,,0,0,133,192
2010-08-20,Crittenden County,Hopkins County Central,20,15,0,,0,0,128,13
2010-08-20,Danville,Mason County,21,14,1,,0,0,91,47
2010-08-20,East Jessamine,Spencer County,45,20,1,,0,0,103,121
2010-08-20,Edmonson County,Breckinridge County,35,0,1,,0,0,116,81
2010-08-20,Fairdale,Iroquois,64,0,0,,0,0,163,122
2010-08-20,Fairview,West Carter,16,13,0,(overtime),1,0,108,16
2010-08-20,Franklin-Simpson,Russellville,42,7,0,,0,0,99,124
2010-08-20,George Rogers Clark,Bryan Station,46,18,1,,0,0,189,199
2010-08-20,Grayson County,Hancock County,34,0,1,,0,0,53,159
2010-08-20,Highlands,DuPont Manual,45,14,1,,0,0,196,161
2010-08-20,Holy Cross (Covington),Bellevue,33,19,0,,0,0,4,55
2010-08-20,Holy Cross (Louisville),Henry County,54,24,0,,0,0,87,23
2010-08-20,Hopkinsville,Paducah Tilghman,31,20,1,,0,0,95,162
2010-08-20,Kentucky Country Day,Paris,64,6,1,,0,0,32,25
2010-08-20,Knox Central,Clay County,9,6,1,,0,0,154,129
2010-08-20,Lawrence County,Paintsville,67,13,1,,0,0,31,131
2010-08-20,Letcher County Central,South Laurel,32,21,0,,0,0,179,167
2010-08-20,Lexington Catholic,Whitley County,46,27,0,,0,0,184,132
2010-08-20,Lone Oak,Ballard Memorial,49,27,0,,0,0,2,134
2010-08-20,Madison Central,North Laurel,27,13,1,,0,0,172,205
2010-08-20,Magoffin County,Trimble County,20,12,1,,0,0,38,90
2010-08-20,Mayfield,Marshall County,50,16,1,,0,0,207,29
2010-08-20,Monroe County,Wayne County,35,7,1,,0,0,106,61
2010-08-20,Murray,Madisonville-North Hopkins,7,0,0,,0,0,169,63
2010-08-20,Nelson County,Shelby County,54,27,0,,0,0,143,210
2010-08-20,Newport Central Catholic,Dixie Heights,35,28,2,,0,0,156,65
2010-08-20,Nicholas County,Bath County,48,20,1,,0,0,42,30
2010-08-20,Owensboro Catholic,McLean County,49,6,1,,0,0,92,67
2010-08-20,Phelps,Jenkins,26,2,0,,0,0,24,33
2010-08-20,Prestonsburg,Belfry,21,6,0,,0,0,75,68
2010-08-20,Rowan County,Morgan County,21,14,0,,0,0,62,141
2010-08-20,Russell,East Carter,35,6,1,,0,0,120,98
2010-08-20,Ryle,Covington Catholic,61,7,2,,0,0,155,214
2010-08-20,Seneca,Central,47,32,1,,0,0,79,216
2010-08-20,Shelby Valley,Knott County Central,66,0,0,,0,0,56,70
2010-08-20,Somerset,Lynn Camp,42,6,2,,0,0,28,102
2010-08-20,South Oldham,Woodford County,27,24,1,(overtime),1,0,185,180
2010-08-20,Tates Creek,Lafayette,32,27,1,,0,0,204,220
2010-08-20,Todd County Central,Hart County,30,12,1,,0,0,86,71
2010-08-20,Walton-Verona,Gallatin County,29,28,0,(overtime),1,0,20,39
2010-08-20,Washington County,Shawnee,53,14,1,,0,0,100,73
2010-08-20,Webster County,Heath,22,14,0,,0,0,54,107
2010-08-20,West Jessamine,Madison Southern,56,0,0,,0,0,135,146
2010-08-20,Western,DeSales,17,10,2,,0,0,48,147
2010-08-21,Barren County,Metcalfe County,35,0,1,,0,0,59,150
2010-08-21,Bowling Green,Southwestern,52,0,2,,0,0,181,151
2010-08-21,Breathitt County,Campbellsville,16,6,0,,0,0,10,76
2010-08-21,Bullitt East,Bardstown,27,14,2,,0,0,41,117
2010-08-21,Christian County,Warren Central,15,8,2,,0,0,183,153
2010-08-21,Collins,Sheldon Clark,48,16,1,,0,0,101,119
2010-08-21,Conner,Oldham County,22,20,1,,0,0,174,193
2010-08-21,Franklin County,Atherton,75,7,2,,0,0,111,123
2010-08-21,Glasgow,Warren East,61,12,2,,0,0,145,51
2010-08-21,Mercer County,LaRue County,45,27,2,,0,0,130,170
2010-08-21,Montgomery County,Harrison County,32,20,1,,0,0,126,171
2010-08-21,North Hardin,Paul Laurence Dunbar,35,14,1,,0,0,212,211
2010-08-21,North Oldham,Moore,56,18,2,,0,0,93,94
2010-08-21,Raceland,Boyd County,35,7,1,,0,0,114,36
2010-08-26,Doss,North Bullitt,17,15,1,,0,0,138,157
2010-08-27,Allen Central,Jenkins,42,0,0,,0,0,24,1
2010-08-27,Ashland Blazer,Raceland,44,7,1,,0,0,36,149
2010-08-27,Belfry,Holy Cross (Covington),20,14,2,,0,0,55,75
2010-08-27,Bellevue,Newport,35,34,1,,0,0,64,4
2010-08-27,Bethlehem,Eminence,55,18,0,,0,0,15,6
2010-08-27,Bishop Brossart,Trimble County,42,6,0,,0,0,38,8
2010-08-27,Boone County,Henry Clay,28,19,0,,0,0,203,188
2010-08-27,Bowling Green,Daviess County,66,0,2,,0,0,195,151
2010-08-27,Breathitt County,Sheldon Clark,26,25,1,,0,0,101,76
2010-08-27,Bullitt Central,Barren County,17,13,0,,0,0,150,152
2010-08-27,Butler,Bryan Station,21,13,2,,0,0,189,190
2010-08-27,Butler County,Breckinridge County,26,22,0,,0,0,116,77
2010-08-27,Carroll County,Gallatin County,47,2,1,,0,0,20,44
2010-08-27,Caverna,Adair County,12,6,0,,0,0,74,11
2010-08-27,Central Hardin,Spencer County,38,12,1,,0,0,103,192
2010-08-27,Clay County,Scott County,41,26,0,,0,0,215,154
2010-08-27,Conner,Scott,46,6,1,,0,0,178,193
2010-08-27,Corbin,Harlan,52,14,1,,0,0,21,46
2010-08-27,DeSales,Elizabethtown,28,6,2,,0,0,82,48
2010-08-27,Dixie Heights,Beechwood,35,21,0,,0,0,3,156
2010-08-27,DuPont Manual,Fern Creek,59,14,1,,0,0,198,196
2010-08-27,East Jessamine,Garrard County,54,29,2,,0,0,85,121
2010-08-27,East Ridge,Shelby Valley,31,6,2,,0,0,70,80
2010-08-27,Estill County,Bourbon County,28,14,0,,0,0,113,83
2010-08-27,Fairview,Bracken County,49,12,1,,0,0,9,16
2010-08-27,Frankfort,Paris,53,6,0,,0,0,32,17
2010-08-27,Grayson County,Muhlenberg County,48,0,0,,0,0,209,159
2010-08-27,Green County,Taylor County,56,6,0,,0,0,104,52
2010-08-27,Greenwood,Logan County,45,0,0,,0,0,133,201
2010-08-27,Hancock County,Ohio County,58,22,1,,0,0,173,53
2010-08-27,Hart County,Clinton County,34,12,0,,0,0,12,86
2010-08-27,Hazard,Leslie County,51,7,1,,0,0,57,22
2010-08-27,Henry County,South Oldham,27,20,0,,0,0,180,87
2010-08-27,Highlands,Ryle,29,14,1,,0,0,214,161
2010-08-27,Holmes,Lloyd Memorial,46,0,0,,0,0,58,127
2010-08-27,Holy Cross (Louisville),Bullitt East,63,12,0,,0,0,117,23
2010-08-27,Jeffersontown,North Oldham,26,7,0,,0,0,94,164
2010-08-27,Kentucky Country Day,Atherton,49,0,1,,0,0,111,25
2010-08-27,Lewis County,Knott County Central,57,12,1,,0,0,56,89
2010-08-27,Lone Oak,Reidland,54,21,1,,0,0,69,134
