date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region,lose_id,win_id
2020-09-11,Bardstown,Washington County,46,27,0,,0,0,209,9
2020-09-11,Barren County,Monroe County,27,6,1,,0,0,140,10
2020-09-11,Beechwood,Corbin,20,14,0,,0,0,49,12
2020-09-11,Belfry,Pulaski County,33,13,1,,0,0,172,13
2020-09-11,Bethlehem,Nelson County,56,0,0,,0,0,146,17
2020-09-11,Bowling Green,St. Xavier,14,0,0,,0,0,195,22
2020-09-11,Boyd County,Bath County,55,11,1,,0,0,11,23
2020-09-11,Boyle County,Mercer County,51,7,1,,0,0,137,24
2020-09-11,Bracken County,Trimble County,28,0,0,,0,0,201,25
2020-09-11,Breathitt County,Estill County,60,43,0,,0,0,66,26
2020-09-11,Breckinridge County,Caverna,46,7,1,,0,0,39,27
2020-09-11,Butler County,Hart County,34,32,0,,0,0,92,32
2020-09-11,Caldwell County,Crittenden County,22,0,1,,0,0,51,33
2020-09-11,Calloway County,Marshall County,33,0,0,,0,0,129,34
2020-09-11,Campbell County,Cooper,21,8,1,,0,0,48,35
2020-09-11,Carroll County,Ludlow,48,28,0,,0,0,121,37
2020-09-11,Christian Academy-Louisville,Bullitt East,49,7,0,,0,0,30,42
2020-09-11,Christian County,Madisonville-North Hopkins,28,20,0,,0,0,125,43
2020-09-11,Clay County,Lynn Camp,35,20,1,,0,0,122,44
2020-09-11,Clinton County,Berea,48,14,0,,0,0,16,45
2020-09-11,Collins,Spencer County,36,28,0,,0,0,194,46
2020-09-11,Covington Catholic,Dixie Heights,21,14,0,,0,0,56,50
2020-09-11,Daviess County,Ohio County,41,16,1,,0,0,154,53
2020-09-11,Dayton,Pendleton County,39,8,0,,0,0,163,54
2020-09-11,Elizabethtown,Central Hardin,20,14,0,,0,0,41,64
2020-09-11,Fairview,Morgan County,20,6,1,,0,0,143,68
2020-09-11,Franklin County,Anderson County,55,0,0,,0,0,3,73
2020-09-11,Glasgow,Allen County-Scottsville,21,19,1,,0,0,2,80
2020-09-11,Graves County,Paducah Tilghman,17,7,0,,0,0,159,82
2020-09-11,Grayson County,Thomas Nelson,26,6,0,,0,0,198,83
2020-09-11,Greenwood,Warren Central,42,0,0,,0,0,207,87
2020-09-11,Hancock County,Edmonson County,26,14,0,,0,0,63,88
2020-09-11,Henry County,Owen County,48,0,0,,0,0,156,96
