name,region,id,rating,massey,colley,elo,wins,losses,games_played
Bowling Green,5,23,99.57,89.62,103.45,105.64,15,0,15
Highlands,4,98,98.1,93.33,98.8,102.17,14,1,14
Trinity (Louisville),6,205,98.1,98.92,98.18,97.19,13,1,8
John Hardin,5,108,88.2,88.2,88.86,87.54,13,1,14
Lexington Catholic,4,119,86.01,83.82,90.74,83.47,11,3,13
Scott County,6,184,85.31,90.77,84.22,80.93,12,2,14
Cooper,5,49,83.82,82.37,88.59,80.49,13,2,15
Pleasure Ridge Park,6,171,82.5,80.43,84.42,82.65,14,1,15
Warren Central,5,210,82.33,80.61,85.45,80.94,11,2,13
Mayfield,1,135,81.75,75.63,81.35,88.25,14,1,15
St. Xavier,6,199,81.18,90.43,78.92,74.19,8,5,10
Central,3,41,80.74,72.78,83.27,86.18,13,2,14
Franklin County,5,74,79.69,77.37,84.24,77.46,12,1,13
Covington Catholic,4,51,77.92,85.76,75.77,72.22,9,4,12
Harlan County,5,90,76.54,76.64,78.39,74.58,11,3,11
Russell County,4,180,75.62,76.75,78.96,71.16,11,1,12
Boyle County,4,25,75.29,79.8,74.19,71.9,8,5,13
Belfry,3,14,75,70.81,74.72,79.46,12,3,15
Eastern,6,63,75,75.32,77.44,72.24,11,3,13
Newport Central Catholic,2,150,74.84,71.32,73.82,79.39,11,4,14
Warren East,4,211,74.83,74.82,80.8,68.86,13,1,14
Ashland Blazer,4,6,74.52,76.03,77.66,69.86,9,3,10
Christian County,5,44,73.72,73.48,76.43,71.24,9,3,11
Henderson County,6,95,73.61,77.49,74.64,68.7,9,3,10
Somerset,2,191,72.93,65.79,76.18,76.84,11,3,14
Conner,5,48,72.71,75.05,74.75,68.31,9,3,12
Monroe County,3,142,72.2,70.92,74.99,70.7,12,2,14
Bourbon County,3,22,71.57,70.44,75.37,68.9,13,1,14
Breathitt County,3,27,71.42,63.51,73.57,77.19,12,1,13
Collins,4,47,71.21,70.88,74.13,68.61,11,4,15
Bell County,3,15,71.17,72.16,70.69,70.67,10,3,13
Knox Central,4,112,71.1,72.09,75.3,65.91,10,2,9
Owensboro Catholic,2,160,71.01,66.76,73.98,72.29,11,1,11
Simon Kenton,6,190,69.9,73.89,75.86,59.97,9,4,13
Ballard,6,8,69.77,68.55,73.96,66.8,9,4,12
Anderson County,5,4,69.56,69.8,72.89,65.97,8,3,11
Butler,6,32,68.3,75.24,66.9,62.76,8,4,12
Caldwell County,2,34,67.62,66.29,67.44,69.15,11,4,15
Lafayette,6,114,67.52,72.83,69.06,60.67,7,4,11
Danville,2,53,67.28,63.59,70.87,67.38,9,4,13
Shelby County,5,187,67.19,72.74,72.25,56.57,9,3,12
Meade County,6,138,67.03,77.63,66.27,57.18,7,5,12
Frankfort,1,73,66.68,61.08,71.57,67.4,11,2,13
Hazard,1,93,66.48,60.92,64.92,73.61,10,3,11
Murray,2,147,66.32,64.75,66.53,67.67,10,3,12
Graves County,5,83,65.56,67.41,67.62,61.67,9,3,11
Johnson Central,4,109,64.19,68.15,61.34,63.07,9,3,9
South Oldham,5,194,63.91,68.78,68.14,54.81,8,4,12
Campbell County,6,36,63.7,73.44,64.88,52.79,7,5,11
Greenwood,5,87,63.35,65.27,65.89,58.87,8,3,10
Madison Central,6,127,63.11,70.62,65.55,53.18,7,5,12
Wayne County,3,213,63.1,62.49,64.56,62.25,10,2,12
Williamsburg,1,220,63.05,61.03,64.97,63.15,11,2,10
Grayson County,5,84,62.92,63.96,66.73,58.08,9,3,12
Glasgow,2,81,62.72,59.21,62.87,66.08,10,3,13
Male,6,131,62.68,70.92,61.26,55.85,6,6,11
Beechwood,1,13,62.55,61.77,61.02,64.86,9,5,14
Pulaski County,5,174,62.2,61.32,66.93,58.35,9,4,13
Fort Campbell,3,71,62.01,61.2,61.63,63.2,9,3,11
Bryan Station,6,29,61.85,75.58,61.19,48.78,6,5,11
Lone Oak,4,124,61.57,64.79,59.3,60.62,8,4,12
Bardstown,2,10,61.28,59.48,63.83,60.53,10,2,12
Jeffersontown,5,106,61.24,63.71,61.8,58.22,8,5,13
Raceland,1,175,61.01,62.12,63.22,57.71,10,2,10
Owensboro,4,159,60.92,64.85,62.51,55.41,8,5,13
Holmes,4,99,60,63.99,64.19,51.82,6,5,11
Paducah Tilghman,3,161,59.88,64.13,56.71,58.81,8,4,10
South Warren,3,195,59.83,63.05,60.46,55.97,9,4,13
Hancock County,2,88,58.61,60,58.71,57.12,9,3,12
Whitley County,5,219,58.38,62.19,60.76,52.17,7,5,12
DeSales,2,56,57.97,59.85,55.62,58.43,9,5,14
Mercer County,4,139,57.92,65.13,61.47,47.15,6,5,11
Prestonsburg,2,173,57.87,53.43,60.51,59.67,8,4,12
Walton-Verona,2,209,56.99,53.74,60.07,57.16,10,3,13
Kentucky Country Day,1,110,56.51,53.68,57.06,58.81,11,2,13
Madisonville-North Hopkins,4,129,55.94,59.83,54.71,53.29,7,5,12
Lexington Christian,2,120,55.66,54.59,58.43,53.96,6,6,11
Montgomery County,5,143,55.48,55.47,59.03,51.93,7,4,11
DuPont Manual,6,59,54.61,62.53,50.84,50.44,4,7,11
Garrard County,3,79,54.61,54.27,55.55,54.01,7,5,12
Mason County,3,134,54.6,55.2,56.93,51.68,8,5,13
Madison Southern,5,128,54.3,62.82,56.51,43.58,7,5,12
Henry Clay,6,96,54.03,64.61,52.93,44.55,5,7,12
Spencer County,4,198,53.2,60.98,53.59,45.05,7,4,11
Christian Academy-Louisville,2,43,53.08,58.5,49.51,51.21,8,4,10
Russellville,1,181,52.5,55.78,51.84,49.9,8,4,12
LaRue County,3,113,52.01,59.54,51.51,44.97,6,6,12
Nelson County,6,148,51.72,60.24,52.35,42.56,6,6,12
Green County,2,85,51.63,54.88,49.89,50.11,6,5,11
