date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region,lose_id,win_id
2011-08-19,Ashland Blazer,Lawrence County,36,16,0,,0,0,116,6
2011-08-19,Bardstown,Spencer County,27,7,1,,0,0,199,10
2011-08-19,Bellevue,Walton-Verona,21,0,1,,0,0,210,16
2011-08-19,Berea,Trimble County,19,8,0,,0,0,205,17
2011-08-19,Betsy Layne,Bracken County,38,7,1,,0,0,26,19
2011-08-19,Boyd County,Shelby Valley,28,8,0,,0,0,189,24
2011-08-19,Breathitt County,Estill County,53,6,1,,0,0,67,27
2011-08-19,Bryan Station,Anderson County,47,23,1,,0,0,4,29
2011-08-19,Bullitt East,Doss,9,6,0,(overtime),1,0,58,31
2011-08-19,Butler County,Logan County,29,27,1,,0,0,124,33
2011-08-19,Caldwell County,Calloway County,80,62,0,,0,0,35,34
2011-08-19,Campbellsville,Adair County,52,7,1,,0,0,1,37
2011-08-19,Carroll County,Pendleton County,27,14,0,,0,0,166,38
2011-08-19,Christian Academy-Louisville,Lexington Christian,27,25,1,,0,0,121,43
2011-08-19,Christian County,Madisonville-North Hopkins,20,0,0,,0,0,130,44
2011-08-19,Covington Catholic,Campbell County,42,2,0,,0,0,36,51
2011-08-19,Danville,Lincoln County,42,0,0,,0,0,122,53
2011-08-19,DuPont Manual,Central,23,20,1,,0,0,41,59
2011-08-19,Edmonson County,McLean County,56,0,1,,0,0,138,64
2011-08-19,Eminence,Caverna,30,6,1,,0,0,40,66
2011-08-19,Fairview,West Carter,58,21,0,,0,0,216,69
2011-08-19,Fleming County,Bath County,54,14,0,,0,0,12,71
2011-08-19,Fort Knox,Elizabethtown,41,21,1,,0,0,65,73
2011-08-19,Franklin County,Nelson County,63,35,1,,0,0,149,75
2011-08-19,Franklin-Simpson,Monroe County,33,15,0,,0,0,143,76
2011-08-19,Gallatin County,Ludlow,39,12,0,,0,0,126,79
2011-08-19,Garrard County,Clay County,40,38,1,(four overtimes),1,0,45,80
2011-08-19,George Rogers Clark,Corbin,39,29,1,,0,0,50,81
2011-08-19,Grayson County,Hancock County,27,21,0,(overtime),1,0,89,85
2011-08-19,Hart County,Breckinridge County,25,12,0,,0,0,28,93
2011-08-19,Highlands,Boyle County,35,14,0,,0,0,25,99
2011-08-19,Holy Cross (Covington),Dayton,65,13,0,,0,0,55,101
2011-08-19,Holy Cross (Louisville),Valley,48,0,1,,0,0,208,102
2011-08-19,John Hardin,Henry Clay,56,6,2,,0,0,97,109
2011-08-19,Kentucky Country Day,Shawnee,37,0,0,,0,0,187,111
2011-08-19,Lafayette,Mason County,50,0,0,,0,0,135,115
2011-08-19,Lewis County,Nicholas County,33,30,0,,0,0,152,119
2011-08-19,Lexington Catholic,Bell County,33,27,0,,0,0,15,120
2011-08-19,Mayfield,Greenwood,20,6,0,,0,0,88,136
2011-08-19,Meade County,Collins,33,25,2,,0,0,47,139
2011-08-19,Middlesboro,Bourbon County,41,21,0,,0,0,22,142
2011-08-19,Newport Central Catholic,Dixie Heights,42,13,0,,0,0,57,151
2011-08-19,North Laurel,Pineville,45,6,1,,0,0,171,155
2011-08-19,Ohio County,Muhlenberg County,44,0,0,,0,0,147,157
