date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region,win_id,lose_id
2002-08-30,Christian County,Russellville,54,19,0,,0,0,184,6
2002-08-30,Conner,Southwestern,27,26,2,(overtime),1,0,161,200
2002-08-30,Crittenden County,Caldwell County,8,7,0,,0,0,2,79
2002-08-30,DeSales,Iroquois,25,22,0,,0,0,67,213
2002-08-30,DuPont Manual,Eastern,21,14,0,,0,0,173,157
2002-08-30,East Carter,Knott County Central,48,21,0,,0,0,96,128
2002-08-30,Edmonson County,Caverna,56,0,0,,0,0,83,212
2002-08-30,Elizabethtown,Central Hardin,26,21,1,,0,0,64,180
2002-08-30,Estill County,Bath County,61,0,1,,0,0,54,100
2002-08-30,Evarts,Harlan,14,13,1,,0,0,35,42
2002-08-30,Fairdale,Southern,19,0,0,,0,0,104,177
2002-08-30,Fairview,Ludlow,49,6,1,,0,0,14,21
2002-08-30,Fleming County,Rowan County,46,21,0,,0,0,94,127
2002-08-30,Fort Campbell,Fulton County,56,22,0,,0,0,80,8
2002-08-30,Fort Knox,Henry County,19,14,1,,0,0,26,101
2002-08-30,Glasgow,Barren County,31,0,1,,0,0,78,191
2002-08-30,Green County,Hart County,57,6,1,,0,0,25,84
2002-08-30,Harrodsburg,Lincoln County,10,9,0,,0,0,30,113
2002-08-30,Hazard,Paris,24,6,1,,0,0,38,17
2002-08-30,Holmes,Campbell County,27,3,0,,0,0,153,169
2002-08-30,Holy Cross (Louisville),Shawnee,48,8,1,,0,0,23,73
2002-08-30,John Hardin,Warren East,45,0,1,,0,0,136,141
2002-08-30,LaRue County,Daviess County,14,7,1,,0,0,60,187
2002-08-30,Lafayette,East Jessamine,33,19,0,,0,0,201,105
2002-08-30,Lexington Christian,Powell County,43,28,1,,0,0,20,57
2002-08-30,Lloyd Memorial,Scott,33,20,0,,0,0,90,148
2002-08-30,Lone Oak,Reidland,7,0,0,,0,0,140,86
2002-08-30,Marion County,Taylor County,34,8,0,,0,0,109,70
2002-08-30,Mason County,Montgomery County,54,22,1,,0,0,88,150
2002-08-30,Mayfield,Marshall County,56,7,1,,0,0,1,194
2002-08-30,McLean County,Muhlenberg South,38,22,0,,0,0,5,85
2002-08-30,Mercer County,Anderson County,27,13,0,,0,0,92,152
2002-08-30,Metcalfe County,Butler County,12,3,0,,0,0,27,81
2002-08-30,Moore,Jeffersontown,15,12,1,,0,0,72,167
2002-08-30,Morgan County,Betsy Layne,42,12,0,,0,0,58,59
2002-08-30,Murray,Madisonville-North Hopkins,46,0,0,,0,0,3,193
2002-08-30,Newport Central Catholic,Newport,21,14,0,,0,0,11,93
2002-08-30,Nicholas County,West Carter,40,16,1,,0,0,13,97
2002-08-30,North Bullitt,Atherton,44,32,0,,0,0,114,181
2002-08-30,Ohio County,Logan County,49,26,1,,0,0,185,142
2002-08-30,Oldham County,Central,28,20,1,,0,0,164,111
2002-08-30,Owensboro Catholic,Owensboro,40,10,1,,0,0,74,192
2002-08-30,Paintsville,Allen Central,58,0,2,,0,0,37,45
2002-08-30,Paul Laurence Dunbar,Nelson County,26,14,0,,0,0,197,176
2002-08-30,Perry County Central,Magoffin County,54,21,0,,0,0,123,130
2002-08-30,Pleasure Ridge Park,Doss,27,3,0,,0,0,175,110
2002-08-30,Raceland,South Floyd,45,6,0,,0,0,12,41
2002-08-30,Rockcastle County,South Laurel,48,0,0,,0,0,117,206
2002-08-30,Russell,Greenup County,28,10,0,,0,0,89,124
2002-08-30,Somerset,Pulaski County,24,14,0,,0,0,29,107
2002-08-30,South Oldham,Seneca,33,20,1,,0,0,165,179
2002-08-30,St. Xavier,Butler,46,12,1,,0,0,171,178
2002-08-30,Tates Creek,George Rogers Clark,20,14,0,,0,0,207,202
2002-08-30,Trigg County,Todd County Central,68,0,0,,0,0,77,87
2002-08-30,Trimble County,Eminence,31,0,1,,0,0,31,211
2002-08-30,Warren Central,Breckinridge County,47,0,0,,0,0,131,112
2002-08-30,Washington County,Campbellsville,16,12,1,,0,0,69,32
2002-08-30,Wayne County,North Laurel,33,7,0,,0,0,66,204
2002-08-30,Webster County,Union County,21,0,0,,0,0,75,143
2002-08-30,West Jessamine,Garrard County,30,8,1,,0,0,106,98
2002-08-30,Western,Valley,55,28,0,,0,0,68,115
2002-08-30,Whitesburg,East Ridge,37,0,0,,0,0,50,56
2002-08-30,Woodford County,Franklin County,38,7,1,,0,0,198,154
2002-08-31,Bethlehem,Owen County,22,17,1,,0,0,209,95
2002-08-31,Boone County,Allen County-Scottsville,39,18,1,,0,0,159,135
2002-08-31,Bowling Green,Monroe County,20,0,2,,0,0,138,76
2002-08-31,Corbin,Bryan Station,28,14,1,,0,0,61,205
2002-08-31,Franklin-Simpson,Greenwood,53,41,1,,0,0,137,190
2002-08-31,Lawrence County,Leslie County,29,14,2,,0,0,122,53
2002-08-31,Lexington Catholic,Danville,32,26,2,,0,0,149,22
2002-08-31,Lynn Camp,Berea,35,6,0,,0,0,40,19
2002-08-31,Madison Central,Simon Kenton,14,7,2,,0,0,196,166
2002-08-31,Male,Highlands,35,24,2,,0,0,170,144
2002-08-31,Prestonsburg,Whitley County,21,6,2,,0,0,51,203
2002-08-31,Ryle,Harrison County,34,0,1,,0,0,163,146
2002-08-31,Scott County,Meade County,15,0,1,,0,0,195,172
2002-09-05,Frankfort,Kentucky Country Day,68,13,0,,0,0,28,210
2002-09-06,Allen County-Scottsville,Bardstown,46,0,0,,0,0,135,63
2002-09-06,Ashland Blazer,Russell,28,19,1,,0,0,119,89
2002-09-06,Ballard Memorial,Reidland,35,0,0,,0,0,4,86
2002-09-06,Bath County,Morgan County,28,21,1,,0,0,100,58
2002-09-06,Bellevue,Grant County,28,7,0,,0,0,16,155
2002-09-06,Boone County,Bryan Station,27,0,1,,0,0,159,205
2002-09-06,Bourbon County,Fleming County,60,27,1,,0,0,145,94
2002-09-06,Bowling Green,Greenwood,35,3,1,,0,0,138,190
2002-09-06,Boyd County,Johnson Central,30,0,1,,0,0,120,126
2002-09-06,Breathitt County,Knott County Central,70,16,1,,0,0,47,128
2002-09-06,Bullitt East,Bullitt Central,36,2,0,,0,0,103,182
2002-09-06,Butler County,McLean County,7,6,0,,0,0,81,5
2002-09-06,Calloway County,Murray,35,6,1,,0,0,139,3
2002-09-06,Carroll County,Eminence,63,14,0,,0,0,91,211
2002-09-06,Casey County,Western Hills,17,10,1,,0,0,62,151
2002-09-06,Central,Valley,42,14,0,,0,0,111,115
2002-09-06,Central Hardin,Breckinridge County,30,12,1,,0,0,180,112
2002-09-06,Christian County,Union County,64,0,1,,0,0,184,143
2002-09-06,Corbin,South Laurel,28,13,1,,0,0,61,206
2002-09-06,Crittenden County,Fulton County,30,6,0,,0,0,2,8
2002-09-06,Cumberland,Phelps,56,8,0,,0,0,36,43
2002-09-06,Danville,Boyle County,20,10,0,,0,0,22,102
2002-09-06,DuPont Manual,Butler,34,21,0,,0,0,173,178
2002-09-06,East Jessamine,Woodford County,29,6,1,,0,0,105,198
2002-09-06,East Ridge,Jenkins,40,6,1,,0,0,56,214
2002-09-06,Eastern,Ballard,29,24,0,,0,0,157,160
2002-09-06,Fairdale,North Bullitt,63,7,0,,0,0,104,114
2002-09-06,Fort Campbell,Todd County Central,63,0,1,,0,0,80,87
2002-09-06,Fort Knox,Shawnee,56,22,0,,0,0,26,73
2002-09-06,Franklin-Simpson,Madisonville-North Hopkins,17,13,1,,0,0,137,193
2002-09-06,Garrard County,Estill County,47,0,1,,0,0,98,54
2002-09-06,Graves County,Paducah Tilghman,24,7,0,,0,0,189,132
2002-09-06,Grayson County,Muhlenberg South,27,13,1,,0,0,186,85
2002-09-06,Green County,Adair County,56,27,0,,0,0,25,71
2002-09-06,Harlan,Cawood,27,14,0,,0,0,42,125
2002-09-06,Harrison County,George Rogers Clark,31,21,1,,0,0,146,202
2002-09-06,Hart County,Caverna,47,0,1,,0,0,84,212
2002-09-06,Hazard,Fleming-Neon,55,12,1,,0,0,38,44
2002-09-06,Heath,Lone Oak,17,6,0,,0,0,82,140
2002-09-06,Henderson County,Daviess County,42,12,0,,0,0,183,187
2002-09-06,Henry Clay,Madison Central,34,7,0,,0,0,199,196
2002-09-06,Highlands,Campbell County,62,7,1,,0,0,144,169
2002-09-06,Hopkins County Central,Fulton City,45,6,1,,0,0,134,7
2002-09-06,Lafayette,John Hardin,21,0,0,,0,0,201,136
2002-09-06,Lawrence County,Belfry,30,6,1,,0,0,122,49
2002-09-06,Leslie County,Clay County,53,12,0,,0,0,53,208
2002-09-06,Lloyd Memorial,Beechwood,34,16,1,,0,0,90,10
2002-09-06,Madison Southern,Lincoln County,34,6,1,,0,0,48,113
2002-09-06,Male,Seneca,48,21,0,,0,0,170,179
2002-09-06,Marion County,Washington County,55,34,1,,0,0,109,69
2002-09-06,Marshall County,Caldwell County,28,27,1,,0,0,194,79
2002-09-06,Mason County,Rowan County,49,3,1,,0,0,88,127
2002-09-06,Mayfield,Hopkinsville,22,16,1,,0,0,1,133
2002-09-06,Meade County,Elizabethtown,51,0,1,,0,0,172,64
2002-09-06,Mercer County,Harrodsburg,34,0,1,,0,0,92,30
2002-09-06,Nelson County,Franklin County,27,6,0,,0,0,176,154
2002-09-06,Newport,Dayton,32,3,1,,0,0,93,18
2002-09-06,Nicholas County,Magoffin County,52,14,1,,0,0,13,130
2002-09-06,Owen County,Lexington Christian,38,0,1,,0,0,95,20
2002-09-06,Owensboro,Barren County,35,21,1,,0,0,192,191
2002-09-06,Owensboro Catholic,Apollo,31,21,0,,0,0,74,188
2002-09-06,Paris,Powell County,49,0,0,,0,0,17,57
2002-09-06,Perry County Central,North Laurel,51,16,1,,0,0,123,204
2002-09-06,Pike County Central,Fairview,38,20,1,,0,0,52,14
2002-09-06,Pleasure Ridge Park,Iroquois,47,0,1,,0,0,175,213
2002-09-06,Prestonsburg,Paintsville,35,7,0,,0,0,51,37
2002-09-06,Pulaski County,Southwestern,29,26,2,,0,0,107,200
2002-09-06,Raceland,East Carter,28,7,1,,0,0,12,96
2002-09-06,Rockcastle County,Paul Laurence Dunbar,35,28,1,,0,0,117,197
2002-09-06,Russell County,McCreary Central,34,6,1,,0,0,65,116
2002-09-06,Shelby County,Oldham County,23,16,0,,0,0,162,164
2002-09-06,Sheldon Clark,Greenup County,22,0,0,,0,0,121,124
2002-09-06,South Floyd,Betsy Layne,84,48,1,,0,0,41,59
2002-09-06,South Oldham,Fern Creek,12,6,1,(overtime),1,0,165,168
2002-09-06,St. Xavier,Southern,44,0,1,,0,0,171,177
2002-09-06,Tates Creek,Montgomery County,34,6,0,,0,0,207,150
2002-09-06,Taylor County,Campbellsville,45,14,0,,0,0,70,32
2002-09-06,Trigg County,Russellville,48,0,1,,0,0,77,6
2002-09-06,Trimble County,Henry County,28,13,1,,0,0,31,101
2002-09-06,Trinity (Louisville),Jeffersontown,55,0,0,,0,0,156,167
2002-09-06,Waggener,Doss,41,14,1,,0,0,108,110
2002-09-06,Warren East,Edmonson County,29,7,1,,0,0,141,83
2002-09-06,Wayne County,Somerset,27,14,1,,0,0,66,29
2002-09-06,Webster County,Hancock County,27,12,1,,0,0,75,9
2002-09-06,West Carter,Ludlow,46,14,1,,0,0,97,21
2002-09-06,West Jessamine,Anderson County,52,8,1,,0,0,106,152
2002-09-06,Western,Atherton,28,7,1,,0,0,68,181
2002-09-06,Whitesburg,Knox Central,29,13,0,,0,0,50,129
2002-09-06,Whitley County,Lynn Camp,14,7,1,,0,0,203,40
2002-09-06,Williamsburg,Berea,43,28,1,,0,0,39,19
2002-09-07,Christian Academy-Louisville,Bethlehem,25,8,0,,0,0,24,209
2002-09-07,Dixie Heights,Covington Catholic,28,0,0,,0,0,158,147
2002-09-07,Holy Cross (Louisville),DeSales,48,7,1,,0,0,23,67
2002-09-07,Newport Central Catholic,Scott,35,14,1,,0,0,11,148
2002-09-12,Madison Central,Tates Creek,27,14,2,,0,0,196,207
2002-09-13,Allen Central,Jenkins,46,6,0,,0,0,45,214
2002-09-13,Allen County-Scottsville,Warren East,48,20,1,,0,0,135,141
2002-09-13,Apollo,Greenwood,35,0,1,,0,0,188,190
2002-09-13,Ashland Blazer,Lawrence County,28,16,1,,0,0,119,122
2002-09-13,Ballard,DuPont Manual,24,19,0,,0,0,160,173
2002-09-13,Ballard Memorial,Heath,27,0,1,,0,0,4,82
2002-09-13,Beechwood,Holmes,21,8,0,,0,0,10,153
2002-09-13,Belfry,East Ridge,48,0,1,,0,0,49,56
2002-09-13,Bell County,Cawood,35,0,0,,0,0,118,125
2002-09-13,Bethlehem,Ludlow,51,0,0,,0,0,209,21
2002-09-13,Bourbon County,Paris,32,6,1,,0,0,145,17
2002-09-13,Breathitt County,Harrison County,35,21,1,,0,0,47,146
2002-09-13,Bryan Station,Christian Academy-Louisville,28,6,1,,0,0,205,24
2002-09-13,Bullitt Central,North Bullitt,35,31,0,,0,0,182,114
2002-09-13,Butler,Doss,50,12,1,,0,0,178,110
2002-09-13,Butler County,Todd County Central,46,13,0,,0,0,81,87
2002-09-13,Calloway County,Fulton County,41,14,0,,0,0,139,8
2002-09-13,Carroll County,Trimble County,50,0,1,,0,0,91,31
2002-09-13,Casey County,Williamsburg,35,27,1,,0,0,62,39
2002-09-13,Christian County,Central Hardin,42,7,0,,0,0,184,180
2002-09-13,Conner,Meade County,24,3,1,,0,0,161,172
2002-09-13,Crittenden County,Union County,41,12,1,,0,0,2,143
2002-09-13,Cumberland,Lexington Christian,54,16,1,,0,0,36,20
2002-09-13,Danville,Green County,51,14,1,,0,0,22,25
2002-09-13,DeSales,Valley,40,13,1,,0,0,67,115
2002-09-13,East Carter,Morgan County,48,16,1,,0,0,96,58
2002-09-13,Edmonson County,Hart County,26,15,1,,0,0,83,84
2002-09-13,Fairview,Lewis County,28,12,0,,0,0,14,99
2002-09-13,Fleming County,Nicholas County,30,18,1,,0,0,94,13
2002-09-13,Fort Campbell,McLean County,20,13,1,,0,0,80,5
2002-09-13,Frankfort,Powell County,50,0,1,,0,0,28,57
2002-09-13,Garrard County,Grant County,41,0,0,,0,0,98,155
2002-09-13,George Rogers Clark,Montgomery County,37,12,1,,0,0,202,150
2002-09-13,Grayson County,Lone Oak,55,6,1,,0,0,186,140
2002-09-13,Greenup County,Raceland,30,22,1,,0,0,124,12
2002-09-13,Hancock County,Breckinridge County,42,12,0,,0,0,9,112
2002-09-13,Harrodsburg,Western Hills,26,3,1,,0,0,30,151
2002-09-13,Henderson County,Owensboro,54,3,1,,0,0,183,192
2002-09-13,Henry Clay,South Laurel,47,0,1,,0,0,199,206
2002-09-13,Henry County,Eminence,33,6,1,,0,0,101,211
2002-09-13,Highlands,Boone County,24,21,1,,0,0,144,159
2002-09-13,Holy Cross (Louisville),South Oldham,13,10,0,,0,0,23,165
2002-09-13,Hopkins County Central,Caldwell County,14,13,0,,0,0,134,79
2002-09-13,Hopkinsville,Madisonville-North Hopkins,39,16,1,,0,0,133,193
2002-09-13,Jeffersontown,Atherton,56,14,0,,0,0,167,181
2002-09-13,John Hardin,Dayton,69,35,0,,0,0,136,18
2002-09-13,Johnson Central,Rowan County,16,15,0,,0,0,126,127
2002-09-13,LaRue County,Taylor County,62,33,0,,0,0,60,70
2002-09-13,Leslie County,Perry County Central,50,27,1,,0,0,53,123
2002-09-13,Lynn Camp,Knox Central,14,6,1,,0,0,40,129
2002-09-13,Madison Southern,Harlan,20,0,0,,0,0,48,42
2002-09-13,Male,Lexington Catholic,35,21,0,,0,0,170,149
2002-09-13,Marion County,Campbellsville,59,34,1,,0,0,109,32
2002-09-13,Marshall County,Logan County,56,14,1,,0,0,194,142
2002-09-13,Mason County,Lafayette,35,28,0,,0,0,88,201
2002-09-13,Mayfield,Graves County,33,12,0,,0,0,1,189
2002-09-13,Mercer County,Estill County,57,12,0,,0,0,92,54
2002-09-13,Metcalfe County,Adair County,14,7,1,,0,0,27,71
2002-09-13,Middlesboro,Corbin,34,14,1,,0,0,34,61
2002-09-13,Monroe County,Wayne County,41,12,0,,0,0,76,66
2002-09-13,Nelson County,Bardstown,42,16,0,,0,0,176,63
2002-09-13,Newport,Bellevue,20,7,0,,0,0,93,16
2002-09-13,North Hardin,Fort Knox,42,14,1,,0,0,174,26
2002-09-13,North Laurel,Knott County Central,63,0,1,,0,0,204,128
2002-09-13,Ohio County,Russellville,63,28,1,,0,0,185,6
2002-09-13,Owensboro Catholic,Daviess County,14,13,1,(overtime),1,0,74,187
2002-09-13,Paintsville,Fleming-Neon,15,14,0,,0,0,37,44
2002-09-13,Paul Laurence Dunbar,Whitley County,49,14,2,,0,0,197,203
2002-09-13,Pike County Central,West Carter,22,20,1,,0,0,52,97
2002-09-13,Pikeville,Hazard,25,18,1,,0,0,33,38
2002-09-13,Pineville,Clay County,20,15,1,,0,0,46,208
2002-09-13,Pleasure Ridge Park,Ryle,21,6,1,,0,0,175,163
2002-09-13,Rockcastle County,Lincoln County,42,0,0,,0,0,117,113
2002-09-13,Russell,Boyd County,40,18,1,,0,0,89,120
2002-09-13,Russell County,Pulaski County,28,27,0,(overtime),1,0,65,107
2002-09-13,Scott County,Franklin County,62,0,1,,0,0,195,154
2002-09-13,Seneca,Fern Creek,42,6,1,,0,0,179,168
2002-09-13,Shelby County,Anderson County,37,10,0,,0,0,162,152
2002-09-13,Shelby Valley,Berea,36,28,1,,0,0,55,19
2002-09-13,Simon Kenton,Scott,13,10,0,,0,0,166,148
2002-09-13,South Floyd,Phelps,42,20,0,,0,0,41,43
2002-09-13,Southern,Moore,21,20,0,,0,0,177,72
2002-09-13,Southwestern,Somerset,30,0,0,,0,0,200,29
2002-09-13,St. Xavier,Central,16,12,0,,0,0,171,111
2002-09-13,Trigg County,Reidland,50,0,1,(game called in 3rd quarter due to lightning),0,0,77,86
2002-09-13,Trinity (Louisville),Oldham County,52,14,0,,0,0,156,164
2002-09-13,Warren Central,Bowling Green,34,6,1,,0,0,131,138
2002-09-13,Webster County,Muhlenberg South,28,14,1,,0,0,75,85
2002-09-13,Western,Iroquois,28,12,0,,0,0,68,213
2002-09-13,Whitesburg,Betsy Layne,53,0,2,,0,0,50,59
2002-09-13,Woodford County,West Jessamine,28,26,1,,0,0,198,106
2002-09-14,Boyle County,Prestonsburg,55,0,0,,0,0,102,51
2002-09-14,Dixie Heights,Lloyd Memorial,47,19,2,,0,0,158,90
2002-09-14,Newport Central Catholic,Campbell County,20,2,2,,0,0,11,169
2002-09-19,Green County,Taylor County,37,7,1,,0,0,25,70
2002-09-20,Adair County,Caverna,36,0,0,,0,0,71,212
2002-09-20,Anderson County,Western Hills,29,24,0,,0,0,152,151
2002-09-20,Ballard Memorial,Crittenden County,25,6,1,,0,0,4,2
2002-09-20,Bardstown,Western,21,6,0,,0,0,63,68
2002-09-20,Belfry,Betsy Layne,58,0,1,,0,0,49,59
2002-09-20,Bell County,Corbin,50,15,0,,0,0,118,61
2002-09-20,Boone County,Holmes,49,12,0,,0,0,159,153
2002-09-20,Bourbon County,Franklin County,36,0,0,,0,0,145,154
2002-09-20,Bowling Green,Logan County,31,8,0,,0,0,138,142
2002-09-20,Boyd County,Magoffin County,68,8,0,,0,0,120,130
2002-09-20,Breckinridge County,North Bullitt,22,16,1,(double overtime),1,0,112,114
2002-09-20,Bullitt East,Fairdale,18,0,0,,0,0,103,104
2002-09-20,Butler,Nelson County,10,7,1,,0,0,178,176
2002-09-20,Calloway County,Lone Oak,25,0,1,,0,0,139,140
2002-09-20,Carroll County,Garrard County,23,20,0,,0,0,91,98
2002-09-20,Cawood,Knott County Central,45,20,0,,0,0,125,128
2002-09-20,Danville,Bellevue,39,8,1,,0,0,22,16
2002-09-20,DeSales,Shawnee,49,8,0,,0,0,67,73
2002-09-20,Dixie Heights,Scott,54,15,1,,0,0,158,148
2002-09-20,Doss,Valley,7,0,1,,0,0,110,115
2002-09-20,East Jessamine,McCreary Central,64,0,1,,0,0,105,116
2002-09-20,Eastern,Jeffersontown,55,0,1,,0,0,157,167
2002-09-20,Elizabethtown,Moore,21,20,1,,0,0,64,72
2002-09-20,Fleming County,East Carter,35,28,0,,0,0,94,96
2002-09-20,Fleming-Neon,Allen Central,26,18,0,,0,0,44,45
2002-09-20,Fort Knox,McLean County,20,6,0,,0,0,26,5
2002-09-20,Frankfort,Grant County,22,6,1,,0,0,28,155
2002-09-20,George Rogers Clark,Clay County,35,12,0,,0,0,202,208
2002-09-20,Greenup County,Johnson Central,43,22,0,,0,0,124,126
2002-09-20,Greenwood,Warren East,30,20,0,,0,0,190,141
2002-09-20,Harrison County,Montgomery County,35,0,0,,0,0,146,150
2002-09-20,Harrodsburg,Paris,6,0,0,,0,0,30,17
2002-09-20,Heath,Muhlenberg South,14,12,0,,0,0,82,85
2002-09-20,Henderson County,Christian County,54,28,0,,0,0,183,184
2002-09-20,Holy Cross (Louisville),Nicholas County,28,0,1,,0,0,23,13
2002-09-20,Hopkins County Central,Hancock County,47,0,1,,0,0,134,9
2002-09-20,Hopkinsville,Graves County,19,9,0,,0,0,133,189
2002-09-20,John Hardin,Glasgow,27,26,0,,0,0,136,78
