name,region,id,rating,massey,colley,elo,wins,losses,games_played
South Warren,4,194,95.77,93.12,97.56,96.63,15,0,13
Covington Catholic,5,50,93.03,96.13,92.58,90.37,14,1,12
Christian Academy-Louisville,2,42,91.33,85.8,92.18,96,15,0,15
Male,6,131,90.51,89.44,90.72,91.37,14,1,14
Boyle County,3,24,89.61,86.11,91.9,90.83,13,1,14
Johnson Central,4,110,88.05,86.29,90.69,87.18,13,2,13
Franklin-Simpson,4,76,87.76,81.47,89.13,92.67,14,1,15
Frederick Douglass,6,77,86.87,93.57,87.58,79.47,11,1,12
Mayfield,2,135,86.45,83.65,88.14,87.57,14,1,14
Corbin,3,49,85.29,79.44,87.86,88.58,13,2,15
Beechwood,1,12,83,77.27,84.44,87.29,12,2,14
St. Xavier,6,198,82.42,81.35,82.25,83.66,9,4,12
Scott County,6,184,82.18,86.1,79.85,80.58,11,4,13
Central,3,40,82.07,80.13,81.73,84.34,13,2,15
Pikeville,1,170,78.92,76.36,83.25,77.15,11,3,11
Belfry,3,13,78.51,78.9,78.39,78.24,10,3,11
Bowling Green,5,22,78.35,80.82,78.48,75.76,9,3,11
Highlands,5,99,78.15,85.3,78.44,70.7,10,3,13
DeSales,2,55,77.91,73.49,81.92,78.33,11,2,13
South Oldham,5,193,76.32,77.33,76.16,75.46,12,2,14
Owensboro,5,160,75.2,77.94,76.21,71.45,10,3,12
Trinity (Louisville),6,204,74.75,78.17,68.67,77.39,7,7,10
Ashland Blazer,4,5,74.68,74.32,78.96,70.76,11,2,11
Somerset,2,191,74.35,70.81,76.61,75.63,11,3,14
Simon Kenton,6,190,74.25,77.47,73.98,71.29,10,3,13
Anderson County,5,3,74.08,78.89,78.37,64.97,10,1,11
Pulaski County,5,175,73.53,69.01,77.83,73.75,11,3,13
Raceland,1,176,72.92,68.27,76.8,73.69,11,3,12
Paintsville,1,163,72.07,63.5,76.85,75.85,10,3,13
North Hardin,6,154,71.88,78.48,74.3,62.85,9,3,11
Southwestern,5,196,71.05,73.13,73.2,66.8,10,3,12
Lexington Catholic,3,120,70.66,75.13,69.55,67.29,8,4,12
Franklin County,4,75,70.36,70.28,76.43,64.36,10,3,13
Butler,6,31,69.75,77.57,66.51,65.17,8,4,12
Knox Central,4,113,68.97,68.33,71.73,66.85,10,4,13
Paducah Tilghman,3,162,68.54,73.1,70.76,61.76,9,3,11
Taylor County,4,200,68.54,66.73,72.61,66.29,12,2,14
Bell County,3,14,68.34,69.78,70.47,64.77,11,2,13
Glasgow,2,83,67.65,63.4,70.4,69.16,11,2,13
Wayne County,4,212,67.59,70.38,68.25,64.13,8,4,12
Montgomery County,5,144,66.71,69.27,68.93,61.93,9,3,12
Madisonville-North Hopkins,4,129,66.41,65.72,68.92,64.58,10,3,13
Lexington Christian,2,121,65.73,62.68,66.3,68.21,9,4,12
Logan County,4,124,65.73,66.76,68.67,61.76,10,2,12
Conner,6,47,65.57,70.02,68,58.68,9,4,13
Ballard,6,7,65.53,68.95,65.16,62.46,8,5,13
Elizabethtown,3,64,65.26,67.12,64.65,64,8,5,13
Moore,3,145,64.7,65.9,67.34,60.86,11,2,13
Caldwell County,3,33,64.14,65.27,64.56,62.58,8,4,12
Williamsburg,1,219,64.08,59.85,69.29,63.11,9,3,11
Madison Central,6,127,63.91,65.15,62.96,63.63,10,4,14
Campbell County,6,35,63.89,70.91,64.83,55.92,6,5,10
Campbellsville,1,36,63.77,59.18,68.56,63.57,11,2,13
Oldham County,5,158,63.36,68.89,64.13,57.07,10,2,12
Walton-Verona,2,208,62.81,57,64.45,66.98,11,3,14
Waggener,3,207,61.93,66.86,62.28,56.65,8,4,12
McCracken County,6,136,61.62,63.14,62.72,59,8,4,9
Russell,3,179,61.58,63.2,62.53,59,8,5,12
Western Hills,3,217,61.47,65.96,63.85,54.61,7,4,11
Owensboro Catholic,2,161,61.31,64.43,61.9,57.59,8,4,10
Henry Clay,6,97,61.04,72.34,59.2,51.57,6,6,12
Hazard,1,95,59.87,60.14,60.25,59.23,7,4,11
Fern Creek,5,69,58.51,62.03,55.74,57.75,8,5,13
Powell County,3,173,58.15,50.36,65.07,59.04,9,3,12
LaRue County,3,114,58.02,59.19,57.36,57.51,8,6,14
Lynn Camp,1,126,57.92,53.02,63.98,56.76,10,2,11
DuPont Manual,6,58,57.88,65.34,57.2,51.09,6,5,11
Lawrence County,3,116,57.77,59.1,59.31,54.88,7,5,12
Casey County,3,38,57.24,58.07,59.23,54.43,8,3,11
Crittenden County,1,51,56.97,56.82,59.54,54.56,11,2,12
Danville,2,52,56.61,63.44,49.92,56.47,5,7,12
Daviess County,6,53,56.57,61.93,57.3,50.48,6,5,10
Henderson County,6,96,56.41,64.39,54.15,50.7,7,5,9
Scott,4,183,56.11,56.38,55.94,56.02,7,5,11
John Hardin,4,109,56.05,58.61,58.12,51.42,8,4,12
Frankfort,1,74,56.02,56.84,56.65,54.57,8,4,11
Grayson County,5,86,56.02,60.29,61.7,46.06,8,4,12
Lincoln County,5,122,55.68,57.13,61.79,48.1,7,5,12
Murray,2,148,55.47,59.51,55.35,51.54,8,5,13
George Rogers Clark,6,82,55.17,63.19,56.79,45.52,7,4,11
Greenup County,4,88,55.02,61.39,57.04,46.64,6,5,11
Newport Central Catholic,2,151,54.07,63.39,53.02,45.79,5,7,12
Christian County,5,43,53.83,61.18,49.63,50.67,4,7,10
Hopkinsville,4,104,53.7,59.78,52.44,48.89,5,7,12
Warren East,4,210,53.45,55.08,55.4,49.87,6,5,10
Cooper,6,48,53.38,63.96,51.34,44.83,5,7,12
Tates Creek,6,199,53.31,61.77,49.71,48.45,5,6,11
Shelby Valley,2,188,53.19,48.53,55.28,55.78,10,2,11
Union County,3,205,52.61,52.97,55.97,48.89,7,4,11
Graves County,5,85,52.46,56.42,52.51,48.46,5,6,11
Lloyd Memorial,2,123,52.35,55.54,54.5,47.03,7,5,12
Bullitt Central,5,29,51.96,55.66,52.68,47.54,7,5,12
Bath County,3,11,51.93,53.24,54.8,47.74,7,4,11
Ludlow,1,125,51.7,47.86,55.79,51.45,8,4,11
Allen County-Scottsville,4,2,51.69,55.17,53.93,45.96,6,5,11
McLean County,2,138,51.5,54.49,52.31,47.69,8,4,12
Clinton County,2,45,51.41,47.12,57.01,50.09,9,1,9
Perry County Central,5,167,51.37,49.53,55.26,49.32,8,3,11
Central Hardin,6,41,50.2,62.98,44.32,43.3,3,8,11
Bardstown,3,9,49.47,54.92,51.86,41.64,6,6,12
Breathitt County,3,26,49.29,45.08,53.37,49.42,8,4,12
Harrison County,4,93,48.86,54.86,50.76,40.95,7,5,12
Mercer County,4,140,48.59,56.25,46.81,42.7,5,7,12
Harlan County,5,92,47.83,50.89,44.46,48.15,4,7,11
Letcher County Central,5,118,47.83,52.61,50.48,40.4,5,6,10
Kentucky Country Day,1,111,47.81,48.23,45.88,49.32,6,6,11
Meade County,6,139,47.5,64.97,44.03,33.49,3,8,11
Shelby County,4,187,46.68,51.96,44.26,43.83,6,6,12
Apollo,5,4,46.22,55.63,43.07,39.98,5,6,10
West Carter,3,214,46.21,43.97,49.6,45.07,6,5,11
Hart County,3,94,45.86,46.39,50.1,41.09,7,4,11
Holy Cross (Louisville),1,102,45.55,53.09,41.17,42.38,4,6,9
Rowan County,4,178,45.51,52.68,47.59,36.24,5,5,10
Pleasure Ridge Park,6,172,45.3,55.05,41.35,39.49,2,9,11
Ryle,6,182,44.33,57.47,36.58,38.94,2,9,10
Nicholas County,1,152,44.31,39.48,48.43,45.02,8,4,12
Bryan Station,6,28,43.58,58.17,38.92,33.64,2,9,11
South Laurel,5,192,43.21,50.66,41.32,37.64,5,6,11
North Bullitt,5,153,42.9,52.45,43.64,32.61,4,6,10
Carroll County,2,37,42.75,45.14,42.4,40.71,7,5,10
Rockcastle County,4,177,42.74,40.25,44,43.96,5,6,11
Trigg County,3,203,42.33,47.19,42.96,36.86,5,6,11
Floyd Central,3,71,41.77,43.82,43.11,38.4,5,6,11
Paris,1,164,41.21,39.21,40.59,43.83,5,6,11
Madison Southern,5,128,41.03,48.76,34.99,39.34,2,9,11
Washington County,2,211,40.75,46.27,39.83,36.16,5,6,11
Newport,2,150,40.74,44.42,44.94,32.87,6,5,10
Hancock County,2,90,40.59,47.72,38.75,35.3,5,6,11
East Jessamine,4,60,39.61,46.61,35.8,36.44,4,7,11
East Carter,4,59,39.33,43.05,43.65,31.28,5,6,11
Whitley County,5,218,39.3,45.31,35.12,37.46,3,8,11
Russell County,4,180,39.28,46.59,40.5,30.76,4,7,11
Thomas Nelson,3,201,39.18,47.3,38.83,31.42,4,7,11
Phelps,1,168,38.93,38.28,41.92,36.58,5,5,9
Doss,5,57,38.4,45.7,33.37,36.14,3,8,11
Eastern,6,62,38.4,49.39,33.26,32.54,3,8,11
Eminence,1,65,38.36,36.27,42.13,36.67,7,3,10
Spencer County,4,197,38.36,45.19,35.9,34,4,6,10
Paul Laurence Dunbar,6,165,38.33,52.22,36.34,26.43,3,7,10
Bishop Brossart,1,19,38.25,34.81,41.44,38.49,6,5,11
North Oldham,4,156,38.19,41.59,41.93,31.05,4,7,11
Fleming County,3,70,38.14,37.11,37.49,39.83,4,7,11
Dixie Heights,5,56,38.12,57.4,30.21,26.75,1,10,10
Greenwood,5,89,38.11,49.08,36.77,28.46,2,9,11
North Laurel,5,155,37.84,42.81,34.04,36.67,4,6,10
Pike County Central,3,169,37.06,43.66,35.83,31.7,3,8,9
Collins,4,46,36.95,49.8,30.41,30.64,1,10,11
Lafayette,6,115,36.64,54.35,29.08,26.5,1,10,10
Bullitt East,5,30,36.62,43.97,33.4,32.48,3,8,11
Garrard County,3,81,36.6,47.03,32.79,29.98,2,9,11
Southern,5,195,36.6,45.76,33.13,30.92,4,7,11
Monroe County,2,143,36.53,41.39,32.99,35.21,4,8,12
Russellville,1,181,36.18,33.33,37.8,37.42,5,7,12
Estill County,3,66,35.68,36.95,39.13,30.94,4,7,11
Bracken County,1,25,35.37,31.98,34.59,39.52,6,5,10
Boone County,6,20,34.54,52.47,31.85,19.31,2,9,11
Harlan,1,91,34.14,33.92,36.52,31.99,4,7,10
Woodford County,5,220,33.92,47.33,32.61,21.82,2,9,11
Holmes,4,100,33.66,37.09,34.33,29.56,4,7,11
Henry County,3,98,33.16,42.78,32.76,23.94,3,7,10
Pineville,1,171,33.01,32.06,36.94,30.04,4,7,9
