name,region,id,rating,massey,colley,elo,wins,losses,games_played
West Jessamine,4,215,32.87,41.92,31.74,24.97,4,7,11
Fairdale,5,67,32.85,40.81,31.11,26.63,4,7,11
Bellevue,1,15,32.62,34.47,34.63,28.76,5,6,10
Calloway County,4,34,32.54,42.56,31.85,23.22,3,8,11
Breckinridge County,4,27,31.41,40.26,33.8,20.16,4,7,11
Atherton,5,6,30.87,35.37,29.04,28.22,4,6,10
Todd County Central,2,202,30.82,34.66,31.2,26.61,5,6,10
Jeffersontown,6,107,30.66,37.55,30.18,24.27,3,8,11
Marshall County,5,133,30.45,34.98,29.23,27.16,3,7,10
Muhlenberg County,6,147,30.29,35.31,29.96,25.6,3,8,11
Bourbon County,4,21,30.27,35.28,27.74,27.8,3,8,11
Edmonson County,3,63,29.47,33.95,28.45,26.01,4,7,11
Bethlehem,1,17,29.01,36.28,25.82,24.93,4,8,12
Barren County,5,10,28.94,32.56,30.04,24.23,3,7,10
Morgan County,3,146,28.11,28.99,29.46,25.88,4,7,11
Grant County,5,84,27.83,34.23,24.93,24.34,3,7,9
Western,4,216,27.66,34.12,24.89,23.99,1,10,11
Leslie County,2,117,27.42,30.13,23.49,28.65,3,8,11
Valley,4,206,26.35,35.54,21.41,22.1,2,8,10
Lewis County,3,119,26.17,28.33,25.92,24.25,3,7,10
Hopkins County Central,4,103,25.52,30.47,27.79,18.29,3,7,10
Ballard Memorial,2,8,24.02,28.43,21.16,22.48,3,8,10
Marion County,4,132,23.97,33.28,23.59,15.05,2,8,10
Clay County,4,44,23.53,37.49,18.29,14.79,1,9,10
Warren Central,4,209,23.39,40.1,20.54,9.52,0,11,11
Boyd County,4,23,23,30.13,24.76,14.11,2,8,9
Prestonsburg,2,174,22.97,23.02,18.99,26.9,2,9,11
Fort Campbell,3,72,22.69,29.28,21.44,17.36,1,9,10
Metcalfe County,2,141,22.53,28.94,18.07,20.57,2,9,11
Green County,2,87,22.5,24.87,22.81,19.82,2,9,9
Holy Cross (Covington),2,101,22.49,28.71,23.9,14.87,0,11,9
Magoffin County,3,130,21.68,26.08,22.95,16.01,3,7,10
McCreary Central,3,137,21.4,30.31,20.01,13.89,1,10,11
Sheldon Clark,3,189,21.02,28.59,17.52,16.94,2,8,9
Knott County Central,3,112,20.92,25.04,19.83,17.88,2,8,10
Adair County,3,1,20.78,28.4,19.75,14.17,1,9,10
Ohio County,6,157,20.46,29.58,15.5,16.3,1,10,11
Fulton County,1,79,20.16,26.77,18.41,15.28,5,6,7
Fort Knox,1,73,19.34,19.08,21.34,17.61,4,7,11
Middlesboro,2,142,19.17,28.39,15.69,13.44,1,10,10
Pendleton County,3,166,18.93,23.22,16.67,16.9,2,8,10
Jackson County,3,106,18.64,26.98,18.16,10.78,1,9,10
Iroquois,5,105,17.07,25.84,10.18,15.18,2,8,10
Mason County,4,134,16.81,23.91,10.76,15.76,2,8,9
Webster County,2,213,14.9,24.21,15.64,4.85,1,10,11
Fairview,1,68,14.6,12.16,13.27,18.36,0,10,8
Shawnee,2,186,13.8,22.31,14.6,4.47,0,10,10
Seneca,6,185,13.52,26.47,11.95,2.13,0,11,11
Owen County,2,159,13.04,16.39,9.48,13.25,0,10,10
Nelson County,5,149,12.86,27.22,8.23,3.15,0,10,10
Gallatin County,2,80,11.79,8.74,8.77,17.86,1,9,8
Butler County,2,32,10.01,19.74,4.93,5.35,0,10,10
East Ridge,2,61,9.24,6.35,7.52,13.87,2,9,10
Dayton,1,54,8.78,11.63,8.08,6.63,0,9,7
Betsy Layne,2,18,6.43,8.12,4.71,6.45,1,9,10
Berea,1,16,4.07,3.02,5.93,3.24,1,9,8
Caverna,1,39,3.53,9.38,4.29,-3.07,1,10,10
Fulton City,1,78,3.33,0.44,3.2,6.35,0,10,5
Jenkins,1,108,0.78,-0.35,2.62,0.06,0,10,8
