name,region,id,rating,massey,colley,elo,wins,losses,games_played
John Hardin,4,108,70.98,72.49,71.62,68.85,9,4,13
Highlands,5,98,70.79,76.08,64.78,71.5,8,6,14
Henry Clay,6,96,69.68,78.63,69.59,60.83,7,5,12
Paducah Tilghman,3,161,69.23,71.62,69.55,66.52,8,4,12
South Oldham,5,193,68.88,73.75,66.88,65.99,10,3,13
Scott,4,182,68.69,70.13,71.85,64.09,10,3,13
Owensboro Catholic,2,160,67.5,69.59,68.02,64.9,10,3,12
Greenwood,5,88,67.29,69.6,72.16,60.12,9,3,12
Christian County,5,44,67.12,70.8,72.29,58.26,8,4,12
Newport Central Catholic,2,150,66.64,68.32,65.89,65.72,9,6,15
Covington Catholic,5,51,66.56,79.9,60.64,59.12,5,8,10
Lawrence County,3,115,66.19,64.01,71,63.55,9,4,13
North Laurel,5,154,66.09,65.79,68.03,64.44,11,2,13
Wayne County,4,213,65.62,65.32,66.81,64.74,11,3,14
Conner,6,48,65.5,71.15,69.35,56.01,8,4,12
Paris,1,163,65.49,53.09,73.39,69.98,11,1,12
Adair County,3,1,65.11,66.59,67.6,61.13,10,2,12
Southwestern,5,196,65,67.52,66.61,60.85,8,4,12
Bell County,3,15,64.46,62.29,67.29,63.82,10,3,12
Hopkinsville,4,103,64.43,69.6,66.36,57.31,10,2,11
Ashland Blazer,4,6,64.35,69.48,66.58,57,9,3,10
Franklin-Simpson,4,76,64.3,67.08,64.32,61.5,8,5,12
Corbin,3,50,62.62,59.76,64.57,63.54,9,5,14
Franklin County,4,75,62.35,65.96,63.68,57.42,7,4,11
Pleasure Ridge Park,6,171,62.17,74.13,60.5,51.9,5,6,11
Ballard,6,8,62.08,70.84,57.3,58.1,6,5,11
Raceland,1,175,60.91,57.06,64.91,60.74,7,5,10
Knox Central,4,112,60.66,63.85,60.69,57.45,8,5,13
Russellville,1,180,60.05,55.49,61.7,62.95,11,3,14
Garrard County,3,80,59.9,63.5,61.72,54.48,7,5,12
Madison Central,6,126,59.54,72.37,61.28,44.96,6,5,11
Fairview,1,69,59.48,53.96,67.37,57.1,7,5,10
Lloyd Memorial,2,122,59.48,59.95,61.65,56.83,9,4,13
Butler County,2,33,59.44,57.75,61.99,58.59,9,3,12
Tates Creek,6,199,59.11,73.42,59.35,44.57,5,6,11
Russell,3,178,58.85,58.96,60.07,57.52,8,4,11
Fairdale,5,68,58.44,67.27,56.48,51.58,7,5,12
Hazard,1,94,58.31,44.95,64.44,65.53,10,3,13
Murray,2,147,57.48,63.05,53.93,55.47,7,5,11
West Carter,3,215,57.26,60.52,60.16,51.12,9,3,12
North Bullitt,5,152,56.33,59.2,60.91,48.9,9,3,12
Shelby Valley,2,187,56.32,50.15,59.18,59.62,9,3,11
Graves County,5,84,56.14,62.71,52.77,52.93,5,6,11
Lexington Christian,2,120,55.94,54.74,58.47,54.61,8,5,13
Montgomery County,5,143,55.54,61.55,57.76,47.31,7,4,11
Daviess County,6,54,54.41,58.56,57.63,47.03,7,4,11
Anderson County,5,4,53.97,65.84,48.74,47.32,5,6,11
Collins,4,47,53.75,63.62,53.17,44.48,5,7,12
Allen County-Scottsville,4,3,53.68,57.71,55.47,47.88,6,6,12
Henry County,3,97,53.21,59.2,54.89,45.54,7,4,11
Madison Southern,5,127,53.08,63.73,49.45,46.05,5,6,11
Monroe County,2,142,52.64,59.28,54.99,43.65,7,5,12
Leslie County,2,116,52.22,44.29,58.58,53.8,9,3,12
North Hardin,6,153,52.22,65.06,52.18,39.42,4,8,12
Henderson County,6,95,51.52,59.8,48.85,45.9,4,7,8
Paul Laurence Dunbar,6,164,51.52,72.44,47.03,35.09,3,8,11
Warren Central,4,210,51.51,65.75,47.71,41.06,3,8,11
Bullitt Central,5,30,51.04,57.33,51.35,44.43,6,5,11
Eastern,6,63,50.56,61.07,49.67,40.95,5,6,11
Campbellsville,1,37,50.55,53.66,52.43,45.55,8,4,12
Dixie Heights,5,57,50.14,57.8,44.95,47.67,3,9,11
Glasgow,2,82,50.03,55.48,48.78,45.84,6,6,12
Union County,3,206,49.78,48.55,51.87,48.92,7,4,11
Greenup County,4,87,49.22,53.45,51.78,42.42,6,6,12
Powell County,3,172,48.89,42.46,53.31,50.91,8,4,12
Holy Cross (Covington),2,100,48.85,54.42,52.14,39.99,6,6,11
Fleming County,3,71,48.38,46.67,50.36,48.11,7,4,11
Rockcastle County,4,176,48.23,60.11,43.85,40.72,5,7,12
Bethlehem,1,18,48.18,44.72,49.94,49.87,9,4,13
Holy Cross (Louisville),1,101,47.96,52.2,44.45,47.22,7,6,12
Mercer County,4,139,47.57,54.77,44.99,42.96,6,6,12
North Oldham,4,155,47.38,60.79,41.25,40.09,3,7,10
Somerset,2,190,47.22,50.29,48.9,42.48,6,5,11
Whitley County,5,219,47.13,46.25,49.17,45.96,6,5,11
Bourbon County,4,22,47.03,56.09,43.14,41.87,4,7,11
Bardstown,3,10,47.02,50.17,45.8,45.08,5,6,11
East Jessamine,4,61,46.7,50.96,49.8,39.33,7,4,11
Waggener,3,208,46.52,54.73,46.11,38.71,6,5,11
Walton-Verona,2,209,45.88,46.57,42.6,48.48,6,6,11
Williamsburg,1,220,45.63,39.71,44.45,52.72,5,6,11
Edmonson County,3,64,45.35,48.08,48.25,39.72,6,5,11
Madisonville-North Hopkins,4,128,45.08,48.58,42.49,44.18,4,7,10
Ballard Memorial,2,9,45.02,44.56,46.09,44.41,5,5,8
Meade County,6,138,45,51.19,39.07,44.73,3,9,11
Bishop Brossart,1,20,44.92,41.88,52.47,40.4,9,2,10
Prestonsburg,2,173,44.92,44.78,43.78,46.2,5,6,11
Butler,6,32,44.86,54.71,39.11,40.76,2,9,11
Harlan County,5,91,43.5,48.43,44.35,37.71,4,7,11
Kentucky Country Day,1,110,43.31,48.28,41.04,40.62,6,6,12
Campbell County,6,36,43.26,58.57,37.09,34.13,1,10,9
Hart County,3,93,42.89,47.46,47.34,33.87,6,5,11
Bullitt East,5,31,42.48,51.83,37.98,37.63,3,8,11
Letcher County Central,5,117,41.52,44.64,40.09,39.85,4,7,9
Harlan,1,90,41.18,35.8,45.82,41.92,9,3,10
Barren County,5,11,40.99,49.28,40.43,33.27,4,7,11
Western Hills,3,218,40.99,54.23,39.27,29.48,3,7,10
Estill County,3,67,40.94,38.13,39.87,44.82,6,5,11
Rowan County,4,177,40.79,48.02,41.54,32.81,5,6,11
Apollo,5,5,40.59,53.34,41.65,26.8,3,8,11
Pineville,1,170,40.55,31.42,46.5,43.72,7,4,10
Valley,4,207,40.4,48.75,43.03,29.42,6,5,11
Crittenden County,1,52,40.12,40.81,43.75,35.81,7,5,12
Lincoln County,5,121,40.02,48.54,37.9,33.61,3,9,12
Doss,5,58,39.94,48.1,37.32,34.41,4,7,11
Nicholas County,1,151,39.83,44.15,42.05,33.28,6,5,11
Western,4,217,39.79,49.67,35.4,34.3,3,8,11
Casey County,3,39,39.7,40.44,40.93,37.73,5,7,11
Harrison County,4,92,39.43,48.41,40.08,29.81,4,7,11
Muhlenberg County,6,146,39.41,48.42,37.88,31.92,5,6,11
Holmes,4,99,39.31,47.5,37.2,33.24,4,7,11
Grant County,5,83,39.21,54.15,37.72,25.76,4,7,11
Pike County Central,3,168,38.95,40.93,39.06,36.84,3,8,11
Taylor County,4,200,38.87,47.41,35.41,33.78,5,6,11
Ludlow,1,124,38.78,39.29,38.19,38.87,6,5,11
Frankfort,1,74,37.98,40.47,31.48,41.98,3,9,12
Bath County,3,12,37.95,43.3,41.68,28.87,5,6,11
Ohio County,6,156,37.24,41.5,41.14,29.07,5,6,11
Green County,2,86,37.15,45.35,35.41,30.68,4,7,11
Iroquois,5,104,37.03,43.61,32.27,35.21,4,6,10
Calloway County,4,35,35.47,41.14,33.53,31.75,5,6,11
Woodford County,5,221,35.46,48.68,31.29,26.41,3,8,11
Fort Campbell,3,72,34.56,42.48,32.92,28.27,2,9,11
Washington County,2,212,33.96,35.07,33.26,33.56,5,6,11
Southern,5,195,33.88,48.31,30.18,23.15,3,8,11
George Rogers Clark,6,81,33.48,53.26,26.25,20.93,0,11,11
McLean County,2,137,33.01,35.17,32.65,31.21,5,6,11
Breathitt County,3,27,32.77,30.62,32.18,35.51,4,7,10
Owen County,2,158,32.6,30.19,34.42,33.19,6,5,11
East Ridge,2,62,32.53,27.15,34.1,36.33,4,7,9
Marshall County,5,132,32.21,40.12,32.47,24.03,2,8,10
Sheldon Clark,3,188,32.07,35.56,33.96,26.68,3,8,10
Boyd County,4,24,32.02,39.01,32.82,24.24,4,6,8
Warren East,4,211,31.95,42.63,27.08,26.14,1,9,10
Boone County,6,21,31.59,50.17,30.19,14.42,0,11,11
Moore,3,144,31.13,43.47,28.18,21.73,3,7,10
Nelson County,5,148,30.78,38.54,27.27,26.52,3,7,10
Grayson County,5,85,29.6,34.25,29.06,25.48,2,9,11
Jeffersontown,6,106,29.56,43.22,26.71,18.75,2,9,11
South Laurel,5,192,29.33,36.29,28.15,23.55,2,9,11
Todd County Central,2,202,28.41,33.12,29.52,22.58,3,8,11
Metcalfe County,2,140,27.93,40.36,23.7,19.73,2,9,11
Carroll County,2,38,27.91,30.58,26.04,27.1,5,6,10
Allen Central,2,2,27.78,23.45,30.02,29.88,5,5,10
Trigg County,3,203,27.41,32.34,23.91,25.99,2,8,10
Oldham County,5,157,26.88,38.28,21.63,20.72,1,9,10
LaRue County,3,113,26.66,38.11,24.55,17.32,2,8,10
Middlesboro,2,141,24.85,26.48,22.56,25.51,1,10,11
Seneca,6,184,24.39,36.76,20.15,16.25,0,11,11
Bellevue,1,16,24.2,26.82,19.58,26.2,3,8,11
Morgan County,3,145,23.72,25.24,26.72,19.19,4,6,10
Perry County Central,5,166,23.49,26.59,25.04,18.85,2,8,10
Mason County,4,133,23.37,32.33,15.11,22.66,1,9,9
Newport,2,149,23.16,24.65,19.58,25.25,1,10,10
Fulton City,1,77,23.06,19.06,27.78,22.34,2,9,6
Clinton County,2,46,22.42,14.04,29.31,23.9,5,5,8
Knott County Central,3,111,21.26,18.07,27.95,17.77,4,7,11
Atherton,5,7,20.81,34.93,17.25,10.24,2,8,10
Lynn Camp,1,125,20.59,15.41,25.71,20.66,4,7,10
Gallatin County,2,79,20.24,24.7,14.02,22,4,7,9
Magoffin County,3,129,19.93,17.16,18.83,23.79,2,8,10
Hancock County,2,89,19.64,27.03,13.87,18.03,1,9,10
Clay County,4,45,19.5,25.14,19.74,13.62,2,9,11
South Floyd,1,191,19.11,14.02,21.47,21.82,3,8,10
Lewis County,3,118,18.34,18.76,17.48,18.78,1,9,10
Caverna,1,40,18.28,21.77,17.78,15.3,2,9,11
Breckinridge County,4,28,18.23,26.69,16.72,11.3,2,9,11
East Carter,4,60,18.22,27.28,19.52,7.85,1,9,9
West Jessamine,4,216,18.13,26.41,16.11,11.88,1,10,11
Thomas Nelson,3,201,17.6,24.86,12.42,15.52,1,9,10
Bracken County,1,26,17.43,21.42,19.05,11.81,3,8,10
Eminence,1,66,16.93,17,17.27,16.52,4,7,10
Russell County,4,179,16.75,28.34,11.58,10.34,0,10,10
Hopkins County Central,4,102,16.32,24.48,17.47,7,2,9,11
Jackson County,3,105,13.85,11.51,14.95,15.09,2,9,11
Webster County,2,214,13.74,21.36,12.78,7.09,1,10,11
Marion County,4,131,13.04,21.78,6.39,10.95,0,10,10
Logan County,4,123,12.1,24.21,9.69,2.4,0,10,10
Fort Knox,1,73,11.85,10.39,11.78,13.38,3,8,11
Pendleton County,3,165,11.72,15.76,10.11,9.29,1,9,10
Fulton County,1,78,9.99,12.27,6.52,11.18,0,11,6
McCreary Central,3,136,9.93,10.2,11.81,7.79,2,8,8
Shawnee,2,185,9.65,19.06,3.79,6.12,0,10,10
Dayton,1,55,8.88,7.48,7.73,11.44,1,10,9
Betsy Layne,2,19,5.15,2.6,0.51,12.34,0,10,10
Jenkins,1,107,4.58,-0.39,8.36,5.79,1,10,10
Phelps,1,167,3.48,-2.22,8,4.64,0,10,6
Berea,1,17,1.2,0.3,-0.16,3.45,0,10,10
Trimble County,2,204,-1.38,-0.97,-4.09,0.93,0,10,10
