name,region,id,rating,massey,colley,elo,wins,losses,games_played
Owensboro Catholic,2,57,55.45,63.99,50.75,51.62,5,8,11
Russellville,3,82,55.35,52.72,57.98,55.36,9,3,12
Russell,3,88,54.69,55.99,53.38,54.71,7,5,12
Anderson County,5,161,54.45,64.5,53.28,45.59,7,5,12
Valley,4,124,54.01,60.64,50.95,50.46,7,3,10
Meade County,6,207,53.69,57.04,51.8,52.25,5,6,11
Graves County,6,209,53.42,59.08,53.63,47.57,5,6,10
Woodford County,5,168,53.35,59.87,53.48,46.69,5,6,11
Caldwell County,2,51,53.33,56.84,51.4,51.75,7,4,11
George Rogers Clark,6,202,52.94,61.78,52.31,44.72,6,5,11
Murray,2,47,52.75,53.53,53.59,51.13,8,4,12
Union County,3,86,52.35,52.82,54.65,49.57,8,6,14
Lloyd Memorial,2,54,52.2,55.87,53.09,47.63,6,6,12
Fairview,1,16,52.15,52.47,54.99,48.98,8,4,12
Grayson County,5,159,51.91,53.75,52.39,49.59,7,4,11
Fairdale,4,127,51.19,60.16,48.8,44.59,6,5,10
Trigg County,2,53,50.93,57.31,48.16,47.33,6,6,12
Grant County,5,158,50.84,49.81,53.58,49.14,7,4,11
Mayfield,1,29,50.72,51.43,49.2,51.54,7,6,13
Franklin County,4,129,50.58,54.06,48.03,49.64,6,6,12
Western Hills,3,91,50.07,54.19,54.92,41.11,6,5,11
Clay County,5,164,50.05,53.32,50.82,45.99,6,5,11
Wayne County,3,87,50.03,47.84,52.32,49.94,7,4,11
Taylor County,3,83,49.94,45.08,55.94,48.8,8,4,12
Southwestern,5,167,49.64,57.39,47.44,44.08,5,6,11
Edmonson County,3,85,49.6,50.34,53.89,44.58,8,5,13
Boyd County,4,126,49.59,47.32,52.95,48.5,7,5,12
Bath County,2,49,48.94,45.02,52.46,49.35,8,4,12
South Laurel,5,173,47.82,58.29,44.25,40.92,4,7,11
North Hardin,6,211,47.58,58.56,43.83,40.34,4,7,11
Bellevue,1,4,47.34,44.91,51.04,46.07,7,4,11
Warren Central,5,177,47.33,58.52,41.23,42.23,3,8,11
Marshall County,6,213,47.31,55.4,42.42,44.13,3,7,10
Holy Cross (Louisville),1,23,47.29,46.73,49.07,46.08,7,5,12
Holy Cross (Covington),2,62,46.55,56.07,42.85,40.72,4,8,12
Warren East,4,131,46.16,56.41,41.16,40.92,4,7,11
Pikeville,1,34,46.04,40.42,47.08,50.62,7,6,13
Henry County,3,92,46.04,53.03,45.48,39.63,6,5,11
Central Hardin,6,210,45.97,56.1,42.81,39,4,6,10
Perry County Central,5,166,45.52,48.72,46.87,40.97,5,6,11
Harrison County,4,128,45.28,48.71,41.09,46.05,6,6,12
Shawnee,3,90,45.18,48.44,48.17,38.93,6,5,11
Somerset,3,93,45.12,49.18,42,44.19,5,6,11
Nelson County,6,212,44.94,55.27,43.91,35.65,4,7,11
Apollo,6,214,44.9,58.8,41.72,34.19,2,8,9
Scott,5,171,44.7,53.69,42.76,37.65,4,6,10
Berea,NaN,221,44.63,39.99,51.42,42.48,8,2,9
Christian Academy-Louisville,2,52,43.63,43.72,44.88,42.29,6,5,11
Bardstown,2,63,42.97,53.15,35.26,40.51,4,8,12
Butler,6,217,42.85,59.59,42.18,26.79,2,9,11
Montgomery County,5,170,42.77,49.34,38.7,40.28,4,6,10
Campbellsville,1,10,42.21,50.64,38.92,37.08,4,7,11
Eminence,1,15,41.46,33.55,45.99,44.85,8,3,11
Paintsville,1,31,41.22,37.63,44.14,41.89,6,6,12
Washington County,2,60,41.17,51.83,34.69,36.98,4,7,11
Russell County,4,134,41.13,51.93,38.43,33.04,4,7,11
Newport,2,61,40.87,49.14,41.08,32.4,4,7,10
Shelby County,6,219,40.73,58.88,31.41,31.92,1,10,11
Paducah Tilghman,3,105,40.19,50.08,34.35,36.14,2,8,9
Shelby Valley,2,55,40.1,46.19,38.69,35.42,5,6,9
LaRue County,4,135,39.99,51.02,35.63,33.32,4,7,11
Holmes,5,176,39.74,49.68,39.05,30.48,3,8,11
Western,4,139,39.42,48.71,35.52,34.04,3,9,6
Powell County,3,89,39.02,40.33,43.44,33.29,6,5,11
East Jessamine,4,130,38.83,44.72,39.59,32.17,4,7,11
Gallatin County,1,20,38.28,36.02,37.73,41.08,6,6,12
Spencer County,3,99,38.2,44.87,37.08,32.65,4,7,11
Tates Creek,6,216,37.64,51.9,31.75,29.27,2,9,11
Paul Laurence Dunbar,6,220,37.55,49.25,34.91,28.47,1,10,11
Jeffersontown,5,174,37.49,46.69,37.81,27.99,3,7,10
Ballard Memorial,1,2,37.32,42.68,37.66,31.62,6,6,11
Southern,6,218,36.97,54.14,32.6,24.18,2,9,11
Lynn Camp,1,28,36.59,40.39,37.45,31.92,4,7,11
Muhlenberg South,3,95,36.57,44.26,37.92,27.54,5,6,11
Hancock County,2,58,35.97,41.89,34.95,31.07,4,7,11
Garrard County,3,101,35.57,41,32.95,32.77,4,7,11
Greenup County,4,137,34.73,37.7,34.8,31.69,3,8,10
McLean County,3,94,34.28,38.86,37.2,26.79,5,6,11
Ludlow,1,27,33.69,32.52,36.49,32.04,5,7,12
Metcalfe County,2,59,33.67,33.14,30.74,37.13,4,7,11
Adair County,3,97,33.48,35.88,37.86,26.7,4,6,10
Pike County Central,3,100,33.27,34.45,34.75,30.61,4,7,9
Allen Central,1,1,33.2,30.18,37.7,31.72,7,4,11
Trimble County,1,38,33.07,33.48,31.02,34.71,4,7,11
Lincoln County,5,180,32.6,40.06,20.98,36.78,1,9,10
Cooper,6,215,32.53,37.36,30.74,29.48,2,8,10
Carroll County,2,56,31.98,34.15,33.68,28.09,5,6,11
East Carter,3,102,31.64,34.02,29.72,31.2,3,8,11
McCreary Central,4,133,31.61,35.65,33.93,25.25,4,7,11
North Laurel,5,178,31.56,42.71,29.62,22.35,2,8,10
Paris,1,32,31.14,38.31,29.77,25.35,3,8,11
West Jessamine,4,136,30.56,41.56,29.66,20.44,3,8,10
Hart County,3,98,30.16,30.54,33.92,26.03,4,6,10
Iroquois,5,175,30.07,37.97,33.27,18.96,3,7,10
Magoffin County,3,96,30.03,23.03,33.7,33.36,5,6,11
Dayton,1,14,29.45,37.16,23.14,28.06,2,9,11
Ohio County,5,181,28.99,41.69,27.13,18.16,1,10,11
Bourbon County,4,138,28.73,34.63,27.6,23.98,3,8,11
West Carter,3,103,28.43,30.26,26.26,28.77,3,8,11
Fulton City,1,18,28.34,29.06,25.46,30.49,3,7,8
Rowan County,4,132,27.98,33.9,28.1,21.96,4,7,11
Caverna,1,11,27.65,27.18,29.6,26.17,5,6,11
Nicholas County,1,30,27.45,31.77,26.44,24.13,3,7,10
Barren County,5,179,27.34,36.66,23.52,21.85,2,9,11
Walton-Verona,NaN,223,27.08,29.45,22.23,29.55,4,6,8
Harlan,1,21,27.04,32.55,23.56,25,3,9,11
Pineville,1,35,26.55,34.36,22.85,22.44,3,8,11
Logan County,4,140,26.5,34.88,24.76,19.87,2,8,10
Glasgow,2,71,25.41,39.94,15.5,20.78,0,11,11
Knott County Central,2,64,24.98,29.17,26.11,19.66,3,8,11
Heath,2,65,23.98,34.2,18.72,19.03,2,9,9
Bethlehem,1,6,23.93,22.41,21.07,28.31,3,8,10
Madison Southern,4,144,23.16,36.47,18.2,14.8,0,10,10
Lawrence County,4,146,22.87,36.75,19.87,12,0,11,11
Fleming County,3,108,22.84,31.52,17.92,19.08,1,9,10
North Hardin Christian,NaN,222,22.51,4.94,26.94,35.64,2,3,4
South Oldham,5,182,22.43,37.48,17.96,11.85,0,10,10
Webster County,3,104,21.85,27.15,19.58,18.82,3,8,10
Waggener,5,183,21.75,31.83,21.23,12.17,0,10,10
Kentucky Country Day,1,25,20.67,28.26,16.29,17.46,2,9,11
Leslie County,2,69,20.39,24.53,20.71,15.92,1,10,11
Todd County Central,2,67,20.28,30.83,19.47,10.53,2,9,11
Moore,3,111,18.95,30.56,16.93,9.35,0,10,10
Owen County,2,66,18.3,26.81,17.9,10.18,2,9,11
East Ridge,3,109,17.65,21.05,16.86,15.04,1,9,8
Casey County,3,106,17.06,18.51,15.96,16.72,2,8,10
Clinton County,1,12,16.34,21.88,17.51,9.63,1,10,10
Beth Haven,1,5,16.32,12.09,13.59,23.27,3,7,10
Fulton County,1,19,15.76,20.99,14.75,11.53,1,9,8
Muhlenberg North,4,143,15.51,29.76,12.93,3.85,1,10,11
Pendleton County,4,145,14.72,28.3,6.9,8.95,0,11,11
Jackson County,3,107,13.33,16.15,11.54,12.29,2,8,10
Atherton,4,141,12.88,19.81,10.9,7.94,2,10,10
Reidland,2,68,12.46,21.79,9.19,6.39,1,9,10
Fort Knox,2,72,12.33,24.61,10.04,2.34,0,11,11
Lewis County,3,110,12.02,17.43,9.66,8.98,1,9,10
Jenkins,1,24,10.8,12.07,5.54,14.78,2,9,10
Breckinridge County,4,142,10.06,23.08,6.89,0.2,1,9,9
Phelps,1,33,9.73,3.92,13.83,11.44,2,8,9
Morgan County,2,70,8.75,12.46,9.25,4.52,0,11,11
Betsy Layne,1,7,8.34,7.44,8.86,8.71,3,8,10
Bishop Brossart,1,8,7.14,11.65,4.65,5.13,0,10,10
Bracken County,1,9,2.87,7.53,3.32,-2.25,0,10,9
South Floyd,1,37,0.41,0.04,-2,3.2,1,9,10
Evangel Christian,NaN,224,-6.54,-18.79,-3.82,2.98,0,7,6
