name,region,id,rating,massey,colley,elo,wins,losses,games_played
Trinity (Louisville),4,156,99.78,99.31,100.68,99.36,15,0,14
Male,4,170,93.13,91.29,94.69,93.4,14,1,15
Boyle County,3,102,88.66,85.34,86.1,94.54,13,2,15
Mayfield,1,1,85.95,76.69,90.47,90.7,15,0,13
Breathitt County,2,47,85.54,76.56,90.46,89.61,15,0,15
Rockcastle County,3,117,82.87,80.13,83.6,84.87,13,2,15
Henderson County,4,183,81.11,84.06,83.35,75.9,13,1,13
Danville,1,22,79.04,78.28,77.19,81.64,11,3,14
Dixie Heights,4,158,78.85,86.68,82.8,67.07,9,3,11
Russell,2,89,77.73,73.52,85.47,74.21,11,3,13
Scott County,4,195,76.05,72.22,81.33,74.59,11,1,12
Mason County,2,88,75.78,73.97,79.32,74.03,11,2,13
Hopkinsville,3,133,75.49,76.24,74.57,75.66,10,4,14
Highlands,3,144,75.3,79.89,74.68,71.32,10,4,14
LaRue County,2,60,75.16,70.18,78.9,76.42,12,1,13
St. Xavier,4,171,75.07,75.72,76.85,72.65,10,3,13
Paul Laurence Dunbar,4,197,74.65,77.6,74.83,71.54,9,5,14
Beechwood,1,10,74.06,70.67,75.33,76.17,12,3,14
Ashland Blazer,3,119,73.5,74.34,78.19,67.96,9,3,11
Bell County,3,118,73.45,74.4,77.82,68.12,10,3,12
Boone County,4,159,72.93,77.3,73.59,67.9,9,4,13
Bullitt East,3,103,72.55,69.33,75.07,73.24,12,1,13
Eastern,4,157,71.92,80.39,74.84,60.52,9,3,12
Ballard,4,160,71.54,78.42,74.02,62.19,8,3,11
DuPont Manual,4,173,71.4,79.05,71.4,63.76,8,4,12
Owensboro Catholic,2,74,70.89,68.82,75.26,68.59,12,1,12
Belfry,2,49,70.65,61.18,76.59,74.19,10,3,12
Lloyd Memorial,2,90,70.07,70.84,74.41,64.95,9,3,12
Paducah Tilghman,3,132,69.82,71.39,69.11,68.97,10,3,11
Henry Clay,4,199,69.52,72.85,70.09,65.61,8,5,13
Corbin,2,61,69.51,58.53,74.69,75.29,11,4,15
Green County,1,25,68.79,66.88,73.59,65.9,9,2,11
Warren Central,3,131,68.3,68.2,69.14,67.57,10,2,12
Meade County,4,172,68.11,70.94,69.79,63.59,8,3,11
Lexington Catholic,3,149,67.72,78.92,70.86,53.38,4,9,6
Boyd County,3,120,67.12,64.54,73.76,63.08,8,4,11
Newport Central Catholic,1,11,66.98,65.39,68.99,66.56,10,3,13
Covington Catholic,3,147,66.62,78.92,64.06,56.88,6,6,10
Holy Cross (Louisville),1,23,66.2,60.95,71.58,66.07,10,2,11
Middlesboro,1,34,65.43,57.78,69.78,68.73,10,4,14
North Hardin,4,174,64.8,67.13,65.36,61.9,7,4,11
Madison Central,4,196,64.34,64.41,66.43,62.17,9,2,11
Prestonsburg,2,51,64.31,60.4,65.24,67.3,8,4,12
Conner,4,161,64.31,72.52,70.59,49.84,8,3,10
Webster County,2,75,64.06,54.67,71.6,65.89,12,2,14
East Jessamine,3,105,63.59,68.43,68.28,54.05,8,4,12
Christian County,4,184,63.51,72.2,63.49,54.85,9,4,12
Lawrence County,3,122,62.99,62.91,64.76,61.31,7,3,10
Christian Academy-Louisville,1,24,62.42,55.46,68.28,63.51,10,3,13
Madison Southern,2,48,62.41,56.84,71.02,59.37,10,2,12
Mercer County,2,92,61.98,65.15,65.09,55.7,8,3,11
Allen County-Scottsville,3,135,61.61,68,59.27,57.57,8,4,11
Woodford County,4,198,61.52,62.96,65.84,55.75,8,4,12
Oldham County,4,164,61.42,74.1,57.47,52.68,5,6,11
Pikeville,1,33,61.06,54.11,63.62,65.44,10,3,13
Lafayette,4,201,60.88,70.64,64.01,47.98,6,4,10
Monroe County,2,76,60.69,62,62.39,57.69,9,3,12
Southwestern,4,200,60.55,68.89,60.2,52.57,7,4,10
Fairdale,3,104,59.86,60.76,60.58,58.23,9,2,10
Sheldon Clark,3,121,59.41,64.89,63.04,50.31,7,3,9
Ryle,4,163,59.18,71.71,59.72,46.1,5,6,10
Bardstown,2,63,58.92,55.11,56.72,64.94,7,5,12
Pulaski County,3,107,58.64,62.09,60.61,53.23,7,5,12
Crittenden County,1,2,58.63,52.99,61.91,60.98,10,3,13
Murray,1,3,58.42,61.05,57.61,56.6,8,4,11
West Jessamine,3,106,58.39,67.06,58.87,49.25,7,4,11
Glasgow,2,78,57.84,59.95,55.69,57.88,8,4,11
Carroll County,2,91,57.52,54.11,63.12,55.34,9,3,12
Hopkins County Central,3,134,57.28,60.36,58.71,52.78,8,3,11
Bourbon County,3,145,57.19,57.44,59.86,54.29,9,2,10
Ballard Memorial,1,4,57.1,57.77,56.41,57.12,8,4,11
Graves County,4,189,56.99,66.91,58.29,45.78,5,7,10
Harrison County,3,146,56.11,59.84,54.61,53.87,7,4,10
Pleasure Ridge Park,4,175,55.88,62.84,54.26,50.54,6,4,10
Nelson County,4,176,55.78,66.06,53.6,47.69,6,5,10
Shelby County,4,162,55.42,67.5,53.91,44.84,5,5,10
Greenup County,3,124,55.21,57.9,59.39,48.33,6,5,11
Daviess County,4,187,55.2,62.34,55.59,47.67,6,6,12
Butler,4,178,55.13,65.2,52.2,47.99,5,6,11
Newport,2,93,54.52,59.06,59.07,45.44,7,4,11
Trigg County,2,77,54.16,55.03,54.02,53.43,8,3,10
Apollo,4,188,53.97,63.62,49.76,48.53,5,6,10
Whitesburg,2,50,53.69,50.07,58.3,52.71,8,3,11
Fleming County,2,94,53.13,51.69,55.87,51.85,6,5,11
Fort Knox,1,26,52.97,55.57,55.09,48.24,8,4,12
Bowling Green,3,138,52.68,60.82,49.49,47.72,5,6,11
Holy Cross (Covington),1,15,52.25,53.87,56.01,46.87,7,5,10
Paintsville,1,37,52.02,40.12,54.72,61.2,8,4,12
Seneca,4,179,51.93,62.7,49.31,43.79,5,7,12
Raceland,1,12,51.66,51.86,55.45,47.68,9,3,12
John Hardin,3,136,51.28,58.84,50.74,44.27,6,4,10
Somerset,1,29,50.93,53.23,49.33,50.23,5,6,11
Elizabethtown,2,64,50.91,48.56,53.72,50.45,7,5,12
Perry County Central,3,123,50.57,55.77,54.49,41.45,7,4,11
Ohio County,4,185,50.31,53.21,49.66,48.04,7,4,11
Russell County,2,65,50.02,53.47,50.61,45.97,6,4,10
South Oldham,4,165,49.67,60.44,49.74,38.84,4,6,10
Waggener,3,108,49.13,60.78,46.96,39.67,6,5,10
Owensboro,4,192,49.04,54.96,43.5,48.65,3,8,10
Leslie County,2,53,48.94,52.43,49.19,45.21,6,5,11
Hazard,1,38,48.87,42.09,51.01,53.51,7,5,12
Wayne County,2,66,48.51,52.68,52.55,40.3,6,5,11
Grayson County,4,186,48.33,56.37,48.73,39.88,6,4,10
Taylor County,2,70,47.89,51.83,49.26,42.57,5,6,11
Kentucky Country Day,NaN,210,47.86,44.35,48.57,50.65,9,3,11
Evarts,1,35,47.85,41.47,54.04,48.06,8,3,9
Nicholas County,1,13,47.44,45.51,49.39,47.42,7,4,11
Caldwell County,2,79,47.4,55.01,44.22,42.98,6,5,10
Pike County Central,2,52,46.82,40.15,54.86,45.46,6,5,10
Franklin-Simpson,3,137,46.61,48.09,43.74,48.01,6,5,10
Cumberland,1,36,46.44,36.19,54.81,48.31,8,3,10
Calloway County,3,139,46.36,56.59,43.63,38.87,5,6,11
Marion County,3,109,46.26,56.57,47.95,34.25,5,5,10
Casey County,2,62,45.79,43.06,53.89,40.41,7,4,11
George Rogers Clark,4,202,45.41,51.43,41.43,43.36,5,6,11
Washington County,2,69,45.13,47.57,44.29,43.52,5,6,11
Metcalfe County,1,27,45.07,47.31,50.95,36.97,7,4,10
Fort Campbell,2,80,44.52,53.29,45.37,34.91,6,5,11
Garrard County,2,98,44.51,57.42,41.68,34.43,4,6,10
Holmes,3,153,44.42,55.96,40.89,36.41,3,8,10
Bryan Station,4,205,44.08,57.01,41.98,33.24,2,8,10
Tates Creek,4,207,43.81,58.41,36.21,36.81,2,8,10
Owen County,2,95,43.76,49.67,44.42,37.18,5,5,10
Simon Kenton,4,166,43.73,60.05,39.57,31.57,3,7,10
Scott,3,148,43.58,57.81,41.52,31.4,4,8,12
Southern,4,177,43.12,46.94,44.76,37.67,5,5,10
Whitley County,4,203,42.6,43.67,39.91,44.21,5,6,9
Central,3,111,42.47,52.68,34.27,40.48,3,7,10
East Carter,2,96,41.8,44.31,44.49,36.6,5,6,11
Heath,2,82,41.73,46.43,40.53,38.22,4,6,9
Estill County,2,54,41.5,44.83,45.96,33.72,5,6,11
Bethlehem,NaN,209,41.38,40.02,41.43,42.7,7,5,12
Butler County,2,81,40.94,45.02,43.78,34.03,6,5,11
Doss,3,110,40,46.08,37.47,36.44,4,7,11
Fairview,1,14,39.85,39.84,42.64,37.08,7,4,10
Bellevue,1,16,39.61,43.95,37.9,36.98,4,6,10
Cawood,3,125,38.94,42.8,40.13,33.9,4,7,9
DeSales,2,67,38.73,40.99,41.09,34.12,5,5,10
West Carter,2,97,38.72,43.54,40.61,32.01,4,6,10
Barren County,4,191,38.14,49.88,32.99,31.55,3,7,10
Frankfort,1,28,38.04,44.02,40.43,29.68,5,5,10
Madisonville-North Hopkins,4,193,38.01,47.22,35.85,30.95,3,8,11
Harlan,1,42,37.49,39.51,37.53,35.42,4,7,11
Western,2,68,36.96,42.87,36.75,31.26,5,5,10
Fern Creek,4,168,36.8,53.18,33.42,23.81,1,9,10
Paris,1,17,36.67,38.08,32.43,39.5,4,7,11
Marshall County,4,194,36.58,42.8,34.4,32.53,2,8,9
Harrodsburg,1,30,35.43,37.61,31.71,36.97,3,7,10
Greenwood,4,190,35.42,45.34,31.84,29.07,3,7,10
Johnson Central,3,126,35.28,40.39,36.15,29.31,2,7,9
Lynn Camp,1,40,35.24,35.86,33.17,36.69,4,6,10
Williamsburg,1,39,34.74,36.39,36.33,31.49,5,5,9
Anderson County,3,152,34.47,43.99,33.27,26.16,3,8,11
Lincoln County,3,113,32.47,40.42,30.39,26.6,2,8,10
Shelby Valley,2,55,31.09,26.52,35.76,30.99,4,6,8
Fleming-Neon,1,44,31.03,24.91,28.28,39.89,3,6,9
Central Hardin,4,180,30.9,39.65,27.76,25.29,2,8,10
Rowan County,3,127,30.79,33.81,30.91,27.64,2,8,10
Jeffersontown,4,167,30.55,46.67,27.03,17.96,2,8,10
Campbell County,4,169,30.24,47,22.56,21.17,0,10,9
Adair County,2,71,30.05,35.05,31.63,23.48,3,7,10
McLean County,1,5,29.96,46.19,26.59,17.11,3,8,11
Campbellsville,1,32,29.78,38.34,25.05,25.96,1,9,10
Trimble County,1,31,29.76,33.05,30.16,26.07,3,8,11
North Laurel,4,204,29.18,33.14,28.72,25.66,3,7,10
Hancock County,1,9,29.14,36.01,24.25,27.17,2,9,11
Muhlenberg South,2,85,29.13,40.47,21.45,25.47,2,8,10
Russellville,1,6,29,38.44,25.78,22.77,3,8,11
East Ridge,2,56,28.75,25.27,29.01,31.98,4,6,10
South Floyd,1,41,28.73,25.7,28.52,31.96,4,6,10
South Laurel,4,206,28.73,36.23,26.6,23.35,2,8,10
Montgomery County,3,150,28.6,36.74,23.56,25.51,3,7,9
Moore,2,72,28.44,34.55,23.58,27.2,2,8,10
Lone Oak,3,140,28.23,37.53,26.09,21.08,2,8,10
Warren East,3,141,28.04,37.82,22.61,23.69,2,8,10
Western Hills,3,151,27.45,37.01,21.72,23.62,3,7,9
Phelps,1,43,27.28,18.47,31.11,32.26,4,7,11
Lewis County,2,99,26.86,30.41,27.92,22.26,3,7,9
Edmonson County,2,83,26.8,31.54,25.93,22.93,3,7,10
Dayton,1,18,26.78,36.58,24.52,19.25,2,9,11
Fulton City,1,7,26.64,30.97,24.91,24.03,2,8,8
North Bullitt,3,114,25.86,38.33,17.77,21.48,2,8,10
Hart County,2,84,25.16,35.2,23.19,17.08,2,8,10
Union County,3,143,24.12,35.16,19.99,17.21,0,10,10
Bullitt Central,4,182,23.44,36.35,20.94,13.04,1,9,10
Knox Central,3,129,23.3,32.4,20.04,17.46,1,9,10
Grant County,3,155,23.13,34.76,19.02,15.61,1,9,10
Breckinridge County,3,112,22.56,28.58,17.47,21.62,2,8,10
Henry County,2,101,21.7,29.88,17.01,18.2,1,9,10
