name,region,id,rating,massey,colley,elo,wins,losses,games_played
Logan County,3,142,21.65,33.03,17.41,14.52,1,9,10
Fulton County,1,8,19.74,29.59,18.28,11.37,2,8,7
Reidland,2,86,19.51,23.09,15.35,20.1,1,8,9
Iroquois,NaN,213,19.25,33.42,13.09,11.23,1,9,9
Eminence,NaN,211,19.24,18.41,12.01,27.3,4,7,9
Powell County,2,57,18.96,19.2,19.52,18.16,2,8,10
Berea,1,19,18.76,22.4,12.68,21.2,1,9,10
Atherton,4,181,18.45,33.36,15.2,6.8,1,9,10
Knott County Central,3,128,18.08,26.82,19.91,7.51,2,8,9
Pineville,1,46,17.69,17.85,17.08,18.15,2,8,8
McCreary Central,3,116,17.4,27.46,17.16,7.57,0,10,9
Magoffin County,3,130,17.27,26.16,18.33,7.32,0,10,10
Franklin County,3,154,16.43,26.74,10.91,11.64,1,9,9
Bath County,2,100,14.97,20.7,16.86,7.36,1,9,10
Valley,3,115,14.55,25.95,10.04,7.66,1,9,10
Allen Central,1,45,13.91,15.03,13.73,12.98,2,8,10
Clay County,4,208,13.41,22.28,5.69,12.25,0,10,10
Lexington Christian,1,20,13.24,14.75,13.34,11.63,1,9,10
Morgan County,2,58,13.01,22.5,13.74,2.79,1,9,10
Ludlow,1,21,12.18,19.68,13.13,3.72,0,10,10
Shawnee,2,73,10.75,17.39,10.71,4.16,0,10,10
Todd County Central,2,87,8.46,16.56,7.46,1.37,0,10,10
Caverna,NaN,212,5.96,7.35,5.53,4.99,2,10,11
Betsy Layne,2,59,3.65,3.67,6.5,0.79,0,10,9
Jenkins,NaN,214,-3.49,-1.8,-4.97,-3.71,0,11,10
