name,region,id,rating,massey,colley,elo,wins,losses,games_played
Covington Catholic,5,50,97.1,93.82,98.68,98.8,15,0,14
Trinity (Louisville),6,204,96.81,104.16,96.69,89.59,13,2,10
Johnson Central,4,109,96.12,93.93,98.15,96.28,15,0,12
Male,6,130,94.76,96.48,95.5,92.3,14,1,14
Boyle County,4,24,92.81,94.63,91.03,92.78,14,1,15
Pikeville,1,170,89.97,80.84,98.5,90.57,14,0,11
Somerset,2,191,88.28,80.33,92.48,92.02,14,1,15
North Hardin,6,154,86.84,88.16,91.99,80.36,13,1,14
Frederick Douglass,5,77,85.96,85.23,84.63,88.01,14,1,15
Belfry,3,13,85.09,81.27,87.39,86.61,11,3,13
Lexington Christian,2,120,80.91,79.97,85.24,77.51,10,2,11
Owensboro,5,160,80.9,78.71,85.32,78.68,12,2,13
Mayfield,2,135,79.99,76.17,80.58,83.23,13,2,14
St. Xavier,6,198,79.86,87.61,77.32,74.66,8,5,12
Ashland Blazer,3,5,79.16,77.64,83.62,76.23,10,3,9
Wayne County,4,212,78.92,80.66,80.86,75.25,10,2,12
Bell County,3,14,78.72,75.18,81.1,79.89,14,1,15
Bowling Green,5,22,78.59,82.08,76.13,77.55,9,4,12
South Warren,5,194,78.22,77.66,75.24,81.77,10,2,12
South Oldham,5,193,77.69,82.19,75.72,75.17,11,2,13
Franklin County,4,75,76.9,79.67,77.72,73.31,11,1,12
DeSales,3,55,76.63,80.59,73.46,75.85,10,4,14
Russell,3,179,76.29,79.59,80.04,69.24,9,3,11
DuPont Manual,6,58,76.12,84.27,77.44,66.66,9,3,12
Paintsville,1,163,72.14,65.34,76.33,74.75,11,4,14
Fern Creek,6,69,71.74,80.55,71.57,63.1,8,4,11
Central Hardin,6,41,71.73,78.64,75.17,61.36,9,3,12
Bardstown,3,9,71.26,76.38,72.88,64.53,10,3,13
Scott County,5,185,71.17,73.39,67.65,72.47,10,2,11
Central,4,40,71.06,76.73,64.94,71.51,8,6,14
Lexington Catholic,4,119,70.82,77.1,71.35,64.01,7,5,11
Kentucky Country Day,1,110,70.71,63.54,77.28,71.32,13,1,14
Beechwood,2,12,70.14,68.92,70.01,71.5,8,6,13
Highlands,5,99,69.63,77.96,69,61.93,6,5,10
Madisonville-North Hopkins,4,128,69.53,67.59,68.87,72.14,11,3,14
Glasgow,3,82,69.4,65.39,69.62,73.21,10,2,12
Breathitt County,2,26,69.33,66.14,73.34,68.52,13,1,14
Taylor County,3,200,68.39,62.62,69.95,72.59,11,3,14
Christian Academy-Louisville,3,42,68.17,73.74,62.53,68.23,7,5,12
Simon Kenton,6,190,68.02,69.28,68.68,66.1,8,5,10
Conner,5,47,67.97,70.35,70,63.56,8,4,12
Tates Creek,6,199,67.78,73.46,66.67,63.21,9,5,14
McCracken County,6,136,67.47,70.06,68.79,63.56,9,4,12
Elizabethtown,3,64,66.94,69.63,66.35,64.83,9,3,12
Newport Central Catholic,1,151,66.4,62.87,71.05,65.27,10,3,12
Ballard,6,7,66.02,80.62,62.41,55.03,6,6,12
Paducah Tilghman,3,162,64.95,67.62,66.68,60.56,9,4,13
Holy Cross (Louisville),1,102,64.67,58.69,70.25,65.08,11,3,13
Harlan County,4,92,64.66,65.63,71.43,56.92,8,4,11
Pulaski County,5,175,64.49,68.48,65.22,59.75,7,4,11
Corbin,4,49,63.82,70.39,57.91,63.15,6,5,10
Williamsburg,1,219,63.51,62.31,65.4,62.82,10,3,12
Mercer County,3,140,63.14,65.53,64.97,58.92,8,3,11
East Jessamine,5,60,61.99,69.43,62.05,54.5,9,3,12
Fairdale,5,67,61.69,64.74,63.65,56.7,11,2,13
Fleming County,3,70,61.06,60.46,64.86,57.86,10,3,13
Oldham County,6,158,60.68,67.09,59.63,55.33,8,5,13
Caldwell County,2,33,60.62,57.64,62.76,61.45,8,3,11
Shelby Valley,2,189,60.09,53.83,66.4,60.03,9,3,11
Henderson County,6,96,60.08,65.24,61,54,8,4,10
Hopkinsville,4,104,60.07,64.88,58.67,56.67,8,4,11
Hazard,1,95,59.66,60.53,63.02,55.42,7,5,11
Logan County,4,123,59.61,60.74,59.12,58.97,8,3,11
Southwestern,5,196,59.52,60.4,56.34,61.83,7,6,13
Whitley County,5,218,59.43,61.52,60.36,56.43,8,4,11
Scott,4,184,59.33,60.61,61.1,56.27,8,5,12
Raceland,1,176,59.07,61.54,59.1,56.57,7,5,11
Franklin-Simpson,4,76,58.5,59.45,51.1,64.96,7,6,12
Graves County,5,84,57.82,55.94,62.81,54.7,7,5,12
Madison Southern,5,127,57.53,62.14,57.75,52.69,7,6,13
Shelby County,4,188,57.51,67.35,55.26,49.91,6,5,11
West Carter,2,214,57.49,56.94,59.02,56.5,9,4,13
Cooper,5,48,57.19,66.77,58.91,45.89,5,6,11
Murray,2,148,57.08,60,56.24,55.01,8,4,12
Rockcastle County,3,177,57.03,55.9,61.36,53.82,8,4,12
George Rogers Clark,6,81,56.72,61.43,55.91,52.82,7,5,12
Ryle,6,182,55.64,63.61,58.33,44.97,5,6,10
Bethlehem,1,17,55.37,52.89,61.69,51.53,8,3,10
Owensboro Catholic,2,161,55.27,55.9,56.93,52.99,9,3,11
Butler,6,31,54.9,65.43,49.91,49.37,4,7,11
Eminence,1,65,54.42,49.73,60.8,52.74,9,3,12
Pike County Central,3,169,54.31,52.34,60.9,49.7,8,4,11
Bullitt East,6,30,54.03,67.14,55.94,39.02,5,6,11
Crittenden County,1,51,53.9,50.93,54.19,56.57,10,3,13
