name,region,id,rating,massey,colley,elo,wins,losses,games_played
Harlan,1,90,43.5,42.53,45.92,42.05,6,5,11
Whitley County,5,220,43.25,50.22,39.36,40.16,3,8,11
Pulaski County,5,175,42.65,53.8,35.06,39.1,3,8,11
Russellville,1,182,42.04,38.66,43.7,43.74,6,6,12
Nicholas County,1,152,41.93,41.97,44.76,39.05,7,5,12
Seneca,6,186,41.9,48.78,38.6,38.33,3,9,12
Union County,2,207,41.66,43.02,38.81,43.14,5,6,11
Boyd County,4,24,41.5,45.03,43.67,35.8,5,6,11
Eminence,1,66,41.4,36.24,48.34,39.61,9,2,10
Logan County,5,124,40.88,46.16,45.87,30.6,4,6,10
Marion County,4,133,40.47,50.23,37.47,33.72,3,8,11
Tates Creek,6,201,39.66,52.76,34.98,31.23,3,8,11
Scott,5,184,39.63,49.62,39.28,30,4,6,9
South Laurel,5,194,39.62,46.41,38.67,33.79,5,6,11
Oldham County,6,158,39.3,55.91,31.38,30.62,2,9,11
Newport,2,150,38.72,44.54,41.18,30.46,4,7,11
Betsy Layne,2,19,38.53,38.1,42.35,35.13,7,4,10
Casey County,3,39,38.43,44,36.1,35.19,4,7,11
Spencer County,4,199,38,48.44,35.71,29.83,5,7,12
Shelby Valley,2,189,37.71,40.82,38.26,34.06,5,6,11
Middlesboro,2,142,37.39,44.09,36.32,31.76,4,7,10
Southern,6,197,36.92,46.31,37.17,27.27,4,7,11
Hart County,3,93,36.71,40.95,39.59,29.58,6,5,11
Harrison County,4,92,36.01,46.84,34.62,26.58,2,9,11
West Jessamine,5,217,35.81,48.67,28.31,30.47,1,9,10
Gallatin County,2,79,35.73,38.42,41.14,27.62,5,6,11
Allen Central,1,2,35.58,32.17,39.17,35.4,6,5,11
Clay County,4,45,35.47,44.92,30.49,30.99,1,10,11
Valley,4,208,35.05,42.84,30.64,31.69,4,7,11
Apollo,5,5,34.96,43.71,34.73,26.43,2,9,11
Bullitt Central,5,30,34.84,47.85,27.47,29.21,3,8,11
South Warren,3,196,34.73,34.76,33.75,35.67,4,7,11
Crittenden County,2,52,34.48,38.84,31.27,33.32,3,8,11
Taylor County,4,202,33.85,35.74,37.71,28.11,4,6,10
Mason County,3,135,33.64,39.61,28.27,33.05,2,8,10
Bullitt East,5,31,33.46,45.7,27.36,27.34,4,7,11
Estill County,3,67,33.17,38.68,34.04,26.8,2,8,10
Doss,4,58,33.09,48.23,25.09,25.96,2,9,11
Moore,4,145,33.06,37.91,33.14,28.14,4,7,11
Shelby County,5,188,32.87,46.58,27.35,24.67,2,9,11
Sheldon Clark,3,190,31.46,36.93,26.41,31.03,1,10,11
Fleming County,3,71,31.42,36.33,31.22,26.72,4,7,11
Calloway County,4,35,31.17,39.94,28.25,25.31,3,8,10
Daviess County,6,54,31.06,40.3,28.14,24.72,3,8,11
Fairdale,4,68,30.76,40.56,24.32,27.39,2,8,10
North Laurel,5,155,30.57,42.93,27.28,21.51,3,7,10
Grant County,5,83,30.39,38.37,29.27,23.53,3,7,10
Nelson County,6,149,29.72,42.02,22.84,24.32,1,10,11
Heath,3,95,29.53,31.95,31.6,25.05,3,8,11
Henry County,3,98,29.52,40.21,22.94,25.41,2,9,11
Bath County,3,12,29.25,37.4,30,20.36,3,7,10
Reidland,2,177,28.81,30.24,26.58,29.61,3,8,10
Pendleton County,4,166,28.67,33.19,30.46,22.34,2,8,9
Paul Laurence Dunbar,6,165,28.54,44.36,23.41,17.84,1,10,11
Fort Knox,2,73,28.21,37.67,24.66,22.29,2,8,10
Ludlow,1,126,27.57,30.83,28.44,23.43,3,9,12
Adair County,3,1,27.46,29.89,30.23,22.26,4,6,10
West Carter,3,216,27.45,29.21,25.48,27.67,3,8,11
Pineville,1,171,26.4,22.84,27.32,29.04,4,7,11
Ballard Memorial,2,9,26.16,28.46,24.34,25.67,3,7,9
Bishop Brossart,2,20,25.87,32.26,25.15,20.2,3,7,9
Madison Southern,5,129,25.52,35.07,24.99,16.5,2,8,10
Berea,1,17,23.8,24.15,25.77,21.48,4,7,11
Phelps,1,168,23.49,27.47,26.23,16.77,4,7,8
Elizabethtown,3,65,22.4,31.63,17.73,17.85,0,11,11
Fulton County,1,78,22.31,22.43,23.89,20.63,2,9,9
Bracken County,1,26,22.07,19.12,29.21,17.88,6,5,9
Hopkinsville,5,104,21.85,29.07,18.07,18.42,0,10,10
Todd County Central,2,203,21.71,31.52,18.7,14.92,1,9,10
Webster County,3,215,21.71,30.44,19.13,15.55,1,9,10
Magoffin County,3,131,21.4,21.86,23.03,19.31,3,8,11
McCreary Central,3,137,21,26.03,18.01,18.95,2,8,10
Greenup County,4,87,20.63,27.33,16.98,17.58,0,10,10
Metcalfe County,2,141,20.63,24.96,22.08,14.86,2,9,11
Bethlehem,1,18,20.23,23.63,19.42,17.65,2,9,11
South Floyd,1,193,19.87,22.14,21.86,15.61,3,7,10
Hopkins County Central,4,103,19.05,20.68,16.33,20.13,1,9,9
Shawnee,2,187,18.24,20.73,18.44,15.56,1,7,8
Trimble County,2,205,18.18,20.15,21.81,12.58,2,8,10
Waggener,4,209,17.56,29.69,13.92,9.08,2,9,11
Breckinridge County,4,28,17.21,24.58,16.69,10.38,1,10,11
Dayton,1,55,17.21,26.61,19.3,5.73,1,10,11
Muhlenberg County,6,147,16.24,25.25,12.28,11.19,0,11,11
East Ridge,3,62,16.23,18.22,12.5,17.97,0,9,6
Paintsville,1,163,14.57,15.34,14.48,13.89,2,9,11
East Carter,3,60,12.31,25.09,7.03,4.81,0,10,10
Caverna,1,40,11.56,18.32,9.19,7.18,1,10,11
Fulton City,1,77,11.25,10.08,11.8,11.85,1,10,6
Iroquois,5,105,11.16,23.75,8.04,1.69,0,9,9
Jenkins,1,108,9.37,15.82,7.27,5.02,1,10,10
Atherton,4,7,9.04,16.82,7.88,2.42,1,9,10
Lynn Camp,1,127,9,16.64,3.84,6.51,0,11,11
Paris,1,164,8.84,14.57,8.95,3,1,10,11
McLean County,2,138,8.43,15.46,7.41,2.41,0,10,10
Jackson County,3,106,8.35,15.3,7.79,1.95,1,10,11
Clinton County,2,46,6.76,14.83,6.88,-1.42,0,11,10
Knott County Central,3,112,-1.15,4.59,-3.09,-4.94,0,10,10
