name,region,id,rating,massey,colley,elo,wins,losses,games_played
St. Xavier,6,218,105.96,103.95,109.72,104.2,14,1,14
Highlands,5,159,99.26,95.48,100.67,101.64,15,0,13
Boyle County,4,115,94.18,86.52,98.14,97.86,15,0,15
Trinity (Louisville),6,220,93.39,91.43,96.24,92.49,10,5,12
Simon Kenton,6,216,86.46,92.64,87.27,79.46,11,2,12
Fort Campbell,2,49,86.19,80.88,87.99,89.7,15,0,12
Bell County,4,112,86.08,84.69,87.92,85.62,12,2,12
Lone Oak,4,133,84.96,80.98,89.91,84,14,1,15
John Hardin,5,163,82.3,79.14,82.61,85.13,14,1,15
Male,6,204,81.12,83.21,83.87,76.29,10,3,13
Lexington Christian,1,26,81.02,74.91,82.87,85.3,14,1,14
Bowling Green,5,149,80.9,80.97,82.97,78.74,11,3,14
Henry Clay,6,201,78.54,82.03,82.04,71.56,10,3,13
Ryle,6,212,77.42,85.8,80.04,66.43,8,4,12
Scott County,6,213,76.7,76.15,81.7,72.24,10,4,14
Lexington Catholic,4,131,76.13,79.22,80.31,68.87,8,5,13
Ballard,6,185,74.76,80.19,76.64,67.46,8,4,12
Allen County-Scottsville,4,110,74.54,69.51,83.6,70.51,11,1,11
Prestonsburg,2,68,74.2,66.57,78.32,77.7,13,1,13
Johnson Central,5,164,73.41,71.25,73.65,75.34,8,5,12
Owensboro,5,173,73.25,73.67,71.89,74.19,9,3,11
Christian County,5,151,72.66,67.91,75.5,74.56,8,5,11
Shelby County,6,215,72.66,77.84,77.18,62.95,9,3,12
DuPont Manual,6,194,71.94,82.95,69.01,63.86,5,7,11
Bryan Station,6,187,71.81,76.53,78.23,60.66,9,3,12
Greenwood,6,199,71.6,74.52,76.53,63.74,10,4,13
Murray,2,63,71,67.46,76.31,69.23,12,1,13
DeSales,2,48,70.99,71.34,70.63,71.01,11,4,15
Fern Creek,6,196,70.79,75.96,74.67,61.74,7,4,10
Somerset,3,102,70.72,62.35,78.31,71.5,14,1,14
Marion County,4,135,70.43,71.25,69.64,70.41,11,3,14
Conner,6,191,69.82,78.88,73.19,57.38,8,3,11
Mayfield,1,29,68.7,65.11,71.84,69.16,13,2,14
Franklin-Simpson,4,123,68.52,66.08,74.61,64.87,9,3,12
Pulaski County,5,175,68.42,66.17,70.76,68.32,10,4,13
Letcher County Central,5,165,68.35,66.61,71.63,66.8,10,3,13
Mason County,3,91,67.76,61.25,74.43,67.62,11,1,12
Henderson County,6,200,67.76,67.99,71.16,64.12,9,4,11
Ashland Blazer,5,147,67.35,70.15,69.81,62.1,9,2,9
Belfry,3,75,67.3,66.15,67.85,67.91,8,4,12
Covington Catholic,5,153,67.17,72.57,67.95,61,6,6,11
Corbin,2,46,67.15,64.89,68.11,68.45,10,3,13
Lawrence County,4,130,67.03,65.28,77,58.8,12,1,11
Warren Central,5,181,66.75,69.65,70.42,60.19,8,4,12
Whitley County,5,182,66.48,71.58,65.39,62.48,7,5,12
Anderson County,5,146,65.93,71.42,68.44,57.94,9,2,11
Monroe County,2,61,64.56,64.71,65.1,63.87,10,4,14
Central,3,79,64.5,66.36,62.78,64.36,8,6,14
George Rogers Clark,6,197,63.66,61.98,68.88,60.12,8,4,12
Holmes,4,126,63.61,65.92,69.2,55.7,9,3,11
Sheldon Clark,3,101,63.28,61.46,65.55,62.82,9,5,12
Grayson County,5,157,63.05,61.29,67.44,60.41,9,2,11
Dixie Heights,5,154,62.32,73.75,61.94,51.29,5,7,12
Boone County,6,186,62.07,68.88,62.15,55.18,4,7,10
Oldham County,5,172,61.74,66.17,60.97,58.08,8,5,13
Lafayette,6,202,61.59,66.68,62.02,56.07,6,5,11
Southwestern,5,179,61.55,63.1,67.81,53.74,7,4,10
Newport Central Catholic,2,65,61.54,64,56.57,64.04,7,6,13
Green County,2,52,61.47,60.97,62.16,61.28,9,4,13
Harlan County,5,158,61.2,60.62,64.92,58.05,8,4,10
Meade County,6,206,60.82,68.52,59.71,54.23,6,6,12
Paducah Tilghman,3,95,60,60.74,57.62,61.64,9,6,14
Beechwood,1,3,59.98,56.32,56.64,66.99,9,5,14
Graves County,6,198,59.62,62.29,64.03,52.54,7,4,11
Crittenden County,1,13,59.27,59.2,61.93,56.68,10,3,11
Nelson County,6,208,58.3,67.56,60.27,47.09,6,6,12
West Jessamine,4,144,58.18,57.16,65,52.37,9,3,12
Henry County,3,87,57.57,56.42,59.94,56.34,10,3,13
Christian Academy-Louisville,2,45,57.45,57.28,60.49,54.6,9,3,11
Trigg County,2,72,57.35,57.99,59.47,54.59,7,5,11
Western,4,145,57.15,67.36,54.57,49.51,7,6,13
Hazard,1,22,57.13,59.96,53.63,57.81,9,5,13
Butler,6,188,56.59,69.32,58.02,42.42,6,5,11
Breathitt County,3,76,56.38,57.49,52,59.65,7,6,12
Knox Central,4,128,56.21,59.65,54.77,54.23,7,5,12
Seneca,6,214,56.17,69.94,55.32,43.26,4,7,11
Rockcastle County,4,139,55.45,63.82,54.16,48.35,5,7,12
Holy Cross (Covington),2,55,55.4,60.36,56.97,48.87,6,6,10
Central Hardin,6,190,55.33,65.56,57.77,42.64,6,5,11
Perry County Central,5,174,54.88,61.39,56.07,47.17,7,4,10
Bullitt Central,5,150,54.69,54.41,56.09,53.56,8,3,11
Union County,3,105,54.23,55.11,54.6,52.98,8,4,11
Western Hills,3,109,53.99,54.63,54.78,52.56,8,4,12
Bellevue,1,4,53.94,52.42,53.46,55.92,9,4,13
Apollo,6,184,53.75,63.15,53.48,44.6,6,5,11
Shelby Valley,2,70,53.68,57.85,57.29,45.91,8,4,10
Pike County Central,3,96,53.33,54.68,56.15,49.17,7,6,11
Raceland,1,36,53.08,45.52,53.7,60.01,8,5,13
LaRue County,4,129,52.84,57.69,53.29,47.55,7,5,12
Eastern,6,195,52.61,64.83,46.87,46.13,3,8,11
Jeffersontown,5,162,52.28,64.04,50,42.79,7,5,12
Madisonville-North Hopkins,5,167,51.52,59.97,48.63,45.95,5,6,11
Russellville,3,99,51.38,52.85,49.11,52.16,8,5,13
Fairdale,4,121,50.97,57.11,48.68,47.1,8,4,12
Pleasure Ridge Park,6,211,50.97,63.01,45.88,44.01,3,8,11
Russell,3,98,50.85,50.42,52.77,49.36,6,5,10
Tates Creek,6,219,50.72,58.26,51.31,42.57,5,6,11
Fairview,1,16,49.53,46.97,49.81,51.82,8,4,12
Doss,5,155,49.37,53.87,44.75,49.49,5,7,12
North Laurel,5,170,49.3,55.83,54.33,37.75,5,5,10
Rowan County,4,140,49.24,53.61,53.01,41.09,7,4,11
