name,region,id,rating,massey,colley,elo,wins,losses,games_played
Clay County,5,152,49.05,55.42,48.7,43.02,4,6,10
Caldwell County,2,43,48.89,54.86,48.24,43.56,4,7,11
Frankfort,1,17,48.74,47.72,43.89,54.62,8,4,12
McCreary Central,4,136,47.81,48.75,53.26,41.43,7,4,11
Russell County,4,141,47.5,52.77,50.43,39.31,5,6,11
Danville,2,47,47.11,48.26,45.52,47.55,5,7,12
Bullitt East,4,117,46.88,57.24,42.05,41.34,4,7,11
Daviess County,6,193,46.45,51.33,41.98,46.03,4,6,9
Edmonson County,3,81,46.4,49.67,46.89,42.66,6,5,11
Campbell County,6,189,46.06,53.47,45.17,39.54,3,7,8
Allen Central,1,1,45.92,39.46,50.06,48.22,10,2,12
Hopkinsville,5,160,45.77,55.5,42.38,39.42,3,8,10
Hancock County,2,53,45.28,45.69,48.56,41.59,7,5,12
Logan County,4,132,44.83,51.29,46.91,36.28,5,7,12
Estill County,3,83,44.73,35.38,46.28,52.52,7,5,12
Hopkins County Central,4,127,44.38,51.05,43.24,38.86,4,7,10
Valley,4,142,44.23,55.64,40.18,36.86,6,5,11
Woodford County,5,183,43.59,48.9,43.05,38.81,5,6,11
Harrison County,4,125,43.45,45.7,42.89,41.77,5,6,10
North Hardin,6,209,43.04,60.05,40.98,28.09,2,8,9
Fleming County,3,84,42.96,44.89,46.25,37.73,6,5,11
Pikeville,1,34,42.63,40.45,44.17,43.26,6,6,12
South Laurel,5,177,42.6,48.66,40.27,38.88,4,7,11
Campbellsville,1,10,42.48,40.2,42.89,44.34,7,5,12
Glasgow,2,51,42.43,50.45,43.55,33.28,5,6,10
Holy Cross (Louisville),1,23,42.04,45.98,40.3,39.83,6,6,12
East Jessamine,4,120,41.71,50.17,40.88,34.06,4,7,11
Calloway County,4,118,40.96,46.1,39.63,37.14,3,8,11
Cooper,6,192,40.82,53.78,38.86,29.82,3,7,10
Owensboro Catholic,2,67,40.8,47.32,39.22,35.85,3,8,10
Elizabethtown,3,82,40.76,44,37.04,41.24,5,7,11
Pendleton County,4,138,40.05,37.14,43.89,39.12,7,4,11
Harlan,1,21,39.86,38.17,41.88,39.53,7,6,12
Scott,5,176,39.85,50.8,37.69,31.05,2,9,11
North Oldham,3,94,39.63,47.78,36.13,34.96,5,6,11
Bourbon County,4,113,39.47,44.99,40.98,32.45,5,6,11
McLean County,3,92,39.25,47.26,37.66,32.84,5,6,11
Heath,2,54,38.99,45.78,42.33,28.85,4,7,10
Lloyd Memorial,2,58,38.76,45.06,36.69,34.52,4,7,11
Montgomery County,5,169,38.07,45.31,37.26,31.65,3,8,11
Williamsburg,1,40,37.92,37.84,32.86,43.06,5,6,10
Paul Laurence Dunbar,6,210,37.73,47.78,38.69,26.71,2,9,11
Middlesboro,2,60,37.66,42.48,32.75,37.77,4,8,11
Shawnee,3,100,37.4,39.25,35.97,36.97,4,7,9
Butler County,3,77,37.05,41.73,34.12,35.31,4,8,12
West Carter,3,108,36.97,41.98,35.62,33.31,5,5,10
Barren County,5,148,36.85,45.18,38.25,27.12,3,8,11
Ballard Memorial,1,2,36.78,40.21,37.49,32.64,4,8,12
Madison Central,6,203,36.52,48.41,28.93,32.21,0,9,9
Wayne County,3,106,36.2,40.38,30.77,37.46,4,7,11
Muhlenberg County,6,207,36.13,43.81,33.39,31.18,3,8,11
Bardstown,2,41,36.11,42.93,32.58,32.82,5,7,11
Mercer County,5,168,35.02,47.43,28.43,29.2,1,10,11
Eminence,1,15,34.88,30.71,30.85,43.07,8,4,11
Lynn Camp,1,28,34.66,35.75,36.47,31.76,4,7,11
Garrard County,3,85,34.46,39.49,33.51,30.39,5,7,12
Spencer County,3,103,34.39,44.43,31.32,27.42,3,8,11
Reidland,2,69,34.05,39.59,38.82,23.73,4,6,9
Greenup County,4,124,33.88,38.45,34.79,28.4,3,8,9
Grant County,5,156,33.83,38.25,34.25,28.98,3,7,10
Boyd County,4,114,33.53,41.84,28.23,30.51,2,9,11
Carroll County,2,44,33.37,30.36,35.91,33.85,6,5,11
Berea,1,5,33.11,30.16,32.6,36.57,6,5,11
Bethlehem,1,6,32.62,40.77,28.35,28.75,5,6,11
Taylor County,3,104,31.79,32.8,27.77,34.8,4,7,11
Warren East,4,143,31.66,42.8,29.55,22.63,1,9,10
North Bullitt,4,137,31.62,44.25,23.92,26.69,2,9,11
Marshall County,6,205,31.38,38.12,27.41,28.62,1,9,9
South Oldham,5,178,31.07,41.37,27.64,24.18,3,8,11
Metcalfe County,2,59,31.06,36.35,28.26,28.58,4,7,11
Ludlow,1,27,30.4,24.65,33.7,32.86,5,6,10
Southern,6,217,30.22,46.24,26.74,17.67,1,10,11
Magoffin County,3,90,29.53,30.36,29.58,28.63,5,6,10
Lewis County,3,89,28.94,31.29,29.58,25.95,4,7,11
Washington County,2,73,28.91,34.7,24.36,27.68,3,8,11
Bishop Brossart,1,8,28.43,24.92,32.56,27.8,5,6,9
Franklin County,4,122,27.48,38.22,18.88,25.35,1,9,10
Lincoln County,5,166,27.46,36.04,21.74,24.6,2,8,9
Waggener,5,180,27.38,40.04,23.85,18.26,2,9,11
Pineville,1,35,27.03,30.87,25.95,24.26,4,7,11
Paintsville,1,31,26.96,22.71,30,28.16,4,7,11
Nicholas County,1,30,26.92,26.72,27.68,26.36,4,7,11
Moore,3,93,26.82,38.88,23.23,18.35,3,8,10
Kentucky Country Day,1,25,26.68,31.7,26.96,21.39,5,6,10
Newport,2,64,26.65,38.9,22.06,18.98,2,9,11
Leslie County,2,57,26.48,31.64,27.83,19.96,3,8,11
Owen County,2,66,25.94,33.64,25.68,18.49,3,8,11
Breckinridge County,4,116,24.86,31.57,26.35,16.65,3,8,11
East Ridge,3,80,24.63,24.48,31.42,17.98,3,8,9
Fulton City,1,18,24.5,23.98,26.83,22.67,2,9,8
Gallatin County,1,20,24.04,26.73,18.41,26.99,4,7,10
Adair County,3,74,23.7,28.37,20.61,22.13,3,8,11
Madison Southern,4,134,22.99,38.48,17.35,13.15,1,9,10
Trimble County,1,38,21.68,27.8,15.17,22.07,3,8,11
Hart County,3,86,19.88,25.75,16.11,17.78,4,6,9
Casey County,3,78,19.63,23.47,18.02,17.4,3,7,10
Fort Knox,2,50,19.39,23.35,19.76,15.06,3,8,10
Bath County,2,42,19.21,19.61,15.32,22.7,2,9,11
Morgan County,2,62,19.15,26.87,17.8,12.77,2,9,10
Ohio County,5,171,19.15,32.75,14.07,10.64,0,10,10
Knott County Central,2,56,18.91,29.59,17.18,9.96,1,10,11
Phelps,1,33,18.69,13.11,22.76,20.21,4,7,8
Walton-Verona,1,39,17.67,19.49,12.61,20.91,2,8,10
Fulton County,1,19,17.06,26.46,14.92,9.81,0,10,6
East Carter,4,119,16.79,25.63,13.17,11.56,1,9,10
Dayton,1,14,15.96,21.76,10.16,15.96,1,9,9
Paris,1,32,15.5,23.51,11.58,11.42,0,10,10
Clinton County,1,12,15.1,21.19,10.84,13.28,2,8,10
Powell County,3,97,14.08,20.32,6.97,14.94,2,9,11
Webster County,3,107,12.6,23.75,9.67,4.37,0,11,11
Iroquois,5,161,12.07,23.82,7.95,4.45,0,10,10
Todd County Central,2,71,9.89,15.13,9.9,4.63,0,11,10
Atherton,4,111,9.27,14.38,5.86,7.58,1,9,10
Betsy Layne,1,7,9.2,9.88,7.53,10.19,3,7,9
Caverna,1,11,4.81,8.52,-3.39,9.31,1,10,10
South Floyd,1,37,3.33,4.11,1.89,4,1,9,10
Jenkins,1,24,2.97,-1,3.69,6.23,1,10,9
Jackson County,3,88,2.5,9.98,-4.48,1.99,0,10,9
Bracken County,1,9,-0.01,4.03,-1.38,-2.68,0,10,10
