date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region,lose_id,win_id
2005-08-19,Allen Central,Betsy Layne,32,6,1,,0,0,215,38
2005-08-19,Apollo,Hopkins County Central,29,15,1,,0,0,113,191
2005-08-19,Ashland Blazer,Raceland,44,7,1,,0,0,43,158
2005-08-19,Ballard,Greenwood,27,7,1,,0,0,195,197
2005-08-19,Bardstown,LaRue County,31,14,0,,0,0,73,12
2005-08-19,Bellevue,Harrodsburg,53,35,0,,0,0,7,41
2005-08-19,Boyd County,Bracken County,80,12,1,,0,0,52,153
2005-08-19,Bullitt Central,Muhlenberg North,35,0,1,,0,0,218,168
2005-08-19,Bullitt East,Nelson County,52,14,1,,0,0,170,119
2005-08-19,Campbell County,Bourbon County,58,0,0,,0,0,144,203
2005-08-19,Caverna,Hart County,15,14,1,,0,0,62,23
2005-08-19,Christian Academy-Louisville,Kentucky Country Day,42,7,0,,0,0,5,74
2005-08-19,Covington Catholic,Boone County,50,19,0,,0,0,200,136
2005-08-19,Dayton,Owen County,27,13,0,,0,0,9,46
2005-08-19,DeSales,Southern,20,12,0,,0,0,211,68
2005-08-19,Edmonson County,Grayson County,25,22,0,,0,0,194,60
2005-08-19,Eminence,Evangel Christian,58,0,1,,0,0,219,212
2005-08-19,George Rogers Clark,Tates Creek,42,7,1,,0,0,181,174
2005-08-19,Grant County,Casey County,20,13,1,,0,0,78,142
2005-08-19,Greenup County,East Carter,21,3,1,,0,0,83,156
2005-08-19,Harlan,Cawood,28,0,1,,0,0,105,31
2005-08-19,Hazard,Perry County Central,38,20,1,,0,0,157,27
2005-08-19,Highlands,Dixie Heights,35,0,1,,0,0,198,135
2005-08-19,Holy Cross (Covington),Scott,14,12,0,,0,0,210,45
2005-08-19,John Hardin,Seneca,28,6,0,,0,0,206,160
2005-08-19,Knott County Central,Jenkins,34,20,0,,0,0,37,103
2005-08-19,Knox Central,Evarts,40,12,1,,0,0,35,152
2005-08-19,Lawrence County,Sheldon Clark,28,6,1,,0,0,96,155
2005-08-19,Leslie County,Lynn Camp,44,18,1,,0,0,28,95
2005-08-19,Lewis County,Nicholas County,19,8,1,,0,0,51,87
2005-08-19,Lincoln County,Pulaski County,19,15,1,,0,0,128,178
2005-08-19,Logan County,Butler County,13,6,0,,0,0,65,111
2005-08-19,Madison Southern,Bryan Station,50,0,1,,0,0,183,148
2005-08-19,Marion County,Bethlehem,20,19,1,,0,0,13,126
2005-08-19,Marshall County,Caldwell County,48,21,2,,0,0,58,186
2005-08-19,Mayfield,Daviess County,28,0,1,,0,0,193,15
2005-08-19,Meade County,Butler,16,6,0,,0,0,167,163
2005-08-19,Morgan County,Rowan County,20,14,0,,0,0,216,85
2005-08-19,Newport Central Catholic,Pikeville,37,6,0,,0,0,29,39
2005-08-19,North Bullitt,Spencer County,46,0,1,,0,0,91,121
2005-08-19,North Hardin,Fairdale,48,6,1,,0,0,127,164
2005-08-19,North Laurel,Holmes,16,6,2,,0,0,208,180
2005-08-19,Paintsville,Fairview,28,12,0,,0,0,44,26
2005-08-19,Pendleton County,Paris,33,12,0,,0,0,48,137
2005-08-19,Pineville,McCreary Central,17,12,1,,0,0,217,36
2005-08-19,Pleasure Ridge Park,East Jessamine,42,28,2,,0,0,143,165
2005-08-19,Russell County,Adair County,48,0,1,,0,0,118,122
2005-08-19,Russellville,Muhlenberg South,47,7,1,,0,0,67,17
2005-08-19,Shelby Valley,East Ridge,14,6,2,,0,0,102,101
2005-08-19,Simon Kenton,Lloyd Memorial,40,0,0,,0,0,90,204
2005-08-19,South Floyd,Magoffin County,40,14,1,,0,0,104,32
2005-08-19,South Laurel,Johnson Central,36,20,1,,0,0,149,173
2005-08-19,Todd County Central,McLean County,49,13,0,,0,0,19,66
2005-08-19,Trigg County,Madisonville-North Hopkins,56,12,1,,0,0,112,55
2005-08-19,Union County,Webster County,27,26,0,,0,0,64,115
2005-08-19,Valley,Iroquois,26,20,1,,0,0,169,213
2005-08-19,Warren East,Monroe County,15,8,1,,0,0,56,110
2005-08-19,Washington County,Taylor County,26,6,0,,0,0,130,71
2005-08-19,Wayne County,Clay County,24,7,1,,0,0,151,70
2005-08-19,West Carter,Bath County,32,6,0,,0,0,50,88
