date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region,lose_id,win_id
1998-08-28,Seneca,Valley,15,12,1,,0,0,162,169
1998-08-28,Shelby County,Doss,17,7,0,,0,0,140,85
1998-08-28,Somerset,Pulaski County,9,6,0,,0,0,19,132
1998-08-28,South Laurel,Rockcastle County,14,13,1,,0,0,118,34
1998-08-28,South Oldham,Jeffersontown,34,0,0,,0,0,144,158
1998-08-28,Southern,Atherton,34,20,0,,0,0,186,126
1998-08-28,Southwestern,Madison Southern,35,12,2,,0,0,194,21
1998-08-28,Taylor County,Adair County,20,6,1,,0,0,179,164
1998-08-28,Waggener,Henry County,26,7,0,,0,0,166,148
1998-08-28,Warren East,Todd County Central,12,6,1,,0,0,88,93
1998-08-28,West Carter,Bath County,30,6,0,,0,0,127,214
1998-08-28,Whitley County,Ludlow,28,18,2,,0,0,117,14
1998-08-28,Woodford County,Simon Kenton,14,7,1,,0,0,123,176
1998-08-29,Beechwood,Boyle County,42,14,2,,0,0,115,102
1998-08-29,Beth Haven,Caverna,26,14,1,,0,0,192,203
1998-08-29,Bethlehem,Fairview,27,14,2,,0,0,200,205
1998-08-29,Bourbon County,North Bullitt,55,6,2,,0,0,184,109
1998-08-29,Breathitt County,Pikeville,33,0,2,,0,0,7,4
1998-08-29,Campbell County,Belfry,7,6,2,,0,0,17,28
1998-08-29,DeSales,Holy Cross (Louisville),26,6,2,,0,0,152,104
1998-08-29,Highlands,Male,51,41,2,,0,0,147,100
1998-08-29,Lawrence County,Holmes,34,32,2,Overtime,1,0,143,3
1998-08-29,Lexington Catholic,Prestonsburg,34,14,2,,0,0,9,103
1998-08-29,Ryle,Hopkinsville,35,0,2,,0,0,77,116
1998-08-29,Scott County,Anderson County,49,7,1,,0,0,171,8
1998-08-29,Trinity (Louisville),Henry Clay,42,21,2,,0,0,11,106
1998-08-29,Wayne County,McCreary Central,29,20,2,,0,0,51,120
1998-09-04,Adair County,Breckinridge County,36,20,0,,0,0,207,179
1998-09-04,Allen Central,Jenkins,34,14,0,District Game,0,0,52,201
1998-09-04,Apollo,Owensboro Catholic,23,21,1,,0,0,213,70
1998-09-04,Ballard Memorial,Reidland,38,14,0,,0,0,92,83
1998-09-04,Bardstown,Washington County,17,14,0,,0,0,185,170
1998-09-04,Barren County,Garrard County,21,13,1,,0,0,134,75
1998-09-04,Beechwood,Lloyd Memorial,47,14,0,,0,0,41,102
1998-09-04,Belfry,Whitesburg,41,37,0,,0,0,38,17
1998-09-04,Bell County,Middlesboro,21,18,1,,0,0,2,5
1998-09-04,Bethlehem,Christian Academy-Louisville,31,6,1,,0,0,204,205
1998-09-04,Bourbon County,Harrison County,27,0,0,,0,0,165,109
1998-09-04,Bowling Green,Greenwood,47,0,1,,0,0,90,57
1998-09-04,Bullitt East,North Bullitt,42,0,1,,0,0,184,151
1998-09-04,Campbellsville,Taylor County,33,7,1,,0,0,164,146
1998-09-04,Cawood,Cumberland,35,8,1,,0,0,37,13
1998-09-04,Central,Ballard,28,22,2,District Game,0,0,111,122
1998-09-04,Central Hardin,Fort Knox,26,0,0,,0,0,188,69
1998-09-04,Christian County,Daviess County,53,0,1,District Game,0,0,86,78
1998-09-04,Conner,Newport Central Catholic,30,28,1,,0,0,141,133
1998-09-04,Corbin,South Laurel,44,15,1,,0,0,34,108
1998-09-04,Crittenden County,Fulton City,30,13,1,,0,0,96,60
1998-09-04,Danville,Shelby County,35,14,0,,0,0,85,101
1998-09-04,Dayton,Holy Cross (Covington),57,14,1,,0,0,202,121
1998-09-04,DeSales,Butler,21,7,0,,0,0,172,104
1998-09-04,Dixie Heights,Simon Kenton,24,14,0,District Game,0,0,123,114
1998-09-04,DuPont Manual,Western,43,6,0,,0,0,195,167
1998-09-04,Eastern,Boone County,28,24,0,,0,0,48,129
1998-09-04,Edmonson County,Grayson County,42,0,1,,0,0,212,62
1998-09-04,Eminence,Trimble County,40,6,0,,0,0,210,198
1998-09-04,Fairdale,Iroquois,21,6,1,District Game,0,0,142,125
1998-09-04,Fern Creek,St. Xavier,22,14,2,District Game,0,0,157,153
1998-09-04,Fleming County,Bath County,15,8,0,,0,0,127,44
1998-09-04,Frankfort,Kentucky Country Day,14,7,0,,0,0,208,190
1998-09-04,Franklin-Simpson,Russellville,40,0,0,,0,0,80,163
1998-09-04,Fulton County,Trigg County,47,19,1,,0,0,95,66
1998-09-04,Greenup County,Boyd County,39,23,0,,0,0,209,107
1998-09-04,Hancock County,Butler County,42,14,1,District Game,0,0,87,63
1998-09-04,Harlan,Pineville,19,18,0,District Game,0,0,36,29
1998-09-04,Harrodsburg,Boyle County,30,29,1,,0,0,115,156
1998-09-04,Hart County,Caverna,36,12,0,,0,0,192,187
1998-09-04,Hazard,Fleming-Neon,36,6,1,District Game,0,0,26,15
1998-09-04,Henderson County,Ohio County,63,0,1,District Game,0,0,98,61
1998-09-04,Henry Clay,Madison Central,34,33,1,,0,0,10,11
1998-09-04,Henry County,Carroll County,21,0,0,,0,0,182,166
1998-09-04,Highlands,Campbell County,88,12,1,,0,0,28,100
1998-09-04,Hopkins County Central,Muhlenberg North,7,6,0,,0,0,211,76
1998-09-04,Johnson Central,Pike County Central,30,16,2,District Game,0,0,24,23
1998-09-04,Knox Central,Evarts,20,13,0,,0,0,54,40
1998-09-04,LaRue County,Green County,58,26,1,,0,0,183,150
1998-09-04,Lawrence County,George Rogers Clark,56,7,0,,0,0,53,3
1998-09-04,Logan County,Allen County-Scottsville,38,7,1,,0,0,178,64
1998-09-04,Lone Oak,Heath,24,12,1,,0,0,89,82
1998-09-04,Madison Southern,Estill County,20,13,0,,0,0,145,194
1998-09-04,Male,Seneca,42,0,0,District Game,0,0,169,147
1998-09-04,Marshall County,Caldwell County,35,7,1,,0,0,55,59
1998-09-04,Mason County,Nicholas County,33,6,1,,0,0,136,35
1998-09-04,Mayfield,Hopkinsville,20,14,1,,0,0,77,56
1998-09-04,Mercer County,West Jessamine,14,0,0,,0,0,130,124
1998-09-04,Monroe County,Elizabethtown,34,28,1,Overtime,1,0,173,181
1998-09-04,Montgomery County,Rowan County,34,8,1,,0,0,119,159
1998-09-04,Muhlenberg South,McLean County,41,0,0,,0,0,99,74
1998-09-04,Murray,Calloway County,28,14,2,,0,0,81,68
1998-09-04,Nelson County,Marion County,51,12,1,,0,0,180,58
1998-09-04,Newport,Holmes,26,12,1,,0,0,143,6
1998-09-04,North Hardin,Madisonville-North Hopkins,41,21,0,,0,0,84,67
1998-09-04,North Laurel,Lafayette,20,7,1,District Game,0,0,39,45
1998-09-04,Oldham County,Shawnee,40,8,1,District Game,0,0,196,149
1998-09-04,Owensboro,Warren East,31,0,1,District Game,0,0,93,71
1998-09-04,Paducah Tilghman,Graves County,55,13,1,,0,0,91,65
1998-09-04,Paintsville,Berea,26,12,2,District Game,0,0,138,105
1998-09-04,Paris,Fairview,62,6,0,,0,0,200,160
1998-09-04,Perry County Central,Leslie County,34,6,0,,0,0,47,25
1998-09-04,Pikeville,Elkhorn City,62,6,0,District Game,0,0,43,7
1998-09-04,Pleasure Ridge Park,Holy Cross (Louisville),40,8,0,,0,0,152,154
1998-09-04,Powell County,Casey County,55,6,1,,0,0,197,27
1998-09-04,Prestonsburg,Sheldon Clark,34,13,0,,0,0,12,9
1998-09-04,Pulaski County,Clay County,20,7,1,,0,0,46,19
1998-09-04,Raceland,East Carter,30,19,1,,0,0,31,113
1998-09-04,Rockcastle County,Southwestern,28,0,1,,0,0,21,118
1998-09-04,Russell,Ashland Blazer,28,24,2,,0,0,112,20
1998-09-04,Russell County,Somerset,12,7,1,,0,0,132,168
1998-09-04,Scott,Owen County,43,7,0,,0,0,177,137
1998-09-04,Scott County,Woodford County,41,6,1,,0,0,176,8
1998-09-04,Shelby Valley,Knott County Central,18,12,1,,0,0,49,33
1998-09-04,South Floyd,Betsy Layne,58,22,1,,0,0,50,30
1998-09-04,South Oldham,Bullitt Central,20,0,1,District Game,0,0,174,158
1998-09-04,Southern,Doss,17,0,1,District Game,0,0,140,126
1998-09-04,Tates Creek,Bryan Station,32,0,1,,0,0,22,1
1998-09-04,Todd County Central,Fort Campbell,24,14,0,,0,0,97,88
1998-09-04,Trinity (Louisville),Jeffersontown,31,0,1,District Game,0,0,144,106
1998-09-04,Union County,Webster County,49,18,1,,0,0,79,73
1998-09-04,Valley,Moore,48,0,0,District Game,0,0,193,162
1998-09-04,Waggener,Atherton,42,6,0,District Game,0,0,186,148
1998-09-04,Warren Central,Meade County,40,8,0,,0,0,94,72
1998-09-04,Wayne County,Metcalfe County,41,6,1,,0,0,191,120
1998-09-04,West Carter,Morgan County,56,0,0,,0,0,206,214
1998-09-04,Western Hills,Franklin County,41,18,0,,0,0,175,135
1998-09-04,Whitley County,Lynn Camp,44,20,1,,0,0,16,14
1998-09-05,Covington Catholic,Ryle,14,13,1,District Game,0,0,116,110
1998-09-10,Owensboro Catholic,McLean County,48,12,1,,0,0,99,213
1998-09-10,Phelps,Holy Cross (Covington),68,14,1,,0,0,202,18
1998-09-11,Adair County,Butler County,26,16,1,,0,0,87,179
1998-09-11,Allen County-Scottsville,Warren East,14,7,1,,0,0,93,178
1998-09-11,Apollo,Christian County,28,13,1,District Game,0,0,78,70
1998-09-11,Ashland Blazer,Johnson Central,26,20,2,,0,0,23,112
1998-09-11,Ballard,Shelby County,41,17,1,,0,0,85,111
1998-09-11,Ballard Memorial,Heath,35,0,1,,0,0,89,83
1998-09-11,Bath County,Lewis County,46,0,1,,0,0,199,127
1998-09-11,Beechwood,Ryle,27,22,2,,0,0,116,102
1998-09-11,Bell County,Corbin,26,13,0,,0,0,108,5
1998-09-11,Beth Haven,Berea,18,7,0,,0,0,138,203
1998-09-11,Betsy Layne,Morgan County,22,8,1,,0,0,206,50
1998-09-11,Bourbon County,Paris,62,13,1,,0,0,160,109
1998-09-11,Bowling Green,Warren Central,45,7,0,District Game,0,0,72,57
1998-09-11,Boyle County,Anderson County,47,7,1,,0,0,171,115
1998-09-11,Bryan Station,Breathitt County,26,20,1,,0,0,4,22
1998-09-11,Bullitt Central,Atherton,28,7,1,District Game,0,0,186,174
1998-09-11,Butler,Trinity (Louisville),23,9,0,,0,0,106,172
1998-09-11,Caldwell County,Hopkins County Central,22,20,1,,0,0,76,55
1998-09-11,Campbell County,Newport Central Catholic,9,7,2,,0,0,141,28
1998-09-11,Campbellsville,Todd County Central,50,0,0,,0,0,88,146
1998-09-11,Carroll County,Trimble County,28,12,0,,0,0,210,182
1998-09-11,Cawood,Evarts,63,8,1,,0,0,54,13
1998-09-11,Central,DuPont Manual,25,7,0,,0,0,167,122
1998-09-11,Conner,Scott,14,3,1,District Game,0,0,137,133
1998-09-11,Crittenden County,Webster County,19,7,0,,0,0,79,60
1998-09-11,Danville,Lincoln County,36,6,0,,0,0,161,101
1998-09-11,DeSales,Pleasure Ridge Park,28,10,0,,0,0,154,104
1998-09-11,Dixie Heights,Lloyd Memorial,31,28,0,,0,0,41,114
1998-09-11,Edmonson County,Caverna,39,6,0,,0,0,192,62
1998-09-11,Elkhorn City,Jenkins,22,11,1,District Game,0,0,52,43
1998-09-11,Fern Creek,Doss,55,7,0,,0,0,140,153
1998-09-11,Fleming-Neon,West Carter,24,21,1,,0,0,214,26
1998-09-11,Garrard County,Russell County,14,12,1,,0,0,168,134
1998-09-11,Glasgow,Elizabethtown,36,14,1,,0,0,173,155
1998-09-11,Grayson County,Hart County,25,0,0,,0,0,187,212
1998-09-11,Harlan,Leslie County,28,22,1,,0,0,47,29
1998-09-11,Harrison County,Mason County,21,20,0,,0,0,35,165
1998-09-11,Harrodsburg,Mercer County,43,23,0,,0,0,124,156
1998-09-11,Henderson County,Owensboro,24,12,1,,0,0,71,61
1998-09-11,Henry Clay,Lafayette,35,0,0,,0,0,39,11
1998-09-11,Henry County,Eminence,21,18,1,,0,0,198,166
1998-09-11,Highlands,Holmes,64,0,0,District Game,0,0,143,100
1998-09-11,Holy Cross (Louisville),Western,41,8,1,,0,0,195,152
1998-09-11,Hopkinsville,Calloway County,33,2,1,District Game,0,0,81,77
1998-09-11,LaRue County,Meade County,19,7,0,,0,0,94,150
1998-09-11,Lawrence County,Raceland,44,6,0,,0,0,113,3
1998-09-11,Lexington Catholic,Central Hardin,42,26,0,,0,0,69,103
1998-09-11,Logan County,Barren County,35,6,1,District Game,0,0,75,64
1998-09-11,Ludlow,Nicholas County,35,20,0,,0,0,136,117
1998-09-11,Lynn Camp,Knox Central,19,14,1,,0,0,40,16
1998-09-11,Madison Central,Woodford County,40,37,1,,0,0,176,10
1998-09-11,Madisonville-North Hopkins,Lone Oak,49,10,0,District Game,0,0,82,84
1998-09-11,Male,Fairdale,40,12,0,,0,0,125,147
1998-09-11,Marion County,Washington County,19,13,1,,0,0,185,180
1998-09-11,Marshall County,Daviess County,31,7,0,District Game,0,0,86,59
1998-09-11,Mayfield,Graves County,37,6,0,,0,0,91,56
1998-09-11,Metcalfe County,Casey County,26,6,0,,0,0,197,191
1998-09-11,Monroe County,Greenwood,6,3,0,,0,0,90,181
1998-09-11,Montgomery County,George Rogers Clark,49,25,1,,0,0,53,159
1998-09-11,Muhlenberg North,Breckinridge County,48,13,1,,0,0,207,211
1998-09-11,Muhlenberg South,Ohio County,32,0,0,,0,0,98,74
1998-09-11,Murray,Reidland,52,0,0,,0,0,92,68
1998-09-11,Nelson County,Bardstown,42,7,0,,0,0,170,58
1998-09-11,Newport,East Carter,42,20,0,District Game,0,0,31,6
1998-09-11,North Hardin,Fort Knox,34,7,1,,0,0,188,67
1998-09-11,Oldham County,Bullitt East,23,20,0,,0,0,151,149
1998-09-11,Owen County,Grant County,18,14,0,,0,0,189,177
1998-09-11,Paintsville,Shelby Valley,31,6,0,,0,0,33,105
1998-09-11,Paul Laurence Dunbar,Clay County,28,0,2,District Game,0,0,46,32
1998-09-11,Pike County Central,Wayne County,14,7,1,,0,0,120,24
1998-09-11,Pikeville,Hazard,27,12,1,District Game,0,0,15,7
1998-09-11,Prestonsburg,Whitesburg,45,12,1,District Game,0,0,38,9
1998-09-11,Pulaski County,East Jessamine,59,8,1,,0,0,131,19
1998-09-11,Rockcastle County,Madison Southern,35,14,0,,0,0,194,118
1998-09-11,Rowan County,Fleming County,14,0,0,,0,0,44,119
1998-09-11,Russell,Boyd County,49,18,1,,0,0,209,20
1998-09-11,Russellville,Fort Campbell,48,8,1,,0,0,97,80
1998-09-11,Scott County,Franklin County,28,6,1,,0,0,175,8
1998-09-11,Seneca,Iroquois,42,26,0,,0,0,142,169
1998-09-11,Sheldon Clark,Magoffin County,39,6,1,,0,0,139,12
1998-09-11,Simon Kenton,Dayton,18,15,0,,0,0,121,123
1998-09-11,Somerset,Southwestern,16,13,1,,0,0,21,132
1998-09-11,South Laurel,North Laurel,19,14,1,,0,0,45,34
1998-09-11,South Oldham,Shawnee,35,0,1,District Game,0,0,196,158
1998-09-11,Southern,Jeffersontown,21,3,1,,0,0,144,126
1998-09-11,St. Xavier,Eastern,48,14,0,,0,0,129,157
1998-09-11,Tates Creek,Perry County Central,64,7,1,District Game,0,0,25,1
1998-09-11,Taylor County,Green County,28,8,1,,0,0,183,164
1998-09-11,Valley,North Bullitt,34,12,0,District Game,0,0,184,162
1998-09-11,Waggener,Moore,61,0,1,District Game,0,0,193,148
1998-09-11,West Jessamine,Estill County,44,27,1,,0,0,145,130
1998-09-11,Western Hills,Frankfort,39,2,1,,0,0,190,135
1998-09-11,Whitley County,Knott County Central,44,9,0,,0,0,49,14
1998-09-12,Bethlehem,Kentucky Country Day,35,14,1,,0,0,208,205
1998-09-18,Adair County,Green County,16,6,1,,0,0,183,179
1998-09-18,Allen County-Scottsville,Metcalfe County,49,7,0,,0,0,191,178
1998-09-18,Anderson County,Madison Southern,28,6,0,District Game,0,0,194,171
1998-09-18,Apollo,Owensboro,33,10,0,,0,0,71,70
1998-09-18,Ashland Blazer,Boyd County,41,14,2,,0,0,209,112
1998-09-18,Barren County,Monroe County,27,2,1,,0,0,181,75
1998-09-18,Belfry,Johnson Central,21,11,1,District Game,0,0,23,17
1998-09-18,Bell County,Knox Central,61,6,0,District Game,0,0,40,5
1998-09-18,Boone County,Conner,10,6,1,,0,0,133,48
1998-09-18,Bowling Green,Logan County,35,0,0,District Game,0,0,64,57
1998-09-18,Boyle County,Whitesburg,52,0,0,,0,0,38,115
1998-09-18,Breathitt County,Leslie County,55,0,0,District Game,0,0,47,4
1998-09-18,Bullitt Central,Shawnee,48,7,0,District Game,0,0,196,174
1998-09-18,Bullitt East,Washington County,28,13,0,District Game,0,0,185,151
1998-09-18,Caldwell County,Trigg County,27,0,0,,0,0,95,55
1998-09-18,Calloway County,Lone Oak,13,7,1,District Game,0,0,82,81
1998-09-18,Campbellsville,Russell County,24,0,1,,0,0,168,146
1998-09-18,Crittenden County,Ballard Memorial,27,7,1,,0,0,83,60
1998-09-18,Danville,Garrard County,17,14,1,District Game- Overtime,1,0,134,101
1998-09-18,Dixie Heights,Holmes,23,19,0,District Game,0,0,143,114
1998-09-18,Doss,Iroquois,24,12,0,District Game- (completion of suspended game),0,0,142,140
1998-09-18,DuPont Manual,Seneca,7,0,1,District Game,0,0,169,167
1998-09-18,East Carter,Bath County,44,36,0,,0,0,127,31
1998-09-18,Eastern,Jeffersontown,21,20,1,District Game,0,0,144,129
1998-09-18,Edmonson County,McLean County,48,0,1,,0,0,99,62
1998-09-18,Elizabethtown,Henry County,21,12,1,District Game,0,0,166,173
1998-09-18,Eminence,Frankfort,64,3,1,,0,0,190,198
1998-09-18,Glasgow,Bardstown,29,14,0,,0,0,170,155
1998-09-18,Graves County,Daviess County,28,20,1,District Game,0,0,86,91
1998-09-18,Grayson County,Caverna,21,6,1,,0,0,192,212
1998-09-18,Greenup County,Scott,21,0,1,,0,0,137,107
1998-09-18,Greenwood,Warren East,40,20,0,,0,0,93,90
1998-09-18,Hancock County,Muhlenberg North,27,0,1,,0,0,211,63
1998-09-18,Harlan,Williamsburg,13,6,0,District Game - Overtime,1,0,42,29
1998-09-18,Harrodsburg,McCreary Central,40,26,1,,0,0,51,156
1998-09-18,Heath,Fulton City,13,0,1,,0,0,96,89
1998-09-18,Henderson County,Christian County,34,22,0,District Game,0,0,78,61
1998-09-18,Henry Clay,Paul Laurence Dunbar,34,33,1,,0,0,32,11
1998-09-18,Highlands,Newport Central Catholic,62,0,1,,0,0,141,100
1998-09-18,Hopkins County Central,Fort Campbell,34,0,1,,0,0,97,76
1998-09-18,Kentucky Country Day,Berea,24,14,1,,0,0,138,208
1998-09-18,LaRue County,Hart County,72,0,0,District Game,0,0,187,150
1998-09-18,Lafayette,Bryan Station,24,20,0,,0,0,22,39
1998-09-18,Lewis County,Betsy Layne,35,14,1,,0,0,50,199
1998-09-18,Lexington Catholic,Bourbon County,16,0,1,District Game,0,0,109,103
1998-09-18,Lincoln County,Harrison County,18,6,1,District Game,0,0,165,161
1998-09-18,Lloyd Memorial,Fleming County,20,0,1,District Game,0,0,44,41
1998-09-18,Ludlow,Carroll County,49,20,1,,0,0,182,117
1998-09-18,Lynn Camp,Pineville,28,13,0,District Game,0,0,36,16
1998-09-18,Madison Central,Central,37,14,2,,0,0,122,10
1998-09-18,Male,St. Xavier,34,13,1,District Game,0,0,157,147
1998-09-18,Marshall County,Ohio County,58,16,1,District Game,0,0,98,59
1998-09-18,Mercer County,Western Hills,22,21,1,District Game,0,0,135,124
1998-09-18,Middlesboro,Evarts,57,0,0,District Game,0,0,54,2
1998-09-18,Montgomery County,Franklin County,28,20,0,District Game,0,0,175,159
1998-09-18,Morgan County,Fairview,15,14,0,,0,0,200,206
1998-09-18,Muhlenberg South,Todd County Central,69,6,1,,0,0,88,74
1998-09-18,Nelson County,Butler,42,14,0,,0,0,172,58
1998-09-18,Newport,Campbell County,30,0,1,,0,0,28,6
1998-09-18,North Bullitt,Atherton,33,24,0,District Game,0,0,186,184
1998-09-18,North Hardin,Central Hardin,42,20,0,District Game,0,0,69,67
1998-09-18,North Laurel,Knott County Central,32,6,0,,0,0,49,45
1998-09-18,Oldham County,Waggener,28,21,0,District Game,0,0,148,149
1998-09-18,Owen County,Trimble County,20,12,1,,0,0,210,177
1998-09-18,Owensboro Catholic,Butler County,31,12,0,District Game,0,0,87,213
1998-09-18,Paducah Tilghman,Madisonville-North Hopkins,48,7,1,District Game,0,0,84,65
1998-09-18,Paris,Nicholas County,40,20,1,,0,0,136,160
1998-09-18,Perry County Central,Hazard,23,16,1,,0,0,15,25
