name,region,id,rating,massey,colley,elo,wins,losses,games_played
Ohio County,4,189,32.64,41.45,32.96,23.49,4,7,11
Magoffin County,3,148,32.49,33.92,33.53,30.02,4,6,10
Rowan County,3,149,32.26,47.08,27.65,22.05,2,8,10
Dayton,1,18,32.05,32.72,32.51,30.9,3,8,11
Lynn Camp,1,44,32.04,29.85,30.45,35.81,3,7,10
DeSales,2,83,32.02,40.49,26.75,28.82,3,7,10
Christian Academy-Louisville,1,8,31.71,32.16,34.09,28.87,4,7,11
Holy Cross (Covington),1,20,30.82,36.05,32.29,24.1,2,8,8
Heath,2,70,30.67,35.63,28.39,27.99,3,8,11
Grayson County,4,190,29.93,37,27.73,25.05,3,7,10
Edmonson County,2,66,29.83,32.76,29.48,27.27,4,7,11
Newport,2,56,29.75,31.6,26.4,31.26,2,8,10
Muhlenberg South,2,65,29.55,29.42,26.37,32.87,4,6,9
Fulton City,1,30,28.89,41.48,28.99,16.2,3,8,8
Phelps,1,43,28.86,23.6,32.95,30.02,3,6,8
Henderson County,4,193,28.36,45.92,22.29,16.88,0,10,9
Bethlehem,NaN,210,27.87,23.69,26.14,33.77,4,6,10
Fort Knox,2,85,27.79,42.2,21.42,19.76,2,8,10
Todd County Central,1,31,27.3,31.98,23.77,26.16,2,8,10
Scott,3,110,27.26,45.99,23.99,11.79,0,10,10
Fairview,1,19,26.06,25.73,25.16,27.29,3,8,9
Shawnee,2,81,26.04,31.3,26.14,20.67,4,6,10
Powell County,2,95,25.85,29.09,22.55,25.9,3,8,11
Lewis County,NaN,207,25.8,27.02,27.18,23.18,3,7,9
Iroquois,NaN,213,25.65,33.03,20.54,23.37,3,7,10
Logan County,3,124,25.49,33.73,23.35,19.38,1,9,10
McLean County,2,67,25.36,31.19,22.26,22.64,3,7,10
Carroll County,1,10,25.04,28.83,21.28,25,2,8,10
Frankfort,1,9,24.71,27.18,23.45,23.5,3,7,10
North Laurel,4,204,24.49,33.73,24.12,15.63,1,9,10
Muhlenberg North,3,123,24.29,31.44,19.81,21.62,2,8,10
Owen County,2,58,24.21,28.65,24.68,19.28,2,8,10
Montgomery County,3,111,24.18,36.66,21.69,14.19,0,10,10
Hart County,2,68,24.08,28.77,22.78,20.7,3,7,10
Knox Central,3,150,23.82,28.1,26.11,17.26,2,8,10
Adair County,3,136,23.43,31.64,24.11,14.53,2,8,10
Fulton County,1,32,22.9,32.39,18.52,17.79,1,9,8
Knott County Central,3,151,21.89,30.96,20.62,14.1,1,9,10
Raceland,1,21,21.63,28.63,14.48,21.78,1,9,10
Estill County,2,96,20.79,19.42,21.18,21.78,2,8,10
Southern,4,181,20.37,39.17,11.05,10.87,0,10,10
Marion County,3,138,20.07,30.92,15,14.29,1,9,10
Ludlow,1,22,20.01,24.14,15.43,20.48,0,9,8
Allen Central,NaN,209,17.07,15.71,14.82,20.67,2,8,9
Fort Campbell,2,71,16.36,27.32,11.64,10.13,1,9,9
Elkhorn City,1,45,15.73,15.2,16.02,15.97,1,8,9
Perry County Central,4,205,15.26,19.46,14.78,11.54,0,10,10
Atherton,3,137,15.22,23.47,11.53,10.65,1,9,10
Valley,3,139,15.04,28.22,6.52,10.38,0,10,10
Morgan County,2,98,13.39,15.23,12.87,12.07,1,9,9
Metcalfe County,1,11,13.34,19.38,14.5,6.14,1,9,9
East Carter,3,152,12.68,20.84,7.77,9.42,0,10,10
Caverna,NaN,212,12.53,10.68,13.06,13.85,2,8,10
Bath County,2,59,11.77,18.09,5.22,12.01,0,10,10
Beth Haven,NaN,211,9.7,3.09,9.54,16.47,1,7,6
Betsy Layne,2,97,9.17,10.44,10.99,6.09,1,9,10
Western,2,86,8.89,15.13,7.53,4.01,0,10,10
Butler County,2,72,6.92,15.68,0.28,4.8,0,10,10
Jenkins,NaN,214,-0.66,-2.43,-0.34,0.79,0,10,10
