date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region
2019-08-23,Apollo,Warren Central,66,56,1,,0,0
2019-08-23,Ashland Blazer,Knox Central,21,13,0,,0,0
2019-08-23,Ballard,Doss,50,8,0,,0,0
2019-08-23,Barren County,Metcalfe County,48,6,0,,0,0
2019-08-23,Bath County,Lewis County,27,7,0,,0,0
2019-08-23,Belfry,Southwestern,31,7,0,,0,0
2019-08-23,Berea,Jackson County,53,18,0,,0,0
2019-08-23,Bishop Brossart,Dayton,24,8,1,,0,0
2019-08-23,Boone County,Holmes,20,6,1,,0,0
2019-08-23,Breathitt County,Jenkins,39,8,0,,0,0
2019-08-23,Bullitt Central,Seneca,34,12,1,,0,0
2019-08-23,Caldwell County,Christian County,19,14,1,,0,0
2019-08-23,Carroll County,Ludlow,14,12,1,,0,0
2019-08-23,Central Hardin,Daviess County,49,10,1,,0,0
2019-08-23,Christian Academy-Louisville,South Oldham,6,0,1,(overtime),1,0
2019-08-23,Clay County,Floyd Central,44,20,1,,0,0
2019-08-23,Cooper,Dixie Heights,7,0,1,,0,0
2019-08-23,Corbin,Whitley County,35,21,1,,0,0
2019-08-23,Covington Catholic,Ryle,37,0,1,,0,0
2019-08-23,Crittenden County,Fort Campbell,43,14,0,,0,0
2019-08-23,DuPont Manual,Central,7,0,1,,0,0
2019-08-23,East Carter,Fairview,54,12,1,,0,0
2019-08-23,Fleming County,Nicholas County,54,26,0,,0,0
2019-08-23,Franklin County,East Jessamine,35,28,0,,0,0
2019-08-23,Frederick Douglass,Bryan Station,43,0,1,,0,0
2019-08-23,Glasgow,LaRue County,35,13,1,,0,0
2019-08-23,Grant County,Owen County,50,14,0,,0,0
2019-08-23,Graves County,Murray,38,35,0,,0,0
2019-08-23,Grayson County,Hancock County,23,6,0,,0,0
2019-08-23,Greenwood,Franklin-Simpson,28,14,0,,0,0
2019-08-23,Hart County,Caverna,44,12,0,,0,0
2019-08-23,Henry County,Thomas Nelson,34,28,1,,0,0
2019-08-23,Highlands,Scott,42,13,0,,0,0
2019-08-23,Holy Cross (Covington),Bellevue,30,12,1,,0,0
2019-08-23,Johnson Central,Lafayette,49,12,0,,0,0
2019-08-23,Kentucky Country Day,Atherton,23,7,0,,0,0
2019-08-23,Leslie County,Perry County Central,32,20,1,,0,0
2019-08-23,Lexington Catholic,Pulaski County,21,14,0,,0,0
2019-08-23,Lexington Christian,Moore,34,16,1,,0,0
2019-08-23,Lincoln County,Woodford County,21,14,1,,0,0
2019-08-23,Lloyd Memorial,Walton-Verona,30,6,0,,0,0
2019-08-23,Logan County,Butler County,55,20,1,,0,0
2019-08-23,Lynn Camp,Frankfort,20,18,0,,0,0
2019-08-23,Madisonville-North Hopkins,Union County,41,0,0,,0,0
2019-08-23,Magoffin County,Knott County Central,51,22,1,,0,0
2019-08-23,Marion County,Western,33,14,1,,0,0
2019-08-23,Marshall County,Ballard Memorial,37,6,1,,0,0
2019-08-23,Martin County,Betsy Layne,56,12,0,,0,0
2019-08-23,Middlesboro,Garrard County,34,32,0,,0,0
2019-08-23,Newport,Harrison County,19,14,0,,0,0
2019-08-23,Newport Central Catholic,Campbell County,29,13,0,,0,0
2019-08-23,North Bullitt,North Oldham,40,14,1,,0,0
2019-08-23,Oldham County,Eastern,27,12,1,,0,0
2019-08-23,Owensboro,Breckinridge County,42,0,0,,0,0
2019-08-23,Owensboro Catholic,Ohio County,68,27,1,,0,0
2019-08-23,Paintsville,Lawrence County,48,17,0,,0,0
2019-08-23,Paris,Fort Knox,22,6,1,,0,0
2019-08-23,Paul Laurence Dunbar,North Laurel,35,26,1,,0,0
2019-08-23,Pendleton County,Gallatin County,46,0,1,,0,0
2019-08-23,Pike County Central,Prestonsburg,53,7,1,,0,0
2019-08-23,Pineville,McCreary Central,28,14,0,,0,0
2019-08-23,Pleasure Ridge Park,Valley,50,29,0,,0,0
2019-08-23,Rowan County,Morgan County,55,0,0,,0,0
2019-08-23,Russell,Mason County,49,13,0,,0,0
2019-08-23,Russell County,Adair County,28,25,1,,0,0
2019-08-23,Scott County,Great Crossing,72,7,1,,0,0
2019-08-23,Shelby Valley,Letcher County Central,44,22,1,,0,0
2019-08-23,Somerset,Rockcastle County,40,0,1,,0,0
2019-08-23,Southern,Jeffersontown,36,0,0,,0,0
2019-08-23,St. Xavier,DeSales,38,7,1,,0,0
2019-08-23,Todd County Central,Calloway County,21,20,0,,0,0
2019-08-23,Trigg County,Muhlenberg County,40,0,0,,0,0
2019-08-23,Warren East,Russellville,48,0,1,,0,0
2019-08-23,Washington County,Nelson County,56,0,0,,0,0
2019-08-23,Webster County,Hopkins County Central,20,14,1,,0,0
2019-08-24,Bullitt East,Fairdale,42,35,0,,0,0
2019-08-24,Conner,Madison Central,27,6,0,,0,0
2019-08-24,Danville,John Hardin,48,14,1,,0,0
2019-08-24,Eminence,McLean County,51,22,1,,0,0
2019-08-24,Mercer County,West Carter,21,0,1,,0,0
2019-08-24,Montgomery County,Powell County,33,14,1,,0,0
2019-08-24,Paducah Tilghman,McCracken County,47,43,0,,0,0
2019-08-24,Pikeville,Bardstown,47,25,1,,0,0
2019-08-24,Raceland,Greenup County,17,14,1,,0,0
2019-08-29,Lynn Camp,Jackson County,32,16,0,,0,0
2019-08-30,Anderson County,Madison Central,23,21,1,,0,0
2019-08-30,Ashland Blazer,Boyd County,53,7,1,,0,0
2019-08-30,Bardstown,Danville,28,7,1,,0,0
2019-08-30,Bell County,Knox Central,22,8,1,,0,0
2019-08-30,Berea,Harlan,21,7,0,,0,0
2019-08-30,Bethlehem,Sayre,49,14,1,,0,0
2019-08-30,Betsy Layne,Morgan County,46,30,1,,0,0
2019-08-30,Boone County,Paul Laurence Dunbar,34,28,1,,0,0
2019-08-30,Bowling Green,McCracken County,42,14,0,,0,0
2019-08-30,Breathitt County,South Laurel,43,8,1,,0,0
2019-08-30,Breckinridge County,Metcalfe County,22,16,0,,0,0
2019-08-30,Bryan Station,West Jessamine,27,0,0,,0,0
2019-08-30,Bullitt East,Spencer County,34,6,1,,0,0
2019-08-30,Caldwell County,Apollo,43,21,1,,0,0
2019-08-30,Campbellsville,Adair County,47,12,1,,0,0
2019-08-30,Carroll County,Henry County,28,26,1,,0,0
2019-08-30,Caverna,Shawnee,51,0,1,,0,0
2019-08-30,Central Hardin,John Hardin,50,6,0,,0,0
2019-08-30,Cooper,Newport Central Catholic,13,7,0,,0,0
2019-08-30,Covington Catholic,Campbell County,49,0,0,,0,0
2019-08-30,Crittenden County,Webster County,48,21,0,,0,0
2019-08-30,DeSales,Butler,37,8,1,,0,0
2019-08-30,Dixie Heights,George Rogers Clark,35,12,1,,0,0
2019-08-30,DuPont Manual,Fern Creek,22,18,0,,0,0
2019-08-30,East Carter,Lewis County,49,0,1,,0,0
2019-08-30,East Jessamine,Lincoln County,42,35,0,(overtime),1,0
2019-08-30,Edmonson County,Butler County,54,12,1,,0,0
2019-08-30,Eminence,Owen County,44,7,1,,0,0
2019-08-30,Estill County,Powell County,36,14,0,,0,0
2019-08-30,Fairdale,Hancock County,51,14,1,,0,0
2019-08-30,Franklin County,Western Hills,55,6,1,,0,0
2019-08-30,Frederick Douglass,Tates Creek,62,14,1,,0,0
2019-08-30,Garrard County,Marion County,24,12,0,,0,0
2019-08-30,Glasgow,Russellville,56,0,0,,0,0
2019-08-30,Grayson County,Nelson County,49,0,1,,0,0
2019-08-30,Greenup County,Fleming County,40,36,0,,0,0
2019-08-30,Harlan County,Hazard,22,20,0,,0,0
2019-08-30,Harrison County,Mason County,27,21,0,,0,0
2019-08-30,Holmes,Grant County,34,18,0,,0,0
2019-08-30,Jeffersontown,Western,37,16,0,,0,0
2019-08-30,Kentucky Country Day,Thomas Nelson,43,12,1,,0,0
2019-08-30,Lawrence County,Prestonsburg,42,12,0,,0,0
2019-08-30,Logan County,Muhlenberg County,59,0,1,,0,0
2019-08-30,Ludlow,Bracken County,36,0,0,,0,0
2019-08-30,Madisonville-North Hopkins,Marshall County,43,6,0,,0,0
2019-08-30,Male,Ballard,41,14,1,,0,0
2019-08-30,Martin County,Magoffin County,22,6,1,,0,0
2019-08-30,Meade County,Franklin-Simpson,26,21,0,,0,0
2019-08-30,Murray,Calloway County,40,7,1,,0,0
2019-08-30,Newport,Bishop Brossart,38,6,1,,0,0
2019-08-30,North Bullitt,Great Crossing,42,0,0,,0,0
2019-08-30,North Hardin,Elizabethtown,20,13,0,,0,0
2019-08-30,North Laurel,Floyd Central,28,6,1,,0,0
2019-08-30,Ohio County,McLean County,46,42,1,,0,0
2019-08-30,Oldham County,North Oldham,58,14,1,,0,0
2019-08-30,Owensboro Catholic,Daviess County,36,18,0,,0,0
2019-08-30,Pendleton County,Nicholas County,38,26,1,,0,0
2019-08-30,Pineville,Knott County Central,39,14,0,,0,0
2019-08-30,Pulaski County,Wayne County,35,27,0,,0,0
2019-08-30,Rockcastle County,Casey County,41,33,1,,0,0
2019-08-30,Rowan County,Bath County,40,7,0,,0,0
2019-08-30,Russell County,Green County,47,14,0,,0,0
2019-08-30,Ryle,Conner,34,10,1,,0,0
2019-08-30,Scott,Lloyd Memorial,17,0,1,,0,0
2019-08-30,Scott County,Lafayette,28,19,0,,0,0
2019-08-30,Shelby County,Collins,23,9,1,,0,0
2019-08-30,Somerset,Montgomery County,75,13,0,,0,0
2019-08-30,South Oldham,Eastern,49,7,0,,0,0
2019-08-30,Southern,Moore,32,16,1,,0,0
2019-08-30,Southwestern,Madison Southern,35,34,0,(overtime),1,0
2019-08-30,Taylor County,LaRue County,34,13,0,,0,0
2019-08-30,Trigg County,Fort Campbell,51,14,1,,0,0
2019-08-30,Union County,Hopkins County Central,42,0,0,,0,0
2019-08-30,Waggener,Valley,50,0,1,,0,0
2019-08-30,Walton-Verona,Holy Cross (Covington),17,0,0,,0,0
2019-08-30,Washington County,Atherton,48,0,1,,0,0
2019-08-30,Williamsburg,Middlesboro,55,28,0,,0,0
2019-08-30,Woodford County,Barren County,37,7,0,,0,0
2019-08-31,Boyle County,Bullitt Central,56,7,1,,0,0
2019-08-31,Central,Iroquois,46,0,1,,0,0
2019-08-31,Dayton,Bellevue,36,12,0,,0,0
2019-08-31,Letcher County Central,Bourbon County,20,19,0,,0,0
2019-08-31,Russell,Raceland,41,0,1,,0,0
2019-09-06,Atherton,Southern,35,12,1,,0,0
2019-09-06,Bardstown,Marion County,49,6,0,,0,0
2019-09-06,Barren County,Adair County,26,14,1,,0,0
2019-09-06,Bath County,Powell County,19,12,0,,0,0
2019-09-06,Bell County,South Laurel,80,40,0,,0,0
2019-09-06,Bethlehem,Thomas Nelson,69,7,0,,0,0
2019-09-06,Betsy Layne,East Ridge,46,24,0,,0,0
2019-09-06,Bishop Brossart,Bellevue,27,26,0,,0,0
2019-09-06,Bowling Green,Warren Central,56,0,0,,0,0
2019-09-06,Boyle County,Danville,59,0,0,,0,0
2019-09-06,Breathitt County,Magoffin County,55,6,0,,0,0
