date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region,lose_id,win_id
2004-08-20,Adair County,Russell County,14,7,1,,0,0,91,153
2004-08-20,Allen Central,Betsy Layne,36,14,0,,0,0,216,49
2004-08-20,Ashland Blazer,Fairview,40,6,1,,0,0,3,135
2004-08-20,Ballard,North Hardin,39,17,1,,0,0,175,202
2004-08-20,Bellevue,Nicholas County,45,7,1,,0,0,11,8
2004-08-20,Breathitt County,Bardstown,50,0,0,,0,0,17,56
2004-08-20,Bullitt Central,Breckinridge County,33,0,0,,0,0,157,183
2004-08-20,Butler,Meade County,26,7,0,,0,0,181,178
2004-08-20,Butler County,Logan County,8,7,0,,0,0,151,72
2004-08-20,Campbellsville,Middlesboro,36,15,0,,0,0,58,19
2004-08-20,Caverna,Hart County,19,7,0,,0,0,75,33
2004-08-20,Christian County,Apollo,37,21,1,,0,0,188,187
2004-08-20,Covington Catholic,Boone County,28,0,1,,0,0,201,109
2004-08-20,Cumberland,Fleming-Neon,56,0,0,,0,0,54,45
2004-08-20,DeSales,Southern,29,28,2,(overtime),1,0,209,85
2004-08-20,Doss,Iroquois,22,6,1,,0,0,184,126
2004-08-20,East Jessamine,Casey County,45,6,2,,0,0,92,108
2004-08-20,East Ridge,Phelps,46,40,2,,0,0,47,65
2004-08-20,Eminence,Evangel Christian,34,8,0,,0,0,26,213
2004-08-20,Frankfort,Marion County,28,0,1,,0,0,132,18
2004-08-20,Grant County,Madison Southern,22,0,0,,0,0,143,114
2004-08-20,Greenup County,East Carter,20,12,0,,0,0,99,139
2004-08-20,Greenwood,Franklin-Simpson,23,8,0,,0,0,149,190
2004-08-20,Harlan,Cawood,35,6,0,,0,0,62,42
2004-08-20,Harrodsburg,Western Hills,39,20,1,,0,0,117,22
2004-08-20,Hopkins County Central,Daviess County,18,6,1,,0,0,191,154
2004-08-20,Kentucky Country Day,Lexington Christian,26,25,0,,0,0,4,214
2004-08-20,Knott County Central,Magoffin County,32,14,0,,0,0,63,66
2004-08-20,Knox Central,Evarts,24,6,0,,0,0,51,142
2004-08-20,Lloyd Memorial,Simon Kenton,13,7,0,,0,0,210,101
2004-08-20,Ludlow,Carroll County,36,13,1,,0,0,21,5
2004-08-20,Lynn Camp,McCreary Central,58,14,0,,0,0,217,44
2004-08-20,Madison Central,Bryan Station,42,14,1,,0,0,172,160
2004-08-20,Madisonville-North Hopkins,Russellville,30,7,0,,0,0,34,147
2004-08-20,Marshall County,Grayson County,24,7,2,,0,0,197,195
2004-08-20,Mercer County,Monroe County,31,22,0,,0,0,79,100
2004-08-20,Morgan County,Rowan County,20,6,1,,0,0,140,97
2004-08-20,Muhlenberg South,Muhlenberg North,40,6,0,,0,0,218,77
2004-08-20,Murray,Lone Oak,38,3,2,,0,0,74,31
2004-08-20,Nelson County,Bullitt East,26,6,1,,0,0,124,177
2004-08-20,Newport,Christian Academy-Louisville,20,18,0,,0,0,20,96
2004-08-20,North Laurel,Leslie County,21,20,1,1 OT,0,0,59,164
2004-08-20,Ohio County,Hancock County,28,19,0,,0,0,29,193
2004-08-20,Paducah Tilghman,Henry Clay,29,13,1,,0,0,166,150
2004-08-20,Paintsville,Raceland,34,14,0,,0,0,7,46
2004-08-20,Paris,Bracken County,58,0,1,,0,0,13,6
2004-08-20,Pike County Central,Shelby Valley,44,38,0,,0,0,60,61
2004-08-20,Pulaski County,Wayne County,28,7,0,,0,0,88,125
2004-08-20,Shawnee,Atherton,38,6,0,,0,0,185,90
2004-08-20,Sheldon Clark,Bourbon County,34,6,1,,0,0,119,67
2004-08-20,South Laurel,Hazard,50,0,2,,0,0,50,163
2004-08-20,Tates Creek,George Rogers Clark,21,14,1,,0,0,168,161
2004-08-20,Todd County Central,McLean County,59,8,1,,0,0,39,78
2004-08-20,Trigg County,Mayfield,41,27,1,,0,0,32,69
2004-08-20,Waggener,Fern Creek,22,13,0,,0,0,204,121
2004-08-20,Warren East,Edmonson County,14,6,1,,0,0,80,156
2004-08-20,Washington County,Taylor County,13,6,0,,0,0,131,89
2004-08-20,West Carter,Bath County,42,15,1,,0,0,12,103
2004-08-20,West Jessamine,Ryle,16,13,1,,0,0,205,113
2004-08-20,Whitley County,Perry County Central,41,35,1,(double overtime),1,0,141,167
2004-08-20,Williamsburg,Owen County,55,31,0,,0,0,25,40
2004-08-20,Woodford County,Anderson County,33,15,0,,0,0,118,170
2004-08-21,Barren County,Green County,19,2,1,,0,0,28,194
2004-08-21,Belfry,Estill County,41,14,2,,0,0,104,55
2004-08-21,Bowling Green,Central Hardin,39,7,1,,0,0,182,146
2004-08-21,Boyd County,Montgomery County,42,0,0,,0,0,171,138
2004-08-21,Campbell County,Seneca,21,0,2,,0,0,212,203
2004-08-21,Clay County,Letcher,66,0,1,,0,0,221,136
2004-08-21,Conner,North Oldham,42,0,2,,0,0,105,198
2004-08-21,Corbin,Rockcastle County,42,22,1,,0,0,137,83
2004-08-21,DuPont Manual,Paul Laurence Dunbar,41,21,2,,0,0,169,176
2004-08-21,Eastern,Lafayette,14,12,2,,0,0,165,207
2004-08-21,Elizabethtown,Mason County,35,21,2,,0,0,145,82
2004-08-21,Graves County,Owensboro,42,16,2,,0,0,196,189
2004-08-21,Harrison County,Lincoln County,34,14,0,,0,0,129,110
2004-08-21,Henry County,Jeffersontown,19,12,2,,0,0,128,98
2004-08-21,Holy Cross (Louisville),Shelby County,27,6,2,,0,0,206,15
2004-08-21,John Hardin,Glasgow,28,14,2,,0,0,71,179
2004-08-21,Johnson Central,Whitesburg,42,0,2,,0,0,64,162
2004-08-21,Lexington Catholic,Boyle County,43,42,2,,0,0,120,107
2004-08-21,Male,Oldham County,64,15,2,,0,0,112,174
2004-08-21,Pendleton County,Pineville,20,6,0,,0,0,53,115
2004-08-21,Pikeville,Prestonsburg,14,0,1,,0,0,57,41
2004-08-21,Pleasure Ridge Park,Lawrence County,34,14,2,,0,0,144,180
2004-08-21,Scott,Holy Cross (Covington),12,7,0,,0,0,10,211
2004-08-21,Somerset,LaRue County,39,25,2,,0,0,87,48
2004-08-21,South Floyd,Powell County,36,34,1,,0,0,102,43
2004-08-21,South Oldham,North Bullitt,21,0,1,,0,0,133,116
2004-08-21,Southwestern,Warren Central,21,14,2,,0,0,192,123
2004-08-21,St. Xavier,Scott County,33,7,0,,0,0,159,173
2004-08-27,Adair County,Edmonson County,36,25,1,,0,0,80,153
2004-08-27,Apollo,Meade County,16,13,1,,0,0,181,188
2004-08-27,Ballard,Paducah Tilghman,33,19,0,,0,0,150,202
2004-08-27,Bardstown,Washington County,31,7,0,,0,0,89,17
2004-08-27,Bell County,Middlesboro,56,6,1,,0,0,58,134
2004-08-27,Bellevue,Dayton,14,7,0,,0,0,9,8
2004-08-27,Betsy Layne,Jenkins,52,0,1,,0,0,52,216
2004-08-27,Boyle County,Henry Clay,45,21,2,,0,0,166,120
2004-08-27,Breathitt County,Ryle,21,6,1,,0,0,205,56
2004-08-27,Breckinridge County,Moore,28,6,0,,0,0,93,157
2004-08-27,Bullitt East,Bullitt Central,27,6,0,,0,0,183,124
2004-08-27,Butler County,Muhlenberg North,47,7,1,,0,0,218,72
2004-08-27,Campbellsville,Marion County,46,0,0,,0,0,132,19
2004-08-27,Carroll County,Evangel Christian,71,8,1,,0,0,26,21
2004-08-27,Christian Academy-Louisville,Western Hills,35,19,0,,0,0,117,20
2004-08-27,Christian County,Daviess County,37,20,0,,0,0,191,187
2004-08-27,Clay County,Fleming-Neon,64,0,1,,0,0,54,136
2004-08-27,Corbin,North Laurel,36,21,0,,0,0,164,83
2004-08-27,Crittenden County,Caldwell County,28,26,0,,0,0,76,30
2004-08-27,Cumberland,Cawood,42,20,1,,0,0,62,45
2004-08-27,DuPont Manual,Eastern,25,21,0,,0,0,207,176
2004-08-27,East Carter,Raceland,46,13,1,,0,0,7,99
2004-08-27,East Jessamine,Woodford County,56,6,1,,0,0,170,108
2004-08-27,Elizabethtown,Central Hardin,42,14,1,,0,0,182,82
2004-08-27,Fairdale,Southern,26,20,0,(overtime),1,0,209,127
2004-08-27,Fleming County,Rowan County,73,27,0,,0,0,140,95
2004-08-27,Fort Knox,Ohio County,26,20,0,,0,0,193,23
2004-08-27,Frankfort,Fairview,32,22,0,,0,0,3,18
2004-08-27,Franklin County,Grant County,28,20,0,,0,0,114,111
2004-08-27,George Rogers Clark,Bryan Station,36,18,0,,0,0,172,168
2004-08-27,Glasgow,Barren County,40,0,1,,0,0,194,71
2004-08-27,Greenwood,Allen County-Scottsville,27,6,0,,0,0,155,190
2004-08-27,Hancock County,Grayson County,35,7,1,,0,0,197,29
2004-08-27,Harrison County,Garrard County,38,8,0,,0,0,84,110
2004-08-27,Harrodsburg,Casey County,24,12,0,,0,0,92,22
2004-08-27,Hart County,Green County,35,14,0,,0,0,28,75
